timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,dataQLiquidStg1
4184.81,30.81,34.86,50,60,25.67
4184.81,30.81,34.86,50,60,25.67
4184.81,30.81,34.86,50,60,25.67
4184.81,30.81,34.86,50,60,25.67
4184.976,30.82,34.84,50,60,25.67
4184.976,30.82,34.84,50,60,25.67
4184.976,30.82,34.84,50,60,25.67
4184.976,30.82,34.84,50,60,25.67
4185.125,31.2,34.82,50,60,25.67
4185.125,31.2,34.82,50,60,25.67
4185.125,31.2,34.82,50,60,25.67
4185.125,31.2,34.82,50,60,25.67
4185.275,32.28,34.82,50,60,25.67
4185.275,32.28,34.82,50,60,25.67
4185.275,32.28,34.82,50,60,25.67
4185.275,32.28,34.82,50,60,25.67
4185.426,33.32,34.82,50,60,25.67
4185.426,33.32,34.82,50,60,25.67
4185.426,33.32,34.82,50,60,25.67
4185.426,33.32,34.82,50,60,25.67
4185.576,35.09,34.83,50,60,25.67
4185.576,35.09,34.83,50,60,25.67
4185.576,35.09,34.83,50,60,25.67
4185.576,35.09,34.83,50,60,25.67
4185.725,36.7,34.86,50,60,25.67
4185.725,36.7,34.86,50,60,25.67
4185.725,36.7,34.86,50,60,25.67
4185.725,36.7,34.86,50,60,25.67
4185.848,,,,,25.67
4185.875,38.45,34.89,50,60,
4185.875,38.45,34.89,50,60,
4185.875,38.45,34.89,50,60,
4185.875,38.45,34.89,50,60,
4186.025,40,34.93,50,60,
4186.025,40,34.93,50,60,
4186.025,40,34.93,50,60,
4186.025,40,34.93,50,60,
4186.181,41.79,34.98,50,60,
4186.181,41.79,34.98,50,60,
4186.181,41.79,34.98,50,60,
4186.181,41.79,34.98,50,60,
4186.332,43.55,35.04,50,60,
4186.332,43.55,35.04,50,60,
4186.332,43.55,35.04,50,60,
4186.332,43.55,35.04,50,60,
4186.481,45.14,35.11,50,60,
4186.481,45.14,35.11,50,60,
4186.481,45.14,35.11,50,60,
4186.481,45.14,35.11,50,60,
4186.638,46.81,35.19,50,60,
4186.638,46.81,35.19,50,60,
4186.638,46.81,35.19,50,60,
4186.638,46.81,35.19,50,60,
4186.787,48.59,35.28,50,60,
4186.787,48.59,35.28,50,60,
4186.787,48.59,35.28,50,60,
4186.787,48.59,35.28,50,60,
4186.817,,,,,25.68
4186.937,50.12,35.37,50,60,
4186.937,50.12,35.37,50,60,
4186.937,50.12,35.37,50,60,
4186.937,50.12,35.37,50,60,
4187.087,51.51,35.46,50,60,
4187.087,51.51,35.46,50,60,
4187.087,51.51,35.46,50,60,
4187.087,51.51,35.46,50,60,
4187.237,53.31,35.57,50,60,
4187.237,53.31,35.57,50,60,
4187.237,53.31,35.57,50,60,
4187.237,53.31,35.57,50,60,
4187.387,54.72,35.68,50,60,
4187.387,54.72,35.68,50,60,
4187.387,54.72,35.68,50,60,
4187.387,54.72,35.68,50,60,
4187.537,56.31,35.8,50,60,
4187.537,56.31,35.8,50,60,
4187.537,56.31,35.8,50,60,
4187.537,56.31,35.8,50,60,
