,timeSinceBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
0,38.061,21.22,21.48,55.0,,20.64
1,38.21,21.23,21.48,55.0,,20.64
2,38.36,21.38,21.49,55.0,,20.64
3,38.51,21.85,21.54,55.0,,20.61
4,38.661,22.57,21.66,55.0,,20.58
5,38.721,,,,19.12,
6,38.81,23.63,21.87,55.0,,20.54
7,38.961,24.88,22.18,55.0,,20.5
8,39.11,26.28,22.59,55.0,,20.45
9,39.26,27.76,23.09,55.0,,20.4
10,39.291,,,,20.15,
11,39.41,29.39,23.68,55.0,,20.36
12,39.56,30.97,24.35,55.0,,20.31
13,39.71,32.64,25.1,55.0,,20.26
14,39.86,34.35,25.9,55.0,,20.21
15,39.904,,,,20.66,
16,40.01,35.95,26.75,55.0,,20.16
17,40.16,37.62,27.64,55.0,,20.1
18,40.31,39.3,28.56,55.0,,20.05
19,40.46,40.9,29.51,55.0,,20.01
20,40.46,,,,19.66,
21,40.61,42.5,30.48,55.0,,19.96
22,40.759,44.08,31.46,55.0,,19.92
23,40.91,45.61,32.45,55.0,,19.88
24,41.06,47.08,33.45,55.0,,19.84
25,41.06,,,,19.84,
26,41.21,48.51,34.44,55.0,,19.8
27,41.36,49.87,35.42,55.0,,19.77
28,41.51,51.21,36.4,55.0,,19.73
29,41.66,52.55,37.37,55.0,,19.7
30,41.66,,,,19.93,
31,41.81,53.96,38.34,55.0,,19.67
32,41.96,55.39,39.32,55.0,,19.63
33,42.11,56.82,40.31,55.0,,19.6
34,42.26,58.23,41.3,55.0,,19.57
35,42.26,,,,20.21,
36,42.41,59.61,42.3,55.0,,19.54
37,42.56,60.97,43.29,55.0,,19.52
38,42.71,62.24,44.28,55.0,,19.49
39,42.86,63.51,45.26,55.0,,19.47
40,42.86,,,,21.75,
41,43.01,64.77,46.24,55.0,,19.44
42,43.16,66.01,47.21,55.0,,19.43
43,43.31,67.2,48.17,55.0,,19.41
44,43.46,68.38,49.12,55.0,,19.38
45,43.46,,,,20.97,
46,43.61,69.55,50.07,55.0,,19.37
47,43.76,70.7,51.01,55.0,,19.35
48,43.915,71.83,51.94,55.0,,19.33
49,44.065,73.0,52.86,55.0,,19.32
50,44.065,,,,22.15,
51,44.215,74.02,53.78,55.0,,19.31
52,44.365,74.67,54.64,55.0,,19.32
53,44.515,74.87,55.43,55.0,,19.37
54,44.666,74.59,56.08,55.0,,19.44
55,44.666,,,,24.15,
56,44.814,73.94,56.6,55.0,,19.55
57,44.96,73.04,56.96,55.0,,19.7
58,45.11,71.92,57.17,55.0,,19.84
59,45.261,70.68,57.25,55.0,,20.0
60,45.261,,,,32.03,
61,45.41,69.53,57.22,55.0,,20.13
62,45.561,68.39,57.1,55.0,,20.26
63,45.708,67.32,56.92,55.0,,20.37
64,45.858,66.42,56.7,55.0,,20.46
65,45.858,,,,36.24,
66,46.008,65.58,56.45,55.0,,20.53
67,46.158,64.81,56.19,55.0,,20.59
68,46.308,64.18,55.94,55.0,,20.65
69,46.458,63.59,55.7,55.0,,20.7
70,46.458,,,,39.02,
71,46.608,63.04,55.47,55.0,,20.73
72,46.758,62.61,55.25,55.0,,20.77
73,46.908,62.18,55.06,55.0,,20.8
