timeSinceBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
1647.797,32.66,32.75,90,30.19,31.79
1647.797,32.66,32.75,90,30.19,31.79
1647.797,32.66,32.75,90,30.19,31.79
1647.797,32.66,32.75,90,30.19,31.79
1647.918,,,,30.19,
1647.942,32.66,32.75,90,,31.79
1647.942,32.66,32.75,90,,31.79
1647.942,32.66,32.75,90,,31.79
1647.942,32.66,32.75,90,,31.79
1648.097,32.67,32.75,90,,31.79
1648.097,32.67,32.75,90,,31.79
1648.097,32.67,32.75,90,,31.79
1648.097,32.67,32.75,90,,31.79
1648.243,32.93,32.79,90,,31.77
1648.243,32.93,32.79,90,,31.77
1648.243,32.93,32.79,90,,31.77
1648.243,32.93,32.79,90,,31.77
1648.393,33.48,32.93,90,,31.75
1648.393,33.48,32.93,90,,31.75
1648.393,33.48,32.93,90,,31.75
1648.393,33.48,32.93,90,,31.75
1648.505,,,,30.43,
1648.548,34.7,33.22,90,,31.7
1648.548,34.7,33.22,90,,31.7
1648.548,34.7,33.22,90,,31.7
1648.548,34.7,33.22,90,,31.7
1648.695,35.91,33.68,90,,31.66
1648.695,35.91,33.68,90,,31.66
1648.695,35.91,33.68,90,,31.66
1648.695,35.91,33.68,90,,31.66
1648.844,37.3,34.25,90,,31.6
1648.844,37.3,34.25,90,,31.6
1648.844,37.3,34.25,90,,31.6
1648.844,37.3,34.25,90,,31.6
1648.999,39.32,34.97,90,,31.52
1648.999,39.32,34.97,90,,31.52
1648.999,39.32,34.97,90,,31.52
1648.999,39.32,34.97,90,,31.52
1649.07,,,,31.13,
1649.144,40.94,35.79,90,,31.45
1649.144,40.94,35.79,90,,31.45
1649.144,40.94,35.79,90,,31.45
1649.144,40.94,35.79,90,,31.45
1649.294,42.61,36.65,90,,31.4
1649.294,42.61,36.65,90,,31.4
1649.294,42.61,36.65,90,,31.4
1649.294,42.61,36.65,90,,31.4
1649.45,44.28,37.53,90,,31.34
1649.45,44.28,37.53,90,,31.34
1649.45,44.28,37.53,90,,31.34
1649.45,44.28,37.53,90,,31.34
1649.596,46.54,38.57,90,,31.25
1649.596,46.54,38.57,90,,31.25
1649.596,46.54,38.57,90,,31.25
1649.596,46.54,38.57,90,,31.25
1649.656,,,,32.89,
1649.746,48.26,39.55,90,,31.2
1649.746,48.26,39.55,90,,31.2
1649.746,48.26,39.55,90,,31.2
1649.746,48.26,39.55,90,,31.2
1649.901,50,40.54,90,,31.13
1649.901,50,40.54,90,,31.13
1649.901,50,40.54,90,,31.13
1649.901,50,40.54,90,,31.13
1650.046,52.23,41.62,90,,31.06
1650.046,52.23,41.62,90,,31.06
1650.046,52.23,41.62,90,,31.06
1650.046,52.23,41.62,90,,31.06
1650.196,53.87,42.66,90,,31
1650.196,53.87,42.66,90,,31
1650.196,53.87,42.66,90,,31
1650.196,53.87,42.66,90,,31
1650.303,,,,35.11,
1650.351,55.49,43.67,90,,30.95
1650.351,55.49,43.67,90,,30.95
1650.351,55.49,43.67,90,,30.95
1650.351,55.49,43.67,90,,30.95
1650.501,57.09,44.65,90,,30.89
1650.501,57.09,44.65,90,,30.89
1650.501,57.09,44.65,90,,30.89
1650.501,57.09,44.65,90,,30.89
1650.646,59.31,45.77,90,,30.82
1650.646,59.31,45.77,90,,30.82
1650.646,59.31,45.77,90,,30.82
1650.646,59.31,45.77,90,,30.82
1650.796,60.85,46.81,90,,30.76
1650.796,60.85,46.81,90,,30.76
1650.796,60.85,46.81,90,,30.76
1650.796,60.85,46.81,90,,30.76
1650.843,,,,42.05,
1650.951,62.35,47.8,90,,30.71
1650.951,62.35,47.8,90,,30.71
1650.951,62.35,47.8,90,,30.71
1650.951,62.35,47.8,90,,30.71
1651.096,64.32,48.89,90,,30.65
1651.096,64.32,48.89,90,,30.65
1651.096,64.32,48.89,90,,30.65
1651.096,64.32,48.89,90,,30.65
1651.246,65.79,49.9,90,,30.6
1651.246,65.79,49.9,90,,30.6
1651.246,65.79,49.9,90,,30.6
1651.246,65.79,49.9,90,,30.6
1651.401,67.2,50.88,90,,30.56
1651.401,67.2,50.88,90,,30.56
1651.401,67.2,50.88,90,,30.56
1651.401,67.2,50.88,90,,30.56
1651.428,,,,61.88,
1651.55,69.09,51.88,90,,30.5
1651.55,69.09,51.88,90,,30.5
1651.55,69.09,51.88,90,,30.5
1651.55,69.09,51.88,90,,30.5
1651.697,70.49,52.9,90,,30.47
1651.697,70.49,52.9,90,,30.47
1651.697,70.49,52.9,90,,30.47
1651.697,70.49,52.9,90,,30.47
1651.846,71.87,53.88,90,,30.43
1651.846,71.87,53.88,90,,30.43
1651.846,71.87,53.88,90,,30.43
1651.846,71.87,53.88,90,,30.43
1652.001,73.2,54.84,90,,30.39
1652.001,73.2,54.84,90,,30.39
1652.001,73.2,54.84,90,,30.39
1652.001,73.2,54.84,90,,30.39
1652.101,,,,72.32,
1652.15,74.97,55.82,90,,30.35
1652.15,74.97,55.82,90,,30.35
1652.15,74.97,55.82,90,,30.35
1652.15,74.97,55.82,90,,30.35
1652.296,76.27,56.82,90,,30.32
1652.296,76.27,56.82,90,,30.32
1652.296,76.27,56.82,90,,30.32
1652.296,76.27,56.82,90,,30.32
1652.447,77.51,57.76,90,,30.29
1652.447,77.51,57.76,90,,30.29
1652.447,77.51,57.76,90,,30.29
1652.447,77.51,57.76,90,,30.29
1652.598,78.78,58.69,90,,30.26
1652.598,78.78,58.69,90,,30.26
1652.598,78.78,58.69,90,,30.26
1652.598,78.78,58.69,90,,30.26
1652.643,,,,77.63,
1652.748,80.48,59.66,90,,30.23
1652.748,80.48,59.66,90,,30.23
1652.748,80.48,59.66,90,,30.23
1652.748,80.48,59.66,90,,30.23
1652.897,81.65,60.63,90,,30.21
1652.897,81.65,60.63,90,,30.21
1652.897,81.65,60.63,90,,30.21
1652.897,81.65,60.63,90,,30.21
1653.047,82.82,61.56,90,,30.18
1653.047,82.82,61.56,90,,30.18
1653.047,82.82,61.56,90,,30.18
1653.047,82.82,61.56,90,,30.18
1653.199,84.34,62.5,90,82.42,30.16
1653.199,84.34,62.5,90,82.42,30.16
1653.199,84.34,62.5,90,82.42,30.16
1653.199,84.34,62.5,90,82.42,30.16
1653.199,84.34,62.5,90,82.42,30.16
1653.348,85.44,63.44,90,,30.14
1653.348,85.44,63.44,90,,30.14
1653.348,85.44,63.44,90,,30.14
1653.348,85.44,63.44,90,,30.14
1653.498,86.56,64.34,90,,30.12
1653.498,86.56,64.34,90,,30.12
1653.498,86.56,64.34,90,,30.12
1653.498,86.56,64.34,90,,30.12
1653.649,87.98,65.28,90,,30.1
1653.649,87.98,65.28,90,,30.1
1653.649,87.98,65.28,90,,30.1
1653.649,87.98,65.28,90,,30.1
1653.798,89.05,66.19,90,86.82,30.09
1653.798,89.05,66.19,90,86.82,30.09
1653.798,89.05,66.19,90,86.82,30.09
1653.798,89.05,66.19,90,86.82,30.09
1653.798,89.05,66.19,90,86.82,30.09
1653.948,90.11,67.07,90,,30.08
1653.948,90.11,67.07,90,,30.08
1653.948,90.11,67.07,90,,30.08
1653.948,90.11,67.07,90,,30.08
1654.101,91.5,67.97,90,,30.06
1654.101,91.5,67.97,90,,30.06
1654.101,91.5,67.97,90,,30.06
1654.101,91.5,67.97,90,,30.06
1654.25,92.51,68.88,90,,30.05
