timeSinceBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
2217.938,40.75,40.97,90,37.93,38.7
2217.938,40.75,40.97,90,37.93,38.7
2217.938,40.75,40.97,90,37.93,38.7
2217.938,40.75,40.97,90,37.93,38.7
2218.014,,,,37.93,
2218.094,40.74,40.96,90,,38.69
2218.094,40.74,40.96,90,,38.69
2218.094,40.74,40.96,90,,38.69
2218.094,40.74,40.96,90,,38.69
2218.24,40.83,40.97,90,,38.68
2218.24,40.83,40.97,90,,38.68
2218.24,40.83,40.97,90,,38.68
2218.24,40.83,40.97,90,,38.68
2218.39,41.15,41.03,90,,38.64
2218.39,41.15,41.03,90,,38.64
2218.39,41.15,41.03,90,,38.64
2218.39,41.15,41.03,90,,38.64
2218.545,41.79,41.19,90,,38.61
2218.545,41.79,41.19,90,,38.61
2218.545,41.79,41.19,90,,38.61
2218.545,41.79,41.19,90,,38.61
2218.619,,,,38.04,
2218.691,43.03,41.53,90,,38.55
2218.691,43.03,41.53,90,,38.55
2218.691,43.03,41.53,90,,38.55
2218.691,43.03,41.53,90,,38.55
2218.841,44.19,41.99,90,,38.5
2218.841,44.19,41.99,90,,38.5
2218.841,44.19,41.99,90,,38.5
2218.841,44.19,41.99,90,,38.5
2218.997,45.51,42.54,90,,38.45
2218.997,45.51,42.54,90,,38.45
2218.997,45.51,42.54,90,,38.45
2218.997,45.51,42.54,90,,38.45
2219.141,47.4,43.28,90,,38.37
2219.141,47.4,43.28,90,,38.37
2219.141,47.4,43.28,90,,38.37
2219.141,47.4,43.28,90,,38.37
2219.181,,,,38.89,
2219.291,48.9,44.03,90,,38.31
2219.291,48.9,44.03,90,,38.31
2219.291,48.9,44.03,90,,38.31
2219.291,48.9,44.03,90,,38.31
2219.446,50.44,44.82,90,,38.25
2219.446,50.44,44.82,90,,38.25
2219.446,50.44,44.82,90,,38.25
2219.446,50.44,44.82,90,,38.25
2219.6,52.53,45.76,90,,38.18
2219.6,52.53,45.76,90,,38.18
2219.6,52.53,45.76,90,,38.18
2219.6,52.53,45.76,90,,38.18
2219.745,54.22,46.67,90,,38.11
2219.745,54.22,46.67,90,,38.11
2219.745,54.22,46.67,90,,38.11
2219.745,54.22,46.67,90,,38.11
2219.818,,,,40.48,
2219.895,55.83,47.59,90,,38.05
2219.895,55.83,47.59,90,,38.05
2219.895,55.83,47.59,90,,38.05
2219.895,55.83,47.59,90,,38.05
2220.049,57.91,48.55,90,,37.97
2220.049,57.91,48.55,90,,37.97
2220.049,57.91,48.55,90,,37.97
2220.049,57.91,48.55,90,,37.97
2220.195,59.46,49.53,90,,37.91
2220.195,59.46,49.53,90,,37.91
2220.195,59.46,49.53,90,,37.91
2220.195,59.46,49.53,90,,37.91
2220.345,61,50.48,90,,37.85
2220.345,61,50.48,90,,37.85
2220.345,61,50.48,90,,37.85
2220.345,61,50.48,90,,37.85
2220.401,,,,42.56,
2220.5,63.02,51.46,90,,37.77
2220.5,63.02,51.46,90,,37.77
2220.5,63.02,51.46,90,,37.77
2220.5,63.02,51.46,90,,37.77
2220.647,64.55,52.46,90,,37.71
2220.647,64.55,52.46,90,,37.71
2220.647,64.55,52.46,90,,37.71
2220.647,64.55,52.46,90,,37.71
2220.797,66.04,53.42,90,,37.66
2220.797,66.04,53.42,90,,37.66
2220.797,66.04,53.42,90,,37.66
2220.797,66.04,53.42,90,,37.66
2220.951,67.49,54.36,90,,37.61
2220.951,67.49,54.36,90,,37.61
2220.951,67.49,54.36,90,,37.61
2220.951,67.49,54.36,90,,37.61
2220.987,,,,45.18,
2221.101,69.48,55.34,90,,37.55
2221.101,69.48,55.34,90,,37.55
2221.101,69.48,55.34,90,,37.55
2221.101,69.48,55.34,90,,37.55
2221.25,70.9,56.34,90,,37.49
2221.25,70.9,56.34,90,,37.49
2221.25,70.9,56.34,90,,37.49
2221.25,70.9,56.34,90,,37.49
2221.4,72.3,57.29,90,,37.44
2221.4,72.3,57.29,90,,37.44
2221.4,72.3,57.29,90,,37.44
2221.4,72.3,57.29,90,,37.44
2221.555,73.66,58.24,90,47.87,37.4
2221.555,73.66,58.24,90,47.87,37.4
2221.555,73.66,58.24,90,47.87,37.4
2221.555,73.66,58.24,90,47.87,37.4
2221.555,73.66,58.24,90,47.87,37.4
2221.702,75.52,59.25,90,,37.34
2221.702,75.52,59.25,90,,37.34
