timeSinceBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
3097.512,33.54,33.57,90,30.84,33.55
3097.512,33.54,33.57,90,30.84,33.55
3097.512,33.54,33.57,90,30.84,33.55
3097.512,33.54,33.57,90,30.84,33.55
3097.64,33.54,33.57,90,30.84,33.55
3097.64,33.54,33.57,90,30.84,33.55
3097.64,33.54,33.57,90,30.84,33.55
3097.64,33.54,33.57,90,30.84,33.55
3097.789,33.59,33.58,90,30.84,33.54
3097.789,33.59,33.58,90,30.84,33.54
3097.789,33.59,33.58,90,30.84,33.54
3097.789,33.59,33.58,90,30.84,33.54
3097.94,33.84,33.63,90,30.84,33.5
3097.94,33.84,33.63,90,30.84,33.5
3097.94,33.84,33.63,90,30.84,33.5
3097.94,33.84,33.63,90,30.84,33.5
3098.097,34.22,33.73,90,30.84,33.46
3098.097,34.22,33.73,90,30.84,33.46
3098.097,34.22,33.73,90,30.84,33.46
3098.097,34.22,33.73,90,30.84,33.46
3098.196,,,,30.84,
3098.253,35.18,33.98,90,,33.38
3098.253,35.18,33.98,90,,33.38
3098.253,35.18,33.98,90,,33.38
3098.253,35.18,33.98,90,,33.38
3098.396,36.03,34.29,90,,33.32
3098.396,36.03,34.29,90,,33.32
3098.396,36.03,34.29,90,,33.32
3098.396,36.03,34.29,90,,33.32
3098.546,37.54,34.81,90,,33.22
3098.546,37.54,34.81,90,,33.22
3098.546,37.54,34.81,90,,33.22
3098.546,37.54,34.81,90,,33.22
3098.696,38.75,35.35,90,,33.14
3098.696,38.75,35.35,90,,33.14
3098.696,38.75,35.35,90,,33.14
3098.696,38.75,35.35,90,,33.14
3098.797,,,,31.43,
3098.855,40.59,36.09,90,,33.03
3098.855,40.59,36.09,90,,33.03
3098.855,40.59,36.09,90,,33.03
3098.855,40.59,36.09,90,,33.03
3098.997,42.45,36.93,90,,32.93
3098.997,42.45,36.93,90,,32.93
3098.997,42.45,36.93,90,,32.93
3098.997,42.45,36.93,90,,32.93
3099.146,43.91,37.72,90,,32.86
3099.146,43.91,37.72,90,,32.86
3099.146,43.91,37.72,90,,32.86
3099.146,43.91,37.72,90,,32.86
3099.297,45.92,38.67,90,,32.75
3099.297,45.92,38.67,90,,32.75
3099.297,45.92,38.67,90,,32.75
3099.297,45.92,38.67,90,,32.75
3099.447,47.54,39.61,90,32.52,32.67
3099.447,47.54,39.61,90,32.52,32.67
3099.447,47.54,39.61,90,32.52,32.67
3099.447,47.54,39.61,90,32.52,32.67
3099.447,47.54,39.61,90,32.52,32.67
3099.597,49.12,40.52,90,,32.6
3099.597,49.12,40.52,90,,32.6
3099.597,49.12,40.52,90,,32.6
3099.597,49.12,40.52,90,,32.6
3099.747,51.22,41.55,90,,32.5
3099.747,51.22,41.55,90,,32.5
3099.747,51.22,41.55,90,,32.5
3099.747,51.22,41.55,90,,32.5
3099.897,52.78,42.52,90,,32.44
3099.897,52.78,42.52,90,,32.44
3099.897,52.78,42.52,90,,32.44
3099.897,52.78,42.52,90,,32.44
3100.047,54.35,43.46,90,34.02,32.37
3100.047,54.35,43.46,90,34.02,32.37
3100.047,54.35,43.46,90,34.02,32.37
3100.047,54.35,43.46,90,34.02,32.37
3100.047,54.35,43.46,90,34.02,32.37
3100.197,56.4,44.52,90,,32.28
3100.197,56.4,44.52,90,,32.28
3100.197,56.4,44.52,90,,32.28
3100.197,56.4,44.52,90,,32.28
3100.347,57.93,45.5,90,,32.22
3100.347,57.93,45.5,90,,32.22
3100.347,57.93,45.5,90,,32.22
3100.347,57.93,45.5,90,,32.22
3100.497,59.43,46.46,90,,32.16
3100.497,59.43,46.46,90,,32.16
3100.497,59.43,46.46,90,,32.16
3100.497,59.43,46.46,90,,32.16
3100.647,61.4,47.49,90,35.64,32.09
3100.647,61.4,47.49,90,35.64,32.09
3100.647,61.4,47.49,90,35.64,32.09
3100.647,61.4,47.49,90,35.64,32.09
3100.647,61.4,47.49,90,35.64,32.09
3100.797,62.84,48.47,90,,32.03
3100.797,62.84,48.47,90,,32.03
3100.797,62.84,48.47,90,,32.03
3100.797,62.84,48.47,90,,32.03
3100.947,64.26,49.43,90,,31.99
3100.947,64.26,49.43,90,,31.99
3100.947,64.26,49.43,90,,31.99
3100.947,64.26,49.43,90,,31.99
3101.097,66.14,50.45,90,,31.93
3101.097,66.14,50.45,90,,31.93
3101.097,66.14,50.45,90,,31.93
3101.097,66.14,50.45,90,,31.93
3101.247,67.52,51.43,90,37.78,31.89
3101.247,67.52,51.43,90,37.78,31.89
3101.247,67.52,51.43,90,37.78,31.89
3101.247,67.52,51.43,90,37.78,31.89
3101.247,67.52,51.43,90,37.78,31.89
3101.397,68.85,52.37,90,,31.85
3101.397,68.85,52.37,90,,31.85
3101.397,68.85,52.37,90,,31.85
3101.397,68.85,52.37,90,,31.85
3101.548,70.64,53.34,90,,31.78
3101.548,70.64,53.34,90,,31.78
3101.548,70.64,53.34,90,,31.78
3101.548,70.64,53.34,90,,31.78
3101.698,71.95,54.32,90,,31.74
3101.698,71.95,54.32,90,,31.74
3101.698,71.95,54.32,90,,31.74
3101.698,71.95,54.32,90,,31.74
3101.848,73.24,55.25,90,40.21,31.7
3101.848,73.24,55.25,90,40.21,31.7
3101.848,73.24,55.25,90,40.21,31.7
3101.848,73.24,55.25,90,40.21,31.7
3101.848,73.24,55.25,90,40.21,31.7
3101.998,74.91,56.21,90,,31.66
3101.998,74.91,56.21,90,,31.66
3101.998,74.91,56.21,90,,31.66
3101.998,74.91,56.21,90,,31.66
3102.148,76.15,57.17,90,,31.62
3102.148,76.15,57.17,90,,31.62
3102.148,76.15,57.17,90,,31.62
3102.148,76.15,57.17,90,,31.62
3102.298,77.35,58.09,90,,31.6
3102.298,77.35,58.09,90,,31.6
3102.298,77.35,58.09,90,,31.6
3102.298,77.35,58.09,90,,31.6
3102.448,78.94,59.03,90,43.08,31.56
3102.448,78.94,59.03,90,43.08,31.56
3102.448,78.94,59.03,90,43.08,31.56
3102.448,78.94,59.03,90,43.08,31.56
3102.448,78.94,59.03,90,43.08,31.56
3102.598,80.12,59.97,90,,31.53
3102.598,80.12,59.97,90,,31.53
3102.598,80.12,59.97,90,,31.53
3102.598,80.12,59.97,90,,31.53
3102.748,81.28,60.87,90,,31.5
3102.748,81.28,60.87,90,,31.5
3102.748,81.28,60.87,90,,31.5
3102.748,81.28,60.87,90,,31.5
3102.898,82.78,61.8,90,,31.47
