timeSinceBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
3850.707,32.83,32.86,90,31.3,32.47
3850.707,32.83,32.86,90,31.3,32.47
3850.707,32.83,32.86,90,31.3,32.47
3850.707,32.83,32.86,90,31.3,32.47
3850.793,,,,31.3,
3850.857,32.83,32.86,90,,32.46
3850.857,32.83,32.86,90,,32.46
3850.857,32.83,32.86,90,,32.46
3850.857,32.83,32.86,90,,32.46
3851.007,32.9,32.86,90,,32.45
3851.007,32.9,32.86,90,,32.45
3851.007,32.9,32.86,90,,32.45
3851.007,32.9,32.86,90,,32.45
3851.157,33.25,32.93,90,,32.42
3851.157,33.25,32.93,90,,32.42
3851.157,33.25,32.93,90,,32.42
3851.157,33.25,32.93,90,,32.42
3851.307,33.7,33.07,90,,32.39
3851.307,33.7,33.07,90,,32.39
3851.307,33.7,33.07,90,,32.39
3851.307,33.7,33.07,90,,32.39
3851.367,,,,31.41,
3851.457,34.79,33.36,90,,32.31
3851.457,34.79,33.36,90,,32.31
3851.457,34.79,33.36,90,,32.31
3851.457,34.79,33.36,90,,32.31
3851.607,35.75,33.72,90,,32.24
3851.607,35.75,33.72,90,,32.24
3851.607,35.75,33.72,90,,32.24
3851.607,35.75,33.72,90,,32.24
3851.757,37.26,34.27,90,,32.15
3851.757,37.26,34.27,90,,32.15
3851.757,37.26,34.27,90,,32.15
3851.757,37.26,34.27,90,,32.15
3851.907,39.01,34.97,90,,32.06
3851.907,39.01,34.97,90,,32.06
3851.907,39.01,34.97,90,,32.06
3851.907,39.01,34.97,90,,32.06
3851.987,,,,31.97,
3852.057,40.14,35.65,90,,32
3852.057,40.14,35.65,90,,32
3852.057,40.14,35.65,90,,32
3852.057,40.14,35.65,90,,32
3852.207,42.14,36.46,90,,31.92
3852.207,42.14,36.46,90,,31.92
3852.207,42.14,36.46,90,,31.92
3852.207,42.14,36.46,90,,31.92
3852.357,43.5,37.26,90,,31.86
3852.357,43.5,37.26,90,,31.86
3852.357,43.5,37.26,90,,31.86
3852.357,43.5,37.26,90,,31.86
3852.507,45.6,38.19,90,,31.74
3852.507,45.6,38.19,90,,31.74
3852.507,45.6,38.19,90,,31.74
3852.507,45.6,38.19,90,,31.74
3852.616,,,,33.18,
3852.657,47.77,39.19,90,,31.64
3852.657,47.77,39.19,90,,31.64
3852.657,47.77,39.19,90,,31.64
3852.657,47.77,39.19,90,,31.64
3852.807,49.35,40.19,90,,31.58
3852.807,49.35,40.19,90,,31.58
3852.807,49.35,40.19,90,,31.58
3852.807,49.35,40.19,90,,31.58
3852.957,50.91,41.15,90,,31.52
3852.957,50.91,41.15,90,,31.52
3852.957,50.91,41.15,90,,31.52
3852.957,50.91,41.15,90,,31.52
3853.107,52.99,42.15,90,34.71,31.44
3853.107,52.99,42.15,90,34.71,31.44
3853.107,52.99,42.15,90,34.71,31.44
3853.107,52.99,42.15,90,34.71,31.44
3853.107,52.99,42.15,90,34.71,31.44
3853.257,54.53,43.16,90,,31.37
3853.257,54.53,43.16,90,,31.37
3853.257,54.53,43.16,90,,31.37
3853.257,54.53,43.16,90,,31.37
3853.407,56.05,44.13,90,,31.32
3853.407,56.05,44.13,90,,31.32
3853.407,56.05,44.13,90,,31.32
3853.407,56.05,44.13,90,,31.32
3853.557,58.05,45.13,90,,31.24
3853.557,58.05,45.13,90,,31.24
3853.557,58.05,45.13,90,,31.24
3853.557,58.05,45.13,90,,31.24
3853.707,59.54,46.14,90,36.67,31.19
3853.707,59.54,46.14,90,36.67,31.19
3853.707,59.54,46.14,90,36.67,31.19
3853.707,59.54,46.14,90,36.67,31.19
3853.707,59.54,46.14,90,36.67,31.19
3853.857,61,47.11,90,,31.15
3853.857,61,47.11,90,,31.15
3853.857,61,47.11,90,,31.15
3853.857,61,47.11,90,,31.15
3854.007,62.9,48.1,90,,31.09
3854.007,62.9,48.1,90,,31.09
3854.007,62.9,48.1,90,,31.09
3854.007,62.9,48.1,90,,31.09
3854.157,64.31,49.1,90,,31.04
3854.157,64.31,49.1,90,,31.04
3854.157,64.31,49.1,90,,31.04
3854.157,64.31,49.1,90,,31.04
3854.307,65.71,50.06,90,,31
3854.307,65.71,50.06,90,,31
3854.307,65.71,50.06,90,,31
3854.307,65.71,50.06,90,,31
3854.345,,,,38.84,
3854.458,67.54,51.04,90,,30.94
3854.458,67.54,51.04,90,,30.94
3854.458,67.54,51.04,90,,30.94
3854.458,67.54,51.04,90,,30.94
3854.607,68.88,52.03,90,,30.91
3854.607,68.88,52.03,90,,30.91
3854.607,68.88,52.03,90,,30.91
3854.607,68.88,52.03,90,,30.91
3854.757,70.2,52.98,90,,30.87
3854.757,70.2,52.98,90,,30.87
3854.757,70.2,52.98,90,,30.87
3854.757,70.2,52.98,90,,30.87
3854.907,71.52,53.9,90,40.99,30.84
3854.907,71.52,53.9,90,40.99,30.84
3854.907,71.52,53.9,90,40.99,30.84
3854.907,71.52,53.9,90,40.99,30.84
3854.907,71.52,53.9,90,40.99,30.84
3855.057,73.23,54.91,90,,30.8
3855.057,73.23,54.91,90,,30.8
3855.057,73.23,54.91,90,,30.8
3855.057,73.23,54.91,90,,30.8
3855.207,74.49,55.85,90,,30.77
3855.207,74.49,55.85,90,,30.77
3855.207,74.49,55.85,90,,30.77
3855.207,74.49,55.85,90,,30.77
3855.357,75.73,56.76,90,,30.75
3855.357,75.73,56.76,90,,30.75
3855.357,75.73,56.76,90,,30.75
3855.357,75.73,56.76,90,,30.75
3855.507,77.35,57.75,90,43.88,30.72
3855.507,77.35,57.75,90,43.88,30.72
3855.507,77.35,57.75,90,43.88,30.72
3855.507,77.35,57.75,90,43.88,30.72
3855.507,77.35,57.75,90,43.88,30.72
3855.657,78.55,58.68,90,,30.69
3855.657,78.55,58.68,90,,30.69
3855.657,78.55,58.68,90,,30.69
3855.657,78.55,58.68,90,,30.69
3855.807,79.72,59.57,90,,30.68
3855.807,79.72,59.57,90,,30.68
3855.807,79.72,59.57,90,,30.68
3855.807,79.72,59.57,90,,30.68
3855.957,81.28,60.53,90,,30.65
3855.957,81.28,60.53,90,,30.65
3855.957,81.28,60.53,90,,30.65
3855.957,81.28,60.53,90,,30.65
3856.107,82.4,61.44,90,48.55,30.63
3856.107,82.4,61.44,90,48.55,30.63
3856.107,82.4,61.44,90,48.55,30.63
3856.107,82.4,61.44,90,48.55,30.63
3856.107,82.4,61.44,90,48.55,30.63
3856.257,83.52,62.33,90,,30.61
3856.257,83.52,62.33,90,,30.61
3856.257,83.52,62.33,90,,30.61
3856.257,83.52,62.33,90,,30.61
3856.408,84.94,63.25,90,,30.59
3856.408,84.94,63.25,90,,30.59
3856.408,84.94,63.25,90,,30.59
3856.408,84.94,63.25,90,,30.59
3856.558,85.99,64.14,90,,30.57
3856.558,85.99,64.14,90,,30.57
3856.558,85.99,64.14,90,,30.57
3856.558,85.99,64.14,90,,30.57
3856.708,87.03,65,90,56.47,30.56
3856.708,87.03,65,90,56.47,30.56
3856.708,87.03,65,90,56.47,30.56
3856.708,87.03,65,90,56.47,30.56
3856.708,87.03,65,90,56.47,30.56
3856.858,88.41,65.89,90,,30.55
3856.858,88.41,65.89,90,,30.55
3856.858,88.41,65.89,90,,30.55
3856.858,88.41,65.89,90,,30.55
3857.008,89.41,66.77,90,,30.53
3857.008,89.41,66.77,90,,30.53
3857.008,89.41,66.77,90,,30.53
3857.008,89.41,66.77,90,,30.53
3857.158,90.39,67.61,90,,30.53
3857.158,90.39,67.61,90,,30.53
3857.158,90.39,67.61,90,,30.53
3857.158,90.39,67.61,90,,30.53
3857.308,91.7,68.48,90,68.53,30.52
3857.308,91.7,68.48,90,68.53,30.52
3857.308,91.7,68.48,90,68.53,30.52
3857.308,91.7,68.48,90,68.53,30.52
3857.308,91.7,68.48,90,68.53,30.52
3857.458,92.64,69.35,90,,30.51
3857.458,92.64,69.35,90,,30.51
3857.458,92.64,69.35,90,,30.51
3857.458,92.64,69.35,90,,30.51
3857.608,93.57,70.17,90,,30.51
3857.608,93.57,70.17,90,,30.51
3857.608,93.57,70.17,90,,30.51
3857.608,93.57,70.17,90,,30.51
3857.758,94.79,71.02,90,,30.5
3857.758,94.79,71.02,90,,30.5
3857.758,94.79,71.02,90,,30.5
3857.758,94.79,71.02,90,,30.5
3857.908,95.67,71.86,90,,30.5
3857.908,95.67,71.86,90,,30.5
3857.908,95.67,71.86,90,,30.5
3857.908,95.67,71.86,90,,30.5
3858.058,96.55,72.66,90,84.01,30.5
3858.058,96.55,72.66,90,84.01,30.5
3858.058,96.55,72.66,90,84.01,30.5
3858.058,96.55,72.66,90,84.01,30.5
3858.058,96.55,72.66,90,84.01,30.5
3858.208,97.7,73.49,90,,30.5
3858.208,97.7,73.49,90,,30.5
3858.208,97.7,73.49,90,,30.5
3858.208,97.7,73.49,90,,30.5
3858.358,98.51,74.3,90,,30.49
3858.358,98.51,74.3,90,,30.49
3858.358,98.51,74.3,90,,30.49
3858.358,98.51,74.3,90,,30.49
3858.508,99.34,75.08,90,,30.5
3858.508,99.34,75.08,90,,30.5
3858.508,99.34,75.08,90,,30.5
3858.508,99.34,75.08,90,,30.5
3858.658,100.44,75.88,90,91.35,30.5
3858.658,100.44,75.88,90,91.35,30.5
3858.658,100.44,75.88,90,91.35,30.5
3858.658,100.44,75.88,90,91.35,30.5
3858.658,100.44,75.88,90,91.35,30.5
3858.808,101.25,76.68,90,,30.5
3858.808,101.25,76.68,90,,30.5
3858.808,101.25,76.68,90,,30.5
3858.808,101.25,76.68,90,,30.5
3858.96,102.08,77.46,90,,30.51
3858.96,102.08,77.46,90,,30.51
3858.96,102.08,77.46,90,,30.51
3858.96,102.08,77.46,90,,30.51
3859.11,102.85,78.21,90,,30.51
3859.11,102.85,78.21,90,,30.51
3859.11,102.85,78.21,90,,30.51
3859.11,102.85,78.21,90,,30.51
3859.26,103.88,79.02,90,96.24,30.51
3859.26,103.88,79.02,90,96.24,30.51
3859.26,103.88,79.02,90,96.24,30.51
3859.26,103.88,79.02,90,96.24,30.51
3859.26,103.88,79.02,90,96.24,30.51
3859.409,104.66,79.78,90,,30.52
3859.409,104.66,79.78,90,,30.52
3859.409,104.66,79.78,90,,30.52
3859.409,104.66,79.78,90,,30.52
3859.559,105.39,80.52,90,,30.53
3859.559,105.39,80.52,90,,30.53
3859.559,105.39,80.52,90,,30.53
3859.559,105.39,80.52,90,,30.53
3859.71,106.43,81.32,90,,30.54
3859.71,106.43,81.32,90,,30.54
3859.71,106.43,81.32,90,,30.54
3859.71,106.43,81.32,90,,30.54
3859.86,107.13,82.07,90,100,30.55
3859.86,107.13,82.07,90,100,30.55
3859.86,107.13,82.07,90,100,30.55
3859.86,107.13,82.07,90,100,30.55
3859.86,107.13,82.07,90,100,30.55
3860.01,107.85,82.8,90,,30.56
3860.01,107.85,82.8,90,,30.56
3860.01,107.85,82.8,90,,30.56
3860.01,107.85,82.8,90,,30.56
3860.16,108.79,83.57,90,,30.56
3860.16,108.79,83.57,90,,30.56
3860.16,108.79,83.57,90,,30.56
3860.16,108.79,83.57,90,,30.56
3860.31,109.47,84.3,90,,30.57
3860.31,109.47,84.3,90,,30.57
3860.31,109.47,84.3,90,,30.57
3860.31,109.47,84.3,90,,30.57
3860.46,110.15,85.01,90,103.41,30.58
3860.46,110.15,85.01,90,103.41,30.58
3860.46,110.15,85.01,90,103.41,30.58
3860.46,110.15,85.01,90,103.41,30.58
3860.46,110.15,85.01,90,103.41,30.58
3860.61,111.02,85.75,90,,30.6
3860.61,111.02,85.75,90,,30.6
3860.61,111.02,85.75,90,,30.6
3860.61,111.02,85.75,90,,30.6
3860.767,111.64,86.46,90,,30.61
3860.767,111.64,86.46,90,,30.61
3860.767,111.64,86.46,90,,30.61
3860.767,111.64,86.46,90,,30.61
3860.917,112.23,87.13,90,,30.62
3860.917,112.23,87.13,90,,30.62
3860.917,112.23,87.13,90,,30.62
3860.917,112.23,87.13,90,,30.62
3861.067,112.88,87.82,90,105.68,30.65
3861.067,112.88,87.82,90,105.68,30.65
3861.067,112.88,87.82,90,105.68,30.65
3861.067,112.88,87.82,90,105.68,30.65
3861.067,112.88,87.82,90,105.68,30.65
3861.217,113.23,88.43,90,,30.68
3861.217,113.23,88.43,90,,30.68
3861.217,113.23,88.43,90,,30.68
3861.217,113.23,88.43,90,,30.68
3861.367,113.26,88.94,90,,30.76
3861.367,113.26,88.94,90,,30.76
3861.367,113.26,88.94,90,,30.76
3861.367,113.26,88.94,90,,30.76
3861.514,112.67,89.27,90,,30.94
3861.514,112.67,89.27,90,,30.94
3861.514,112.67,89.27,90,,30.94
3861.514,112.67,89.27,90,,30.94
3861.664,111.89,89.43,90,103.99,31.13
3861.664,111.89,89.43,90,103.99,31.13
3861.664,111.89,89.43,90,103.99,31.13
3861.664,111.89,89.43,90,103.99,31.13
3861.664,111.89,89.43,90,103.99,31.13
3861.818,110.85,89.45,90,,31.35
3861.818,110.85,89.45,90,,31.35
3861.818,110.85,89.45,90,,31.35
3861.818,110.85,89.45,90,,31.35
3861.966,109.31,89.24,90,,31.66
3861.966,109.31,89.24,90,,31.66
3861.966,109.31,89.24,90,,31.66
3861.966,109.31,89.24,90,,31.66
3862.116,108.3,89.03,90,,31.86
3862.116,108.3,89.03,90,,31.86
3862.116,108.3,89.03,90,,31.86
3862.116,108.3,89.03,90,,31.86
3862.266,107.46,88.84,90,99.76,32.01
3862.266,107.46,88.84,90,99.76,32.01
3862.266,107.46,88.84,90,99.76,32.01
3862.266,107.46,88.84,90,99.76,32.01
3862.266,107.46,88.84,90,99.76,32.01
3862.416,106.63,88.67,90,,32.14
3862.416,106.63,88.67,90,,32.14
3862.416,106.63,88.67,90,,32.14
3862.416,106.63,88.67,90,,32.14
3862.566,106.21,88.57,90,,32.22
3862.566,106.21,88.57,90,,32.22
3862.566,106.21,88.57,90,,32.22
3862.566,106.21,88.57,90,,32.22
3862.716,105.88,88.55,90,,32.27
3862.716,105.88,88.55,90,,32.27
3862.716,105.88,88.55,90,,32.27
3862.716,105.88,88.55,90,,32.27
3862.866,105.62,88.59,90,99.11,32.34
3862.866,105.62,88.59,90,99.11,32.34
3862.866,105.62,88.59,90,99.11,32.34
3862.866,105.62,88.59,90,99.11,32.34
3862.866,105.62,88.59,90,99.11,32.34
3863.016,105.52,88.68,90,,32.37
3863.016,105.52,88.68,90,,32.37
3863.016,105.52,88.68,90,,32.37
3863.016,105.52,88.68,90,,32.37
3863.166,105.46,88.82,90,,32.39
3863.166,105.46,88.82,90,,32.39
3863.166,105.46,88.82,90,,32.39
3863.166,105.46,88.82,90,,32.39
3863.316,105.43,88.99,90,,32.41
3863.316,105.43,88.99,90,,32.41
3863.316,105.43,88.99,90,,32.41
3863.316,105.43,88.99,90,,32.41
3863.466,105.43,89.19,90,99.3,32.43
3863.466,105.43,89.19,90,99.3,32.43
3863.466,105.43,89.19,90,99.3,32.43
3863.466,105.43,89.19,90,99.3,32.43
3863.466,105.43,89.19,90,99.3,32.43
3863.616,105.42,89.39,90,,32.43
3863.616,105.42,89.39,90,,32.43
3863.616,105.42,89.39,90,,32.43
3863.616,105.42,89.39,90,,32.43
3863.766,105.39,89.6,90,,32.44
3863.766,105.39,89.6,90,,32.44
3863.766,105.39,89.6,90,,32.44
3863.766,105.39,89.6,90,,32.44
3863.916,105.36,89.8,90,,32.45
3863.916,105.36,89.8,90,,32.45
3863.916,105.36,89.8,90,,32.45
3863.916,105.36,89.8,90,,32.45
3864.066,105.29,90,90,99.18,32.46
3864.066,105.29,90,90,99.18,32.46
3864.066,105.29,90,90,99.18,32.46
3864.066,105.29,90,90,99.18,32.46
3864.066,105.29,90,90,99.18,32.46
3864.216,105.19,90.18,90,,32.47
3864.216,105.19,90.18,90,,32.47
3864.216,105.19,90.18,90,,32.47
3864.216,105.19,90.18,90,,32.47
3864.366,105.06,90.34,90,,32.48
3864.366,105.06,90.34,90,,32.48
3864.366,105.06,90.34,90,,32.48
3864.366,105.06,90.34,90,,32.48
3864.516,104.91,90.49,90,,32.49
3864.516,104.91,90.49,90,,32.49
3864.516,104.91,90.49,90,,32.49
3864.516,104.91,90.49,90,,32.49
3864.666,104.74,90.62,90,98.57,32.51
3864.666,104.74,90.62,90,98.57,32.51
3864.666,104.74,90.62,90,98.57,32.51
3864.666,104.74,90.62,90,98.57,32.51
3864.666,104.74,90.62,90,98.57,32.51
3864.817,104.47,90.72,90,,32.53
3864.817,104.47,90.72,90,,32.53
3864.817,104.47,90.72,90,,32.53
3864.817,104.47,90.72,90,,32.53
3864.967,104.22,90.81,90,,32.54
3864.967,104.22,90.81,90,,32.54
3864.967,104.22,90.81,90,,32.54
3864.967,104.22,90.81,90,,32.54
3865.117,103.95,90.88,90,,32.56
3865.117,103.95,90.88,90,,32.56
3865.117,103.95,90.88,90,,32.56
3865.117,103.95,90.88,90,,32.56
3865.267,103.54,90.91,90,97.35,32.59
3865.267,103.54,90.91,90,97.35,32.59
3865.267,103.54,90.91,90,97.35,32.59
3865.267,103.54,90.91,90,97.35,32.59
3865.267,103.54,90.91,90,97.35,32.59
3865.417,103.24,90.94,90,,32.61
3865.417,103.24,90.94,90,,32.61
3865.417,103.24,90.94,90,,32.61
3865.417,103.24,90.94,90,,32.61
3865.567,102.9,90.95,90,,32.62
3865.567,102.9,90.95,90,,32.62
3865.567,102.9,90.95,90,,32.62
3865.567,102.9,90.95,90,,32.62
3865.717,102.46,90.94,90,,32.66
3865.717,102.46,90.94,90,,32.66
3865.717,102.46,90.94,90,,32.66
3865.717,102.46,90.94,90,,32.66
3865.867,102.13,90.93,90,96.17,32.67
3865.867,102.13,90.93,90,96.17,32.67
3865.867,102.13,90.93,90,96.17,32.67
3865.867,102.13,90.93,90,96.17,32.67
3865.867,102.13,90.93,90,96.17,32.67
3866.017,101.8,90.92,90,,32.7
3866.017,101.8,90.92,90,,32.7
3866.017,101.8,90.92,90,,32.7
3866.017,101.8,90.92,90,,32.7
3866.167,101.34,90.88,90,,32.74
3866.167,101.34,90.88,90,,32.74
3866.167,101.34,90.88,90,,32.74
3866.167,101.34,90.88,90,,32.74
3866.317,100.99,90.84,90,,32.76
3866.317,100.99,90.84,90,,32.76
3866.317,100.99,90.84,90,,32.76
3866.317,100.99,90.84,90,,32.76
3866.467,100.66,90.81,90,94.97,32.78
3866.467,100.66,90.81,90,94.97,32.78
3866.467,100.66,90.81,90,94.97,32.78
3866.467,100.66,90.81,90,94.97,32.78
3866.467,100.66,90.81,90,94.97,32.78
3866.618,100.22,90.75,90,,32.81
3866.618,100.22,90.75,90,,32.81
3866.618,100.22,90.75,90,,32.81
3866.618,100.22,90.75,90,,32.81
3866.763,99.89,90.7,90,,32.83
3866.763,99.89,90.7,90,,32.83
3866.763,99.89,90.7,90,,32.83
3866.763,99.89,90.7,90,,32.83
3866.913,99.55,90.66,90,,32.85
3866.913,99.55,90.66,90,,32.85
3866.913,99.55,90.66,90,,32.85
3866.913,99.55,90.66,90,,32.85
3867.064,99.13,90.59,90,93.66,32.87
3867.064,99.13,90.59,90,93.66,32.87
3867.064,99.13,90.59,90,93.66,32.87
3867.064,99.13,90.59,90,93.66,32.87
3867.064,99.13,90.59,90,93.66,32.87
3867.214,98.83,90.54,90,,32.89
3867.214,98.83,90.54,90,,32.89
3867.214,98.83,90.54,90,,32.89
3867.214,98.83,90.54,90,,32.89
3867.364,98.54,90.49,90,,32.9
3867.364,98.54,90.49,90,,32.9
3867.364,98.54,90.49,90,,32.9
3867.364,98.54,90.49,90,,32.9
3867.514,98.15,90.43,90,,32.93
3867.514,98.15,90.43,90,,32.93
3867.514,98.15,90.43,90,,32.93
3867.514,98.15,90.43,90,,32.93
3867.664,97.89,90.38,90,92.54,32.94
3867.664,97.89,90.38,90,92.54,32.94
3867.664,97.89,90.38,90,92.54,32.94
3867.664,97.89,90.38,90,92.54,32.94
3867.664,97.89,90.38,90,92.54,32.94
3867.814,97.62,90.34,90,,32.95
3867.814,97.62,90.34,90,,32.95
3867.814,97.62,90.34,90,,32.95
3867.814,97.62,90.34,90,,32.95
3867.964,97.27,90.29,90,,32.98
3867.964,97.27,90.29,90,,32.98
3867.964,97.27,90.29,90,,32.98
3867.964,97.27,90.29,90,,32.98
3868.114,97.04,90.24,90,,32.99
3868.114,97.04,90.24,90,,32.99
3868.114,97.04,90.24,90,,32.99
3868.114,97.04,90.24,90,,32.99
3868.264,96.79,90.2,90,91.6,33
3868.264,96.79,90.2,90,91.6,33
3868.264,96.79,90.2,90,91.6,33
3868.264,96.79,90.2,90,91.6,33
3868.264,96.79,90.2,90,91.6,33
3868.414,96.49,90.16,90,,33.02
3868.414,96.49,90.16,90,,33.02
3868.414,96.49,90.16,90,,33.02
3868.414,96.49,90.16,90,,33.02
3868.564,96.28,90.12,90,,33.03
3868.564,96.28,90.12,90,,33.03
3868.564,96.28,90.12,90,,33.03
3868.564,96.28,90.12,90,,33.03
3868.714,96.05,90.08,90,,33.04
3868.714,96.05,90.08,90,,33.04
3868.714,96.05,90.08,90,,33.04
3868.714,96.05,90.08,90,,33.04
3868.864,95.79,90.04,90,90.8,33.05
3868.864,95.79,90.04,90,90.8,33.05
3868.864,95.79,90.04,90,90.8,33.05
3868.864,95.79,90.04,90,90.8,33.05
3868.864,95.79,90.04,90,90.8,33.05
3869.015,95.6,90.01,90,,33.07
3869.015,95.6,90.01,90,,33.07
3869.015,95.6,90.01,90,,33.07
3869.015,95.6,90.01,90,,33.07
3869.165,95.43,89.98,90,,33.08
3869.165,95.43,89.98,90,,33.08
3869.165,95.43,89.98,90,,33.08
3869.165,95.43,89.98,90,,33.08
3869.315,95.26,89.96,90,,33.08
3869.315,95.26,89.96,90,,33.08
3869.315,95.26,89.96,90,,33.08
3869.315,95.26,89.96,90,,33.08
3869.465,95.05,89.93,90,90.12,33.09
3869.465,95.05,89.93,90,90.12,33.09
3869.465,95.05,89.93,90,90.12,33.09
3869.465,95.05,89.93,90,90.12,33.09
3869.465,95.05,89.93,90,90.12,33.09
3869.615,94.9,89.91,90,,33.1
3869.615,94.9,89.91,90,,33.1
3869.615,94.9,89.91,90,,33.1
3869.615,94.9,89.91,90,,33.1
3869.765,94.76,89.9,90,,33.11
3869.765,94.76,89.9,90,,33.11
3869.765,94.76,89.9,90,,33.11
3869.765,94.76,89.9,90,,33.11
3869.911,94.57,89.88,80,,33.11
3869.911,94.57,89.88,80,,33.11
3869.911,94.57,89.88,80,,33.11
3869.911,94.57,89.88,80,,33.11
3870.061,94.45,89.87,80,89.64,33.12
3870.061,94.45,89.87,80,89.64,33.12
3870.061,94.45,89.87,80,89.64,33.12
3870.061,94.45,89.87,80,89.64,33.12
3870.061,94.45,89.87,80,89.64,33.12
3870.211,94.32,89.86,80,,33.14
3870.211,94.32,89.86,80,,33.14
3870.211,94.32,89.86,80,,33.14
3870.211,94.32,89.86,80,,33.14
3870.361,93.95,89.8,80,,33.17
3870.361,93.95,89.8,80,,33.17
3870.361,93.95,89.8,80,,33.17
3870.361,93.95,89.8,80,,33.17
3870.511,93.46,89.7,80,,33.25
3870.511,93.46,89.7,80,,33.25
3870.511,93.46,89.7,80,,33.25
3870.511,93.46,89.7,80,,33.25
3870.661,92.69,89.5,80,86.78,33.36
3870.661,92.69,89.5,80,86.78,33.36
3870.661,92.69,89.5,80,86.78,33.36
3870.661,92.69,89.5,80,86.78,33.36
3870.661,92.69,89.5,80,86.78,33.36
3870.811,91.4,89.13,80,,33.58
3870.811,91.4,89.13,80,,33.58
3870.811,91.4,89.13,80,,33.58
3870.811,91.4,89.13,80,,33.58
3870.961,90.27,88.7,80,,33.77
3870.961,90.27,88.7,80,,33.77
3870.961,90.27,88.7,80,,33.77
3870.961,90.27,88.7,80,,33.77
3871.111,89.06,88.2,80,,33.99
3871.111,89.06,88.2,80,,33.99
3871.111,89.06,88.2,80,,33.99
3871.111,89.06,88.2,80,,33.99
3871.261,87.36,87.57,80,81.81,34.29
3871.261,87.36,87.57,80,81.81,34.29
3871.261,87.36,87.57,80,81.81,34.29
3871.261,87.36,87.57,80,81.81,34.29
3871.261,87.36,87.57,80,81.81,34.29
3871.411,86.04,86.92,80,,34.54
3871.411,86.04,86.92,80,,34.54
3871.411,86.04,86.92,80,,34.54
3871.411,86.04,86.92,80,,34.54
3871.561,84.72,86.26,80,,34.78
3871.561,84.72,86.26,80,,34.78
3871.561,84.72,86.26,80,,34.78
3871.561,84.72,86.26,80,,34.78
3871.711,82.94,85.5,80,,35.11
3871.711,82.94,85.5,80,,35.11
3871.711,82.94,85.5,80,,35.11
3871.711,82.94,85.5,80,,35.11
3871.861,81.59,84.76,80,76.41,35.36
3871.861,81.59,84.76,80,76.41,35.36
3871.861,81.59,84.76,80,76.41,35.36
3871.861,81.59,84.76,80,76.41,35.36
3871.861,81.59,84.76,80,76.41,35.36
3872.021,80.26,84.03,80,,35.6
3872.021,80.26,84.03,80,,35.6
3872.021,80.26,84.03,80,,35.6
3872.021,80.26,84.03,80,,35.6
3872.173,78.5,83.25,80,,35.92
3872.173,78.5,83.25,80,,35.92
3872.173,78.5,83.25,80,,35.92
3872.173,78.5,83.25,80,,35.92
3872.322,77.25,82.47,80,,36.16
3872.322,77.25,82.47,80,,36.16
3872.322,77.25,82.47,80,,36.16
3872.322,77.25,82.47,80,,36.16
3872.473,76.17,81.75,80,71.99,36.37
3872.473,76.17,81.75,80,71.99,36.37
3872.473,76.17,81.75,80,71.99,36.37
3872.473,76.17,81.75,80,71.99,36.37
3872.473,76.17,81.75,80,71.99,36.37
3872.623,75.17,81.1,80,,36.54
3872.623,75.17,81.1,80,,36.54
3872.623,75.17,81.1,80,,36.54
3872.623,75.17,81.1,80,,36.54
3872.774,74.72,80.57,80,,36.62
3872.774,74.72,80.57,80,,36.62
3872.774,74.72,80.57,80,,36.62
3872.774,74.72,80.57,80,,36.62
3872.926,74.49,80.18,80,,36.66
3872.926,74.49,80.18,80,,36.66
3872.926,74.49,80.18,80,,36.66
3872.926,74.49,80.18,80,,36.66
3873.075,74.43,79.9,80,71.62,36.68
3873.075,74.43,79.9,80,71.62,36.68
3873.075,74.43,79.9,80,71.62,36.68
3873.075,74.43,79.9,80,71.62,36.68
3873.075,74.43,79.9,80,71.62,36.68
3873.219,74.52,79.72,80,,36.66
3873.219,74.52,79.72,80,,36.66
3873.219,74.52,79.72,80,,36.66
3873.219,74.52,79.72,80,,36.66
3873.366,74.67,79.62,80,,36.63
