[5]Set PCR TEC:  HEAT: True  POW: 100
(1279443) RAW PELTIER: TC-1 = 20.0, HSTemp = 20.0, modeled = 20.2, rawRR C/s = 0.0, output = 100.0
(1279494) RAW PELTIER: TC-1 = 20.0, HSTemp = 20.0, modeled = 20.2, rawRR C/s = 0.0, output = 100.0
(1279543) RAW PELTIER: TC-1 = 20.0, HSTemp = 20.0, modeled = 20.2, rawRR C/s = 0.0, output = 100.0
(1279592) RAW PELTIER: TC-1 = 20.0, HSTemp = 20.0, modeled = 20.2, rawRR C/s = 0.0, output = 100.0
(1279643) RAW PELTIER: TC-1 = 20.0, HSTemp = 20.0, modeled = 20.2, rawRR C/s = -0.0, output = 100.0
(1279693) RAW PELTIER: TC-1 = 20.0, HSTemp = 20.0, modeled = 20.2, rawRR C/s = 0.0, output = 100.0
(1279746) RAW PELTIER: TC-1 = 20.0, HSTemp = 20.0, modeled = 20.2, rawRR C/s = 0.1, output = 100.0
(1279798) RAW PELTIER: TC-1 = 20.0, HSTemp = 20.0, modeled = 20.2, rawRR C/s = 0.1, output = 100.0
(1279850) RAW PELTIER: TC-1 = 20.0, HSTemp = 20.0, modeled = 20.2, rawRR C/s = 0.3, output = 100.0
(1279902) RAW PELTIER: TC-1 = 20.0, HSTemp = 20.0, modeled = 20.2, rawRR C/s = 0.4, output = 100.0
(1279946) RAW PELTIER: TC-1 = 20.0, HSTemp = 20.0, modeled = 20.2, rawRR C/s = 0.4, output = 100.0
(1279997) RAW PELTIER: TC-1 = 20.1, HSTemp = 19.9, modeled = 20.2, rawRR C/s = 0.6, output = 100.0
(1280047) RAW PELTIER: TC-1 = 20.1, HSTemp = 19.9, modeled = 20.2, rawRR C/s = 0.8, output = 100.0
(1280096) RAW PELTIER: TC-1 = 20.2, HSTemp = 19.9, modeled = 20.2, rawRR C/s = 1.1, output = 100.0
(1280145) systemTasksMonitorStack: Stack Watermark(Thermal Control): 2160
(1280147) RAW PELTIER: TC-1 = 20.2, HSTemp = 19.9, modeled = 20.2, rawRR C/s = 1.3, output = 100.0
(1280198) RAW PELTIER: TC-1 = 20.3, HSTemp = 19.9, modeled = 20.2, rawRR C/s = 1.6, output = 100.0
(1280247) RAW PELTIER: TC-1 = 20.4, HSTemp = 19.9, modeled = 20.3, rawRR C/s = 1.9, output = 100.0
(1280298) RAW PELTIER: TC-1 = 20.5, HSTemp = 19.9, modeled = 20.3, rawRR C/s = 2.1, output = 100.0
(1280347) RAW PELTIER: TC-1 = 20.7, HSTemp = 19.9, modeled = 20.3, rawRR C/s = 2.4, output = 100.0
(1280398) RAW PELTIER: TC-1 = 20.8, HSTemp = 19.8, modeled = 20.3, rawRR C/s = 2.8, output = 100.0
(1280447) RAW PELTIER: TC-1 = 21.0, HSTemp = 19.8, modeled = 20.4, rawRR C/s = 3.0, output = 100.0
(1280498) RAW PELTIER: TC-1 = 21.1, HSTemp = 19.8, modeled = 20.4, rawRR C/s = 3.3, output = 100.0
(1280547) RAW PELTIER: TC-1 = 21.3, HSTemp = 19.8, modeled = 20.5, rawRR C/s = 3.5, output = 100.0
(1280598) RAW PELTIER: TC-1 = 21.5, HSTemp = 19.8, modeled = 20.5, rawRR C/s = 3.6, output = 100.0
(1280647) RAW PELTIER: TC-1 = 21.7, HSTemp = 19.7, modeled = 20.6, rawRR C/s = 3.8, output = 100.0
(1280701) RAW PELTIER: TC-1 = 21.9, HSTemp = 19.7, modeled = 20.6, rawRR C/s = 4.1, output = 100.0
(1280752) RAW PELTIER: TC-1 = 22.2, HSTemp = 19.7, modeled = 20.7, rawRR C/s = 4.4, output = 100.0
(1280805) RAW PELTIER: TC-1 = 22.4, HSTemp = 19.7, modeled = 20.8, rawRR C/s = 4.7, output = 100.0
(1280857) RAW PELTIER: TC-1 = 22.7, HSTemp = 19.7, modeled = 20.8, rawRR C/s = 5.0, output = 100.0
(1280902) RAW PELTIER: TC-1 = 22.7, HSTemp = 19.7, modeled = 20.9, rawRR C/s = 5.0, output = 100.0
(1280953) RAW PELTIER: TC-1 = 23.0, HSTemp = 19.6, modeled = 21.0, rawRR C/s = 5.2, output = 100.0
(1281003) RAW PELTIER: TC-1 = 23.2, HSTemp = 19.6, modeled = 21.1, rawRR C/s = 5.4, output = 100.0
(1281051) RAW PELTIER: TC-1 = 23.5, HSTemp = 19.6, modeled = 21.2, rawRR C/s = 5.6, output = 100.0
(1281102) RAW PELTIER: TC-1 = 23.8, HSTemp = 19.6, modeled = 21.3, rawRR C/s = 5.8, output = 100.0
(1281151) RAW PELTIER: TC-1 = 24.2, HSTemp = 19.5, modeled = 21.4, rawRR C/s = 6.0, output = 100.0
