X,1: 12-13 0.4uM+,X,2: 12-13 0.04uM+,X,3: 14-15 0.4uM+,X,4: 14-15 0.04uM+,X,5: 12-13 0.4uM-,X,6: 12-13 0.04uM-,X,7: 14-15 0.4uM-,X,8: 14-15 0.4uM-
60.63,0.796581262111572,60.63,0.261329819603041,60.63,0.298334572714192,60.63,0.224136971218311,60.63,0.0955706974205232,60.63,0.0490894226374074,60.63,0.269534034858561,60.63,0.403845410093395
61.1958333333333,0.796581262111572,61.1958333333333,0.261329819603041,61.1958333333333,0.298334572714192,61.1958333333333,0.224136971218311,61.1958333333333,0.0955706974205232,61.1958333333333,0.0490894226374074,61.1958333333333,0.269534034858561,61.1958333333333,0.403845410093395
61.7616666666667,1.48867750216302,61.7616666666667,0.331554761566484,61.7616666666667,0.435569224884504,61.7616666666667,0.252280898021759,61.7616666666667,0.113080523575914,61.7616666666667,0.0565577292630371,61.7616666666667,0.318214491660014,61.7616666666667,0.348591041512772
62.3275,2.00948252011298,62.3275,0.374650582480575,62.3275,0.523593509504725,62.3275,0.26976107015996,62.3275,0.127675787175469,62.3275,0.0637269062942253,62.3275,0.352250194794782,62.3275,0.293625162499782
62.8933333333333,2.24968405798078,62.8933333333333,0.38920139871838,62.8933333333333,0.551540618317587,62.8933333333333,0.268328994898855,62.8933333333333,0.13265491700297,62.8933333333333,0.0666177378493139,62.8933333333333,0.364833786732895,62.8933333333333,0.253873943546164
63.4591666666667,2.27058392180103,63.4591666666667,0.38178749586552,63.4591666666667,0.536469140007825,63.4591666666667,0.254209003451574,63.4591666666667,0.128728688678246,63.4591666666667,0.0646506078983994,63.4591666666667,0.359770358672125,63.4591666666667,0.230849766968897
64.025,2.21276520861595,64.025,0.363011316588347,64.025,0.500457340492353,64.025,0.239693426614159,64.025,0.120695674887303,64.025,0.0609211522183679,64.025,0.344546872102558,64.025,0.214802913817083
64.5908333333333,2.17561740477636,64.5908333333333,0.345473907072606,64.5908333333333,0.463988576119979,64.5908333333333,0.229658678372931,64.5908333333333,0.113614717175865,64.5908333333333,0.0579715150794468,64.5908333333333,0.327181912882597,64.5908333333333,0.201416265338357
65.1566666666667,2.18453994842571,65.1566666666667,0.331648284721791,65.1566666666667,0.433940327059815,65.1566666666667,0.219074249095024,65.1566666666667,0.108957728184836,65.1566666666667,0.0568231601823951,65.1566666666667,0.310388219480184,65.1566666666667,0.191227793363701
65.7225,2.16628609832151,65.7225,0.317787820227135,65.7225,0.406839047199351,65.7225,0.205507901488365,65.7225,0.105025639111245,65.7225,0.0572362596200402,65.7225,0.295356419494042,65.7225,0.181748412960479
66.2883333333333,2.08665636367453,66.2883333333333,0.302599881472379,66.2883333333333,0.382716903501322,66.2883333333333,0.191804897397253,66.2883333333333,0.101503061377206,66.2883333333333,0.0575851172496037,66.2883333333333,0.282367710408683,66.2883333333333,0.172338493186153
