timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Controlled Ramp Target,dataQStg1Heatsink,dataQStg1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,dataQStg1Slug
570.609,51.62,51.62,115,60,,,,,29.95,
570.609,51.62,51.62,115,60,,,,,29.95,
570.609,51.62,51.62,115,60,,,,,29.95,
570.609,51.62,51.62,115,60,,,,,29.95,
570.759,51.72,51.72,115,60,,,,,29.95,
570.759,51.72,51.72,115,60,,,,,29.95,
570.759,51.72,51.72,115,60,,,,,29.95,
570.759,51.72,51.72,115,60,,,,,29.95,
570.909,52.35,52.35,115,60,,,,,29.95,
570.909,52.35,52.35,115,60,,,,,29.95,
570.909,52.35,52.35,115,60,,,,,29.95,
570.909,52.35,52.35,115,60,,,,,29.95,
571.059,53.31,53.31,115,60,,,,,29.95,
571.059,53.31,53.31,115,60,,,,,29.95,
571.059,53.31,53.31,115,60,,,,,29.95,
571.059,53.31,53.31,115,60,,,,,29.95,
571.065,,,,,,,,,29.95,
571.209,54.92,54.92,115,60,,,,,,
571.209,54.92,54.92,115,60,,,,,,
571.209,54.92,54.92,115,60,,,,,,
571.209,54.92,54.92,115,60,,,,,,
571.361,56.58,56.58,115,60,,,,,,
571.361,56.58,56.58,115,60,,,,,,
571.361,56.58,56.58,115,60,,,,,,
571.361,56.58,56.58,115,60,,,,,,
571.511,58.05,58.05,115,60,,,,,,
571.511,58.05,58.05,115,60,,,,,,
571.511,58.05,58.05,115,60,,,,,,
571.511,58.05,58.05,115,60,,,,,,
571.661,59.55,59.55,115,60,,,,,,
571.661,59.55,59.55,115,60,,,,,,
571.661,59.55,59.55,115,60,,,,,,
571.661,59.55,59.55,115,60,,,,,,
571.811,60.29,60.29,115,60,,,,,,
571.811,60.29,60.29,115,60,,,,,,
571.811,60.29,60.29,115,60,,,,,,
571.811,60.29,60.29,115,60,,,,,,
571.959,60.29,60.29,115,60,,,,,,
571.959,60.29,60.29,115,60,,,,,,
571.959,60.29,60.29,115,60,,,,,,
571.959,60.29,60.29,115,60,,,,,,
572.065,,,,,,,,,30.01,
572.109,59.97,59.97,115,60,,,,,,
572.109,59.97,59.97,115,60,,,,,,
572.109,59.97,59.97,115,60,,,,,,
572.109,59.97,59.97,115,60,,,,,,
572.259,59.75,59.75,115,60,,,,,,
572.259,59.75,59.75,115,60,,,,,,
572.259,59.75,59.75,115,60,,,,,,
572.259,59.75,59.75,115,60,,,,,,
572.409,59.67,59.67,115,60,,,,,,
572.409,59.67,59.67,115,60,,,,,,
572.409,59.67,59.67,115,60,,,,,,
572.409,59.67,59.67,115,60,,,,,,
572.559,59.64,59.64,115,60,,,,,,
572.559,59.64,59.64,115,60,,,,,,
572.559,59.64,59.64,115,60,,,,,,
572.559,59.64,59.64,115,60,,,,,,
572.709,59.62,59.62,115,60,,,,,,
572.709,59.62,59.62,115,60,,,,,,
572.709,59.62,59.62,115,60,,,,,,
572.709,59.62,59.62,115,60,,,,,,
572.859,59.58,59.58,115,60,,,,,,
572.859,59.58,59.58,115,60,,,,,,
572.859,59.58,59.58,115,60,,,,,,
572.859,59.58,59.58,115,60,,,,,,
573.009,59.5,59.5,115,60,,,,,30.17,
573.009,59.5,59.5,115,60,,,,,30.17,
573.009,59.5,59.5,115,60,,,,,30.17,
573.009,59.5,59.5,115,60,,,,,30.17,
573.009,59.5,59.5,115,60,,,,,30.17,
573.159,59.43,59.43,115,60,,,,,,
573.159,59.43,59.43,115,60,,,,,,
573.159,59.43,59.43,115,60,,,,,,
573.159,59.43,59.43,115,60,,,,,,
573.309,59.35,59.35,115,60,,,,,,
573.309,59.35,59.35,115,60,,,,,,
573.309,59.35,59.35,115,60,,,,,,
573.309,59.35,59.35,115,60,,,,,,
573.459,59.26,59.26,115,60,,,,,,
573.459,59.26,59.26,115,60,,,,,,
573.459,59.26,59.26,115,60,,,,,,
573.459,59.26,59.26,115,60,,,,,,
573.609,59.2,59.2,115,60,,,,,,
573.609,59.2,59.2,115,60,,,,,,
573.609,59.2,59.2,115,60,,,,,,
573.609,59.2,59.2,115,60,,,,,,
573.759,59.08,59.08,115,60,,,,,,
573.759,59.08,59.08,115,60,,,,,,
573.759,59.08,59.08,115,60,,,,,,
573.759,59.08,59.08,115,60,,,,,,
