X,1: Assay1: 0.2uM,X,2: Assay1: 0.1uM,X,3: Assay1: neg,X,4: Assay2: 0.2uM,X,5: Assay2: 0.1uM,X,6: Assay2: neg,X,7: Assay3: 0.2uM,X,8: Assay3: 0.1uM,X,9: Assay3: neg
61.06,0.802808861,61.06,0.582688988,61.06,0.555086778,61.06,0.711344262,61.06,0.445685764,61.06,0.337267507,61.06,0.663616496,61.06,0.251611775,61.06,0.399105014
61.70075472,0.802808861,61.70075472,0.582688988,61.70075472,0.555086778,61.70075472,0.711344262,61.70075472,0.445685764,61.70075472,0.337267507,61.70075472,0.663616496,61.70075472,0.251611775,61.70075472,0.399105014
62.34150943,1.303453617,62.34150943,0.888746327,62.34150943,0.68036375,62.34150943,1.103899858,62.34150943,0.734818959,62.34150943,0.433870194,62.34150943,1.183146308,62.34150943,0.596650581,62.34150943,0.425851102
62.98226415,1.504129068,62.98226415,1.066385224,62.98226415,0.737051804,62.98226415,1.319942472,62.98226415,0.899198818,62.98226415,0.485996053,62.98226415,1.502038866,62.98226415,0.838177724,62.98226415,0.431584565
63.62301887,1.52065594,63.62301887,1.120953609,63.62301887,0.728814258,63.62301887,1.377217292,63.62301887,0.949297866,63.62301887,0.476890269,63.62301887,1.606322679,63.62301887,0.935858217,63.62301887,0.420994735
64.26377358,1.466682851,64.26377358,1.11131518,64.26377358,0.711158113,64.26377358,1.360374969,64.26377358,0.938453419,64.26377358,0.439680491,64.26377358,1.580068381,64.26377358,0.936582015,64.26377358,0.401457604
64.9045283,1.404867867,64.9045283,1.083425539,64.9045283,0.704689586,64.9045283,1.328284864,64.9045283,0.914558144,64.9045283,0.416187912,64.9045283,1.508891063,64.9045283,0.926282785,64.9045283,0.38396074
65.54528302,1.356163649,65.54528302,1.052583697,65.54528302,0.687069914,65.54528302,1.305641595,65.54528302,0.898080868,65.54528302,0.411689929,65.54528302,1.443306387,65.54528302,0.935107018,65.54528302,0.369102905
66.18603774,1.329725273,66.18603774,1.026479624,66.18603774,0.660943731,66.18603774,1.286112853,66.18603774,0.888123012,66.18603774,0.414592673,66.18603774,1.41678969,66.18603774,0.932472209,66.18603774,0.353461904
66.82679245,1.31762242,66.82679245,1.009043915,66.82679245,0.647959581,66.82679245,1.257838206,66.82679245,0.877599139,66.82679245,0.41445412,66.82679245,1.429498626,66.82679245,0.903610061,66.82679245,0.338179053
67.46754717,1.293889234,67.46754717,0.986875121,67.46754717,0.646360714,67.46754717,1.230182511,67.46754717,0.860428563,67.46754717,0.393260762,67.46754717,1.430324888,67.46754717,0.864306222,67.46754717,0.322783285
68.10830189,1.254358313,68.10830189,0.953941725,68.10830189,0.632438502,68.10830189,1.205305593,68.10830189,0.838813822,68.10830189,0.361764247,68.10830189,1.393801358,68.10830189,0.842254979,68.10830189,0.307244407
68.7490566,1.216396963,68.7490566,0.920172897,68.7490566,0.602794532,68.7490566,1.178976354,68.7490566,0.812833201,68.7490566,0.346065626,68.7490566,1.359332809,68.7490566,0.845880877,68.7490566,0.295484046
69.38981132,1.18489469,69.38981132,0.894261459,69.38981132,0.581005923,69.38981132,1.147869021,69.38981132,0.784272679,69.38981132,0.338388492,69.38981132,1.343308076,69.38981132,0.854246112,69.38981132,0.28632158
70.03056604,1.147672539,70.03056604,0.875831581,70.03056604,0.573073309,70.03056604,1.111895095,70.03056604,0.759361703,70.03056604,0.327890623,70.03056604,1.325715077,70.03056604,0.850915708,70.03056604,0.274786
70.67132075,1.106070173,70.67132075,0.862299395,70.67132075,0.565991816,70.67132075,1.077197184,70.67132075,0.737746149,70.67132075,0.322013115,70.67132075,1.316108118,70.67132075,0.849667508,70.67132075,0.262181726
71.31207547,1.082000759,71.31207547,0.849971487,71.31207547,0.558325174,71.31207547,1.04986294,71.31207547,0.720313136,71.31207547,0.320477849,71.31207547,1.34844996,71.31207547,0.859867335,71.31207547,0.250864019
71.95283019,1.080659127,71.95283019,0.830919624,71.95283019,0.549044514,71.95283019,1.027131986,71.95283019,0.706545006,71.95283019,0.315075235,71.95283019,1.399040689,71.95283019,0.869569217,71.95283019,0.240226596
72.59358491,1.079809299,72.59358491,0.805068155,72.59358491,0.530503616,72.59358491,1.002916433,72.59358491,0.687674618,72.59358491,0.295250823,72.59358491,1.400063525,72.59358491,0.861737969,72.59358491,0.230978887
73.23433962,1.055188575,73.23433962,0.777618697,73.23433962,0.506552839,73.23433962,0.978590312,73.23433962,0.666293068,73.23433962,0.269297732,73.23433962,1.329044667,73.23433962,0.818344411,73.23433962,0.224299494
73.87509434,1.0102126,73.87509434,0.745779661,73.87509434,0.484757501,73.87509434,0.960269676,73.87509434,0.651337049,73.87509434,0.253240172,73.87509434,1.215783582,73.87509434,0.741805329,73.87509434,0.220606404
74.51584906,0.970244903,74.51584906,0.714082694,74.51584906,0.471578791,74.51584906,0.951654748,74.51584906,0.638431632,74.51584906,0.2526643,74.51584906,1.115824525,74.51584906,0.662620564,74.51584906,0.217395165
