X,1: Assay1: 0.2uM,X,2: Assay1: 0.1uM,X,3: Assay1: neg,X,4: Assay2: 0.2uM,X,5: Assay2: 0.1uM,X,6: Assay2: neg,X,7: Assay3: 0.2uM,X,8: Assay3: 0.1uM,X,9: Assay3: neg
82.82245283,0.508174174,82.82245283,0.266485253,82.82245283,1.015951484,82.82245283,1.525668765,82.82245283,0.925570215,82.82245283,0.108476494,82.82245283,2.120855493,82.82245283,0.684340406,82.82245283,0.119783961
83.45811321,0.472977437,83.45811321,0.251824245,83.45811321,0.703194657,83.45811321,1.658220196,83.45811321,1.011411703,83.45811321,0.104744727,83.45811321,2.417850432,83.45811321,0.761487367,83.45811321,0.114890216
84.09377358,0.559865914,84.09377358,0.268947679,84.09377358,0.441889817,84.09377358,1.316288279,84.09377358,0.819619734,84.09377358,0.101194137,84.09377358,2.148413328,84.09377358,0.675453452,84.09377358,0.109615294
84.72943396,0.911313148,84.72943396,0.365300567,84.72943396,0.272684682,84.72943396,0.741831358,84.72943396,0.482853565,84.72943396,0.09899096,84.72943396,1.36770167,84.72943396,0.441883019,84.72943396,0.103896256
85.36509434,1.612248948,85.36509434,0.584016389,85.36509434,0.188094139,85.36509434,0.303821218,85.36509434,0.221728099,85.36509434,0.097149706,85.36509434,0.58593055,85.36509434,0.208677934,85.36509434,0.09756326
86.00075472,2.47927807,86.00075472,0.889872224,86.00075472,0.155569801,86.00075472,0.100868478,86.00075472,0.099646286,86.00075472,0.093020627,86.00075472,0.144736484,86.00075472,0.0789424,86.00075472,0.092321668
86.63641509,2.959756279,86.63641509,1.098355343,86.63641509,0.14386838,86.63641509,0.049746908,86.63641509,0.067553151,86.63641509,0.087443717,86.63641509,-0.002454312,86.63641509,0.036415388,86.63641509,0.088701509
87.27207547,2.55250231,87.27207547,0.997642789,87.27207547,0.136835545,87.27207547,0.059801533,87.27207547,0.071925739,87.27207547,0.083093878,87.27207547,-0.006206909,87.27207547,0.034933586,87.27207547,0.085573165
87.90773585,1.515758469,87.90773585,0.642081588,87.90773585,0.13072312,87.90773585,0.078952606,87.90773585,0.082659449,87.90773585,0.079740686,87.90773585,0.027068768,87.90773585,0.044179838,87.90773585,0.083097287
88.54339623,0.597013416,88.54339623,0.300469976,88.54339623,0.124681397,88.54339623,0.089543895,88.54339623,0.088193294,88.54339623,0.07593535,88.54339623,0.051269705,88.54339623,0.050560164,88.54339623,0.080456721
89.1790566,0.133909942,89.1790566,0.117530726,89.1790566,0.118356653,89.1790566,0.090566214,89.1790566,0.08800208,89.1790566,0.071955553,89.1790566,0.059762284,89.1790566,0.051951775,89.1790566,0.077296616
89.81471698,0.00538322,89.81471698,0.06189931,89.81471698,0.112862101,89.81471698,0.086304103,89.81471698,0.083942885,89.81471698,0.069201653,89.81471698,0.059100985,89.81471698,0.050153508,89.81471698,0.074481369
90.45037736,0.020546367,90.45037736,0.061704925,90.45037736,0.108101616,90.45037736,0.081975353,90.45037736,0.07803615,90.45037736,0.067617192,90.45037736,0.056070373,90.45037736,0.04647032,90.45037736,0.071637331
91.08603774,0.060857931,91.08603774,0.072472006,91.08603774,0.102524101,91.08603774,0.078399597,91.08603774,0.073178082,91.08603774,0.065317726,91.08603774,0.052964827,91.08603774,0.042874758,91.08603774,0.0689906
91.72169811,0.086090835,91.72169811,0.079936807,91.72169811,0.097315561,91.72169811,0.075100849,91.72169811,0.070796965,91.72169811,0.061126638,91.72169811,0.04903972,91.72169811,0.040544154,91.72169811,0.066759693
92.35735849,0.094317915,92.35735849,0.082171228,92.35735849,0.093669274,92.35735849,0.072078374,92.35735849,0.069326386,92.35735849,0.056335133,92.35735849,0.045069154,92.35735849,0.039370655,92.35735849,0.064016566
92.99301887,0.094879121,92.99301887,0.080316237,92.99301887,0.091062108,92.99301887,0.069821423,92.99301887,0.067362814,92.99301887,0.053181203,92.99301887,0.041811492,92.99301887,0.039280225,92.99301887,0.060971248
93.62867925,0.094443287,93.62867925,0.078289862,93.62867925,0.090478027,93.62867925,0.069399645,93.62867925,0.065649748,93.62867925,0.052371211,93.62867925,0.039158721,93.62867925,0.039687851,93.62867925,0.058681262
94.26433962,0.095126136,94.26433962,0.078473414,94.26433962,0.092141429,94.26433962,0.069925646,94.26433962,0.065298873,94.26433962,0.053147112,94.26433962,0.037659832,94.26433962,0.040231392,94.26433962,0.057289742
94.9,0.095126136,94.9,0.078473414,94.9,0.092141429,94.9,0.069925646,94.9,0.065298873,94.9,0.053147112,94.9,0.037659832,94.9,0.040231392,94.9,0.057289742
