timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,dataQLiquidStg1
278.375,97.19,97.19,35,91.92
278.375,97.19,97.19,35,91.92
278.375,97.19,97.19,35,91.92
278.375,97.19,97.19,35,91.92
278.525,96.57,96.57,35,
278.525,96.57,96.57,35,
278.525,96.57,96.57,35,
278.676,95.68,95.68,35,
278.676,95.68,95.68,35,
278.676,95.68,95.68,35,
278.826,94.55,94.55,35,
278.826,94.55,94.55,35,
278.826,94.55,94.55,35,
278.976,93.07,93.07,35,91.92
278.976,93.07,93.07,35,91.92
278.976,93.07,93.07,35,91.92
278.976,93.07,93.07,35,91.92
279.126,91.75,91.75,35,
279.126,91.75,91.75,35,
279.126,91.75,91.75,35,
279.276,90.26,90.26,35,
279.276,90.26,90.26,35,
279.276,90.26,90.26,35,
279.426,88.92,88.92,35,
279.426,88.92,88.92,35,
279.426,88.92,88.92,35,
279.576,87.61,87.61,35,91.93
279.576,87.61,87.61,35,91.93
279.576,87.61,87.61,35,91.93
279.576,87.61,87.61,35,91.93
279.727,86.21,86.21,35,
279.727,86.21,86.21,35,
279.727,86.21,86.21,35,
279.877,84.96,84.96,35,
279.877,84.96,84.96,35,
279.877,84.96,84.96,35,
280.027,83.76,83.76,35,
280.027,83.76,83.76,35,
280.027,83.76,83.76,35,
280.178,82.47,82.47,35,91.9
280.178,82.47,82.47,35,91.9
280.178,82.47,82.47,35,91.9
280.178,82.47,82.47,35,91.9
280.328,81.29,81.29,35,
280.328,81.29,81.29,35,
280.328,81.29,81.29,35,
280.478,79.97,79.97,35,
280.478,79.97,79.97,35,
280.478,79.97,79.97,35,
280.628,78.88,78.88,35,
280.628,78.88,78.88,35,
280.628,78.88,78.88,35,
280.778,77.8,77.8,35,
280.778,77.8,77.8,35,
280.778,77.8,77.8,35,
280.928,76.59,76.59,35,91.78
280.928,76.59,76.59,35,91.78
280.928,76.59,76.59,35,91.78
280.928,76.59,76.59,35,91.78
281.078,75.56,75.56,35,
281.078,75.56,75.56,35,
281.078,75.56,75.56,35,
281.229,74.43,74.43,35,
281.229,74.43,74.43,35,
281.229,74.43,74.43,35,
281.378,73.41,73.41,35,
281.378,73.41,73.41,35,
281.378,73.41,73.41,35,
281.528,72.44,72.44,35,91.68
281.528,72.44,72.44,35,91.68
281.528,72.44,72.44,35,91.68
281.528,72.44,72.44,35,91.68
281.678,71.34,71.34,35,
281.678,71.34,71.34,35,
281.678,71.34,71.34,35,
281.828,70.41,70.41,35,
281.828,70.41,70.41,35,
281.828,70.41,70.41,35,
281.978,69.47,69.47,35,91.48
281.978,69.47,69.47,35,91.48
281.978,69.47,69.47,35,91.48
281.978,69.47,69.47,35,91.48
282.128,68.47,68.47,35,
282.128,68.47,68.47,35,
282.128,68.47,68.47,35,
282.278,67.57,67.57,35,
282.278,67.57,67.57,35,
282.278,67.57,67.57,35,
282.428,66.59,66.59,35,
282.428,66.59,66.59,35,
282.428,66.59,66.59,35,
282.578,65.74,65.74,35,91.41
282.578,65.74,65.74,35,91.41
282.578,65.74,65.74,35,91.41
282.578,65.74,65.74,35,91.41
282.728,64.88,64.88,35,
282.728,64.88,64.88,35,
282.728,64.88,64.88,35,
282.878,63.95,63.95,35,
282.878,63.95,63.95,35,
282.878,63.95,63.95,35,
283.028,63.14,63.14,35,
283.028,63.14,63.14,35,
283.028,63.14,63.14,35,
283.178,62.34,62.34,35,
283.178,62.34,62.34,35,
283.178,62.34,62.34,35,
283.329,61.49,61.49,35,91.38
283.329,61.49,61.49,35,91.38
283.329,61.49,61.49,35,91.38
283.329,61.49,61.49,35,91.38
283.479,60.73,60.73,35,
283.479,60.73,60.73,35,
283.479,60.73,60.73,35,
283.629,59.89,59.89,35,
283.629,59.89,59.89,35,
283.629,59.89,59.89,35,
283.779,59.15,59.15,35,
283.779,59.15,59.15,35,
283.779,59.15,59.15,35,
283.929,58.4,58.4,35,91.15
283.929,58.4,58.4,35,91.15
283.929,58.4,58.4,35,91.15
283.929,58.4,58.4,35,91.15
284.079,57.6,57.6,35,
284.079,57.6,57.6,35,
284.079,57.6,57.6,35,
284.229,56.9,56.9,35,
284.229,56.9,56.9,35,
284.229,56.9,56.9,35,
284.379,56.2,56.2,35,
284.379,56.2,56.2,35,
284.379,56.2,56.2,35,
284.529,55.47,55.47,35,90.87
284.529,55.47,55.47,35,90.87
284.529,55.47,55.47,35,90.87
284.529,55.47,55.47,35,90.87
284.679,54.8,54.8,35,
284.679,54.8,54.8,35,
284.679,54.8,54.8,35,
284.829,54.16,54.16,35,
284.829,54.16,54.16,35,
284.829,54.16,54.16,35,
284.979,53.44,53.44,35,
284.979,53.44,53.44,35,
284.979,53.44,53.44,35,
285.129,52.81,52.81,35,90.77
285.129,52.81,52.81,35,90.77
285.129,52.81,52.81,35,90.77
285.129,52.81,52.81,35,90.77
285.28,52.11,52.11,35,
285.28,52.11,52.11,35,
285.28,52.11,52.11,35,
285.431,51.53,51.53,35,
285.431,51.53,51.53,35,
285.431,51.53,51.53,35,
285.581,50.92,50.92,35,
285.581,50.92,50.92,35,
285.581,50.92,50.92,35,
285.732,50.28,50.28,35,90.52
285.732,50.28,50.28,35,90.52
285.732,50.28,50.28,35,90.52
285.732,50.28,50.28,35,90.52
285.882,49.7,49.7,35,
285.882,49.7,49.7,35,
285.882,49.7,49.7,35,
286.032,49.07,49.07,35,
286.032,49.07,49.07,35,
286.032,49.07,49.07,35,
286.182,48.51,48.51,35,
286.182,48.51,48.51,35,
286.182,48.51,48.51,35,
286.332,47.96,47.96,35,90.19
286.332,47.96,47.96,35,90.19
286.332,47.96,47.96,35,90.19
286.332,47.96,47.96,35,90.19
286.483,47.37,47.37,35,
286.483,47.37,47.37,35,
