timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Alternate1 Thermocouple TempC
1643.625,29.02,24,62,28.51,28.93,28.06
1643.625,29.02,24,62,28.51,28.93,28.06
1643.625,29.02,24,62,28.51,28.93,28.06
1643.625,29.02,24,62,28.51,28.93,28.06
1643.625,29.02,24,62,28.51,28.93,28.06
1643.625,29.02,24,62,28.51,28.93,28.06
1643.775,29.01,24,62,,28.92,
1643.775,29.01,24,62,,28.92,
1643.775,29.01,24,62,,28.92,
1643.775,29.01,24,62,,28.92,
1643.925,29.21,24,62,,28.92,
1643.925,29.21,24,62,,28.92,
1643.925,29.21,24,62,,28.92,
1643.925,29.21,24,62,,28.92,
1644.075,29.66,24,62,,28.9,
1644.075,29.66,24,62,,28.9,
1644.075,29.66,24,62,,28.9,
1644.075,29.66,24,62,,28.9,
1644.225,30.37,24,62,28.37,28.88,28.02
1644.225,30.37,24,62,28.37,28.88,28.02
1644.225,30.37,24,62,28.37,28.88,28.02
1644.225,30.37,24,62,28.37,28.88,28.02
1644.225,30.37,24,62,28.37,28.88,28.02
1644.225,30.37,24,62,28.37,28.88,28.02
1644.375,31.58,24,62,,28.83,
1644.375,31.58,24,62,,28.83,
1644.375,31.58,24,62,,28.83,
1644.375,31.58,24,62,,28.83,
1644.525,32.63,24,62,,28.78,
1644.525,32.63,24,62,,28.78,
1644.525,32.63,24,62,,28.78,
1644.525,32.63,24,62,,28.78,
1644.675,33.77,24,62,,28.73,
1644.675,33.77,24,62,,28.73,
1644.675,33.77,24,62,,28.73,
1644.675,33.77,24,62,,28.73,
1644.825,35.38,24,62,28.39,28.66,27.98
1644.825,35.38,24,62,28.39,28.66,27.98
1644.825,35.38,24,62,28.39,28.66,27.98
1644.825,35.38,24,62,28.39,28.66,27.98
1644.825,35.38,24,62,28.39,28.66,27.98
1644.825,35.38,24,62,28.39,28.66,27.98
1644.975,36.62,24,62,,28.59,
1644.975,36.62,24,62,,28.59,
1644.975,36.62,24,62,,28.59,
1644.975,36.62,24,62,,28.59,
1645.125,37.89,24,62,,28.52,
1645.125,37.89,24,62,,28.52,
1645.125,37.89,24,62,,28.52,
1645.125,37.89,24,62,,28.52,
1645.275,39.58,24,62,,28.42,
1645.275,39.58,24,62,,28.42,
1645.275,39.58,24,62,,28.42,
1645.275,39.58,24,62,,28.42,
1645.425,40.86,24,62,28.38,28.36,28.06
1645.425,40.86,24,62,28.38,28.36,28.06
1645.425,40.86,24,62,28.38,28.36,28.06
1645.425,40.86,24,62,28.38,28.36,28.06
1645.425,40.86,24,62,28.38,28.36,28.06
1645.425,40.86,24,62,28.38,28.36,28.06
1645.575,42.13,24,62,,28.28,
1645.575,42.13,24,62,,28.28,
1645.575,42.13,24,62,,28.28,
1645.575,42.13,24,62,,28.28,
1645.725,43.79,24,62,,28.18,
1645.725,43.79,24,62,,28.18,
1645.725,43.79,24,62,,28.18,
1645.725,43.79,24,62,,28.18,
1645.875,45.03,24,62,,28.11,
1645.875,45.03,24,62,,28.11,
1645.875,45.03,24,62,,28.11,
1645.875,45.03,24,62,,28.11,
1646.025,46.27,24,62,,28.04,
1646.025,46.27,24,62,,28.04,
1646.025,46.27,24,62,,28.04,
1646.025,46.27,24,62,,28.04,
1646.083,,,,28.4,,28.26
1646.083,,,,28.4,,28.26
1646.175,47.87,24,62,,27.95,
1646.175,47.87,24,62,,27.95,
1646.175,47.87,24,62,,27.95,
1646.175,47.87,24,62,,27.95,
1646.325,49.06,24,62,,27.89,
1646.325,49.06,24,62,,27.89,
1646.325,49.06,24,62,,27.89,
1646.325,49.06,24,62,,27.89,
1646.475,50.25,24,62,,27.84,
1646.475,50.25,24,62,,27.84,
1646.475,50.25,24,62,,27.84,
1646.475,50.25,24,62,,27.84,
1646.625,51.78,24,62,28.37,27.74,28.49
1646.625,51.78,24,62,28.37,27.74,28.49
