timeSinceBootSeconds,stage1TempC,stage1FilteredTempC,stage1SetTempC,dataQLiquidStg1
395.545,0,0,0,0
395.629,115.08,115.35,115,0
395.644,0,0,0,0
395.729,115.3,115.34,115,0
395.744,0,0,0,0
395.829,115.3,115.32,115,0
395.844,0,0,0,0
395.929,115.3,115.31,115,0
395.944,0,0,0,0
396.029,115.3,115.31,115,0
396.044,0,0,0,0
396.129,115.08,115.3,115,90.37
396.144,0,0,0,0
396.229,115.3,115.28,115,0
396.244,0,0,0,0
396.329,115.53,115.27,115,0
396.344,0,0,0,0
396.429,115.3,115.27,115,0
396.445,0,0,0,0
396.529,115.3,115.29,115,0
396.544,0,0,0,0
396.629,115.3,115.3,115,0
396.644,0,0,0,0
396.729,115.3,115.32,115,0
396.744,0,0,0,0
396.829,115.53,115.34,115,0
396.844,0,0,0,0
396.929,115.3,115.35,115,0
396.944,0,0,0,0
397.029,115.3,115.36,115,0
397.044,0,0,0,0
397.129,115.3,115.35,115,90.99
397.144,0,0,0,0
397.229,115.3,115.35,115,0
397.244,0,0,0,0
397.329,115.3,115.34,115,0
397.344,0,0,0,0
397.429,115.3,115.33,115,0
397.444,0,0,0,0
397.529,115.3,115.32,115,0
397.544,0,0,0,0
397.629,115.08,115.31,115,0
397.645,0,0,0,0
397.729,115.08,115.3,115,0
397.744,0,0,0,0
397.829,115.3,115.28,115,0
397.844,0,0,0,0
397.93,115.3,115.26,115,0
397.945,0,0,0,0
398.029,115.3,115.24,115,0
398.044,0,0,0,0
398.129,115.08,115.23,115,90.46
398.144,0,0,0,0
398.229,115.3,115.23,115,0
398.244,0,0,0,0
398.329,115.3,115.23,115,0
398.344,0,0,0,0
398.429,115.3,115.24,115,0
398.444,0,0,0,0
398.529,115.3,115.25,115,0
398.544,0,0,0,0
398.629,115.3,115.25,115,0
398.644,0,0,0,0
398.729,115.3,115.26,115,0
398.744,0,0,0,0
398.83,115.3,115.28,115,0
398.845,0,0,0,0
398.929,115.3,115.29,115,0
398.944,0,0,0,0
399.029,115.08,115.3,115,0
399.044,0,0,0,0
399.129,115.3,115.3,115,90.57
399.144,0,0,0,0
399.229,115.3,115.3,115,0
399.244,0,0,0,0
399.329,115.3,115.3,115,0
399.344,0,0,0,0
399.429,115.3,115.3,115,0
399.444,0,0,0,0
399.529,115.08,115.3,115,0
399.544,0,0,0,0
399.629,115.3,115.28,115,0
399.644,0,0,0,0
399.73,115.3,115.27,115,0
399.746,0,0,0,0
399.829,115.3,115.26,115,0
399.844,0,0,0,0
399.929,115.3,115.26,115,0
399.944,0,0,0,0
400.029,115.3,115.26,115,0
400.044,0,0,0,0
400.129,115.3,115.26,115,90.9
400.144,0,0,0,0
400.229,115.3,115.26,115,0
400.244,0,0,0,0
400.329,115.3,115.25,115,0
400.344,0,0,0,0
400.429,115.3,115.25,115,0
400.444,0,0,0,0
400.529,115.3,115.25,115,0
400.544,0,0,0,0
400.632,115.53,115.26,115,0
400.647,0,0,0,0
400.729,115.3,115.28,115,0
400.744,0,0,0,0
400.828,115.53,115.3,115,0
400.844,0,0,0,0
400.929,115.3,115.32,115,0
400.944,0,0,0,0
401.029,115.3,115.33,115,0
401.044,0,0,0,0
401.129,115.3,115.33,115,91.1
401.144,0,0,0,0
401.229,115.3,115.32,115,0
401.243,0,0,0,0
401.329,115.3,115.3,115,0
401.344,0,0,0,0
401.429,115.3,115.29,115,0
401.444,0,0,0,0
401.529,115.3,115.28,115,0
401.544,0,0,0,0
401.63,115.3,115.27,115,0
401.645,0,0,0,0
401.73,115.08,115.28,115,0
401.745,0,0,0,0
401.83,115.3,115.28,115,0
401.845,0,0,0,0
401.93,115.08,115.27,115,0
401.945,0,0,0,0
402.03,115.3,115.27,115,0
402.045,0,0,0,0
402.13,115.08,115.26,115,91.19
402.149,0,0,0,0
402.23,115.3,115.26,115,0
402.252,0,0,0,0
402.332,115.3,115.26,115,0
402.387,0,0,0,0
402.456,115.3,115.26,115,0
402.472,0,0,0,0
402.556,115.3,115.26,115,0
402.571,0,0,0,0
402.656,115.08,115.26,115,0
402.671,0,0,0,0
402.756,115.3,115.25,115,0
402.771,0,0,0,0
402.856,115.3,115.24,115,0
402.871,0,0,0,0
402.956,115.53,115.25,115,0
402.971,0,0,0,0
403.056,115.3,115.26,115,0
403.071,0,0,0,0
403.156,115.3,115.27,115,91.65
403.171,0,0,0,0
403.256,115.08,115.28,115,0
403.271,0,0,0,0
403.356,115.3,115.27,115,0
403.371,0,0,0,0
403.456,115.3,115.26,115,0
403.471,0,0,0,0
403.556,115.08,115.25,115,0
403.571,0,0,0,0
403.656,115.3,115.23,115,0
403.671,0,0,0,0
403.756,115.08,115.23,115,0
403.771,0,0,0,0
403.856,115.3,115.22,115,0
403.871,0,0,0,0
403.956,115.3,115.21,115,0
403.971,0,0,0,0
404.056,115.08,115.21,115,0
404.072,0,0,0,0
404.156,115.08,115.21,115,91.43
404.175,0,0,0,0
404.256,115.08,115.2,115,0
404.271,0,0,0,0
404.356,115.3,115.18,115,0
404.371,0,0,0,0
404.456,115.08,115.17,115,0
404.471,0,0,0,0
404.556,115.3,115.17,115,0
404.571,0,0,0,0
404.656,115.08,115.17,115,0
404.671,0,0,0,0
404.756,115.3,115.18,115,0
404.771,0,0,0,0
404.856,115.3,115.2,115,0
404.871,0,0,0,0
404.956,115.3,115.22,115,0
404.971,0,0,0,0
405.057,115.3,115.24,115,0
405.072,0,0,0,0
405.156,115.3,115.26,115,89.97
405.171,0,0,0,0
405.256,115.3,115.28,115,0
405.271,0,0,0,0
405.356,115.3,115.29,115,0
405.371,0,0,0,0
405.456,115.3,115.31,115,0
405.471,0,0,0,0
405.556,115.3,115.32,115,0
405.571,0,0,0,0
405.656,115.08,115.33,115,0
405.671,0,0,0,0
405.756,115.08,115.32,115,0
405.771,0,0,0,0
405.856,115.08,115.3,115,0
405.871,0,0,0,0
405.956,115.08,115.27,115,0
405.971,0,0,0,0
406.056,115.3,115.25,115,0
406.071,0,0,0,0
406.156,115.08,115.22,115,87.81
406.171,0,0,0,0
406.256,115.08,115.19,115,0
406.271,0,0,0,0
406.356,115.08,115.17,115,0
406.371,0,0,0,0
406.456,115.08,115.15,115,0
406.471,0,0,0,0
406.556,115.3,115.14,115,0
406.571,0,0,0,0
406.656,115.08,115.14,115,0
406.671,0,0,0,0
406.756,115.08,115.15,115,0
406.771,0,0,0,0
406.856,115.3,115.16,115,0
406.871,0,0,0,0
406.956,115.3,115.17,115,0
406.971,0,0,0,0
407.056,115.08,115.19,115,0
407.071,0,0,0,0
407.156,115.3,115.21,115,89.23
407.171,0,0,0,0
407.256,115.08,115.22,115,0
407.271,0,0,0,0
407.356,115.3,115.23,115,0
407.371,0,0,0,0
407.456,115.08,115.23,115,0
407.471,0,0,0,0
407.556,115.08,115.22,115,0
407.571,0,0,0,0
407.656,115.3,115.2,115,0
407.671,0,0,0,0
407.756,115.08,115.2,115,0
407.771,0,0,0,0
407.856,115.3,115.2,115,0
407.871,0,0,0,0
407.956,115.08,115.19,115,0
407.971,0,0,0,0
408.056,115.3,115.19,115,0
408.071,0,0,0,0
408.156,115.08,115.19,115,92.25
408.171,0,0,0,0
408.256,115.3,115.19,115,0
408.271,0,0,0,0
408.356,115.3,115.19,115,0
408.371,0,0,0,0
408.456,115.08,115.2,115,0
408.471,0,0,0,0
408.556,115.3,115.2,115,0
408.571,0,0,0,0
408.656,115.3,115.21,115,0
408.671,0,0,0,0
408.756,115.3,115.21,115,0
408.771,0,0,0,0
408.856,115.08,115.21,115,0
408.871,0,0,0,0
408.956,115.08,115.21,115,0
408.971,0,0,0,0
409.056,115.3,115.2,115,0
409.071,0,0,0,0
409.156,115.08,115.2,115,92.15
409.171,0,0,0,0
409.256,115.08,115.2,115,0
409.271,0,0,0,0
409.356,115.08,115.19,115,0
409.371,0,0,0,0
409.456,115.3,115.19,115,0
409.471,0,0,0,0
409.556,115.08,115.19,115,0
409.571,0,0,0,0
409.656,115.3,115.18,115,0
409.671,0,0,0,0
409.756,115.3,115.18,115,0
409.771,0,0,0,0
409.856,115.3,115.19,115,0
409.871,0,0,0,0
409.956,115.08,115.19,115,0
409.971,0,0,0,0
410.056,115.08,115.19,115,0
410.071,0,0,0,0
410.157,115.08,115.18,105,0
410.173,0,0,0,0
410.256,115.53,115.17,105,91.32
410.272,0,0,0,0
410.356,115.3,115.2,105,0
410.372,0,0,0,0
410.456,115.08,115.21,105,0
410.471,0,0,0,0
410.556,114.86,115.2,105,0
410.571,0,0,0,0
410.656,114.64,115.16,105,0
410.671,0,0,0,0
410.756,114.2,115.07,105,0
410.772,0,0,0,0
410.856,113.77,114.93,105,0
410.872,0,0,0,0
410.956,113.13,114.73,105,0
410.971,0,0,0,0
411.056,112.3,114.43,105,0
411.071,0,0,0,0
411.156,111.89,114.02,105,0
411.172,0,0,0,0
411.256,111.28,113.54,105,90.09
411.272,0,0,0,0
411.356,110.48,113.01,105,0
411.372,0,0,0,0
411.456,109.5,112.4,105,0
411.472,0,0,0,0
411.556,108.74,111.74,105,0
411.573,0,0,0,0
411.656,108.18,111.02,105,0
411.672,0,0,0,0
411.756,107.26,110.27,105,0
411.772,0,0,0,0
411.856,106.36,109.5,105,0
411.872,0,0,0,0
411.956,105.65,108.7,105,0
411.972,0,0,0,0
412.056,104.96,107.89,105,0
412.072,0,0,0,0
412.156,104.11,107.09,105,0
412.172,0,0,0,0
412.247,0,0,0,87.15
412.258,103.45,106.3,105,0
412.275,0,0,0,0
412.358,102.63,105.52,105,0
412.409,0,0,0,0
412.484,101.83,104.73,105,0
412.5,0,0,0,0
412.584,101.52,103.96,105,0
412.599,0,0,0,0
412.684,101.36,103.24,105,0
412.699,0,0,0,0
412.784,101.36,102.62,105,0
412.799,0,0,0,0
412.884,101.36,102.1,105,0
412.899,0,0,0,0
412.984,101.67,101.72,105,0
412.999,0,0,0,0
413.084,101.83,101.48,105,0
413.099,0,0,0,0
413.184,102.31,101.38,105,0
413.199,0,0,0,0
413.284,102.47,101.42,105,86.8
413.299,0,0,0,0
413.384,102.63,101.55,105,0
413.399,0,0,0,0
413.484,102.96,101.76,105,0
413.499,0,0,0,0
413.584,103.12,102,105,0
413.599,0,0,0,0
413.684,103.28,102.27,105,0
413.699,0,0,0,0
413.784,103.28,102.53,105,0
413.799,0,0,0,0
413.884,103.45,102.78,105,0
413.899,0,0,0,0
413.984,103.61,103.01,105,0
413.999,0,0,0,0
414.084,103.61,103.2,105,0
414.099,0,0,0,0
414.184,103.78,103.36,105,0
414.199,0,0,0,0
414.284,103.78,103.5,105,87.57
414.299,0,0,0,0
414.384,103.95,103.61,105,0
414.399,0,0,0,0
414.484,103.78,103.7,105,0
414.499,0,0,0,0
414.584,103.78,103.77,105,0
414.599,0,0,0,0
414.684,103.61,103.81,105,0
414.699,0,0,0,0
414.784,103.78,103.83,105,0
414.799,0,0,0,0
414.884,103.78,103.83,105,0
414.899,0,0,0,0
414.984,103.78,103.83,105,0
415,0,0,0,0
415.084,103.78,103.82,105,0
415.099,0,0,0,0
415.184,103.78,103.81,105,0
415.199,0,0,0,0
415.285,103.61,103.8,105,87.27
415.3,0,0,0,0
415.384,103.95,103.79,105,0
415.399,0,0,0,0
415.484,103.95,103.8,105,0
415.499,0,0,0,0
415.584,103.95,103.82,105,0
415.599,0,0,0,0
415.684,103.95,103.84,105,0
415.699,0,0,0,0
415.784,103.95,103.86,105,0
415.799,0,0,0,0
415.884,103.95,103.89,105,0
415.899,0,0,0,0
415.984,103.95,103.91,105,0
415.999,0,0,0,0
416.084,103.95,103.93,105,0
416.099,0,0,0,0
416.184,103.95,103.94,105,0
416.199,0,0,0,0
416.284,103.95,103.95,105,86.67
416.299,0,0,0,0
416.384,104.11,103.96,105,0
416.399,0,0,0,0
416.484,103.95,103.97,105,0
416.499,0,0,0,0
416.584,103.95,103.97,105,0
416.599,0,0,0,0
416.684,103.95,103.97,105,0
416.699,0,0,0,0
416.784,103.95,103.97,105,0
416.801,0,0,0,0
416.884,104.11,103.96,105,0
416.899,0,0,0,0
416.984,103.95,103.97,105,0
416.999,0,0,0,0
417.084,104.11,103.99,105,0
417.1,0,0,0,0
417.184,104.11,104.01,105,0
417.199,0,0,0,0
417.284,104.11,104.03,105,87.27
417.299,0,0,0,0
417.384,104.11,104.06,105,0
417.399,0,0,0,0
417.484,104.11,104.09,105,0
417.499,0,0,0,0
417.584,104.28,104.12,105,0
417.599,0,0,0,0
417.684,104.11,104.15,105,0
417.699,0,0,0,0
417.784,104.28,104.18,105,0
417.799,0,0,0,0
417.884,104.11,104.2,105,0
417.899,0,0,0,0
417.984,104.28,104.21,105,0
417.999,0,0,0,0
418.084,104.11,104.21,105,0
418.099,0,0,0,0
418.184,104.28,104.21,105,0
418.199,0,0,0,0
418.284,104.28,104.21,105,88.54
418.299,0,0,0,0
418.384,104.28,104.22,105,0
418.399,0,0,0,0
418.484,104.28,104.23,105,0
418.499,0,0,0,0
418.584,104.28,104.24,105,0
418.599,0,0,0,0
418.684,104.28,104.25,105,0
418.699,0,0,0,0
418.784,104.11,104.26,105,0
418.799,0,0,0,0
418.884,104.28,104.26,105,0
418.899,0,0,0,0
418.984,104.28,104.26,105,0
418.999,0,0,0,0
419.084,104.28,104.27,105,0
419.099,0,0,0,0
419.184,104.28,104.27,105,0
419.2,0,0,0,0
419.284,104.28,104.27,105,88.57
419.299,0,0,0,0
419.384,104.45,104.28,105,0
419.399,0,0,0,0
419.484,104.28,104.3,105,0
419.499,0,0,0,0
419.584,104.28,104.31,105,0
419.599,0,0,0,0
419.684,104.45,104.31,105,0
419.699,0,0,0,0
419.784,104.45,104.32,105,0
419.799,0,0,0,0
419.884,104.45,104.34,105,0
419.899,0,0,0,0
419.984,104.45,104.36,105,0
419.999,0,0,0,0
420.084,104.45,104.38,105,0
420.099,0,0,0,0
420.184,104.45,104.4,105,0
420.199,0,0,0,0
420.284,104.45,104.41,105,86.91
420.299,0,0,0,0
420.384,104.45,104.42,105,0
420.399,0,0,0,0
420.484,104.45,104.43,105,0
420.499,0,0,0,0
420.584,104.45,104.43,105,0
420.599,0,0,0,0
420.684,104.45,104.44,105,0
420.699,0,0,0,0
420.784,104.45,104.44,105,0
420.799,0,0,0,0
420.884,104.45,104.44,105,0
420.899,0,0,0,0
420.984,104.62,104.44,105,0
420.999,0,0,0,0
421.084,104.62,104.45,105,0
421.099,0,0,0,0
421.184,104.62,104.47,105,0
421.199,0,0,0,0
421.284,104.45,104.49,105,88.37
421.299,0,0,0,0
421.384,104.45,104.5,105,0
421.399,0,0,0,0
421.484,104.62,104.5,105,0
421.499,0,0,0,0
421.584,104.45,104.5,105,0
421.599,0,0,0,0
421.684,104.62,104.5,105,0
421.699,0,0,0,0
421.784,104.62,104.51,105,0
421.799,0,0,0,0
421.884,104.45,104.52,105,0
421.899,0,0,0,0
421.984,104.45,104.53,105,0
421.999,0,0,0,0
422.084,104.45,104.52,105,0
422.099,0,0,0,0
422.185,104.62,104.52,105,0
422.2,0,0,0,0
422.281,0,0,0,88.9
422.287,104.62,104.52,105,0
422.312,0,0,0,0
422.385,104.45,104.53,105,0
422.408,0,0,0,0
422.49,104.62,104.54,105,0
422.505,0,0,0,0
422.59,104.62,104.55,105,0
422.605,0,0,0,0
422.69,104.45,104.55,105,0
422.705,0,0,0,0
422.79,104.62,104.55,105,0
422.805,0,0,0,0
422.89,104.45,104.56,105,0
422.905,0,0,0,0
422.99,104.62,104.56,105,0
423.005,0,0,0,0
423.09,104.45,104.57,105,0
423.105,0,0,0,0
423.191,104.62,104.57,105,0
423.206,0,0,0,0
423.291,104.62,104.58,105,0
423.306,0,0,0,89.03
423.391,104.62,104.58,105,0
423.406,0,0,0,0
423.491,104.62,104.59,105,0
423.507,0,0,0,0
423.591,104.62,104.6,105,0
423.606,0,0,0,0
423.691,104.62,104.61,105,0
423.706,0,0,0,0
423.791,104.62,104.61,105,0
423.806,0,0,0,0
423.891,104.62,104.62,105,0
423.906,0,0,0,0
423.991,104.62,104.62,105,0
424.006,0,0,0,0
424.091,104.62,104.62,105,0
424.106,0,0,0,0
424.191,104.62,104.62,105,0
424.206,0,0,0,0
424.291,104.62,104.62,105,0
424.306,0,0,0,0
424.391,104.62,104.63,105,88.78
424.407,0,0,0,0
424.491,104.62,104.63,105,0
424.506,0,0,0,0
424.591,104.62,104.64,105,0
424.606,0,0,0,0
424.691,104.62,104.64,105,0
424.706,0,0,0,0
424.791,104.62,104.63,105,0
424.806,0,0,0,0
424.891,104.62,104.63,105,0
424.906,0,0,0,0
424.991,104.62,104.63,105,0
425.006,0,0,0,0
425.091,104.62,104.63,105,0
425.106,0,0,0,0
425.191,104.62,104.62,105,0
425.206,0,0,0,0
425.291,104.62,104.62,105,0
425.306,0,0,0,0
425.391,104.62,104.63,105,88.37
425.406,0,0,0,0
425.491,104.62,104.64,105,0
425.506,0,0,0,0
425.591,104.62,104.65,105,0
425.607,0,0,0,0
425.691,104.62,104.65,105,0
425.706,0,0,0,0
425.791,104.79,104.66,105,0
425.806,0,0,0,0
425.891,104.62,104.67,105,0
425.906,0,0,0,0
425.991,104.62,104.68,105,0
426.006,0,0,0,0
426.091,104.79,104.68,105,0
426.106,0,0,0,0
426.191,104.79,104.68,105,0
426.206,0,0,0,0
426.291,104.79,104.7,105,0
426.306,0,0,0,0
426.391,104.79,104.73,105,88.87
426.406,0,0,0,0
426.491,104.79,104.75,105,0
426.506,0,0,0,0
426.591,104.79,104.76,105,0
426.606,0,0,0,0
426.691,104.79,104.77,105,0
426.706,0,0,0,0
426.791,104.79,104.77,105,0
426.806,0,0,0,0
426.891,104.79,104.78,105,0
426.906,0,0,0,0
426.991,104.79,104.77,105,0
427.006,0,0,0,0
427.091,104.62,104.77,105,0
427.106,0,0,0,0
427.191,104.62,104.75,105,0
427.206,0,0,0,0
427.291,104.79,104.73,105,0
427.306,0,0,0,0
427.391,104.79,104.73,105,89.56
427.409,0,0,0,0
427.491,104.79,104.73,105,0
427.506,0,0,0,0
427.591,104.62,104.73,105,0
427.606,0,0,0,0
427.691,104.79,104.73,105,0
427.706,0,0,0,0
427.791,104.79,104.73,105,0
427.806,0,0,0,0
427.891,104.96,104.74,105,0
427.906,0,0,0,0
427.991,104.79,104.75,105,0
428.006,0,0,0,0
428.091,104.79,104.76,105,0
428.106,0,0,0,0
428.191,104.79,104.77,105,0
428.206,0,0,0,0
428.291,104.79,104.78,105,0
428.306,0,0,0,0
428.391,104.79,104.79,105,89.67
428.406,0,0,0,0
428.491,104.79,104.79,105,0
428.506,0,0,0,0
428.591,104.79,104.79,105,0
428.606,0,0,0,0
428.691,104.79,104.79,105,0
428.706,0,0,0,0
428.791,104.79,104.78,105,0
428.806,0,0,0,0
428.891,104.62,104.77,105,0
428.906,0,0,0,0
428.991,104.79,104.76,105,0
429.006,0,0,0,0
429.091,104.79,104.75,105,0
429.106,0,0,0,0
429.191,104.79,104.76,105,0
429.206,0,0,0,0
429.291,104.79,104.77,105,0
429.306,0,0,0,0
429.391,104.62,104.78,105,89.34
429.406,0,0,0,0
429.491,104.96,104.78,105,0
429.506,0,0,0,0
429.591,104.96,104.79,105,0
429.606,0,0,0,0
429.691,104.79,104.8,105,0
429.706,0,0,0,0
429.791,104.96,104.81,105,0
429.807,0,0,0,0
429.89,104.79,104.81,105,0
429.905,0,0,0,0
429.991,104.96,104.81,105,0
430.006,0,0,0,0
430.091,104.79,104.82,105,0
430.106,0,0,0,0
430.191,104.96,104.82,105,0
430.206,0,0,0,0
430.291,104.79,104.82,105,0
430.306,0,0,0,0
430.391,104.96,104.81,105,89.34
430.406,0,0,0,0
430.491,104.79,104.81,105,0
430.506,0,0,0,0
430.591,104.79,104.81,105,0
430.606,0,0,0,0
430.691,104.79,104.81,105,0
430.706,0,0,0,0
430.791,104.79,104.8,105,0
430.805,0,0,0,0
430.891,104.79,104.79,105,0
430.906,0,0,0,0
430.991,104.79,104.78,105,0
431.006,0,0,0,0
431.091,104.62,104.78,105,0
431.106,0,0,0,0
431.191,104.79,104.77,105,0
431.206,0,0,0,0
431.291,104.79,104.77,105,0
431.306,0,0,0,0
431.391,104.79,104.77,105,89.27
431.406,0,0,0,0
431.491,104.79,104.78,105,0
431.506,0,0,0,0
431.591,104.79,104.79,105,0
431.606,0,0,0,0
431.691,104.79,104.8,105,0
431.706,0,0,0,0
431.791,104.79,104.81,105,0
431.806,0,0,0,0
431.891,104.79,104.81,105,0
431.906,0,0,0,0
431.991,104.79,104.81,105,0
432.006,0,0,0,0
432.091,104.96,104.81,105,0
432.106,0,0,0,0
432.191,104.79,104.82,105,0
432.206,0,0,0,0
432.291,104.79,104.82,105,0
432.335,0,0,0,0
432.404,104.79,104.83,105,89.8
432.419,0,0,0,0
432.504,104.79,104.82,105,0
432.519,0,0,0,0
432.604,104.96,104.82,105,0
432.619,0,0,0,0
432.704,104.96,104.83,105,0
432.719,0,0,0,0
432.805,104.96,104.84,105,0
432.82,0,0,0,0
432.904,104.96,104.86,105,0
432.919,0,0,0,0
433.004,104.96,104.86,105,0
433.019,0,0,0,0
433.104,104.79,104.87,105,0
433.119,0,0,0,0
433.204,104.96,104.87,105,0
433.219,0,0,0,0
433.304,104.79,104.86,105,0
433.319,0,0,0,0
433.404,104.96,104.86,105,90.41
433.419,0,0,0,0
433.504,104.79,104.86,105,0
433.519,0,0,0,0
433.604,104.79,104.86,105,0
433.619,0,0,0,0
433.704,104.79,104.86,105,0
433.719,0,0,0,0
433.804,104.79,104.85,105,0
433.819,0,0,0,0
433.904,104.79,104.84,105,0
433.92,0,0,0,0
434.004,104.79,104.83,105,0
434.019,0,0,0,0
434.104,104.79,104.82,105,0
434.119,0,0,0,0
434.204,104.79,104.81,105,0
434.219,0,0,0,0
434.304,104.96,104.82,105,0
434.319,0,0,0,0
434.404,104.79,104.83,105,0
434.419,0,0,0,0
434.504,104.79,104.84,105,90
434.519,0,0,0,0
434.604,104.79,104.84,105,0
434.619,0,0,0,0
434.704,104.79,104.84,105,0
434.719,0,0,0,0
434.804,104.79,104.85,105,0
434.819,0,0,0,0
434.904,104.96,104.85,105,0
434.919,0,0,0,0
435.004,104.79,104.85,105,0
435.019,0,0,0,0
435.104,104.79,104.85,105,0
435.12,0,0,0,0
435.204,104.96,104.85,105,0
435.219,0,0,0,0
435.304,104.79,104.85,105,0
435.319,0,0,0,0
435.404,104.79,104.85,105,0
435.419,0,0,0,90.33
435.504,104.79,104.84,105,0
435.519,0,0,0,0
435.604,104.79,104.83,105,0
435.619,0,0,0,0
435.704,104.79,104.83,105,0
435.719,0,0,0,0
435.804,104.79,104.82,105,0
435.819,0,0,0,0
435.904,104.79,104.81,105,0
435.919,0,0,0,0
436.004,104.79,104.81,105,0
436.02,0,0,0,0
436.104,104.79,104.81,105,0
436.119,0,0,0,0
436.204,104.79,104.81,105,0
436.219,0,0,0,0
436.304,104.79,104.82,105,0
436.319,0,0,0,0
436.404,104.79,104.82,105,0
436.419,0,0,0,0
436.504,104.79,104.82,105,90.09
436.519,0,0,0,0
436.604,104.96,104.81,105,0
436.619,0,0,0,0
436.704,104.79,104.82,105,0
436.719,0,0,0,0
436.804,104.96,104.82,105,0
436.819,0,0,0,0
436.904,104.96,104.83,105,0
436.919,0,0,0,0
437.004,104.79,104.85,105,0
437.019,0,0,0,0
437.104,104.79,104.86,105,0
437.119,0,0,0,0
437.204,104.96,104.87,105,0
437.22,0,0,0,0
437.304,104.79,104.88,105,0
437.319,0,0,0,0
437.404,104.79,104.88,105,0
437.419,0,0,0,0
437.506,104.96,104.87,105,90
437.521,0,0,0,0
437.604,104.79,104.87,105,0
437.619,0,0,0,0
437.704,104.96,104.87,105,0
437.719,0,0,0,0
437.804,104.96,104.87,105,0
437.819,0,0,0,0
437.904,104.79,104.88,105,0
437.919,0,0,0,0
438.004,104.96,104.88,105,0
438.019,0,0,0,0
438.104,104.96,104.88,105,0
438.12,0,0,0,0
438.204,104.79,104.88,105,0
438.219,0,0,0,0
438.304,104.96,104.88,105,0
438.319,0,0,0,0
438.404,104.96,104.88,105,0
438.419,0,0,0,0
438.504,104.96,104.89,105,89.64
438.519,0,0,0,0
438.604,104.79,104.89,105,0
438.619,0,0,0,0
438.704,104.79,104.9,105,0
438.719,0,0,0,0
438.804,104.79,104.89,105,0
438.819,0,0,0,0
438.904,104.79,104.88,105,0
438.919,0,0,0,0
439.004,104.79,104.87,105,0
439.023,0,0,0,0
439.105,104.96,104.87,105,0
439.12,0,0,0,0
439.204,104.79,104.88,105,0
439.219,0,0,0,0
439.304,104.79,104.88,105,0
439.319,0,0,0,0
439.404,104.96,104.88,105,0
439.419,0,0,0,0
439.504,104.79,104.88,105,89.97
439.519,0,0,0,0
439.604,104.96,104.87,105,0
439.619,0,0,0,0
439.704,104.79,104.87,105,0
439.719,0,0,0,0
439.804,104.96,104.86,105,0
439.819,0,0,0,0
439.904,104.79,104.87,105,0
439.919,0,0,0,0
440.004,104.79,104.86,105,0
440.019,0,0,0,0
440.104,104.79,104.86,105,0
440.119,0,0,0,0
440.204,104.79,104.84,105,0
440.219,0,0,0,0
440.304,104.96,104.84,105,0
440.319,0,0,0,0
440.405,104.96,104.84,105,0
440.42,0,0,0,0
440.505,104.96,104.86,105,89.84
440.52,0,0,0,0
440.605,104.96,104.87,105,0
440.62,0,0,0,0
440.705,104.79,104.87,105,0
440.72,0,0,0,0
440.805,104.79,104.87,105,0
440.82,0,0,0,0
440.905,104.79,104.85,105,0
440.92,0,0,0,0
441.005,104.79,104.84,105,0
441.02,0,0,0,0
441.105,104.96,104.83,105,0
441.12,0,0,0,0
441.205,104.96,104.83,105,0
441.22,0,0,0,0
441.305,104.79,104.84,105,0
441.32,0,0,0,0
441.405,104.79,104.84,105,0
441.42,0,0,0,0
441.505,104.79,104.84,105,90
441.52,0,0,0,0
441.605,104.79,104.84,105,0
441.62,0,0,0,0
441.705,104.79,104.84,105,0
441.72,0,0,0,0
441.805,104.79,104.84,105,0
441.82,0,0,0,0
441.905,104.79,104.84,105,0
441.92,0,0,0,0
442.005,104.96,104.83,105,0
442.02,0,0,0,0
442.105,104.79,104.83,105,0
442.12,0,0,0,0
442.205,104.79,104.82,105,0
442.22,0,0,0,0
442.318,104.96,104.82,105,0
442.357,0,0,0,0
442.432,104.96,104.82,105,0
442.447,0,0,0,0
442.532,104.79,104.83,105,90.26
442.547,0,0,0,0
442.632,104.79,104.84,105,0
442.647,0,0,0,0
442.732,104.96,104.84,105,0
442.748,0,0,0,0
442.832,104.79,104.85,105,0
442.847,0,0,0,0
442.932,104.79,104.85,105,0
442.947,0,0,0,0
443.032,104.96,104.84,105,0
443.047,0,0,0,0
443.132,104.96,104.84,105,0
443.147,0,0,0,0
443.232,104.79,104.83,105,0
443.247,0,0,0,0
443.332,104.79,104.83,105,0
443.347,0,0,0,0
443.432,104.62,104.82,105,0
443.447,0,0,0,0
443.532,104.79,104.81,105,90.37
443.547,0,0,0,0
443.632,104.79,104.79,105,0
443.647,0,0,0,0
443.732,104.79,104.79,105,0
443.747,0,0,0,0
443.832,104.79,104.78,105,0
443.847,0,0,0,0
443.932,104.79,104.77,105,0
443.947,0,0,0,0
444.032,104.79,104.77,105,0
444.047,0,0,0,0
444.132,104.79,104.78,105,0
444.147,0,0,0,0
444.232,104.79,104.79,105,0
444.247,0,0,0,0
444.332,104.79,104.79,105,0
444.347,0,0,0,0
444.432,104.79,104.81,105,0
444.447,0,0,0,0
444.532,104.79,104.82,105,90.33
444.547,0,0,0,0
444.632,104.79,104.83,105,0
444.647,0,0,0,0
444.732,104.79,104.84,105,0
444.747,0,0,0,0
444.832,104.79,104.83,105,0
444.848,0,0,0,0
444.932,104.79,104.83,105,0
444.947,0,0,0,0
445.032,104.96,104.83,105,0
