timeSinceBootSeconds,stage1TempC,stage1FilteredTempC,stage1SetTempC,dataQLiquidStg1
182.567,0,0,0,0
182.652,75.11,75.1,75,0
182.667,0,0,0,0
182.752,75.11,75.1,75,0
182.767,0,0,0,0
182.853,75.11,75.1,75,0
182.868,0,0,0,0
182.952,75.11,75.1,75,0
182.967,0,0,0,0
183.052,75.11,75.11,75,0
183.067,0,0,0,0
183.152,75.03,75.1,75,0
183.167,0,0,0,0
183.252,75.03,75.09,75,66.35
183.267,0,0,0,0
183.352,74.95,75.07,75,0
183.367,0,0,0,0
183.452,75.03,75.05,75,0
183.467,0,0,0,0
183.552,74.95,75.03,75,0
183.567,0,0,0,0
183.652,74.95,75.01,75,0
183.667,0,0,0,0
183.752,74.95,74.99,75,0
183.767,0,0,0,0
183.852,74.95,74.98,75,0
183.867,0,0,0,0
183.952,74.95,74.96,75,0
183.967,0,0,0,0
184.052,75.03,74.96,75,0
184.067,0,0,0,0
184.152,74.95,74.95,75,0
184.167,0,0,0,0
184.252,74.95,74.95,75,66.25
184.267,0,0,0,0
184.352,74.95,74.95,75,0
184.367,0,0,0,0
184.452,74.95,74.95,75,0
184.467,0,0,0,0
184.552,74.95,74.95,75,0
184.567,0,0,0,0
184.652,74.95,74.95,75,0
184.667,0,0,0,0
184.752,74.95,74.95,75,0
184.767,0,0,0,0
184.852,74.95,74.95,75,0
184.867,0,0,0,0
184.952,74.95,74.95,75,0
184.967,0,0,0,0
185.052,74.95,74.95,75,0
185.067,0,0,0,0
185.152,74.95,74.95,75,0
185.167,0,0,0,0
185.252,74.87,74.94,75,66.14
185.267,0,0,0,0
185.352,74.79,74.93,75,0
185.367,0,0,0,0
185.452,74.87,74.91,75,0
185.467,0,0,0,0
185.552,74.79,74.89,75,0
185.567,0,0,0,0
185.652,74.79,74.87,75,0
185.667,0,0,0,0
185.752,74.79,74.85,75,0
185.767,0,0,0,0
185.852,74.79,74.83,75,0
185.867,0,0,0,0
185.952,74.79,74.81,75,0
185.967,0,0,0,0
186.052,74.79,74.8,75,0
186.067,0,0,0,0
186.152,74.79,74.79,75,0
186.167,0,0,0,0
186.252,74.79,74.79,75,66.11
186.267,0,0,0,0
186.352,74.79,74.79,75,0
186.367,0,0,0,0
186.453,74.79,74.79,75,0
186.468,0,0,0,0
186.552,74.79,74.79,75,0
186.567,0,0,0,0
186.652,74.79,74.79,75,0
186.667,0,0,0,0
186.752,74.79,74.79,75,0
186.767,0,0,0,0
186.852,74.79,74.79,75,0
186.867,0,0,0,0
186.955,74.79,74.79,75,0
186.97,0,0,0,0
187.053,74.79,74.79,75,0
187.068,0,0,0,0
187.152,74.79,74.79,75,0
187.167,0,0,0,0
187.252,74.79,74.79,75,66.25
187.267,0,0,0,0
187.352,74.79,74.79,75,0
187.367,0,0,0,0
187.453,74.79,74.79,75,0
187.468,0,0,0,0
187.552,74.79,74.79,75,0
187.567,0,0,0,0
187.652,74.79,74.79,75,0
187.667,0,0,0,0
187.752,74.79,74.79,75,0
187.767,0,0,0,0
187.852,74.79,74.79,75,0
187.867,0,0,0,0
187.952,74.79,74.78,75,0
187.967,0,0,0,0
188.052,74.71,74.78,75,0
188.067,0,0,0,0
188.152,74.63,74.77,75,0
188.167,0,0,0,0
188.252,74.63,74.76,75,66.11
188.267,0,0,0,0
188.353,74.63,74.74,75,0
188.368,0,0,0,0
188.452,74.71,74.72,75,0
188.467,0,0,0,0
188.552,74.71,74.71,75,0
188.567,0,0,0,0
188.652,74.63,74.7,75,0
188.667,0,0,0,0
188.752,74.63,74.68,75,0
188.767,0,0,0,0
188.852,74.63,74.67,75,0
188.867,0,0,0,0
188.952,74.63,74.66,75,0
188.967,0,0,0,0
189.052,74.63,74.65,75,0
189.067,0,0,0,0
189.152,74.63,74.64,75,0
189.167,0,0,0,0
189.253,74.63,74.64,75,66.07
189.268,0,0,0,0
189.352,74.71,74.64,75,0
189.367,0,0,0,0
189.452,74.71,74.64,75,0
189.467,0,0,0,0
189.552,74.63,74.64,75,0
189.567,0,0,0,0
189.652,74.63,74.65,75,0
189.667,0,0,0,0
189.752,74.63,74.64,75,0
189.767,0,0,0,0
189.852,74.63,74.64,75,0
189.867,0,0,0,0
189.952,74.63,74.64,75,0
189.967,0,0,0,0
190.052,74.63,74.64,75,0
190.067,0,0,0,0
190.153,74.63,74.64,75,0
190.168,0,0,0,0
190.253,74.63,74.63,75,0
190.267,0,0,0,66.07
190.352,74.63,74.63,75,0
190.367,0,0,0,0
190.451,74.63,74.63,75,0
190.466,0,0,0,0
190.552,74.63,74.63,75,0
190.567,0,0,0,0
190.652,74.63,74.63,75,0
190.667,0,0,0,0
190.752,74.63,74.63,75,0
190.767,0,0,0,0
190.852,74.63,74.63,75,0
190.867,0,0,0,0
190.952,74.63,74.63,75,0
190.967,0,0,0,0
191.052,74.63,74.63,75,0
191.067,0,0,0,0
191.152,74.63,74.63,75,0
191.167,0,0,0,0
191.252,74.63,74.63,75,0
191.267,0,0,0,0
191.352,74.63,74.63,75,66.11
191.367,0,0,0,0
191.452,74.63,74.63,75,0
191.468,0,0,0,0
191.552,74.63,74.63,75,0
191.567,0,0,0,0
191.652,74.63,74.63,75,0
191.667,0,0,0,0
191.752,74.63,74.63,75,0
191.767,0,0,0,0
191.852,74.63,74.63,75,0
191.866,0,0,0,0
191.952,74.55,74.63,75,0
191.966,0,0,0,0
192.052,74.63,74.63,75,0
192.067,0,0,0,0
192.152,74.63,74.63,75,0
192.167,0,0,0,0
192.252,74.63,74.62,75,66.07
192.276,0,0,0,0
192.354,74.63,74.63,75,0
192.384,0,0,0,0
192.459,74.55,74.63,75,0
192.474,0,0,0,0
192.559,74.47,74.62,75,0
192.575,0,0,0,0
192.659,74.63,74.61,75,0
192.674,0,0,0,0
192.759,74.55,74.6,75,0
192.774,0,0,0,0
192.859,74.55,74.58,75,0
192.874,0,0,0,0
192.959,74.47,74.57,75,0
192.974,0,0,0,0
193.059,74.55,74.56,75,0
193.074,0,0,0,0
193.159,74.55,74.55,75,0
193.174,0,0,0,0
193.259,74.47,74.55,75,0
193.274,0,0,0,0
193.359,74.55,74.54,75,66.07
193.374,0,0,0,0
193.459,74.47,74.54,75,0
193.474,0,0,0,0
193.559,74.47,74.53,75,0
193.574,0,0,0,0
193.659,74.47,74.52,75,0
193.674,0,0,0,0
193.759,74.55,74.51,75,0
193.774,0,0,0,0
193.859,74.47,74.51,75,0
193.874,0,0,0,0
193.959,74.47,74.5,75,0
193.974,0,0,0,0
194.059,74.55,74.5,75,0
194.074,0,0,0,0
194.159,74.55,74.5,75,0
194.174,0,0,0,0
194.259,74.55,74.5,75,0
194.273,0,0,0,0
194.359,74.55,74.51,75,66.05
194.374,0,0,0,0
194.459,74.55,74.52,75,0
194.474,0,0,0,0
194.559,74.55,74.53,75,0
194.574,0,0,0,0
194.659,74.47,74.53,75,0
194.674,0,0,0,0
194.759,74.47,74.52,75,0
194.774,0,0,0,0
194.859,74.47,74.52,75,0
194.874,0,0,0,0
194.959,74.55,74.51,75,0
194.974,0,0,0,0
195.059,74.47,74.5,75,0
195.074,0,0,0,0
195.16,74.47,74.5,75,0
195.175,0,0,0,0
195.26,74.47,74.49,75,0
195.275,0,0,0,0
195.36,74.47,74.49,75,66.07
195.375,0,0,0,0
195.46,74.55,74.49,75,0
195.475,0,0,0,0
195.56,74.63,74.5,75,0
195.575,0,0,0,0
195.66,74.47,74.51,75,0
195.675,0,0,0,0
195.76,74.55,74.52,75,0
195.775,0,0,0,0
195.86,74.55,74.53,75,0
195.875,0,0,0,0
195.96,74.55,74.53,75,0
195.975,0,0,0,0
196.06,74.55,74.54,75,0
196.075,0,0,0,0
196.16,74.55,74.54,75,0
196.175,0,0,0,0
196.26,74.63,74.55,75,0
196.275,0,0,0,0
196.36,74.55,74.55,75,65.91
196.375,0,0,0,0
196.46,74.47,74.55,75,0
196.475,0,0,0,0
196.56,74.55,74.54,75,0
196.575,0,0,0,0
196.66,74.47,74.54,75,0
196.675,0,0,0,0
196.76,74.47,74.52,75,0
196.775,0,0,0,0
196.86,74.55,74.51,75,0
196.875,0,0,0,0
196.96,74.55,74.51,75,0
196.975,0,0,0,0
197.06,74.55,74.51,75,0
197.075,0,0,0,0
197.16,74.55,74.51,75,0
197.175,0,0,0,0
197.26,74.55,74.52,75,0
197.275,0,0,0,0
197.36,74.47,74.52,75,66.07
197.375,0,0,0,0
197.46,74.47,74.52,75,0
197.475,0,0,0,0
197.563,74.55,74.52,75,0
197.578,0,0,0,0
197.661,74.63,74.52,75,0
197.676,0,0,0,0
197.76,74.55,74.53,75,0
197.775,0,0,0,0
197.86,74.55,74.54,75,0
197.875,0,0,0,0
197.96,74.47,74.54,75,0
197.975,0,0,0,0
198.06,74.63,74.54,75,0
198.075,0,0,0,0
198.16,74.63,74.54,75,0
198.175,0,0,0,0
198.26,74.63,74.55,75,0
198.275,0,0,0,0
198.36,74.63,74.57,75,66.11
198.375,0,0,0,0
198.46,74.63,74.58,75,0
198.475,0,0,0,0
198.56,74.63,74.6,75,0
198.575,0,0,0,0
198.66,74.63,74.61,75,0
198.675,0,0,0,0
198.76,74.63,74.62,75,0
198.775,0,0,0,0
198.86,74.63,74.63,75,0
198.875,0,0,0,0
198.96,74.63,74.63,75,0
198.975,0,0,0,0
199.06,74.55,74.63,75,0
199.075,0,0,0,0
199.16,74.55,74.62,75,0
199.175,0,0,0,0
199.26,74.55,74.62,75,0
199.275,0,0,0,0
199.36,74.47,74.61,75,66.05
199.375,0,0,0,0
199.46,74.47,74.59,75,0
199.475,0,0,0,0
199.56,74.55,74.58,75,0
199.575,0,0,0,0
199.66,74.55,74.57,75,0
199.675,0,0,0,0
199.76,74.55,74.56,75,0
199.775,0,0,0,0
199.86,74.63,74.55,75,0
199.875,0,0,0,0
199.96,74.55,74.55,75,0
199.975,0,0,0,0
200.06,74.55,74.56,75,0
200.075,0,0,0,0
200.16,74.63,74.56,75,0
200.175,0,0,0,0
200.26,74.63,74.57,75,0
200.275,0,0,0,0
200.36,74.63,74.59,75,66.02
200.375,0,0,0,0
200.46,74.63,74.6,75,0
200.475,0,0,0,0
200.56,74.63,74.61,75,0
200.575,0,0,0,0
200.66,74.63,74.62,75,0
200.675,0,0,0,0
200.76,74.55,74.62,75,0
200.775,0,0,0,0
200.86,74.55,74.62,75,0
200.875,0,0,0,0
200.96,74.55,74.62,75,0
200.975,0,0,0,0
201.06,74.63,74.62,75,0
201.075,0,0,0,0
201.16,74.55,74.61,75,0
201.175,0,0,0,0
201.26,74.63,74.61,75,0
201.275,0,0,0,0
201.36,74.63,74.61,75,0
201.375,0,0,0,0
201.46,74.63,74.61,75,65.94
201.475,0,0,0,0
201.56,74.63,74.62,75,0
201.575,0,0,0,0
201.66,74.63,74.62,75,0
201.675,0,0,0,0
201.76,74.63,74.62,75,0
201.775,0,0,0,0
201.86,74.63,74.63,75,0
201.875,0,0,0,0
201.96,74.63,74.63,75,0
201.975,0,0,0,0
202.06,74.63,74.63,75,0
202.075,0,0,0,0
202.16,74.63,74.63,75,0
202.175,0,0,0,0
202.26,74.63,74.63,75,0
202.285,0,0,0,0
202.356,0,0,0,66.11
202.367,74.63,74.63,75,0
202.391,0,0,0,0
202.467,74.63,74.63,75,0
202.482,0,0,0,0
202.567,74.63,74.63,75,0
202.582,0,0,0,0
202.667,74.63,74.63,75,0
202.682,0,0,0,0
202.767,74.63,74.63,75,0
202.782,0,0,0,0
202.867,74.63,74.63,75,0
202.882,0,0,0,0
202.967,74.63,74.63,75,0
202.982,0,0,0,0
203.067,74.63,74.63,75,0
203.082,0,0,0,0
203.167,74.63,74.63,75,0
203.182,0,0,0,0
203.267,74.63,74.63,75,0
203.282,0,0,0,0
203.367,74.63,74.62,75,0
203.382,0,0,0,0
203.467,74.63,74.62,75,65.91
203.482,0,0,0,0
203.567,74.63,74.63,75,0
203.582,0,0,0,0
203.667,74.63,74.63,75,0
203.682,0,0,0,0
203.767,74.63,74.63,75,0
203.782,0,0,0,0
203.867,74.63,74.63,75,0
203.882,0,0,0,0
203.967,74.63,74.63,75,0
203.982,0,0,0,0
204.067,74.63,74.63,75,0
204.082,0,0,0,0
204.167,74.63,74.63,75,0
204.183,0,0,0,0
204.267,74.63,74.63,75,0
204.282,0,0,0,0
204.367,74.63,74.63,75,0
204.382,0,0,0,0
204.467,74.63,74.63,75,66.05
204.482,0,0,0,0
204.567,74.63,74.63,75,0
204.582,0,0,0,0
204.667,74.63,74.63,75,0
204.682,0,0,0,0
204.767,74.63,74.63,75,0
204.782,0,0,0,0
204.867,74.63,74.63,75,0
204.882,0,0,0,0
204.967,74.63,74.63,75,0
204.982,0,0,0,0
205.067,74.63,74.63,75,0
205.082,0,0,0,0
205.167,74.63,74.63,75,0
205.182,0,0,0,0
205.267,74.63,74.63,75,0
205.282,0,0,0,0
205.367,74.63,74.63,75,0
205.382,0,0,0,0
205.467,74.63,74.63,75,65.8
205.482,0,0,0,0
205.567,74.63,74.63,75,0
205.582,0,0,0,0
205.668,74.63,74.63,75,0
205.683,0,0,0,0
205.767,74.63,74.64,75,0
205.782,0,0,0,0
205.867,74.71,74.64,75,0
205.882,0,0,0,0
205.967,74.63,74.64,75,0
205.982,0,0,0,0
206.067,74.63,74.64,75,0
206.082,0,0,0,0
206.167,74.63,74.64,75,0
206.182,0,0,0,0
206.267,74.63,74.64,75,0
206.283,0,0,0,0
206.367,74.63,74.64,75,0
206.382,0,0,0,0
206.467,74.63,74.64,75,66.14
206.482,0,0,0,0
206.568,74.63,74.64,75,0
206.583,0,0,0,0
206.667,74.63,74.64,75,0
206.682,0,0,0,0
206.767,74.71,74.64,75,0
206.782,0,0,0,0
206.867,74.63,74.65,75,0
206.882,0,0,0,0
206.967,74.63,74.65,75,0
206.982,0,0,0,0
207.067,74.63,74.65,75,0
207.082,0,0,0,0
207.167,74.63,74.65,75,0
207.182,0,0,0,0
207.267,74.71,74.65,75,0
207.282,0,0,0,0
207.367,74.63,74.65,75,0
207.382,0,0,0,0
207.468,74.79,74.65,75,65.94
207.483,0,0,0,0
207.568,74.71,74.66,75,0
207.583,0,0,0,0
207.667,74.71,74.67,75,0
207.682,0,0,0,0
207.767,74.79,74.68,75,0
207.782,0,0,0,0
207.867,74.71,74.7,75,0
207.882,0,0,0,0
207.967,74.79,74.72,75,0
207.982,0,0,0,0
208.067,74.79,74.73,75,0
208.082,0,0,0,0
208.167,74.71,74.74,75,0
208.182,0,0,0,0
208.267,74.71,74.74,75,0
208.282,0,0,0,0
208.368,74.71,74.75,75,0
208.383,0,0,0,0
208.467,74.71,74.75,75,65.94
208.482,0,0,0,0
208.567,74.63,74.75,75,0
208.582,0,0,0,0
208.668,74.71,74.74,75,0
208.683,0,0,0,0
208.767,74.63,74.73,75,0
208.782,0,0,0,0
208.867,74.63,74.72,75,0
208.882,0,0,0,0
208.967,74.71,74.71,75,0
208.982,0,0,0,0
209.067,74.79,74.71,75,0
209.082,0,0,0,0
209.167,74.71,74.71,75,0
209.182,0,0,0,0
209.268,74.71,74.72,75,0
209.283,0,0,0,0
209.367,74.71,74.73,75,0
209.382,0,0,0,0
209.467,74.71,74.73,75,65.98
209.482,0,0,0,0
209.567,74.71,74.73,75,0
209.582,0,0,0,0
209.667,74.79,74.74,75,0
209.682,0,0,0,0
209.767,74.79,74.74,75,0
209.782,0,0,0,0
209.867,74.79,74.75,75,0
209.882,0,0,0,0
209.967,74.79,74.76,75,0
209.982,0,0,0,0
210.067,74.79,74.77,75,0
210.082,0,0,0,0
210.168,74.79,74.77,75,0
210.183,0,0,0,0
210.267,74.79,74.78,75,0
210.282,0,0,0,0
210.367,74.79,74.78,75,0
210.382,0,0,0,0
210.467,74.79,74.78,75,65.8
210.482,0,0,0,0
210.567,74.79,74.79,75,0
210.582,0,0,0,0
210.667,74.79,74.79,75,0
210.682,0,0,0,0
210.767,74.79,74.79,75,0
210.782,0,0,0,0
210.867,74.79,74.79,75,0
210.882,0,0,0,0
210.967,74.79,74.79,75,0
210.982,0,0,0,0
211.068,74.79,74.79,75,0
211.083,0,0,0,0
211.167,74.79,74.79,75,0
211.182,0,0,0,0
211.267,74.79,74.79,75,0
211.282,0,0,0,0
211.367,74.79,74.79,75,0
211.382,0,0,0,0
211.467,74.79,74.79,75,65.91
211.483,0,0,0,0
211.567,74.79,74.79,75,0
211.582,0,0,0,0
211.667,74.79,74.79,75,0
211.682,0,0,0,0
211.767,74.79,74.79,75,0
211.782,0,0,0,0
211.867,74.79,74.79,75,0
211.882,0,0,0,0
211.968,74.79,74.79,75,0
211.983,0,0,0,0
212.067,74.79,74.79,75,0
212.082,0,0,0,0
212.167,74.79,74.79,75,0
212.182,0,0,0,0
212.268,74.79,74.79,75,0
212.283,0,0,0,0
212.368,74.79,74.79,75,0
212.383,0,0,0,0
212.468,74.79,74.79,75,65.98
212.483,0,0,0,0
212.568,74.79,74.79,75,0
212.583,0,0,0,0
212.668,74.79,74.79,75,0
212.683,0,0,0,0
212.768,74.79,74.79,75,0
212.783,0,0,0,0
212.868,74.79,74.79,75,0
212.883,0,0,0,0
212.968,74.79,74.79,75,0
212.983,0,0,0,0
213.068,74.79,74.79,75,0
213.083,0,0,0,0
213.168,74.79,74.78,75,0
213.183,0,0,0,0
213.268,74.79,74.78,75,0
213.283,0,0,0,0
213.369,74.79,74.78,75,0
213.384,0,0,0,0
213.468,74.79,74.78,75,65.91
213.483,0,0,0,0
213.568,74.79,74.78,75,0
213.583,0,0,0,0
213.668,74.79,74.79,75,0
213.683,0,0,0,0
213.768,74.79,74.78,75,0
213.783,0,0,0,0
213.867,74.79,74.78,75,0
213.882,0,0,0,0
213.968,74.79,74.78,75,0
213.983,0,0,0,0
214.068,74.79,74.78,75,0
214.083,0,0,0,0
214.168,74.79,74.78,75,0
214.183,0,0,0,0
214.268,74.79,74.78,75,0
214.283,0,0,0,0
214.368,74.79,74.78,75,0
214.383,0,0,0,0
214.468,74.79,74.78,75,0
214.483,0,0,0,66.07
214.568,74.79,74.79,75,0
214.583,0,0,0,0
214.668,74.79,74.79,75,0
214.683,0,0,0,0
214.768,74.79,74.79,75,0
214.783,0,0,0,0
214.868,74.79,74.79,75,0
214.883,0,0,0,0
214.968,74.79,74.79,75,0
214.983,0,0,0,0
215.068,74.79,74.79,75,0
215.083,0,0,0,0
215.168,74.79,74.79,75,0
215.183,0,0,0,0
215.268,74.79,74.79,75,0
215.283,0,0,0,0
215.368,74.79,74.79,75,0
215.383,0,0,0,0
215.469,74.79,74.79,75,0
215.484,0,0,0,0
215.568,74.79,74.79,75,65.87
215.582,0,0,0,0
215.668,74.79,74.79,75,0
215.683,0,0,0,0
215.768,74.79,74.79,75,0
215.783,0,0,0,0
215.868,74.79,74.79,75,0
215.883,0,0,0,0
215.968,74.79,74.79,75,0
215.983,0,0,0,0
216.068,74.79,74.79,75,0
216.083,0,0,0,0
216.168,74.79,74.79,75,0
216.183,0,0,0,0
216.268,74.79,74.79,75,0
216.283,0,0,0,0
216.368,74.79,74.79,75,0
216.383,0,0,0,0
216.468,74.79,74.79,75,0
216.483,0,0,0,0
216.568,74.79,74.79,75,65.94
216.583,0,0,0,0
216.668,74.79,74.8,75,0
216.683,0,0,0,0
216.768,74.79,74.8,75,0
216.783,0,0,0,0
216.868,74.79,74.8,75,0
216.883,0,0,0,0
216.968,74.79,74.79,75,0
216.983,0,0,0,0
217.068,74.79,74.79,75,0
217.083,0,0,0,0
217.168,74.79,74.79,75,0
217.183,0,0,0,0
217.268,74.79,74.79,75,0
217.283,0,0,0,0
217.368,74.79,74.79,75,0
217.383,0,0,0,0
217.468,74.79,74.79,75,0
217.483,0,0,0,0
217.568,74.79,74.79,75,66.02
217.583,0,0,0,0
217.668,74.87,74.79,75,0
217.683,0,0,0,0
217.768,74.79,74.79,75,0
217.783,0,0,0,0
217.868,74.79,74.8,75,0
217.883,0,0,0,0
217.968,74.79,74.8,75,0
217.983,0,0,0,0
218.068,74.79,74.8,75,0
218.083,0,0,0,0
218.168,74.79,74.79,75,0
218.183,0,0,0,0
218.268,74.79,74.79,75,0
218.283,0,0,0,0
218.368,74.79,74.79,75,0
218.383,0,0,0,0
218.468,74.79,74.79,75,0
218.483,0,0,0,0
218.568,74.79,74.79,75,65.87
218.583,0,0,0,0
218.668,74.79,74.79,75,0
218.682,0,0,0,0
218.768,74.79,74.79,75,0
218.783,0,0,0,0
218.868,74.79,74.79,75,0
218.883,0,0,0,0
218.968,74.79,74.79,75,0
218.983,0,0,0,0
219.068,74.79,74.79,75,0
219.083,0,0,0,0
219.168,74.79,74.79,75,0
219.183,0,0,0,0
219.268,74.79,74.79,75,0
219.285,0,0,0,0
219.368,74.79,74.79,75,0
219.383,0,0,0,0
219.468,74.79,74.79,75,0
219.483,0,0,0,0
219.568,74.79,74.79,75,65.91
219.583,0,0,0,0
219.669,74.79,74.79,75,0
219.684,0,0,0,0
219.769,74.79,74.79,75,0
219.784,0,0,0,0
219.869,74.79,74.79,75,0
219.884,0,0,0,0
219.969,74.79,74.79,75,0
219.984,0,0,0,0
220.069,74.79,74.79,75,0
220.084,0,0,0,0
220.169,74.79,74.79,75,0
220.184,0,0,0,0
220.269,74.79,74.79,75,0
220.284,0,0,0,0
220.369,74.79,74.79,75,0
220.384,0,0,0,0
220.469,74.79,74.79,75,0
220.484,0,0,0,0
220.569,74.79,74.79,75,65.87
220.584,0,0,0,0
220.669,74.71,74.79,75,0
220.684,0,0,0,0
220.77,74.71,74.78,75,0
220.785,0,0,0,0
220.869,74.79,74.77,75,0
220.884,0,0,0,0
220.969,74.79,74.77,75,0
220.984,0,0,0,0
221.069,74.71,74.76,75,0
221.084,0,0,0,0
221.169,74.79,74.76,75,0
221.184,0,0,0,0
221.269,74.79,74.76,75,0
221.284,0,0,0,0
221.369,74.71,74.76,75,0
221.384,0,0,0,0
221.469,74.79,74.76,75,0
221.484,0,0,0,0
221.569,74.79,74.76,75,66.18
221.584,0,0,0,0
221.669,74.79,74.77,75,0
221.684,0,0,0,0
221.769,74.79,74.77,75,0
221.784,0,0,0,0
221.869,74.79,74.78,75,0
221.884,0,0,0,0
221.969,74.79,74.78,75,0
221.984,0,0,0,0
222.069,74.79,74.78,75,0
222.084,0,0,0,0
222.169,74.79,74.79,75,0
222.184,0,0,0,0
222.269,74.79,74.79,75,0
222.296,0,0,0,0
222.389,74.79,74.79,75,0
222.405,0,0,0,0
222.489,74.79,74.79,75,0
222.504,0,0,0,0
222.589,74.79,74.79,75,65.91
222.604,0,0,0,0
222.689,74.79,74.79,75,0
222.704,0,0,0,0
222.789,74.79,74.79,75,0
222.804,0,0,0,0
222.889,74.79,74.79,75,0
222.904,0,0,0,0
222.989,74.79,74.79,75,0
223.004,0,0,0,0
223.09,74.79,74.79,75,0
223.104,0,0,0,0
223.189,74.79,74.79,75,0
223.204,0,0,0,0
223.289,74.79,74.79,75,0
223.304,0,0,0,0
223.389,74.79,74.79,75,0
223.404,0,0,0,0
223.489,74.79,74.79,75,0
223.504,0,0,0,0
223.589,74.79,74.79,75,65.83
223.604,0,0,0,0
223.689,74.79,74.8,75,0
223.704,0,0,0,0
223.789,74.79,74.8,75,0
223.804,0,0,0,0
223.889,74.79,74.79,75,0
223.904,0,0,0,0
223.989,74.79,74.79,75,0
224.004,0,0,0,0
224.089,74.79,74.79,75,0
224.104,0,0,0,0
224.189,74.79,74.79,75,0
224.204,0,0,0,0
224.289,74.79,74.79,75,0
224.305,0,0,0,0
224.389,74.79,74.79,75,0
224.404,0,0,0,0
224.489,74.79,74.79,75,0
224.504,0,0,0,0
224.589,74.79,74.79,75,65.98
224.604,0,0,0,0
224.689,74.79,74.79,75,0
224.704,0,0,0,0
224.789,74.79,74.79,75,0
224.804,0,0,0,0
224.889,74.87,74.79,75,0
224.904,0,0,0,0
224.989,74.79,74.79,75,0
225.004,0,0,0,0
225.089,74.87,74.8,75,0
225.104,0,0,0,0
225.189,74.79,74.8,75,0
225.204,0,0,0,0
225.289,74.79,74.8,75,0
225.304,0,0,0,0
225.389,74.79,74.8,75,0
225.404,0,0,0,0
225.489,74.87,74.8,75,0
225.504,0,0,0,0
225.589,74.79,74.8,75,65.98
225.604,0,0,0,0
225.689,74.87,74.8,75,0
225.704,0,0,0,0
225.789,74.87,74.81,75,0
225.804,0,0,0,0
225.889,74.87,74.81,75,0
225.904,0,0,0,0
225.989,74.87,74.82,75,0
226.004,0,0,0,0
226.089,74.79,74.83,75,0
226.104,0,0,0,0
226.189,74.79,74.83,75,0
226.204,0,0,0,0
226.289,74.79,74.83,75,0
226.304,0,0,0,0
226.389,74.87,74.83,75,0
226.404,0,0,0,0
226.489,74.79,74.83,75,0
226.504,0,0,0,0
226.589,74.87,74.83,75,0
226.604,0,0,0,0
226.689,74.79,74.83,75,65.67
226.704,0,0,0,0
226.789,74.79,74.83,75,0
226.804,0,0,0,0
226.889,74.87,74.83,75,0
226.904,0,0,0,0
226.989,74.87,74.82,75,0
227.004,0,0,0,0
227.089,74.87,74.82,75,0
227.104,0,0,0,0
227.189,74.79,74.82,75,0
227.204,0,0,0,0
227.289,74.87,74.83,75,0
227.304,0,0,0,0
227.389,74.95,74.83,75,0
227.404,0,0,0,0
227.489,74.87,74.84,75,0
227.504,0,0,0,0
227.589,74.79,74.85,75,0
227.604,0,0,0,0
227.689,74.79,74.85,75,66.02
227.704,0,0,0,0
227.789,74.87,74.86,75,0
227.804,0,0,0,0
227.889,74.87,74.86,75,0
227.904,0,0,0,0
227.989,74.87,74.87,75,0
228.004,0,0,0,0
228.089,74.87,74.87,75,0
228.104,0,0,0,0
228.189,74.87,74.87,75,0
228.204,0,0,0,0
228.289,74.87,74.87,75,0
228.304,0,0,0,0
228.389,74.87,74.87,75,0
228.404,0,0,0,0
228.489,74.87,74.87,75,0
228.504,0,0,0,0
228.589,74.87,74.87,75,0
228.604,0,0,0,0
228.689,74.87,74.86,75,65.98
228.704,0,0,0,0
228.789,74.87,74.86,75,0
228.804,0,0,0,0
228.889,74.79,74.86,75,0
228.904,0,0,0,0
228.989,74.79,74.86,75,0
229.004,0,0,0,0
229.089,74.87,74.86,75,0
229.104,0,0,0,0
229.189,74.87,74.86,75,0
229.204,0,0,0,0
229.289,74.87,74.86,75,0
229.304,0,0,0,0
229.389,74.79,74.86,75,0
229.404,0,0,0,0
229.489,74.79,74.86,75,0
229.504,0,0,0,0
229.589,74.79,74.85,75,0
229.604,0,0,0,0
229.689,74.87,74.85,75,65.94
229.704,0,0,0,0
229.789,74.87,74.85,75,0
229.804,0,0,0,0
229.89,74.87,74.85,75,0
229.905,0,0,0,0
229.989,74.79,74.85,75,0
230.004,0,0,0,0
230.089,74.87,74.86,75,0
230.104,0,0,0,0
230.189,74.95,74.86,75,0
230.204,0,0,0,0
230.289,74.87,74.86,75,0
230.304,0,0,0,0
230.389,74.79,74.87,75,0
230.404,0,0,0,0
230.489,74.87,74.87,75,0
230.504,0,0,0,0
230.589,74.87,74.87,75,0
230.604,0,0,0,0
230.689,74.87,74.87,75,65.98
230.704,0,0,0,0
230.789,74.87,74.87,75,0
230.804,0,0,0,0
230.889,74.87,74.87,75,0
230.904,0,0,0,0
230.989,74.95,74.87,75,0
231.004,0,0,0,0
231.089,74.87,74.87,75,0
231.104,0,0,0,0
231.189,74.87,74.87,75,0
231.204,0,0,0,0
231.289,74.79,74.87,75,0
231.304,0,0,0,0
231.389,74.79,74.86,75,0
231.404,0,0,0,0
231.489,74.95,74.85,75,0
231.504,0,0,0,0
231.589,74.87,74.85,75,0
231.604,0,0,0,0
231.689,74.79,74.84,75,66.02
231.704,0,0,0,0
231.789,74.79,74.83,75,0
231.804,0,0,0,0
231.889,74.79,74.83,75,0
231.904,0,0,0,0
231.989,74.87,74.82,75,0
