timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Alternate1 Thermocouple TempC
1577.835,28.85,24,62,27.06,28.39,27.16
1577.835,28.85,24,62,27.06,28.39,27.16
1577.949,28.85,24,62,,28.39,
1577.949,28.85,24,62,,28.39,
1577.949,28.85,24,62,,28.39,
1577.949,28.85,24,62,,28.39,
1578.091,29.35,24,62,,28.35,
1578.091,29.35,24,62,,28.35,
1578.091,29.35,24,62,,28.35,
1578.091,29.35,24,62,,28.35,
1578.241,30.04,24,62,,28.28,
1578.241,30.04,24,62,,28.28,
1578.241,30.04,24,62,,28.28,
1578.241,30.04,24,62,,28.28,
1578.393,31.17,24,62,,28.17,
1578.393,31.17,24,62,,28.17,
1578.393,31.17,24,62,,28.17,
1578.393,31.17,24,62,,28.17,
1578.504,,,,27.07,,27.15
1578.504,,,,27.07,,27.15
1578.542,32.14,24,62,,28.09,
1578.542,32.14,24,62,,28.09,
1578.542,32.14,24,62,,28.09,
1578.542,32.14,24,62,,28.09,
1578.692,33.19,24,62,,28.01,
1578.692,33.19,24,62,,28.01,
1578.692,33.19,24,62,,28.01,
1578.692,33.19,24,62,,28.01,
1578.844,34.63,24,62,,27.89,
1578.844,34.63,24,62,,27.89,
1578.844,34.63,24,62,,27.89,
1578.844,34.63,24,62,,27.89,
1578.993,35.76,24,62,,27.8,
1578.993,35.76,24,62,,27.8,
1578.993,35.76,24,62,,27.8,
1578.993,35.76,24,62,,27.8,
1579.081,,,,27.06,,27.22
1579.081,,,,27.06,,27.22
1579.143,36.98,24,62,,27.71,
1579.143,36.98,24,62,,27.71,
1579.143,36.98,24,62,,27.71,
1579.143,36.98,24,62,,27.71,
1579.293,38.16,24,62,,27.63,
1579.293,38.16,24,62,,27.63,
1579.293,38.16,24,62,,27.63,
1579.293,38.16,24,62,,27.63,
1579.444,39.7,24,62,,27.52,
1579.444,39.7,24,62,,27.52,
1579.444,39.7,24,62,,27.52,
1579.444,39.7,24,62,,27.52,
1579.593,40.86,24,62,,27.44,
1579.593,40.86,24,62,,27.44,
1579.593,40.86,24,62,,27.44,
1579.593,40.86,24,62,,27.44,
1579.648,,,,27.16,,27.25
1579.648,,,,27.16,,27.25
1579.743,42.01,24,62,,27.37,
1579.743,42.01,24,62,,27.37,
1579.743,42.01,24,62,,27.37,
1579.743,42.01,24,62,,27.37,
1579.898,43.17,24,62,,27.28,
1579.898,43.17,24,62,,27.28,
1579.898,43.17,24,62,,27.28,
1579.898,43.17,24,62,,27.28,
1580.045,44.7,24,62,,27.18,
1580.045,44.7,24,62,,27.18,
1580.045,44.7,24,62,,27.18,
1580.045,44.7,24,62,,27.18,
1580.195,45.81,24,62,,27.12,
1580.195,45.81,24,62,,27.12,
1580.195,45.81,24,62,,27.12,
1580.195,45.81,24,62,,27.12,
1580.23,,,,27.06,,27.14
1580.23,,,,27.06,,27.14
1580.35,46.91,24,62,,27.05,
1580.35,46.91,24,62,,27.05,
1580.35,46.91,24,62,,27.05,
1580.35,46.91,24,62,,27.05,
1580.496,48.37,24,62,,26.97,
1580.496,48.37,24,62,,26.97,
1580.496,48.37,24,62,,26.97,
1580.496,48.37,24,62,,26.97,
1580.646,49.46,24,62,,26.91,
1580.646,49.46,24,62,,26.91,
1580.646,49.46,24,62,,26.91,
1580.646,49.46,24,62,,26.91,
1580.801,50.51,24,62,27.1,26.84,27.23
1580.801,50.51,24,62,27.1,26.84,27.23
1580.801,50.51,24,62,27.1,26.84,27.23
1580.801,50.51,24,62,27.1,26.84,27.23
1580.801,50.51,24,62,27.1,26.84,27.23
1580.801,50.51,24,62,27.1,26.84,27.23
1580.947,51.9,24,62,,26.77,
1580.947,51.9,24,62,,26.77,
1580.947,51.9,24,62,,26.77,
1580.947,51.9,24,62,,26.77,
1581.097,52.92,24,62,,26.7,
1581.097,52.92,24,62,,26.7,
1581.097,52.92,24,62,,26.7,
1581.097,52.92,24,62,,26.7,
1581.252,53.93,24,62,,26.65,
1581.252,53.93,24,62,,26.65,
1581.252,53.93,24,62,,26.65,
1581.252,53.93,24,62,,26.65,
1581.398,55.29,24,62,27.12,26.58,27.18
1581.398,55.29,24,62,27.12,26.58,27.18
1581.398,55.29,24,62,27.12,26.58,27.18
1581.398,55.29,24,62,27.12,26.58,27.18
1581.398,55.29,24,62,27.12,26.58,27.18
1581.398,55.29,24,62,27.12,26.58,27.18
1581.548,56.25,24,62,,26.53,
1581.548,56.25,24,62,,26.53,
1581.548,56.25,24,62,,26.53,
1581.548,56.25,24,62,,26.53,
1581.702,57.21,24,62,,26.46,
1581.702,57.21,24,62,,26.46,
1581.702,57.21,24,62,,26.46,
1581.702,57.21,24,62,,26.46,
1581.848,58.47,24,62,,26.4,
1581.848,58.47,24,62,,26.4,
1581.848,58.47,24,62,,26.4,
1581.848,58.47,24,62,,26.4,
1581.998,59.4,24,62,27.07,26.36,27.29
1581.998,59.4,24,62,27.07,26.36,27.29
1581.998,59.4,24,62,27.07,26.36,27.29
1581.998,59.4,24,62,27.07,26.36,27.29
1581.998,59.4,24,62,27.07,26.36,27.29
1581.998,59.4,24,62,27.07,26.36,27.29
1582.152,60.31,24,62,,26.31,
1582.152,60.31,24,62,,26.31,
1582.152,60.31,24,62,,26.31,
1582.152,60.31,24,62,,26.31,
1582.298,61.5,24,62,,26.26,
1582.298,61.5,24,62,,26.26,
1582.298,61.5,24,62,,26.26,
1582.298,61.5,24,62,,26.26,
1582.448,62.37,24.04,62,,26.22,
1582.448,62.37,24.04,62,,26.22,
1582.448,62.37,24.04,62,,26.22,
1582.448,62.37,24.04,62,,26.22,
1582.602,63.24,24.17,62,,26.17,
1582.602,63.24,24.17,62,,26.17,
1582.602,63.24,24.17,62,,26.17,
1582.602,63.24,24.17,62,,26.17,
1582.748,64.37,24.3,62,27.08,26.11,27.23
1582.748,64.37,24.3,62,27.08,26.11,27.23
1582.748,64.37,24.3,62,27.08,26.11,27.23
1582.748,64.37,24.3,62,27.08,26.11,27.23
1582.748,64.37,24.3,62,27.08,26.11,27.23
1582.748,64.37,24.3,62,27.08,26.11,27.23
1582.898,65.23,24.43,62,,26.08,
1582.898,65.23,24.43,62,,26.08,
1582.898,65.23,24.43,62,,26.08,
1582.898,65.23,24.43,62,,26.08,
1583.053,66.04,24.57,62,,26.04,
1583.053,66.04,24.57,62,,26.04,
1583.053,66.04,24.57,62,,26.04,
1583.053,66.04,24.57,62,,26.04,
1583.198,67.14,24.73,62,,26,
1583.198,67.14,24.73,62,,26,
1583.198,67.14,24.73,62,,26,
1583.198,67.14,24.73,62,,26,
1583.348,67.93,24.88,62,27.1,25.95,27.25
1583.348,67.93,24.88,62,27.1,25.95,27.25
1583.348,67.93,24.88,62,27.1,25.95,27.25
1583.348,67.93,24.88,62,27.1,25.95,27.25
1583.348,67.93,24.88,62,27.1,25.95,27.25
1583.348,67.93,24.88,62,27.1,25.95,27.25
1583.503,68.7,25.03,62,,25.93,
1583.503,68.7,25.03,62,,25.93,
1583.503,68.7,25.03,62,,25.93,
1583.503,68.7,25.03,62,,25.93,
1583.648,69.75,25.21,62,,25.89,
1583.648,69.75,25.21,62,,25.89,
1583.648,69.75,25.21,62,,25.89,
1583.648,69.75,25.21,62,,25.89,
1583.798,70.52,25.37,62,,25.86,
1583.798,70.52,25.37,62,,25.86,
1583.798,70.52,25.37,62,,25.86,
1583.798,70.52,25.37,62,,25.86,
1583.953,71.25,25.54,62,27.17,25.83,27.37
1583.953,71.25,25.54,62,27.17,25.83,27.37
1583.953,71.25,25.54,62,27.17,25.83,27.37
1583.953,71.25,25.54,62,27.17,25.83,27.37
1583.953,71.25,25.54,62,27.17,25.83,27.37
1583.953,71.25,25.54,62,27.17,25.83,27.37
1584.099,72.24,25.73,62,,25.79,
1584.099,72.24,25.73,62,,25.79,
1584.099,72.24,25.73,62,,25.79,
1584.099,72.24,25.73,62,,25.79,
1584.249,72.98,25.91,62,,25.75,
1584.249,72.98,25.91,62,,25.75,
1584.249,72.98,25.91,62,,25.75,
1584.249,72.98,25.91,62,,25.75,
1584.426,73.77,26.13,62,27.01,25.73,27.34
1584.426,73.77,26.13,62,27.01,25.73,27.34
1584.426,73.77,26.13,62,27.01,25.73,27.34
1584.426,73.77,26.13,62,27.01,25.73,27.34
1584.426,73.77,26.13,62,27.01,25.73,27.34
1584.426,73.77,26.13,62,27.01,25.73,27.34
1584.581,74.64,26.32,62,,25.69,
1584.581,74.64,26.32,62,,25.69,
1584.581,74.64,26.32,62,,25.69,
1584.581,74.64,26.32,62,,25.69,
1584.729,75.56,26.53,62,,25.66,
1584.729,75.56,26.53,62,,25.66,
1584.729,75.56,26.53,62,,25.66,
1584.729,75.56,26.53,62,,25.66,
1584.878,76.27,26.73,62,,25.64,
1584.878,76.27,26.73,62,,25.64,
1584.878,76.27,26.73,62,,25.64,
1584.878,76.27,26.73,62,,25.64,
