timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Alternate1 Thermocouple TempC
4232.102,24.6,24,0,62,22.28,24.53,22.53
4232.102,24.6,24,0,62,22.28,24.53,22.53
4232.102,24.6,24,0,62,22.28,24.53,22.53
4232.102,24.6,24,0,62,22.28,24.53,22.53
4232.102,24.6,24,0,62,22.28,24.53,22.53
4232.102,24.6,24,0,62,22.28,24.53,22.53
4232.102,24.6,24,0,62,22.28,24.53,22.53
4232.252,24.61,24,0,62,,24.53,
4232.252,24.61,24,0,62,,24.53,
4232.252,24.61,24,0,62,,24.53,
4232.252,24.61,24,0,62,,24.53,
4232.252,24.61,24,0,62,,24.53,
4232.402,24.69,24,0,62,,24.53,
4232.402,24.69,24,0,62,,24.53,
4232.402,24.69,24,0,62,,24.53,
4232.402,24.69,24,0,62,,24.53,
4232.402,24.69,24,0,62,,24.53,
4232.552,25.14,24,0,62,,24.51,
4232.552,25.14,24,0,62,,24.51,
4232.552,25.14,24,0,62,,24.51,
4232.552,25.14,24,0,62,,24.51,
4232.552,25.14,24,0,62,,24.51,
4232.702,25.75,24,0,62,22.26,24.49,22.56
4232.702,25.75,24,0,62,22.26,24.49,22.56
4232.702,25.75,24,0,62,22.26,24.49,22.56
4232.702,25.75,24,0,62,22.26,24.49,22.56
4232.702,25.75,24,0,62,22.26,24.49,22.56
4232.702,25.75,24,0,62,22.26,24.49,22.56
4232.702,25.75,24,0,62,22.26,24.49,22.56
4232.852,26.54,24,0,62,,24.46,
4232.852,26.54,24,0,62,,24.46,
4232.852,26.54,24,0,62,,24.46,
4232.852,26.54,24,0,62,,24.46,
4232.852,26.54,24,0,62,,24.46,
4233.002,27.81,24,0,62,,24.4,
4233.002,27.81,24,0,62,,24.4,
4233.002,27.81,24,0,62,,24.4,
4233.002,27.81,24,0,62,,24.4,
4233.002,27.81,24,0,62,,24.4,
4233.152,28.88,24,0,62,,24.36,
4233.152,28.88,24,0,62,,24.36,
4233.152,28.88,24,0,62,,24.36,
4233.152,28.88,24,0,62,,24.36,
4233.152,28.88,24,0,62,,24.36,
4233.302,30.01,24,0,62,,24.31,
4233.302,30.01,24,0,62,,24.31,
4233.302,30.01,24,0,62,,24.31,
4233.302,30.01,24,0,62,,24.31,
4233.302,30.01,24,0,62,,24.31,
4233.452,31.56,24,0,62,22.26,24.24,22.53
4233.452,31.56,24,0,62,22.26,24.24,22.53
4233.452,31.56,24,0,62,22.26,24.24,22.53
4233.452,31.56,24,0,62,22.26,24.24,22.53
4233.452,31.56,24,0,62,22.26,24.24,22.53
4233.452,31.56,24,0,62,22.26,24.24,22.53
4233.452,31.56,24,0,62,22.26,24.24,22.53
4233.602,32.74,24,0,62,,24.18,
4233.602,32.74,24,0,62,,24.18,
4233.602,32.74,24,0,62,,24.18,
4233.602,32.74,24,0,62,,24.18,
4233.602,32.74,24,0,62,,24.18,
4233.752,33.93,24,0,62,,24.13,
4233.752,33.93,24,0,62,,24.13,
4233.752,33.93,24,0,62,,24.13,
4233.752,33.93,24,0,62,,24.13,
4233.752,33.93,24,0,62,,24.13,
4233.902,35.51,24,0,62,,24.06,
4233.902,35.51,24,0,62,,24.06,
4233.902,35.51,24,0,62,,24.06,
4233.902,35.51,24,0,62,,24.06,
4233.902,35.51,24,0,62,,24.06,
4234.052,36.68,24,0,62,22.12,23.99,22.44
4234.052,36.68,24,0,62,22.12,23.99,22.44
4234.052,36.68,24,0,62,22.12,23.99,22.44
4234.052,36.68,24,0,62,22.12,23.99,22.44
4234.052,36.68,24,0,62,22.12,23.99,22.44
4234.052,36.68,24,0,62,22.12,23.99,22.44
4234.052,36.68,24,0,62,22.12,23.99,22.44
4234.202,37.86,24,0,62,,23.94,
4234.202,37.86,24,0,62,,23.94,
4234.202,37.86,24,0,62,,23.94,
4234.202,37.86,24,0,62,,23.94,
4234.202,37.86,24,0,62,,23.94,
4234.352,39.38,24,0,62,,23.87,
4234.352,39.38,24,0,62,,23.87,
4234.352,39.38,24,0,62,,23.87,
4234.352,39.38,24,0,62,,23.87,
4234.352,39.38,24,0,62,,23.87,
4234.502,40.53,24,0,62,,23.82,
4234.502,40.53,24,0,62,,23.82,
4234.502,40.53,24,0,62,,23.82,
4234.502,40.53,24,0,62,,23.82,
4234.502,40.53,24,0,62,,23.82,
4234.652,41.66,24,0,62,22.26,23.76,22.5
4234.652,41.66,24,0,62,22.26,23.76,22.5
4234.652,41.66,24,0,62,22.26,23.76,22.5
