timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Alternate1 Thermocouple TempC
2351.849,29.42,24,60,62,28.28,29.43,27.79
2351.849,29.42,24,60,62,28.28,29.43,27.79
2351.849,29.42,24,60,62,28.28,29.43,27.79
2351.849,29.42,24,60,62,28.28,29.43,27.79
2351.849,29.42,24,60,62,28.28,29.43,27.79
2351.849,29.42,24,60,62,28.28,29.43,27.79
2351.849,29.42,24,60,62,28.28,29.43,27.79
2351.999,29.45,24,60,62,,29.42,
2351.999,29.45,24,60,62,,29.42,
2351.999,29.45,24,60,62,,29.42,
2351.999,29.45,24,60,62,,29.42,
2351.999,29.45,24,60,62,,29.42,
2352.149,29.64,24,60,62,,29.42,
2352.149,29.64,24,60,62,,29.42,
2352.149,29.64,24,60,62,,29.42,
2352.149,29.64,24,60,62,,29.42,
2352.149,29.64,24,60,62,,29.42,
2352.299,30.32,24,60,62,,29.39,
2352.299,30.32,24,60,62,,29.39,
2352.299,30.32,24,60,62,,29.39,
2352.299,30.32,24,60,62,,29.39,
2352.299,30.32,24,60,62,,29.39,
2352.449,31.11,24,60,62,28.1,29.35,27.74
2352.449,31.11,24,60,62,28.1,29.35,27.74
2352.449,31.11,24,60,62,28.1,29.35,27.74
2352.449,31.11,24,60,62,28.1,29.35,27.74
2352.449,31.11,24,60,62,28.1,29.35,27.74
2352.449,31.11,24,60,62,28.1,29.35,27.74
2352.449,31.11,24,60,62,28.1,29.35,27.74
2352.599,32.06,24,60,62,,29.3,
2352.599,32.06,24,60,62,,29.3,
2352.599,32.06,24,60,62,,29.3,
2352.599,32.06,24,60,62,,29.3,
2352.599,32.06,24,60,62,,29.3,
2352.749,33.5,24,60,62,,29.22,
2352.749,33.5,24,60,62,,29.22,
2352.749,33.5,24,60,62,,29.22,
2352.749,33.5,24,60,62,,29.22,
2352.749,33.5,24,60,62,,29.22,
2352.899,34.65,24,60,62,,29.15,
2352.899,34.65,24,60,62,,29.15,
2352.899,34.65,24,60,62,,29.15,
2352.899,34.65,24,60,62,,29.15,
2352.899,34.65,24,60,62,,29.15,
2353.049,35.82,24,60,62,28.28,29.08,27.82
2353.049,35.82,24,60,62,28.28,29.08,27.82
2353.049,35.82,24,60,62,28.28,29.08,27.82
2353.049,35.82,24,60,62,28.28,29.08,27.82
2353.049,35.82,24,60,62,28.28,29.08,27.82
2353.049,35.82,24,60,62,28.28,29.08,27.82
2353.049,35.82,24,60,62,28.28,29.08,27.82
2353.199,37.42,24,60,62,,28.97,
2353.199,37.42,24,60,62,,28.97,
2353.199,37.42,24,60,62,,28.97,
2353.199,37.42,24,60,62,,28.97,
2353.199,37.42,24,60,62,,28.97,
2353.349,38.62,24,60,62,,28.89,
2353.349,38.62,24,60,62,,28.89,
2353.349,38.62,24,60,62,,28.89,
2353.349,38.62,24,60,62,,28.89,
2353.349,38.62,24,60,62,,28.89,
2353.499,39.81,24,60,62,,28.8,
2353.499,39.81,24,60,62,,28.8,
2353.499,39.81,24,60,62,,28.8,
2353.499,39.81,24,60,62,,28.8,
2353.499,39.81,24,60,62,,28.8,
2353.649,41.39,24,60,62,28.26,28.7,27.82
2353.649,41.39,24,60,62,28.26,28.7,27.82
2353.649,41.39,24,60,62,28.26,28.7,27.82
2353.649,41.39,24,60,62,28.26,28.7,27.82
2353.649,41.39,24,60,62,28.26,28.7,27.82
2353.649,41.39,24,60,62,28.26,28.7,27.82
2353.649,41.39,24,60,62,28.26,28.7,27.82
2353.799,42.57,24,60,62,,28.63,
2353.799,42.57,24,60,62,,28.63,
2353.799,42.57,24,60,62,,28.63,
2353.799,42.57,24,60,62,,28.63,
2353.799,42.57,24,60,62,,28.63,
2353.95,43.73,24,60,62,,28.55,
2353.95,43.73,24,60,62,,28.55,
2353.95,43.73,24,60,62,,28.55,
2353.95,43.73,24,60,62,,28.55,
2353.95,43.73,24,60,62,,28.55,
2354.099,44.89,24,60,62,,28.48,
2354.099,44.89,24,60,62,,28.48,
2354.099,44.89,24,60,62,,28.48,
2354.099,44.89,24,60,62,,28.48,
2354.099,44.89,24,60,62,,28.48,
2354.249,46.41,24,60,62,28.36,28.38,27.9
2354.249,46.41,24,60,62,28.36,28.38,27.9
2354.249,46.41,24,60,62,28.36,28.38,27.9
2354.249,46.41,24,60,62,28.36,28.38,27.9
2354.249,46.41,24,60,62,28.36,28.38,27.9
2354.249,46.41,24,60,62,28.36,28.38,27.9
2354.249,46.41,24,60,62,28.36,28.38,27.9
2354.399,47.52,24,60,62,,28.3,
2354.399,47.52,24,60,62,,28.3,
2354.399,47.52,24,60,62,,28.3,
2354.399,47.52,24,60,62,,28.3,
2354.399,47.52,24,60,62,,28.3,
2354.549,48.62,24,60,62,,28.24,
2354.549,48.62,24,60,62,,28.24,
2354.549,48.62,24,60,62,,28.24,
2354.549,48.62,24,60,62,,28.24,
2354.549,48.62,24,60,62,,28.24,
2354.699,50.06,24,60,62,,28.13,
2354.699,50.06,24,60,62,,28.13,
2354.699,50.06,24,60,62,,28.13,
2354.699,50.06,24,60,62,,28.13,
2354.699,50.06,24,60,62,,28.13,
2354.849,51.13,24,60,62,28.25,28.07,27.87
2354.849,51.13,24,60,62,28.25,28.07,27.87
2354.849,51.13,24,60,62,28.25,28.07,27.87
2354.849,51.13,24,60,62,28.25,28.07,27.87
2354.849,51.13,24,60,62,28.25,28.07,27.87
2354.849,51.13,24,60,62,28.25,28.07,27.87
2354.849,51.13,24,60,62,28.25,28.07,27.87
2354.999,52.17,24,60,62,,28.01,
2354.999,52.17,24,60,62,,28.01,
2354.999,52.17,24,60,62,,28.01,
2354.999,52.17,24,60,62,,28.01,
2354.999,52.17,24,60,62,,28.01,
2355.149,53.55,24,60,62,,27.93,
2355.149,53.55,24,60,62,,27.93,
2355.149,53.55,24,60,62,,27.93,
2355.149,53.55,24,60,62,,27.93,
2355.149,53.55,24,60,62,,27.93,
2355.299,54.57,24,60,62,,27.87,
2355.299,54.57,24,60,62,,27.87,
2355.299,54.57,24,60,62,,27.87,
2355.299,54.57,24,60,62,,27.87,
2355.299,54.57,24,60,62,,27.87,
2355.449,55.56,24,60,62,28.24,27.81,27.89
2355.449,55.56,24,60,62,28.24,27.81,27.89
2355.449,55.56,24,60,62,28.24,27.81,27.89
2355.449,55.56,24,60,62,28.24,27.81,27.89
2355.449,55.56,24,60,62,28.24,27.81,27.89
2355.449,55.56,24,60,62,28.24,27.81,27.89
2355.449,55.56,24,60,62,28.24,27.81,27.89
2355.599,56.87,24,60,62,,27.73,
2355.599,56.87,24,60,62,,27.73,
2355.599,56.87,24,60,62,,27.73,
2355.599,56.87,24,60,62,,27.73,
2355.599,56.87,24,60,62,,27.73,
2355.749,57.83,24,60,62,,27.68,
2355.749,57.83,24,60,62,,27.68,
2355.749,57.83,24,60,62,,27.68,
