timeSinceBootSeconds,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Controlled Ramp Target,dataQStg1Heatsink,dataQStg1PeltierTop,dataQStage1PeltierBottom,dataQStg1Liquid,dataQStg1Slug
685.401,60.05,60.05,60.0,60.0,,,,,,
685.551,60.04,60.04,60.0,60.0,,,,,,
685.701,60.04,60.04,60.0,60.0,,,,,,
685.851,60.04,60.04,60.0,60.0,,,,,,
686.001,60.05,60.05,60.0,60.0,,,,,,
686.152,60.05,60.05,60.0,60.0,,,,,,
686.301,60.05,60.05,60.0,60.0,,,,,,
686.451,60.05,60.05,60.0,60.0,,,,,,
686.601,60.03,60.03,60.0,60.0,,,,,,
686.751,60.03,60.03,60.0,60.0,,,,,,
686.901,60.03,60.03,60.0,60.0,,,,,,
687.051,60.01,60.01,60.0,60.0,,,,,,
687.201,60.01,60.01,60.0,60.0,,,,,,
687.352,60.01,60.01,60.0,60.0,,,,,,
687.501,60.01,60.01,60.0,60.0,,,,,,
687.651,60.01,60.01,60.0,60.0,,,,,,
687.801,59.99,59.99,60.0,60.0,,,,,,
687.951,60.0,60.0,60.0,60.0,,,,,,
688.101,59.99,59.99,60.0,60.0,,,,,,
688.251,59.99,59.99,60.0,60.0,,,,,,
688.401,60.0,60.0,60.0,60.0,,,,,,
688.551,59.99,59.99,60.0,60.0,,,,,,
688.701,59.99,59.99,60.0,60.0,,,,,,
688.851,59.99,59.99,60.0,60.0,,,,,,
689.001,59.98,59.98,60.0,60.0,,,,,,
689.151,59.98,59.98,60.0,60.0,,,,,,
689.301,59.98,59.98,60.0,60.0,,,,,,
689.451,59.99,59.99,60.0,60.0,,,,,,
689.602,59.99,59.99,60.0,60.0,,,,,,
689.751,59.99,59.99,60.0,60.0,,,,,,
689.901,59.98,59.98,60.0,60.0,,,,,,
690.051,59.99,59.99,60.0,60.0,,,,,,
690.201,59.98,59.98,60.0,60.0,,,,,,
690.351,59.99,59.99,60.0,60.0,,,,,,
690.501,59.98,59.98,60.0,60.0,,,,,,
690.651,59.99,59.99,60.0,60.0,,,,,,
690.801,59.99,59.99,60.0,60.0,,,,,,
690.951,59.99,59.99,60.0,60.0,,,,,,
691.102,60.0,60.0,60.0,60.0,,,,,,
691.251,60.0,60.0,60.0,60.0,,,,,,
691.401,60.0,60.0,60.0,60.0,,,,,,
691.552,60.0,60.0,60.0,60.0,,,,,,
691.701,59.99,59.99,60.0,60.0,,,,,,
691.852,59.99,59.99,60.0,60.0,,,,,,
692.001,60.0,60.0,60.0,60.0,,,,,,
692.151,60.0,60.0,60.0,60.0,,,,,,
692.301,60.0,60.0,60.0,60.0,,,,,,
692.451,60.01,60.01,60.0,60.0,,,,,,
692.601,60.01,60.01,60.0,60.0,,,,,,
692.751,60.01,60.01,60.0,60.0,,,,,,
692.901,60.01,60.01,60.0,60.0,,,,,,
693.051,60.01,60.01,60.0,60.0,,,,,,
693.201,60.01,60.01,60.0,60.0,,,,,,
693.351,60.02,60.02,60.0,60.0,,,,,,
693.501,60.01,60.01,60.0,60.0,,,,,,
693.651,60.02,60.02,60.0,60.0,,,,,,
693.801,60.0,60.0,60.0,60.0,,,,,,
693.951,60.0,60.0,60.0,60.0,,,,,,
694.102,59.99,59.99,60.0,60.0,,,,,,
694.251,59.98,59.98,60.0,60.0,,,,,,
694.401,59.99,59.99,60.0,60.0,,,,,,
694.551,59.99,59.99,60.0,60.0,,,,,,
694.701,59.99,59.99,60.0,60.0,,,,,,
694.851,59.98,59.98,60.0,60.0,,,,,,
695.001,59.99,59.99,60.0,60.0,,,,,,
695.151,59.98,59.98,60.0,60.0,,,,,,
695.301,60.0,60.0,60.0,60.0,,,,,,
695.451,59.99,59.99,60.0,60.0,,,,,,
695.601,59.99,59.99,60.0,60.0,,,,,,
695.751,60.0,60.0,60.0,60.0,,,,,,
695.901,59.99,59.99,60.0,60.0,,,,,,
696.051,59.99,59.99,60.0,60.0,,,,,,
696.201,60.0,60.0,60.0,60.0,,,,,,
696.351,60.0,60.0,60.0,60.0,,,,,,
696.501,60.0,60.0,60.0,60.0,,,,,,
696.651,60.0,60.0,60.0,60.0,,,,,,
696.801,60.0,60.0,60.0,60.0,,,,,,
696.951,60.01,60.01,60.0,60.0,,,,,,
697.102,60.01,60.01,60.0,60.0,,,,,,
697.28,60.02,60.02,60.0,60.0,,,,,,
697.43,60.01,60.01,60.0,60.0,,,,,,
697.58,60.0,60.0,60.0,60.0,,,,,,
697.73,60.0,60.0,60.0,60.0,,,,,,
697.88,59.99,59.99,60.0,60.0,,,,,,
698.03,60.0,60.0,60.0,60.0,,,,,,
698.18,60.01,60.01,60.0,60.0,,,,,,
698.33,60.01,60.01,60.0,60.0,,,,,,
698.48,60.01,60.01,60.0,60.0,,,,,,
698.63,60.01,60.01,60.0,60.0,,,,,,
698.78,60.02,60.02,60.0,60.0,,,,,,
698.93,60.01,60.01,60.0,60.0,,,,,,
699.08,60.0,60.0,60.0,60.0,,,,,,
699.23,60.01,60.01,60.0,60.0,,,,,,
699.38,60.0,60.0,60.0,60.0,,,,,,
699.53,60.0,60.0,60.0,60.0,,,,,,
699.681,60.01,60.01,60.0,60.0,,,,,,
699.83,60.0,60.0,60.0,60.0,,,,,,
699.98,60.01,60.01,60.0,60.0,,,,,,
700.131,60.01,60.01,60.0,60.0,,,,,,
700.28,59.99,59.99,60.0,60.0,,,,,,
700.43,60.01,60.01,60.0,60.0,,,,,,
700.58,60.01,60.01,60.0,60.0,,,,,,
700.73,60.01,60.01,60.0,60.0,,,,,,
700.88,60.02,60.02,60.0,60.0,,,,,,
701.03,60.02,60.02,60.0,60.0,,,,,,
701.18,60.02,60.02,60.0,60.0,,,,,,
701.33,60.03,60.03,60.0,60.0,,,,,,
701.48,60.04,60.04,60.0,60.0,,,,,,
701.63,60.03,60.03,60.0,60.0,,,,,,
701.78,60.02,60.02,60.0,60.0,,,,,,
701.931,60.01,60.01,60.0,60.0,,,,,,
702.08,60.0,60.0,60.0,60.0,,,,,,
702.23,60.01,60.01,60.0,60.0,,,,,,
702.38,60.01,60.01,60.0,60.0,,,,,,
702.53,60.01,60.01,60.0,60.0,,,,,,
702.68,60.0,60.0,60.0,60.0,,,,,,
702.83,60.0,60.0,60.0,60.0,,,,,,
702.98,59.99,59.99,60.0,60.0,,,,,,
703.131,59.99,59.99,60.0,60.0,,,,,,
703.28,59.99,59.99,60.0,60.0,,,,,,
703.43,59.99,59.99,60.0,60.0,,,,,,
703.58,59.98,59.98,60.0,60.0,,,,,,
703.73,59.98,59.98,60.0,60.0,,,,,,
703.88,59.98,59.98,60.0,60.0,,,,,,
704.03,59.97,59.97,60.0,60.0,,,,,,
704.181,59.98,59.98,60.0,60.0,,,,,,
704.33,60.0,60.0,60.0,60.0,,,,,,
704.48,59.98,59.98,60.0,60.0,,,,,,
704.63,59.99,59.99,60.0,60.0,,,,,,
704.78,59.99,59.99,60.0,60.0,,,,,,
704.93,59.98,59.98,60.0,60.0,,,,,,
705.08,59.99,59.99,60.0,60.0,,,,,,
705.23,59.98,59.98,60.0,60.0,,,,,,
705.38,59.99,59.99,60.0,60.0,,,,,,
705.53,59.99,59.99,60.0,60.0,,,,,,
705.68,60.0,60.0,60.0,60.0,,,,,,
705.83,60.01,60.01,60.0,60.0,,,,,,
705.98,60.0,60.0,60.0,60.0,,,,,,
706.13,60.0,60.0,60.0,60.0,,,,,,
706.28,59.99,59.99,60.0,60.0,,,,,,
706.43,59.99,59.99,60.0,60.0,,,,,,
706.58,59.99,59.99,60.0,60.0,,,,,,
706.73,59.99,59.99,60.0,60.0,,,,,,
706.88,60.0,60.0,60.0,60.0,,,,,,
707.03,60.0,60.0,60.0,60.0,,,,,,
707.18,59.99,59.99,60.0,60.0,,,,,,
707.33,59.98,59.98,60.0,60.0,,,,,,
707.481,60.0,60.0,60.0,60.0,,,,,,
707.63,60.0,60.0,60.0,60.0,,,,,,
707.78,60.01,60.01,60.0,60.0,,,,,,
707.93,60.0,60.0,60.0,60.0,,,,,,
708.08,60.01,60.01,60.0,60.0,,,,,,
708.23,60.0,60.0,60.0,60.0,,,,,,
708.38,60.0,60.0,60.0,60.0,,,,,,
708.53,60.0,60.0,60.0,60.0,,,,,,
708.68,60.01,60.01,60.0,60.0,,,,,,
708.83,60.01,60.01,60.0,60.0,,,,,,
708.98,60.01,60.01,60.0,60.0,,,,,,
709.131,60.02,60.02,60.0,60.0,,,,,,
709.28,60.01,60.01,60.0,60.0,,,,,,
709.43,60.0,60.0,60.0,60.0,,,,,,
709.58,60.0,60.0,60.0,60.0,,,,,,
709.731,60.01,60.01,60.0,60.0,,,,,,
709.881,60.01,60.01,60.0,60.0,,,,,,
710.031,60.0,60.0,60.0,60.0,,,,,,
710.181,60.01,60.01,60.0,60.0,,,,,,
710.331,60.0,60.0,60.0,60.0,,,,,,
710.481,60.02,60.02,60.0,60.0,,,,,,
710.631,60.0,60.0,60.0,60.0,,,,,,
710.781,60.0,60.0,60.0,60.0,,,,,,
710.931,60.0,60.0,60.0,60.0,,,,,,
711.081,60.0,60.0,60.0,60.0,,,,,,
711.231,60.01,60.01,60.0,60.0,,,,,,
711.381,60.01,60.01,60.0,60.0,,,,,,
711.531,59.99,59.99,60.0,60.0,,,,,,
711.681,60.0,60.0,60.0,60.0,,,,,,
711.831,59.99,59.99,60.0,60.0,,,,,,
711.982,60.0,60.0,60.0,60.0,,,,,,
712.131,59.99,59.99,60.0,60.0,,,,,,
712.281,59.99,59.99,60.0,60.0,,,,,,
712.431,60.0,60.0,60.0,60.0,,,,,,
712.581,59.99,59.99,60.0,60.0,,,,,,
712.731,60.0,60.0,60.0,60.0,,,,,,
712.881,59.99,59.99,60.0,60.0,,,,,,
713.031,59.99,59.99,60.0,60.0,,,,,,
713.181,60.0,60.0,60.0,60.0,,,,,,
713.331,59.99,59.99,60.0,60.0,,,,,,
713.481,60.0,60.0,60.0,60.0,,,,,,
713.631,59.99,59.99,60.0,60.0,,,,,,
713.781,59.99,59.99,60.0,60.0,,,,,,
713.931,60.0,60.0,60.0,60.0,,,,,,
714.081,60.0,60.0,60.0,60.0,,,,,,
714.231,60.0,60.0,60.0,60.0,,,,,,
714.381,60.01,60.01,60.0,60.0,,,,,,
714.531,60.0,60.0,60.0,60.0,,,,,,
714.681,60.01,60.01,60.0,60.0,,,,,,
714.831,59.99,59.99,60.0,60.0,,,,,,
714.981,60.01,60.01,60.0,60.0,,,,,,
715.132,60.0,60.0,60.0,60.0,,,,,,
715.282,60.0,60.0,60.0,60.0,,,,,,
715.431,60.02,60.02,60.0,60.0,,,,,,
715.581,60.01,60.01,60.0,60.0,,,,,,
715.731,60.02,60.02,60.0,60.0,,,,,,
715.881,60.03,60.03,60.0,60.0,,,,,,
716.031,60.04,60.04,60.0,60.0,,,,,,
716.181,60.01,60.01,60.0,60.0,,,,,,
716.334,60.02,60.02,60.0,60.0,,,,,,
716.481,60.01,60.01,60.0,60.0,,,,,,
716.631,60.02,60.02,60.0,60.0,,,,,,
716.781,60.01,60.01,60.0,60.0,,,,,,
716.931,60.02,60.02,60.0,60.0,,,,,,
717.081,60.02,60.02,60.0,60.0,,,,,,
717.231,60.03,60.03,60.0,60.0,,,,,,
717.381,60.02,60.02,60.0,60.0,,,,,,
717.532,60.02,60.02,60.0,60.0,,,,,,
717.681,60.01,60.01,60.0,60.0,,,,,,
717.831,60.02,60.02,60.0,60.0,,,,,,
717.981,60.02,60.02,60.0,60.0,,,,,,
718.131,60.03,60.03,60.0,60.0,,,,,,
718.281,60.01,60.01,60.0,60.0,,,,,,
718.431,60.02,60.02,60.0,60.0,,,,,,
718.581,60.0,60.0,60.0,60.0,,,,,,
718.731,60.01,60.01,60.0,60.0,,,,,,
718.881,60.01,60.01,60.0,60.0,,,,,,
719.031,60.01,60.01,60.0,60.0,,,,,,
719.181,60.0,60.0,60.0,60.0,,,,,,
719.331,60.0,60.0,60.0,60.0,,,,,,
719.481,59.99,59.99,60.0,60.0,,,,,,
719.631,59.99,59.99,60.0,60.0,,,,,,
719.781,59.99,59.99,60.0,60.0,,,,,,
719.931,60.0,60.0,60.0,60.0,,,,,,
720.081,59.99,59.99,60.0,60.0,,,,,,
720.231,59.99,59.99,60.0,60.0,,,,,,
720.381,59.99,59.99,60.0,60.0,,,,,,
720.531,59.99,59.99,60.0,60.0,,,,,,
720.681,59.99,59.99,60.0,60.0,,,,,,
720.831,60.0,60.0,60.0,60.0,,,,,,
720.981,60.0,60.0,60.0,60.0,,,,,,
721.132,59.99,59.99,60.0,60.0,,,,,,
721.3,59.98,59.98,60.0,60.0,,,,,,
721.451,59.99,59.99,60.0,60.0,,,,,,
721.6,59.98,59.98,60.0,60.0,,,,,,
721.75,59.98,59.98,60.0,60.0,,,,,,
721.9,59.98,59.98,60.0,60.0,,,,,,
722.05,59.98,59.98,60.0,60.0,,,,,,
722.2,59.98,59.98,60.0,60.0,,,,,,
722.35,60.0,60.0,60.0,60.0,,,,,,
722.5,59.99,59.99,60.0,60.0,,,,,,
722.65,60.0,60.0,60.0,60.0,,,,,,
722.8,59.98,59.98,60.0,60.0,,,,,,
722.95,59.99,59.99,60.0,60.0,,,,,,
723.101,59.98,59.98,60.0,60.0,,,,,,
723.25,59.99,59.99,60.0,60.0,,,,,,
723.4,60.0,60.0,60.0,60.0,,,,,,
723.55,59.99,59.99,60.0,60.0,,,,,,
723.7,60.0,60.0,60.0,60.0,,,,,,
723.85,59.99,59.99,60.0,60.0,,,,,,
724.0,59.99,59.99,60.0,60.0,,,,,,
724.151,59.98,59.98,60.0,60.0,,,,,,
724.3,59.99,59.99,60.0,60.0,,,,,,
724.45,59.98,59.98,60.0,60.0,,,,,,
724.6,59.98,59.98,60.0,60.0,,,,,,
724.75,60.0,60.0,60.0,60.0,,,,,,
724.9,59.99,59.99,60.0,60.0,,,,,,
725.05,59.99,59.99,60.0,60.0,,,,,,
725.2,60.0,60.0,60.0,60.0,,,,,,
725.351,60.01,60.01,60.0,60.0,,,,,,
725.5,59.99,59.99,60.0,60.0,,,,,,
725.65,60.0,60.0,60.0,60.0,,,,,,
725.8,59.99,59.99,60.0,60.0,,,,,,
725.95,60.0,60.0,60.0,60.0,,,,,,
726.1,60.0,60.0,60.0,60.0,,,,,,
726.25,60.0,60.0,60.0,60.0,,,,,,
726.4,60.01,60.01,60.0,60.0,,,,,,
726.55,60.03,60.03,60.0,60.0,,,,,,
726.7,60.02,60.02,60.0,60.0,,,,,,
726.85,60.03,60.03,60.0,60.0,,,,,,
727.0,60.03,60.03,60.0,60.0,,,,,,
727.151,60.03,60.03,60.0,60.0,,,,,,
727.3,60.03,60.03,60.0,60.0,,,,,,
727.45,60.02,60.02,60.0,60.0,,,,,,
727.601,60.01,60.01,60.0,60.0,,,,,,
727.751,60.0,60.0,60.0,60.0,,,,,,
727.9,60.01,60.01,60.0,60.0,,,,,,
728.05,60.01,60.01,60.0,60.0,,,,,,
728.2,60.01,60.01,60.0,60.0,,,,,,
728.35,60.01,60.01,60.0,60.0,,,,,,
728.5,60.01,60.01,60.0,60.0,,,,,,
728.65,60.01,60.01,60.0,60.0,,,,,,
728.8,60.0,60.0,60.0,60.0,,,,,,
728.95,60.0,60.0,60.0,60.0,,,,,,
729.1,60.01,60.01,60.0,60.0,,,,,,
729.25,59.99,59.99,60.0,60.0,,,,,,
729.4,60.0,60.0,60.0,60.0,,,,,,
729.55,60.0,60.0,60.0,60.0,,,,,,
729.7,59.99,59.99,60.0,60.0,,,,,,
729.85,59.99,59.99,60.0,60.0,,,,,,
730.0,59.99,59.99,60.0,60.0,,,,,,
730.151,59.99,59.99,60.0,60.0,,,,,,
730.3,59.99,59.99,60.0,60.0,,,,,,
730.45,60.0,60.0,60.0,60.0,,,,,,
730.6,60.0,60.0,60.0,60.0,,,,,,
730.75,60.0,60.0,60.0,60.0,,,,,,
730.9,60.01,60.01,60.0,60.0,,,,,,
731.05,60.0,60.0,60.0,60.0,,,,,,
731.2,60.01,60.01,60.0,60.0,,,,,,
731.35,60.0,60.0,60.0,60.0,,,,,,
731.5,60.0,60.0,60.0,60.0,,,,,,
731.65,60.01,60.01,60.0,60.0,,,,,,
731.8,60.01,60.01,60.0,60.0,,,,,,
731.95,60.01,60.01,60.0,60.0,,,,,,
732.1,60.01,60.01,60.0,60.0,,,,,,
732.25,60.0,60.0,60.0,60.0,,,,,,
732.4,59.99,59.99,60.0,60.0,,,,,,
732.55,60.0,60.0,60.0,60.0,,,,,,
732.7,60.0,60.0,60.0,60.0,,,,,,
732.85,60.0,60.0,60.0,60.0,,,,,,
733.0,60.01,60.01,60.0,60.0,,,,,,
733.151,59.99,59.99,60.0,60.0,,,,,,
733.3,60.0,60.0,60.0,60.0,,,,,,
733.45,60.0,60.0,60.0,60.0,,,,,,
733.6,60.0,60.0,60.0,60.0,,,,,,
733.75,59.99,59.99,60.0,60.0,,,,,,
733.9,60.0,60.0,60.0,60.0,,,,,,
734.05,60.0,60.0,60.0,60.0,,,,,,
734.2,60.0,60.0,60.0,60.0,,,,,,
734.35,60.01,60.01,60.0,60.0,,,,,,
734.5,60.01,60.01,60.0,60.0,,,,,,
734.65,60.02,60.02,60.0,60.0,,,,,,
734.8,60.01,60.01,60.0,60.0,,,,,,
734.95,60.01,60.01,60.0,60.0,,,,,,
735.1,60.02,60.02,60.0,60.0,,,,,,
735.25,60.0,60.0,60.0,60.0,,,,,,
735.401,60.01,60.01,60.0,60.0,,,,,,
735.55,60.01,60.01,60.0,60.0,,,,,,
735.7,60.01,60.01,60.0,60.0,,,,,,
735.85,60.0,60.0,60.0,60.0,,,,,,
736.0,60.0,60.0,60.0,60.0,,,,,,
736.151,60.01,60.01,60.0,60.0,,,,,,
736.3,60.0,60.0,60.0,60.0,,,,,,
736.451,60.0,60.0,60.0,60.0,,,,,,
736.6,60.0,60.0,60.0,60.0,,,,,,
736.75,60.01,60.01,60.0,60.0,,,,,,
736.9,60.0,60.0,60.0,60.0,,,,,,
737.05,59.99,59.99,60.0,60.0,,,,,,
737.2,60.0,60.0,60.0,60.0,,,,,,
737.35,60.0,60.0,60.0,60.0,,,,,,
737.5,60.0,60.0,60.0,60.0,,,,,,
737.65,59.99,59.99,60.0,60.0,,,,,,
737.8,59.98,59.98,60.0,60.0,,,,,,
737.95,59.98,59.98,60.0,60.0,,,,,,
738.1,59.99,59.99,60.0,60.0,,,,,,
738.25,59.98,59.98,60.0,60.0,,,,,,
738.4,59.98,59.98,60.0,60.0,,,,,,
738.55,59.99,59.99,60.0,60.0,,,,,,
738.701,59.99,59.99,60.0,60.0,,,,,,
738.85,59.98,59.98,60.0,60.0,,,,,,
739.0,59.99,59.99,60.0,60.0,,,,,,
739.151,60.0,60.0,60.0,60.0,,,,,,
739.3,59.99,59.99,60.0,60.0,,,,,,
739.45,59.99,59.99,60.0,60.0,,,,,,
739.6,60.0,60.0,60.0,60.0,,,,,,
739.75,60.0,60.0,60.0,60.0,,,,,,
739.9,59.99,59.99,60.0,60.0,,,,,,
740.05,59.99,59.99,60.0,60.0,,,,,,
740.2,60.0,60.0,60.0,60.0,,,,,,
740.35,60.01,60.01,60.0,60.0,,,,,,
740.5,60.0,60.0,60.0,60.0,,,,,,
740.65,60.0,60.0,60.0,60.0,,,,,,
740.8,60.0,60.0,60.0,60.0,,,,,,
740.951,60.0,60.0,60.0,60.0,,,,,,
741.1,60.0,60.0,60.0,60.0,,,,,,
741.25,60.0,60.0,60.0,60.0,,,,,,
741.4,60.0,60.0,60.0,60.0,,,,,,
741.55,60.0,60.0,60.0,60.0,,,,,,
741.7,60.01,60.01,60.0,60.0,,,,,,
741.85,60.0,60.0,60.0,60.0,,,,,,
742.0,60.0,60.0,60.0,60.0,,,,,,
742.15,59.99,59.99,60.0,60.0,,,,,,
742.3,59.99,59.99,60.0,60.0,,,,,,
742.45,60.0,60.0,60.0,60.0,,,,,,
742.6,59.99,59.99,60.0,60.0,,,,,,
742.75,60.0,60.0,60.0,60.0,,,,,,
742.9,60.0,60.0,60.0,60.0,,,,,,
743.05,59.99,59.99,60.0,60.0,,,,,,
743.2,60.0,60.0,60.0,60.0,,,,,,
743.35,60.0,60.0,60.0,60.0,,,,,,
743.5,60.0,60.0,60.0,60.0,,,,,,
743.65,60.01,60.01,60.0,60.0,,,,,,
743.8,60.01,60.01,60.0,60.0,,,,,,
743.95,60.0,60.0,60.0,60.0,,,,,,
744.1,60.0,60.0,60.0,60.0,,,,,,
744.25,60.01,60.01,60.0,60.0,,,,,,
744.4,60.02,60.02,60.0,60.0,,,,,,
744.55,60.01,60.01,60.0,60.0,,,,,,
744.7,60.02,60.02,60.0,60.0,,,,,,
744.85,60.01,60.01,60.0,60.0,,,,,,
745.0,60.02,60.02,60.0,60.0,,,,,,
745.15,60.01,60.01,60.0,60.0,,,,,,
745.3,60.0,60.0,60.0,60.0,,,,,,
745.451,60.01,60.01,60.0,60.0,,,,,,
745.6,60.02,60.02,60.0,60.0,,,,,,
745.75,60.01,60.01,60.0,60.0,,,,,,
745.9,60.01,60.01,60.0,60.0,,,,,,
746.05,60.01,60.01,60.0,60.0,,,,,,
746.2,60.01,60.01,60.0,60.0,,,,,,
746.35,59.99,59.99,60.0,60.0,,,,,,
746.5,60.0,60.0,60.0,60.0,,,,,,
746.65,59.99,59.99,60.0,60.0,,,,,,
746.8,60.0,60.0,60.0,60.0,,,,,,
746.95,60.0,60.0,60.0,60.0,,,,,,
747.1,60.01,60.01,60.0,60.0,,,,,,
747.25,60.01,60.01,60.0,60.0,,,,,,
747.4,60.0,60.0,60.0,60.0,,,,,,
747.551,60.0,60.0,60.0,60.0,,,,,,
747.7,60.0,60.0,60.0,60.0,,,,,,
747.85,59.99,59.99,60.0,60.0,,,,,,
748.0,60.0,60.0,60.0,60.0,,,,,,
748.15,59.99,59.99,60.0,60.0,,,,,,
748.3,59.99,59.99,60.0,60.0,,,,,,
748.45,59.99,59.99,60.0,60.0,,,,,,
748.6,59.98,59.98,60.0,60.0,,,,,,
748.75,59.97,59.97,60.0,60.0,,,,,,
748.9,59.97,59.97,60.0,60.0,,,,,,
749.05,59.98,59.98,60.0,60.0,,,,,,
749.2,59.98,59.98,60.0,60.0,,,,,,
749.35,59.98,59.98,60.0,60.0,,,,,,
749.5,59.99,59.99,60.0,60.0,,,,,,
749.65,59.99,59.99,60.0,60.0,,,,,,
749.8,59.99,59.99,60.0,60.0,,,,,,
749.95,59.98,59.98,60.0,60.0,,,,,,
750.1,60.0,60.0,60.0,60.0,,,,,,
750.25,60.0,60.0,60.0,60.0,,,,,,
750.4,60.0,60.0,60.0,60.0,,,,,,
750.55,60.01,60.01,60.0,60.0,,,,,,
750.7,59.99,59.99,60.0,60.0,,,,,,
750.85,60.0,60.0,60.0,60.0,,,,,,
751.001,60.0,60.0,60.0,60.0,,,,,,
751.151,60.0,60.0,60.0,60.0,,,,,,
751.3,60.0,60.0,60.0,60.0,,,,,,
751.45,60.01,60.01,60.0,60.0,,,,,,
751.6,60.02,60.02,60.0,60.0,,,,,,
751.75,60.0,60.0,60.0,60.0,,,,,,
751.9,60.0,60.0,60.0,60.0,,,,,,
752.05,60.0,60.0,60.0,60.0,,,,,,
752.2,59.99,59.99,60.0,60.0,,,,,,
752.35,59.98,59.98,60.0,60.0,,,,,,
752.5,59.99,59.99,60.0,60.0,,,,,,
752.65,59.99,59.99,60.0,60.0,,,,,,
752.8,59.99,59.99,60.0,60.0,,,,,,
752.95,60.0,60.0,60.0,60.0,,,,,,
753.1,60.01,60.01,60.0,60.0,,,,,,
753.251,60.0,60.0,60.0,60.0,,,,,,
753.4,60.02,60.02,60.0,60.0,,,,,,
753.55,60.0,60.0,60.0,60.0,,,,,,
753.7,60.01,60.01,60.0,60.0,,,,,,
753.85,60.01,60.01,60.0,60.0,,,,,,
754.0,60.01,60.01,60.0,60.0,,,,,,
754.15,60.02,60.02,60.0,60.0,,,,,,
754.3,60.01,60.01,60.0,60.0,,,,,,
754.45,60.02,60.02,60.0,60.0,,,,,,
754.6,60.02,60.02,60.0,60.0,,,,,,
754.75,60.02,60.02,60.0,60.0,,,,,,
754.9,60.02,60.02,60.0,60.0,,,,,,
755.05,60.02,60.02,60.0,60.0,,,,,,
755.2,60.01,60.01,60.0,60.0,,,,,,
755.35,60.02,60.02,60.0,60.0,,,,,,
755.501,60.02,60.02,60.0,60.0,,,,,,
755.65,60.01,60.01,60.0,60.0,,,,,,
755.8,60.0,60.0,60.0,60.0,,,,,,
755.951,60.0,60.0,60.0,60.0,,,,,,
756.1,60.0,60.0,60.0,60.0,,,,,,
756.25,59.99,59.99,60.0,60.0,,,,,,
756.401,59.99,59.99,60.0,60.0,,,,,,
756.55,59.99,59.99,60.0,60.0,,,,,,
756.7,59.99,59.99,60.0,60.0,,,,,,
756.85,59.99,59.99,60.0,60.0,,,,,,
757.0,60.0,60.0,60.0,60.0,,,,,,
757.15,60.01,60.01,60.0,60.0,,,,,,
757.3,59.99,59.99,60.0,60.0,,,,,,
757.45,59.99,59.99,60.0,60.0,,,,,,
757.6,60.01,60.01,60.0,60.0,,,,,,
757.75,59.99,59.99,60.0,60.0,,,,,,
757.9,60.0,60.0,60.0,60.0,,,,,,
758.05,60.0,60.0,60.0,60.0,,,,,,
758.2,60.0,60.0,60.0,60.0,,,,,,
758.35,60.0,60.0,60.0,60.0,,,,,,
758.5,60.01,60.01,60.0,60.0,,,,,,
758.65,60.0,60.0,60.0,60.0,,,,,,
758.8,60.0,60.0,60.0,60.0,,,,,,
758.95,60.0,60.0,60.0,60.0,,,,,,
759.1,60.0,60.0,60.0,60.0,,,,,,
759.25,60.0,60.0,60.0,60.0,,,,,,
759.4,60.0,60.0,60.0,60.0,,,,,,
759.55,60.0,60.0,60.0,60.0,,,,,,
759.7,59.99,59.99,60.0,60.0,,,,,,
759.85,60.0,60.0,60.0,60.0,,,,,,
760.0,60.0,60.0,60.0,60.0,,,,,,
760.15,59.99,59.99,60.0,60.0,,,,,,
760.3,60.0,60.0,60.0,60.0,,,,,,
760.45,59.98,59.98,60.0,60.0,,,,,,
760.6,59.99,59.99,60.0,60.0,,,,,,
760.75,59.99,59.99,60.0,60.0,,,,,,
760.9,59.98,59.98,60.0,60.0,,,,,,
761.051,59.99,59.99,60.0,60.0,,,,,,
761.2,59.99,59.99,60.0,60.0,,,,,,
761.35,59.99,59.99,60.0,60.0,,,,,,
761.5,59.99,59.99,60.0,60.0,,,,,,
761.65,59.99,59.99,60.0,60.0,,,,,,
761.8,59.99,59.99,60.0,60.0,,,,,,
761.95,59.98,59.98,60.0,60.0,,,,,,
762.1,59.99,59.99,60.0,60.0,,,,,,
762.25,59.98,59.98,60.0,60.0,,,,,,
762.4,59.99,59.99,60.0,60.0,,,,,,
762.55,59.99,59.99,60.0,60.0,,,,,,
762.7,59.99,59.99,60.0,60.0,,,,,,
762.85,59.99,59.99,60.0,60.0,,,,,,
763.0,59.99,59.99,60.0,60.0,,,,,,
763.15,60.0,60.0,60.0,60.0,,,,,,
763.329,60.0,60.0,60.0,60.0,,,,,,
763.478,60.01,60.01,60.0,60.0,,,,,,
763.628,60.01,60.01,60.0,60.0,,,,,,
763.778,60.01,60.01,60.0,60.0,,,,,,
763.929,60.01,60.01,60.0,60.0,,,,,,
764.078,60.01,60.01,60.0,60.0,,,,,,
764.228,60.01,60.01,60.0,60.0,,,,,,
764.378,60.01,60.01,60.0,60.0,,,,,,
764.529,60.01,60.01,60.0,60.0,,,,,,
764.678,60.0,60.0,60.0,60.0,,,,,,
764.828,60.01,60.01,60.0,60.0,,,,,,
764.978,60.02,60.02,60.0,60.0,,,,,,
765.128,60.02,60.02,60.0,60.0,,,,,,
765.278,60.02,60.02,60.0,60.0,,,,,,
