Text,1: EEEV+,2: EEEV-,3: SLEV+,4: SLEV-,5: WNV+,6: WNV-,7: NAM+,8: NAM-
1,0.930800318717956,0.929274439811706,1.36873424053192,1.42977035045624,0.885023295879364,0.895704567432404,0.953688859939575,0.96589607000351
2,0.933852136135101,0.935378015041351,1.36720836162567,1.43587398529053,0.891126871109009,0.897230505943298,0.95826655626297,0.968947887420654
3,0.933852136135101,0.936903953552246,1.37178611755371,1.43282210826874,0.891126871109009,0.901808202266693,0.959792494773865,0.970473766326904
4,0.936903953552246,0.935378015041351,1.37026011943817,1.43434810638428,0.892652809619904,0.900282263755798,0.961318373680115,0.968947887420654
5,0.935378015041351,0.936903953552246,1.37178611755371,1.43129622936249,0.894178688526154,0.906385898590088,0.962844252586365,0.967422008514404
6,0.935378015041351,0.936903953552246,1.36568248271942,1.43129622936249,0.895704567432404,0.904860019683838,0.968947887420654,0.967422008514404
7,0.936903953552246,0.936903953552246,1.36263060569763,1.42366671562195,0.895704567432404,0.909437716007233,0.962844252586365,0.973525583744049
8,0.936903953552246,0.936903953552246,1.36568248271942,1.4251925945282,0.900282263755798,0.903334081172943,0.961318373680115,0.971999704837799
9,0.938429832458496,0.939955770969391,1.36263060569763,1.42824447154999,0.897230505943298,0.906385898590088,0.968947887420654,0.970473766326904
10,0.938429832458496,0.943007528781891,1.36720836162567,1.42366671562195,0.898756384849548,0.903334081172943,0.967422008514404,0.971999704837799
11,0.939955770969391,0.938429832458496,1.36415660381317,1.4190890789032,0.900282263755798,0.909437716007233,0.967422008514404,0.970473766326904
12,0.938429832458496,0.938429832458496,1.36568248271942,1.4190890789032,0.904860019683838,0.907911777496338,0.967422008514404,0.970473766326904
13,0.939955770969391,0.938429832458496,1.35805296897888,1.4190890789032,0.898756384849548,0.906385898590088,0.96589607000351,0.968947887420654
14,0.941481649875641,0.936903953552246,1.36568248271942,1.41298544406891,0.895704567432404,0.903334081172943,0.967422008514404,0.968947887420654
15,0.943007528781891,0.935378015041351,1.35957884788513,1.41451132297516,0.901808202266693,0.907911777496338,0.967422008514404,0.971999704837799
16,0.935378015041351,0.941481649875641,1.35957884788513,1.41145956516266,0.898756384849548,0.907911777496338,0.967422008514404,0.970473766326904
17,0.936903953552246,0.939955770969391,1.35805296897888,1.41298544406891,0.898756384849548,0.907911777496338,0.96589607000351,0.968947887420654
18,0.944533467292786,0.939955770969391,1.35194933414459,1.40535593032837,0.903334081172943,0.909437716007233,0.96589607000351,0.971999704837799
19,0.943007528781891,0.935378015041351,1.35347521305084,1.40535593032837,0.898756384849548,0.906385898590088,0.96437019109726,0.970473766326904
20,0.944533467292786,0.936903953552246,1.35042345523834,1.40077817440033,0.903334081172943,0.907911777496338,0.96589607000351,0.967422008514404
21,0.94758528470993,0.933852136135101,1.34889757633209,1.39467465877533,0.898756384849548,0.904860019683838,0.96437019109726,0.967422008514404
22,0.95521479845047,0.935378015041351,1.35042345523834,1.39772641658783,0.900282263755798,0.906385898590088,0.96437019109726,0.96589607000351
23,0.961318373680115,0.935378015041351,1.34737157821655,1.40077817440033,0.898756384849548,0.903334081172943,0.96589607000351,0.967422008514404
24,0.985732793807983,0.935378015041351,1.35500109195709,1.39620053768158,0.898756384849548,0.904860019683838,0.967422008514404,0.967422008514404
25,1.02540624141693,0.936903953552246,1.35957884788513,1.39467465877533,0.901808202266693,0.906385898590088,0.970473766326904,0.967422008514404
26,1.0879682302475,0.939955770969391,1.36263060569763,1.39467465877533,0.900282263755798,0.907911777496338,0.971999704837799,0.967422008514404
27,1.18257415294647,0.938429832458496,1.37941563129425,1.38704514503479,0.901808202266693,0.907911777496338,0.975051522254944,0.967422008514404
28,1.30312049388886,0.933852136135101,1.40993356704712,1.38704514503479,0.898756384849548,0.904860019683838,0.984206914901733,0.962844252586365
29,1.43892574310303,0.933852136135101,1.46181428432465,1.39162278175354,0.903334081172943,0.901808202266693,0.999465942382813,0.962844252586365
30,1.57015335559845,0.936903953552246,1.53963530063629,1.38704514503479,0.906385898590088,0.904860019683838,1.01930260658264,0.96589607000351
31,1.69680321216583,0.936903953552246,1.64034485816956,1.38551914691925,0.906385898590088,0.907911777496338,1.0467689037323,0.96437019109726
32,1.80972003936768,0.935378015041351,1.76241707801819,1.383993268013,0.906385898590088,0.903334081172943,1.0879682302475,0.96437019109726
33,1.90432596206665,0.935378015041351,1.89211869239807,1.3809415102005,0.907911777496338,0.906385898590088,1.14290070533752,0.96589607000351
34,1.98062109947205,0.935378015041351,2.0141909122467,1.38246738910675,0.910963594913483,0.904860019683838,1.21156632900238,0.96589607000351
35,2.04318308830261,0.935378015041351,2.10727095603943,1.37941563129425,0.910963594913483,0.904860019683838,1.28786146640778,0.96589607000351
36,2.09506368637085,0.936903953552246,2.18814373016357,1.37483787536621,0.914015412330627,0.903334081172943,1.36415660381317,0.96437019109726
37,2.12100410461426,0.936903953552246,2.24917984008789,1.3809415102005,0.914015412330627,0.903334081172943,1.44502937793732,0.96437019109726
38,2.14847040176392,0.936903953552246,2.2812237739563,1.37483787536621,0.910963594913483,0.907911777496338,1.52285039424896,0.96589607000351
39,2.16525530815125,0.936903953552246,2.31631946563721,1.37636375427246,0.917067229747772,0.907911777496338,1.58693826198578,0.96437019109726
