timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Alternate1 Thermocouple TempC
1376.612,,,,28.45,,28.27
1376.612,,,,28.45,,28.27
1376.727,29.86,24,62,,29.23,
1376.727,29.86,24,62,,29.23,
1376.727,29.86,24,62,,29.23,
1376.727,29.86,24,62,,29.23,
1376.877,30.52,24,62,,29.16,
1376.877,30.52,24,62,,29.16,
1376.877,30.52,24,62,,29.16,
1376.877,30.52,24,62,,29.16,
1377.027,31.32,24,62,,29.1,
1377.027,31.32,24,62,,29.1,
1377.027,31.32,24,62,,29.1,
1377.027,31.32,24,62,,29.1,
1377.177,32.25,24,62,,29.01,
1377.177,32.25,24,62,,29.01,
1377.177,32.25,24,62,,29.01,
1377.177,32.25,24,62,,29.01,
1377.242,,,,28.38,,28.23
1377.242,,,,28.38,,28.23
1377.345,33.35,24,62,,28.92,
1377.345,33.35,24,62,,28.92,
1377.345,33.35,24,62,,28.92,
1377.345,33.35,24,62,,28.92,
1377.49,34.64,24,62,,28.81,
1377.49,34.64,24,62,,28.81,
1377.49,34.64,24,62,,28.81,
1377.49,34.64,24,62,,28.81,
1377.64,35.8,24,62,,28.73,
1377.64,35.8,24,62,,28.73,
1377.64,35.8,24,62,,28.73,
1377.64,35.8,24,62,,28.73,
1377.791,36.96,24,62,,28.63,
1377.791,36.96,24,62,,28.63,
1377.791,36.96,24,62,,28.63,
1377.791,36.96,24,62,,28.63,
1377.87,,,,28.36,,28.22
1377.87,,,,28.36,,28.22
1377.94,38.6,24,62,,28.52,
1377.94,38.6,24,62,,28.52,
1377.94,38.6,24,62,,28.52,
1377.94,38.6,24,62,,28.52,
1378.09,39.85,24,62,,28.43,
1378.09,39.85,24,62,,28.43,
1378.09,39.85,24,62,,28.43,
1378.09,39.85,24,62,,28.43,
1378.24,41.04,24,62,,28.35,
1378.24,41.04,24,62,,28.35,
1378.24,41.04,24,62,,28.35,
1378.24,41.04,24,62,,28.35,
1378.395,42.33,24,62,,28.27,
1378.395,42.33,24,62,,28.27,
1378.395,42.33,24,62,,28.27,
1378.395,42.33,24,62,,28.27,
1378.505,,,,28.4,,28.27
1378.505,,,,28.4,,28.27
1378.545,43.66,24,62,,28.18,
1378.545,43.66,24,62,,28.18,
1378.545,43.66,24,62,,28.18,
1378.545,43.66,24,62,,28.18,
1378.695,44.84,24,62,,28.11,
1378.695,44.84,24,62,,28.11,
1378.695,44.84,24,62,,28.11,
1378.695,44.84,24,62,,28.11,
1378.846,46.05,24,62,,28.03,
1378.846,46.05,24,62,,28.03,
1378.846,46.05,24,62,,28.03,
1378.846,46.05,24,62,,28.03,
1378.996,47.35,24,62,,27.95,
1378.996,47.35,24,62,,27.95,
1378.996,47.35,24,62,,27.95,
1378.996,47.35,24,62,,27.95,
1379.089,,,,28.37,,28.29
1379.089,,,,28.37,,28.29
1379.145,48.55,24,62,,27.89,
1379.145,48.55,24,62,,27.89,
1379.145,48.55,24,62,,27.89,
1379.145,48.55,24,62,,27.89,
1379.295,49.65,24,62,,27.82,
1379.295,49.65,24,62,,27.82,
1379.295,49.65,24,62,,27.82,
1379.295,49.65,24,62,,27.82,
1379.445,51.06,24,62,,27.74,
1379.445,51.06,24,62,,27.74,
1379.445,51.06,24,62,,27.74,
1379.445,51.06,24,62,,27.74,
1379.595,52.11,24,62,28.46,27.68,28.3
1379.595,52.11,24,62,28.46,27.68,28.3
1379.595,52.11,24,62,28.46,27.68,28.3
1379.595,52.11,24,62,28.46,27.68,28.3
1379.595,52.11,24,62,28.46,27.68,28.3
1379.595,52.11,24,62,28.46,27.68,28.3
1379.745,53.14,24,62,,27.63,
1379.745,53.14,24,62,,27.63,
1379.745,53.14,24,62,,27.63,
1379.745,53.14,24,62,,27.63,
1379.895,54.5,24,62,,27.55,
1379.895,54.5,24,62,,27.55,
1379.895,54.5,24,62,,27.55,
1379.895,54.5,24,62,,27.55,
1380.045,55.5,24,62,,27.5,
1380.045,55.5,24,62,,27.5,
1380.045,55.5,24,62,,27.5,
1380.045,55.5,24,62,,27.5,
1380.195,56.48,24,62,28.46,27.45,28.31
1380.195,56.48,24,62,28.46,27.45,28.31
1380.195,56.48,24,62,28.46,27.45,28.31
1380.195,56.48,24,62,28.46,27.45,28.31
1380.195,56.48,24,62,28.46,27.45,28.31
1380.195,56.48,24,62,28.46,27.45,28.31
1380.345,57.76,24,62,,27.39,
1380.345,57.76,24,62,,27.39,
1380.345,57.76,24,62,,27.39,
1380.345,57.76,24,62,,27.39,
1380.495,58.71,24,62,,27.33,
1380.495,58.71,24,62,,27.33,
1380.495,58.71,24,62,,27.33,
1380.495,58.71,24,62,,27.33,
1380.645,59.66,24,62,,27.29,
1380.645,59.66,24,62,,27.29,
1380.645,59.66,24,62,,27.29,
1380.645,59.66,24,62,,27.29,
1380.795,60.9,24,62,28.38,27.24,28.2
1380.795,60.9,24,62,28.38,27.24,28.2
1380.795,60.9,24,62,28.38,27.24,28.2
1380.795,60.9,24,62,28.38,27.24,28.2
1380.795,60.9,24,62,28.38,27.24,28.2
1380.795,60.9,24,62,28.38,27.24,28.2
1380.945,61.79,24,62,,27.19,
1380.945,61.79,24,62,,27.19,
1380.945,61.79,24,62,,27.19,
1380.945,61.79,24,62,,27.19,
1381.095,62.67,24,62,,27.14,
1381.095,62.67,24,62,,27.14,
1381.095,62.67,24,62,,27.14,
1381.095,62.67,24,62,,27.14,
1381.245,63.85,24.12,62,,27.09,
1381.245,63.85,24.12,62,,27.09,
1381.245,63.85,24.12,62,,27.09,
1381.245,63.85,24.12,62,,27.09,
1381.395,64.71,24.25,62,28.47,27.05,28.27
1381.395,64.71,24.25,62,28.47,27.05,28.27
1381.395,64.71,24.25,62,28.47,27.05,28.27
1381.395,64.71,24.25,62,28.47,27.05,28.27
1381.395,64.71,24.25,62,28.47,27.05,28.27
1381.395,64.71,24.25,62,28.47,27.05,28.27
1381.545,65.56,24.38,62,,27.02,
1381.545,65.56,24.38,62,,27.02,
1381.545,65.56,24.38,62,,27.02,
1381.545,65.56,24.38,62,,27.02,
1381.695,66.68,24.53,62,,26.97,
1381.695,66.68,24.53,62,,26.97,
1381.695,66.68,24.53,62,,26.97,
1381.695,66.68,24.53,62,,26.97,
1381.846,67.5,24.68,62,,26.93,
1381.846,67.5,24.68,62,,26.93,
1381.846,67.5,24.68,62,,26.93,
1381.846,67.5,24.68,62,,26.93,
1381.995,68.3,24.83,62,28.37,26.89,28.23
1381.995,68.3,24.83,62,28.37,26.89,28.23
1381.995,68.3,24.83,62,28.37,26.89,28.23
1381.995,68.3,24.83,62,28.37,26.89,28.23
1381.995,68.3,24.83,62,28.37,26.89,28.23
1381.995,68.3,24.83,62,28.37,26.89,28.23
1382.145,69.35,24.99,62,,26.85,
1382.145,69.35,24.99,62,,26.85,
1382.145,69.35,24.99,62,,26.85,
1382.145,69.35,24.99,62,,26.85,
1382.295,70.13,25.16,62,,26.82,
1382.295,70.13,25.16,62,,26.82,
