timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Alternate1 Thermocouple TempC
1592.229,28.68,24,60,62,26.08,28.91,26.9
1592.229,28.68,24,60,62,26.08,28.91,26.9
1592.229,28.68,24,60,62,26.08,28.91,26.9
1592.229,28.68,24,60,62,26.08,28.91,26.9
1592.229,28.68,24,60,62,26.08,28.91,26.9
1592.229,28.68,24,60,62,26.08,28.91,26.9
1592.229,28.68,24,60,62,26.08,28.91,26.9
1592.379,29.2,24,60,62,,28.88,
1592.379,29.2,24,60,62,,28.88,
1592.379,29.2,24,60,62,,28.88,
1592.379,29.2,24,60,62,,28.88,
1592.379,29.2,24,60,62,,28.88,
1592.529,29.89,24,60,62,,28.85,
1592.529,29.89,24,60,62,,28.85,
1592.529,29.89,24,60,62,,28.85,
1592.529,29.89,24,60,62,,28.85,
1592.529,29.89,24,60,62,,28.85,
1592.679,30.78,24,60,62,,28.81,
1592.679,30.78,24,60,62,,28.81,
1592.679,30.78,24,60,62,,28.81,
1592.679,30.78,24,60,62,,28.81,
1592.679,30.78,24,60,62,,28.81,
1592.829,32.13,24,60,62,26.16,28.73,26.99
1592.829,32.13,24,60,62,26.16,28.73,26.99
1592.829,32.13,24,60,62,26.16,28.73,26.99
1592.829,32.13,24,60,62,26.16,28.73,26.99
1592.829,32.13,24,60,62,26.16,28.73,26.99
1592.829,32.13,24,60,62,26.16,28.73,26.99
1592.829,32.13,24,60,62,26.16,28.73,26.99
1592.979,33.23,24,60,62,,28.66,
1592.979,33.23,24,60,62,,28.66,
1592.979,33.23,24,60,62,,28.66,
1592.979,33.23,24,60,62,,28.66,
1592.979,33.23,24,60,62,,28.66,
1593.129,34.36,24,60,62,,28.59,
1593.129,34.36,24,60,62,,28.59,
1593.129,34.36,24,60,62,,28.59,
1593.129,34.36,24,60,62,,28.59,
1593.129,34.36,24,60,62,,28.59,
1593.279,35.9,24,60,62,,28.49,
1593.279,35.9,24,60,62,,28.49,
1593.279,35.9,24,60,62,,28.49,
1593.279,35.9,24,60,62,,28.49,
1593.279,35.9,24,60,62,,28.49,
1593.429,37.07,24,60,62,26.12,28.4,26.95
1593.429,37.07,24,60,62,26.12,28.4,26.95
1593.429,37.07,24,60,62,26.12,28.4,26.95
1593.429,37.07,24,60,62,26.12,28.4,26.95
1593.429,37.07,24,60,62,26.12,28.4,26.95
1593.429,37.07,24,60,62,26.12,28.4,26.95
1593.429,37.07,24,60,62,26.12,28.4,26.95
1593.579,38.24,24,60,62,,28.32,
1593.579,38.24,24,60,62,,28.32,
1593.579,38.24,24,60,62,,28.32,
1593.579,38.24,24,60,62,,28.32,
1593.579,38.24,24,60,62,,28.32,
1593.729,39.77,24,60,62,,28.21,
1593.729,39.77,24,60,62,,28.21,
1593.729,39.77,24,60,62,,28.21,
1593.729,39.77,24,60,62,,28.21,
1593.729,39.77,24,60,62,,28.21,
1593.879,40.91,24,60,62,,28.13,
1593.879,40.91,24,60,62,,28.13,
1593.879,40.91,24,60,62,,28.13,
1593.879,40.91,24,60,62,,28.13,
1593.879,40.91,24,60,62,,28.13,
1594.029,42.05,24,60,62,26.12,28.06,26.89
1594.029,42.05,24,60,62,26.12,28.06,26.89
1594.029,42.05,24,60,62,26.12,28.06,26.89
1594.029,42.05,24,60,62,26.12,28.06,26.89
1594.029,42.05,24,60,62,26.12,28.06,26.89
1594.029,42.05,24,60,62,26.12,28.06,26.89
1594.029,42.05,24,60,62,26.12,28.06,26.89
1594.179,43.53,24,60,62,,27.95,
1594.179,43.53,24,60,62,,27.95,
1594.179,43.53,24,60,62,,27.95,
1594.179,43.53,24,60,62,,27.95,
1594.179,43.53,24,60,62,,27.95,
1594.329,44.63,24,60,62,,27.88,
1594.329,44.63,24,60,62,,27.88,
1594.329,44.63,24,60,62,,27.88,
1594.329,44.63,24,60,62,,27.88,
1594.329,44.63,24,60,62,,27.88,
1594.479,45.72,24,60,62,,27.8,
1594.479,45.72,24,60,62,,27.8,
1594.479,45.72,24,60,62,,27.8,
1594.479,45.72,24,60,62,,27.8,
1594.479,45.72,24,60,62,,27.8,
1594.629,47.12,24,60,62,26.16,27.7,26.98
1594.629,47.12,24,60,62,26.16,27.7,26.98
1594.629,47.12,24,60,62,26.16,27.7,26.98
1594.629,47.12,24,60,62,26.16,27.7,26.98
1594.629,47.12,24,60,62,26.16,27.7,26.98
1594.629,47.12,24,60,62,26.16,27.7,26.98
1594.629,47.12,24,60,62,26.16,27.7,26.98
1594.779,48.18,24,60,62,,27.64,
1594.779,48.18,24,60,62,,27.64,
1594.779,48.18,24,60,62,,27.64,
1594.779,48.18,24,60,62,,27.64,
1594.779,48.18,24,60,62,,27.64,
1594.929,49.22,24,60,62,,27.57,
1594.929,49.22,24,60,62,,27.57,
1594.929,49.22,24,60,62,,27.57,
1594.929,49.22,24,60,62,,27.57,
1594.929,49.22,24,60,62,,27.57,
1595.079,50.57,24,60,62,,27.47,
1595.079,50.57,24,60,62,,27.47,
1595.079,50.57,24,60,62,,27.47,
1595.079,50.57,24,60,62,,27.47,
1595.079,50.57,24,60,62,,27.47,
1595.229,51.56,24,60,62,26.22,27.41,27.03
1595.229,51.56,24,60,62,26.22,27.41,27.03
1595.229,51.56,24,60,62,26.22,27.41,27.03
1595.229,51.56,24,60,62,26.22,27.41,27.03
1595.229,51.56,24,60,62,26.22,27.41,27.03
1595.229,51.56,24,60,62,26.22,27.41,27.03
1595.229,51.56,24,60,62,26.22,27.41,27.03
1595.379,52.53,24,60,62,,27.35,
1595.379,52.53,24,60,62,,27.35,
1595.379,52.53,24,60,62,,27.35,
1595.379,52.53,24,60,62,,27.35,
1595.379,52.53,24,60,62,,27.35,
1595.529,53.82,24,60,62,,27.26,
1595.529,53.82,24,60,62,,27.26,
1595.529,53.82,24,60,62,,27.26,
1595.529,53.82,24,60,62,,27.26,
1595.529,53.82,24,60,62,,27.26,
1595.679,54.77,24,60,62,,27.2,
1595.679,54.77,24,60,62,,27.2,
1595.679,54.77,24,60,62,,27.2,
1595.679,54.77,24,60,62,,27.2,
1595.679,54.77,24,60,62,,27.2,
1595.829,55.7,24,60,62,26.23,27.14,26.94
1595.829,55.7,24,60,62,26.23,27.14,26.94
1595.829,55.7,24,60,62,26.23,27.14,26.94
1595.829,55.7,24,60,62,26.23,27.14,26.94
1595.829,55.7,24,60,62,26.23,27.14,26.94
1595.829,55.7,24,60,62,26.23,27.14,26.94
1595.829,55.7,24,60,62,26.23,27.14,26.94
1595.979,56.91,24,60,62,,27.06,
1595.979,56.91,24,60,62,,27.06,
1595.979,56.91,24,60,62,,27.06,
1595.979,56.91,24,60,62,,27.06,
1595.979,56.91,24,60,62,,27.06,
1596.129,57.81,24,60,62,,27.02,
1596.129,57.81,24,60,62,,27.02,
1596.129,57.81,24,60,62,,27.02,
1596.129,57.81,24,60,62,,27.02,
1596.129,57.81,24,60,62,,27.02,
1596.279,58.71,24,60,62,,26.97,
1596.279,58.71,24,60,62,,26.97,
1596.279,58.71,24,60,62,,26.97,
1596.279,58.71,24,60,62,,26.97,
1596.279,58.71,24,60,62,,26.97,
1596.429,59.87,24,60,62,26.15,26.89,26.86
1596.429,59.87,24,60,62,26.15,26.89,26.86
1596.429,59.87,24,60,62,26.15,26.89,26.86
1596.429,59.87,24,60,62,26.15,26.89,26.86
1596.429,59.87,24,60,62,26.15,26.89,26.86
1596.429,59.87,24,60,62,26.15,26.89,26.86
1596.429,59.87,24,60,62,26.15,26.89,26.86
1596.579,60.72,24,60,62,,26.84,
1596.579,60.72,24,60,62,,26.84,
1596.579,60.72,24,60,62,,26.84,
1596.579,60.72,24,60,62,,26.84,
1596.579,60.72,24,60,62,,26.84,
1596.729,61.56,24,60,62,,26.79,
1596.729,61.56,24,60,62,,26.79,
1596.729,61.56,24,60,62,,26.79,
1596.729,61.56,24,60,62,,26.79,
1596.729,61.56,24,60,62,,26.79,
1596.879,62.64,24.07,60,62,,26.73,
1596.879,62.64,24.07,60,62,,26.73,
1596.879,62.64,24.07,60,62,,26.73,
1596.879,62.64,24.07,60,62,,26.73,
1596.879,62.64,24.07,60,62,,26.73,
1597.029,63.44,24.2,60,62,26.15,26.68,26.91
1597.029,63.44,24.2,60,62,26.15,26.68,26.91
1597.029,63.44,24.2,60,62,26.15,26.68,26.91
1597.029,63.44,24.2,60,62,26.15,26.68,26.91
1597.029,63.44,24.2,60,62,26.15,26.68,26.91
1597.029,63.44,24.2,60,62,26.15,26.68,26.91
1597.029,63.44,24.2,60,62,26.15,26.68,26.91
1597.179,64.24,24.33,60,62,,26.63,
1597.179,64.24,24.33,60,62,,26.63,
1597.179,64.24,24.33,60,62,,26.63,
1597.179,64.24,24.33,60,62,,26.63,
1597.179,64.24,24.33,60,62,,26.63,
1597.329,65.29,24.47,60,62,,26.57,
1597.329,65.29,24.47,60,62,,26.57,
1597.329,65.29,24.47,60,62,,26.57,
1597.329,65.29,24.47,60,62,,26.57,
1597.329,65.29,24.47,60,62,,26.57,
1597.479,66.05,24.61,60,62,,26.53,
1597.479,66.05,24.61,60,62,,26.53,
1597.479,66.05,24.61,60,62,,26.53,
1597.479,66.05,24.61,60,62,,26.53,
1597.479,66.05,24.61,60,62,,26.53,
1597.629,66.81,24.75,60,62,26.25,26.49,26.87
1597.629,66.81,24.75,60,62,26.25,26.49,26.87
1597.629,66.81,24.75,60,62,26.25,26.49,26.87
1597.629,66.81,24.75,60,62,26.25,26.49,26.87
1597.629,66.81,24.75,60,62,26.25,26.49,26.87
1597.629,66.81,24.75,60,62,26.25,26.49,26.87
1597.629,66.81,24.75,60,62,26.25,26.49,26.87
1597.779,67.79,24.91,60,62,,26.43,
1597.779,67.79,24.91,60,62,,26.43,
1597.779,67.79,24.91,60,62,,26.43,
1597.779,67.79,24.91,60,62,,26.43,
1597.779,67.79,24.91,60,62,,26.43,
1597.929,68.5,25.06,60,62,,26.39,
1597.929,68.5,25.06,60,62,,26.39,
1597.929,68.5,25.06,60,62,,26.39,
1597.929,68.5,25.06,60,62,,26.39,
1597.929,68.5,25.06,60,62,,26.39,
1598.079,69.2,25.22,60,62,,26.35,
1598.079,69.2,25.22,60,62,,26.35,
1598.079,69.2,25.22,60,62,,26.35,
1598.079,69.2,25.22,60,62,,26.35,
1598.079,69.2,25.22,60,62,,26.35,
1598.229,70.13,25.39,60,62,,26.3,
1598.229,70.13,25.39,60,62,,26.3,
1598.229,70.13,25.39,60,62,,26.3,
1598.229,70.13,25.39,60,62,,26.3,
1598.229,70.13,25.39,60,62,,26.3,
1598.246,,,,,27.08,,26.86
1598.246,,,,,27.08,,26.86
1598.379,70.82,25.56,60,62,,26.26,
1598.379,70.82,25.56,60,62,,26.26,
1598.379,70.82,25.56,60,62,,26.26,
1598.379,70.82,25.56,60,62,,26.26,
1598.379,70.82,25.56,60,62,,26.26,
1598.529,71.49,25.73,60,62,,26.23,
1598.529,71.49,25.73,60,62,,26.23,
1598.529,71.49,25.73,60,62,,26.23,
1598.529,71.49,25.73,60,62,,26.23,
1598.529,71.49,25.73,60,62,,26.23,
1598.679,72.39,25.92,60,62,,26.19,
1598.679,72.39,25.92,60,62,,26.19,
1598.679,72.39,25.92,60,62,,26.19,
1598.679,72.39,25.92,60,62,,26.19,
1598.679,72.39,25.92,60,62,,26.19,
1598.829,73.03,26.1,60,62,27.73,26.15,26.86
1598.829,73.03,26.1,60,62,27.73,26.15,26.86
1598.829,73.03,26.1,60,62,27.73,26.15,26.86
1598.829,73.03,26.1,60,62,27.73,26.15,26.86
1598.829,73.03,26.1,60,62,27.73,26.15,26.86
1598.829,73.03,26.1,60,62,27.73,26.15,26.86
1598.829,73.03,26.1,60,62,27.73,26.15,26.86
1598.979,73.66,26.28,60,62,,26.12,
1598.979,73.66,26.28,60,62,,26.12,
1598.979,73.66,26.28,60,62,,26.12,
1598.979,73.66,26.28,60,62,,26.12,
1598.979,73.66,26.28,60,62,,26.12,
1599.129,74.51,26.48,60,62,,26.08,
1599.129,74.51,26.48,60,62,,26.08,
1599.129,74.51,26.48,60,62,,26.08,
1599.129,74.51,26.48,60,62,,26.08,
1599.129,74.51,26.48,60,62,,26.08,
1599.279,75.12,26.67,60,62,,26.05,
1599.279,75.12,26.67,60,62,,26.05,
1599.279,75.12,26.67,60,62,,26.05,
1599.279,75.12,26.67,60,62,,26.05,
1599.279,75.12,26.67,60,62,,26.05,
1599.429,75.72,26.86,60,62,28.78,26.02,26.96
1599.429,75.72,26.86,60,62,28.78,26.02,26.96
