timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Alternate1 Thermocouple TempC
409.718,21.57,24,0,62,20.12,21.68,20.55
409.718,21.57,24,0,62,20.12,21.68,20.55
409.718,21.57,24,0,62,20.12,21.68,20.55
409.718,21.57,24,0,62,20.12,21.68,20.55
409.718,21.57,24,0,62,20.12,21.68,20.55
409.718,21.57,24,0,62,20.12,21.68,20.55
409.718,21.57,24,0,62,20.12,21.68,20.55
409.868,21.57,24,0,62,,21.69,
409.868,21.57,24,0,62,,21.69,
409.868,21.57,24,0,62,,21.69,
409.868,21.57,24,0,62,,21.69,
409.868,21.57,24,0,62,,21.69,
410.018,21.74,24,0,62,,21.68,
410.018,21.74,24,0,62,,21.68,
410.018,21.74,24,0,62,,21.68,
410.018,21.74,24,0,62,,21.68,
410.018,21.74,24,0,62,,21.68,
410.168,22.14,24,0,62,,21.67,
410.168,22.14,24,0,62,,21.67,
410.168,22.14,24,0,62,,21.67,
410.168,22.14,24,0,62,,21.67,
410.168,22.14,24,0,62,,21.67,
410.318,23.05,24,0,62,,21.63,
410.318,23.05,24,0,62,,21.63,
410.318,23.05,24,0,62,,21.63,
410.318,23.05,24,0,62,,21.63,
410.318,23.05,24,0,62,,21.63,
410.359,,,,,20.11,,20.54
410.359,,,,,20.11,,20.54
410.468,23.95,24,0,62,,21.58,
410.468,23.95,24,0,62,,21.58,
410.468,23.95,24,0,62,,21.58,
410.468,23.95,24,0,62,,21.58,
410.468,23.95,24,0,62,,21.58,
410.618,24.97,24,0,62,,21.53,
410.618,24.97,24,0,62,,21.53,
410.618,24.97,24,0,62,,21.53,
410.618,24.97,24,0,62,,21.53,
410.618,24.97,24,0,62,,21.53,
410.768,26.44,24,0,62,,21.44,
410.768,26.44,24,0,62,,21.44,
410.768,26.44,24,0,62,,21.44,
410.768,26.44,24,0,62,,21.44,
410.768,26.44,24,0,62,,21.44,
410.918,27.58,24,0,62,20.13,21.38,20.51
410.918,27.58,24,0,62,20.13,21.38,20.51
410.918,27.58,24,0,62,20.13,21.38,20.51
410.918,27.58,24,0,62,20.13,21.38,20.51
410.918,27.58,24,0,62,20.13,21.38,20.51
410.918,27.58,24,0,62,20.13,21.38,20.51
410.918,27.58,24,0,62,20.13,21.38,20.51
411.068,28.73,24,0,62,,21.31,
411.068,28.73,24,0,62,,21.31,
411.068,28.73,24,0,62,,21.31,
411.068,28.73,24,0,62,,21.31,
411.068,28.73,24,0,62,,21.31,
411.218,30.28,24,0,62,,21.2,
411.218,30.28,24,0,62,,21.2,
411.218,30.28,24,0,62,,21.2,
411.218,30.28,24,0,62,,21.2,
411.218,30.28,24,0,62,,21.2,
411.368,31.44,24,0,62,,21.12,
411.368,31.44,24,0,62,,21.12,
411.368,31.44,24,0,62,,21.12,
