timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Alternate1 Thermocouple TempC
2507.284,26.43,24,60,62,22.47,26.73,22.02
2507.284,26.43,24,60,62,22.47,26.73,22.02
2507.284,26.43,24,60,62,22.47,26.73,22.02
2507.284,26.43,24,60,62,22.47,26.73,22.02
2507.284,26.43,24,60,62,22.47,26.73,22.02
2507.284,26.43,24,60,62,22.47,26.73,22.02
2507.284,26.43,24,60,62,22.47,26.73,22.02
2507.434,26.43,24,60,62,,26.73,
2507.434,26.43,24,60,62,,26.73,
2507.434,26.43,24,60,62,,26.73,
2507.434,26.43,24,60,62,,26.73,
2507.434,26.43,24,60,62,,26.73,
2507.584,26.48,24,60,62,,26.73,
2507.584,26.48,24,60,62,,26.73,
2507.584,26.48,24,60,62,,26.73,
2507.584,26.48,24,60,62,,26.73,
2507.584,26.48,24,60,62,,26.73,
2507.734,26.69,24,60,62,,26.72,
2507.734,26.69,24,60,62,,26.72,
2507.734,26.69,24,60,62,,26.72,
2507.734,26.69,24,60,62,,26.72,
2507.734,26.69,24,60,62,,26.72,
2507.884,27.36,24,60,62,22.51,26.68,22.04
2507.884,27.36,24,60,62,22.51,26.68,22.04
2507.884,27.36,24,60,62,22.51,26.68,22.04
2507.884,27.36,24,60,62,22.51,26.68,22.04
2507.884,27.36,24,60,62,22.51,26.68,22.04
2507.884,27.36,24,60,62,22.51,26.68,22.04
2507.884,27.36,24,60,62,22.51,26.68,22.04
2508.034,28.1,24,60,62,,26.66,
2508.034,28.1,24,60,62,,26.66,
2508.034,28.1,24,60,62,,26.66,
2508.034,28.1,24,60,62,,26.66,
2508.034,28.1,24,60,62,,26.66,
2508.184,28.99,24,60,62,,26.63,
2508.184,28.99,24,60,62,,26.63,
2508.184,28.99,24,60,62,,26.63,
2508.184,28.99,24,60,62,,26.63,
2508.184,28.99,24,60,62,,26.63,
2508.334,30.38,24,60,62,,26.56,
2508.334,30.38,24,60,62,,26.56,
2508.334,30.38,24,60,62,,26.56,
2508.334,30.38,24,60,62,,26.56,
2508.334,30.38,24,60,62,,26.56,
2508.484,31.48,24,60,62,22.46,26.51,22.04
2508.484,31.48,24,60,62,22.46,26.51,22.04
2508.484,31.48,24,60,62,22.46,26.51,22.04
2508.484,31.48,24,60,62,22.46,26.51,22.04
2508.484,31.48,24,60,62,22.46,26.51,22.04
2508.484,31.48,24,60,62,22.46,26.51,22.04
2508.484,31.48,24,60,62,22.46,26.51,22.04
2508.634,32.62,24,60,62,,26.45,
2508.634,32.62,24,60,62,,26.45,
2508.634,32.62,24,60,62,,26.45,
2508.634,32.62,24,60,62,,26.45,
2508.634,32.62,24,60,62,,26.45,
2508.784,34.2,24,60,62,,26.38,
2508.784,34.2,24,60,62,,26.38,
2508.784,34.2,24,60,62,,26.38,
2508.784,34.2,24,60,62,,26.38,
2508.784,34.2,24,60,62,,26.38,
2508.934,35.37,24,60,62,,26.33,
2508.934,35.37,24,60,62,,26.33,
2508.934,35.37,24,60,62,,26.33,
2508.934,35.37,24,60,62,,26.33,
2508.934,35.37,24,60,62,,26.33,
2509.084,36.56,24,60,62,22.49,26.27,22.04
2509.084,36.56,24,60,62,22.49,26.27,22.04
2509.084,36.56,24,60,62,22.49,26.27,22.04
2509.084,36.56,24,60,62,22.49,26.27,22.04
2509.084,36.56,24,60,62,22.49,26.27,22.04
2509.084,36.56,24,60,62,22.49,26.27,22.04
2509.084,36.56,24,60,62,22.49,26.27,22.04
2509.234,38.13,24,60,62,,26.2,
2509.234,38.13,24,60,62,,26.2,
2509.234,38.13,24,60,62,,26.2,
2509.234,38.13,24,60,62,,26.2,
2509.234,38.13,24,60,62,,26.2,
2509.384,39.3,24,60,62,,26.14,
2509.384,39.3,24,60,62,,26.14,
2509.384,39.3,24,60,62,,26.14,
2509.384,39.3,24,60,62,,26.14,
2509.384,39.3,24,60,62,,26.14,
2509.534,40.45,24,60,62,,26.08,
2509.534,40.45,24,60,62,,26.08,
2509.534,40.45,24,60,62,,26.08,
2509.534,40.45,24,60,62,,26.08,
2509.534,40.45,24,60,62,,26.08,
2509.684,41.98,24,60,62,22.53,26.01,22.06
2509.684,41.98,24,60,62,22.53,26.01,22.06
2509.684,41.98,24,60,62,22.53,26.01,22.06
2509.684,41.98,24,60,62,22.53,26.01,22.06
2509.684,41.98,24,60,62,22.53,26.01,22.06
2509.684,41.98,24,60,62,22.53,26.01,22.06
2509.684,41.98,24,60,62,22.53,26.01,22.06
2509.834,43.1,24,60,62,,25.95,
2509.834,43.1,24,60,62,,25.95,
2509.834,43.1,24,60,62,,25.95,
2509.834,43.1,24,60,62,,25.95,
2509.834,43.1,24,60,62,,25.95,
2509.984,44.21,24,60,62,,25.89,
2509.984,44.21,24,60,62,,25.89,
2509.984,44.21,24,60,62,,25.89,
2509.984,44.21,24,60,62,,25.89,
2509.984,44.21,24,60,62,,25.89,
2510.134,45.67,24,60,62,,25.82,
2510.134,45.67,24,60,62,,25.82,
2510.134,45.67,24,60,62,,25.82,
2510.134,45.67,24,60,62,,25.82,
2510.134,45.67,24,60,62,,25.82,
2510.284,46.73,24,60,62,22.6,25.78,22.05
2510.284,46.73,24,60,62,22.6,25.78,22.05
2510.284,46.73,24,60,62,22.6,25.78,22.05
2510.284,46.73,24,60,62,22.6,25.78,22.05
2510.284,46.73,24,60,62,22.6,25.78,22.05
2510.284,46.73,24,60,62,22.6,25.78,22.05
2510.284,46.73,24,60,62,22.6,25.78,22.05
2510.434,47.78,24,60,62,,25.72,
2510.434,47.78,24,60,62,,25.72,
2510.434,47.78,24,60,62,,25.72,
2510.434,47.78,24,60,62,,25.72,
2510.434,47.78,24,60,62,,25.72,
2510.584,49.18,24,60,62,,25.64,
2510.584,49.18,24,60,62,,25.64,
2510.584,49.18,24,60,62,,25.64,
2510.584,49.18,24,60,62,,25.64,
2510.584,49.18,24,60,62,,25.64,
2510.734,50.2,24,60,62,,25.6,
2510.734,50.2,24,60,62,,25.6,
2510.734,50.2,24,60,62,,25.6,
2510.734,50.2,24,60,62,,25.6,
2510.734,50.2,24,60,62,,25.6,
2510.884,51.2,24,60,62,22.59,25.54,22.05
2510.884,51.2,24,60,62,22.59,25.54,22.05
2510.884,51.2,24,60,62,22.59,25.54,22.05
2510.884,51.2,24,60,62,22.59,25.54,22.05
2510.884,51.2,24,60,62,22.59,25.54,22.05
2510.884,51.2,24,60,62,22.59,25.54,22.05
2510.884,51.2,24,60,62,22.59,25.54,22.05
2511.034,52.5,24,60,62,,25.47,
2511.034,52.5,24,60,62,,25.47,
2511.034,52.5,24,60,62,,25.47,
2511.034,52.5,24,60,62,,25.47,
2511.034,52.5,24,60,62,,25.47,
2511.184,53.47,24,60,62,,25.43,
2511.184,53.47,24,60,62,,25.43,
2511.184,53.47,24,60,62,,25.43,
2511.184,53.47,24,60,62,,25.43,
2511.184,53.47,24,60,62,,25.43,
2511.334,54.43,24,60,62,,25.39,
2511.334,54.43,24,60,62,,25.39,
2511.334,54.43,24,60,62,,25.39,
2511.334,54.43,24,60,62,,25.39,
2511.334,54.43,24,60,62,,25.39,
2511.484,55.67,24,60,62,22.6,25.33,22.12
2511.484,55.67,24,60,62,22.6,25.33,22.12
2511.484,55.67,24,60,62,22.6,25.33,22.12
2511.484,55.67,24,60,62,22.6,25.33,22.12
2511.484,55.67,24,60,62,22.6,25.33,22.12
2511.484,55.67,24,60,62,22.6,25.33,22.12
2511.484,55.67,24,60,62,22.6,25.33,22.12
2511.634,56.59,24,60,62,,25.29,
2511.634,56.59,24,60,62,,25.29,
2511.634,56.59,24,60,62,,25.29,
2511.634,56.59,24,60,62,,25.29,
2511.634,56.59,24,60,62,,25.29,
2511.784,57.49,24,60,62,,25.25,
2511.784,57.49,24,60,62,,25.25,
2511.784,57.49,24,60,62,,25.25,
2511.784,57.49,24,60,62,,25.25,
2511.784,57.49,24,60,62,,25.25,
2511.934,58.68,24,60,62,,25.19,
2511.934,58.68,24,60,62,,25.19,
2511.934,58.68,24,60,62,,25.19,
2511.934,58.68,24,60,62,,25.19,
2511.934,58.68,24,60,62,,25.19,
2512.084,59.55,24,60,62,22.62,25.14,22.09
2512.084,59.55,24,60,62,22.62,25.14,22.09
2512.084,59.55,24,60,62,22.62,25.14,22.09
2512.084,59.55,24,60,62,22.62,25.14,22.09
2512.084,59.55,24,60,62,22.62,25.14,22.09
2512.084,59.55,24,60,62,22.62,25.14,22.09
2512.084,59.55,24,60,62,22.62,25.14,22.09
2512.234,60.4,24,60,62,,25.09,
2512.234,60.4,24,60,62,,25.09,
2512.234,60.4,24,60,62,,25.09,
2512.234,60.4,24,60,62,,25.09,
2512.234,60.4,24,60,62,,25.09,
2512.384,61.53,24.12,60,62,,25.03,
2512.384,61.53,24.12,60,62,,25.03,
2512.384,61.53,24.12,60,62,,25.03,
2512.384,61.53,24.12,60,62,,25.03,
2512.384,61.53,24.12,60,62,,25.03,
2512.534,62.36,24.24,60,62,,24.97,
2512.534,62.36,24.24,60,62,,24.97,
2512.534,62.36,24.24,60,62,,24.97,
2512.534,62.36,24.24,60,62,,24.97,
2512.534,62.36,24.24,60,62,,24.97,
2512.684,63.16,24.37,60,62,,24.92,
2512.684,63.16,24.37,60,62,,24.92,
2512.684,63.16,24.37,60,62,,24.92,
2512.684,63.16,24.37,60,62,,24.92,
2512.684,63.16,24.37,60,62,,24.92,
2512.721,,,,,22.76,,22.16
2512.721,,,,,22.76,,22.16
2512.834,64.22,24.5,60,62,,24.86,
2512.834,64.22,24.5,60,62,,24.86,
2512.834,64.22,24.5,60,62,,24.86,
2512.834,64.22,24.5,60,62,,24.86,
2512.834,64.22,24.5,60,62,,24.86,
2512.984,65,24.64,60,62,,24.81,
2512.984,65,24.64,60,62,,24.81,
2512.984,65,24.64,60,62,,24.81,
2512.984,65,24.64,60,62,,24.81,
2512.984,65,24.64,60,62,,24.81,
2513.134,65.78,24.79,60,62,,24.78,
2513.134,65.78,24.79,60,62,,24.78,
2513.134,65.78,24.79,60,62,,24.78,
2513.134,65.78,24.79,60,62,,24.78,
2513.134,65.78,24.79,60,62,,24.78,
2513.284,66.8,24.94,60,62,23.03,24.75,22.22
2513.284,66.8,24.94,60,62,23.03,24.75,22.22
2513.284,66.8,24.94,60,62,23.03,24.75,22.22
2513.284,66.8,24.94,60,62,23.03,24.75,22.22
2513.284,66.8,24.94,60,62,23.03,24.75,22.22
2513.284,66.8,24.94,60,62,23.03,24.75,22.22
2513.284,66.8,24.94,60,62,23.03,24.75,22.22
2513.434,67.53,25.09,60,62,,24.71,
2513.434,67.53,25.09,60,62,,24.71,
2513.434,67.53,25.09,60,62,,24.71,
2513.434,67.53,25.09,60,62,,24.71,
2513.434,67.53,25.09,60,62,,24.71,
2513.584,68.27,25.25,60,62,,24.69,
2513.584,68.27,25.25,60,62,,24.69,
2513.584,68.27,25.25,60,62,,24.69,
2513.584,68.27,25.25,60,62,,24.69,
2513.584,68.27,25.25,60,62,,24.69,
2513.734,69.2,25.42,60,62,,24.64,
2513.734,69.2,25.42,60,62,,24.64,
2513.734,69.2,25.42,60,62,,24.64,
2513.734,69.2,25.42,60,62,,24.64,
2513.734,69.2,25.42,60,62,,24.64,
2513.884,69.91,25.59,60,62,23.41,24.62,22.08
2513.884,69.91,25.59,60,62,23.41,24.62,22.08
2513.884,69.91,25.59,60,62,23.41,24.62,22.08
2513.884,69.91,25.59,60,62,23.41,24.62,22.08
2513.884,69.91,25.59,60,62,23.41,24.62,22.08
2513.884,69.91,25.59,60,62,23.41,24.62,22.08
2513.884,69.91,25.59,60,62,23.41,24.62,22.08
2514.034,70.6,25.76,60,62,,24.58,
2514.034,70.6,25.76,60,62,,24.58,
2514.034,70.6,25.76,60,62,,24.58,
2514.034,70.6,25.76,60,62,,24.58,
2514.034,70.6,25.76,60,62,,24.58,
2514.184,71.51,25.94,60,62,,24.53,
2514.184,71.51,25.94,60,62,,24.53,
2514.184,71.51,25.94,60,62,,24.53,
2514.184,71.51,25.94,60,62,,24.53,
2514.184,71.51,25.94,60,62,,24.53,
2514.334,72.19,26.12,60,62,,24.51,
2514.334,72.19,26.12,60,62,,24.51,
2514.334,72.19,26.12,60,62,,24.51,
2514.334,72.19,26.12,60,62,,24.51,
2514.334,72.19,26.12,60,62,,24.51,
2514.484,72.86,26.3,60,62,24.5,24.47,22.08
2514.484,72.86,26.3,60,62,24.5,24.47,22.08
2514.484,72.86,26.3,60,62,24.5,24.47,22.08
2514.484,72.86,26.3,60,62,24.5,24.47,22.08
2514.484,72.86,26.3,60,62,24.5,24.47,22.08
2514.484,72.86,26.3,60,62,24.5,24.47,22.08
2514.484,72.86,26.3,60,62,24.5,24.47,22.08
2514.634,73.7,26.5,60,62,,24.43,
2514.634,73.7,26.5,60,62,,24.43,
2514.634,73.7,26.5,60,62,,24.43,
2514.634,73.7,26.5,60,62,,24.43,
2514.634,73.7,26.5,60,62,,24.43,
2514.784,74.33,26.68,60,62,,24.4,
2514.784,74.33,26.68,60,62,,24.4,
2514.784,74.33,26.68,60,62,,24.4,
2514.784,74.33,26.68,60,62,,24.4,
2514.784,74.33,26.68,60,62,,24.4,
2514.934,74.96,26.88,60,62,,24.37,
2514.934,74.96,26.88,60,62,,24.37,
2514.934,74.96,26.88,60,62,,24.37,
2514.934,74.96,26.88,60,62,,24.37,
2514.934,74.96,26.88,60,62,,24.37,
2515.084,75.77,27.09,60,62,25.05,24.33,22.09
2515.084,75.77,27.09,60,62,25.05,24.33,22.09
2515.084,75.77,27.09,60,62,25.05,24.33,22.09
2515.084,75.77,27.09,60,62,25.05,24.33,22.09
2515.084,75.77,27.09,60,62,25.05,24.33,22.09
