timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output
2438.79,32.01,24,40,65,24.2,32.46,100
2438.79,32.01,24,40,65,24.2,32.46,100
2438.79,32.01,24,40,65,24.2,32.46,100
2438.79,32.01,24,40,65,24.2,32.46,100
2438.79,32.01,24,40,65,24.2,32.46,100
2438.79,32.01,24,40,65,24.2,32.46,100
2438.941,32,24,40,65,24.2,32.47,100
2438.941,32,24,40,65,24.2,32.47,100
2438.941,32,24,40,65,24.2,32.47,100
2438.941,32,24,40,65,24.2,32.47,100
2438.941,32,24,40,65,24.2,32.47,100
2438.941,32,24,40,65,24.2,32.47,100
2439.091,32.21,24,40,65,24.2,32.45,100
2439.091,32.21,24,40,65,24.2,32.45,100
2439.091,32.21,24,40,65,24.2,32.45,100
2439.091,32.21,24,40,65,24.2,32.45,100
2439.091,32.21,24,40,65,24.2,32.45,100
2439.091,32.21,24,40,65,24.2,32.45,100
2439.24,32.7,24,40,65,24.2,32.44,100
2439.24,32.7,24,40,65,24.2,32.44,100
2439.24,32.7,24,40,65,24.2,32.44,100
2439.24,32.7,24,40,65,24.2,32.44,100
2439.24,32.7,24,40,65,24.2,32.44,100
2439.24,32.7,24,40,65,24.2,32.44,100
2439.39,33.45,24,40,65,24.2,32.41,100
2439.39,33.45,24,40,65,24.2,32.41,100
2439.39,33.45,24,40,65,24.2,32.41,100
2439.39,33.45,24,40,65,24.2,32.41,100
2439.39,33.45,24,40,65,24.2,32.41,100
2439.39,33.45,24,40,65,24.2,32.41,100
2439.541,34.72,24,40,65,24.2,32.35,100
2439.541,34.72,24,40,65,24.2,32.35,100
2439.541,34.72,24,40,65,24.2,32.35,100
2439.541,34.72,24,40,65,24.2,32.35,100
2439.541,34.72,24,40,65,24.2,32.35,100
2439.541,34.72,24,40,65,24.2,32.35,100
2439.691,35.8,24,40,65,24.2,32.29,100
2439.691,35.8,24,40,65,24.2,32.29,100
2439.691,35.8,24,40,65,24.2,32.29,100
2439.691,35.8,24,40,65,24.2,32.29,100
2439.691,35.8,24,40,65,24.2,32.29,100
2439.691,35.8,24,40,65,24.2,32.29,100
2439.691,35.8,24,40,65,24.2,32.29,100
2439.841,36.99,24,40,65,,32.23,100
2439.841,36.99,24,40,65,,32.23,100
2439.841,36.99,24,40,65,,32.23,100
2439.841,36.99,24,40,65,,32.23,100
2439.841,36.99,24,40,65,,32.23,100
2439.841,36.99,24,40,65,,32.23,100
2439.99,38.63,24,40,65,,32.14,100
2439.99,38.63,24,40,65,,32.14,100
2439.99,38.63,24,40,65,,32.14,100
2439.99,38.63,24,40,65,,32.14,100
2439.99,38.63,24,40,65,,32.14,100
2439.99,38.63,24,40,65,,32.14,100
2440.141,39.91,24,40,65,,32.08,100
2440.141,39.91,24,40,65,,32.08,100
2440.141,39.91,24,40,65,,32.08,100
2440.141,39.91,24,40,65,,32.08,100
2440.141,39.91,24,40,65,,32.08,100
2440.141,39.91,24,40,65,,32.08,100
2440.291,41.21,24,40,65,,32.01,100
2440.291,41.21,24,40,65,,32.01,100
2440.291,41.21,24,40,65,,32.01,100
2440.291,41.21,24,40,65,,32.01,100
2440.291,41.21,24,40,65,,32.01,100
2440.291,41.21,24,40,65,,32.01,100
2440.441,42.95,24,40,65,,31.92,100
2440.441,42.95,24,40,65,,31.92,100
2440.441,42.95,24,40,65,,31.92,100
2440.441,42.95,24,40,65,,31.92,100
2440.441,42.95,24,40,65,,31.92,100
2440.441,42.95,24,40,65,,31.92,100
2440.591,44.27,24,40,65,,31.85,100
2440.591,44.27,24,40,65,,31.85,100
2440.591,44.27,24,40,65,,31.85,100
2440.591,44.27,24,40,65,,31.85,100
2440.591,44.27,24,40,65,,31.85,100
2440.591,44.27,24,40,65,,31.85,100
2440.742,45.58,24,40,65,,31.77,100
2440.742,45.58,24,40,65,,31.77,100
2440.742,45.58,24,40,65,,31.77,100
2440.742,45.58,24,40,65,,31.77,100
2440.742,45.58,24,40,65,,31.77,100
2440.742,45.58,24,40,65,,31.77,100
2440.891,47.3,24,40,65,,31.65,100
2440.891,47.3,24,40,65,,31.65,100
2440.891,47.3,24,40,65,,31.65,100
2440.891,47.3,24,40,65,,31.65,100
2440.891,47.3,24,40,65,,31.65,100
2440.891,47.3,24,40,65,,31.65,100
2441.042,48.59,24,40,65,,31.57,100
2441.042,48.59,24,40,65,,31.57,100
2441.042,48.59,24,40,65,,31.57,100
2441.042,48.59,24,40,65,,31.57,100
2441.042,48.59,24,40,65,,31.57,100
2441.042,48.59,24,40,65,,31.57,100
2441.191,49.88,24,40,65,,31.5,100
2441.191,49.88,24,40,65,,31.5,100
2441.191,49.88,24,40,65,,31.5,100
2441.191,49.88,24,40,65,,31.5,100
2441.191,49.88,24,40,65,,31.5,100
2441.191,49.88,24,40,65,,31.5,100
2441.342,51.55,24,40,65,,31.39,100
2441.342,51.55,24,40,65,,31.39,100
2441.342,51.55,24,40,65,,31.39,100
2441.342,51.55,24,40,65,,31.39,100
2441.342,51.55,24,40,65,,31.39,100
2441.342,51.55,24,40,65,,31.39,100
2441.491,52.79,24,40,65,,31.34,100
2441.491,52.79,24,40,65,,31.34,100
2441.491,52.79,24,40,65,,31.34,100
2441.491,52.79,24,40,65,,31.34,100
2441.491,52.79,24,40,65,,31.34,100
2441.491,52.79,24,40,65,,31.34,100
2441.642,54.03,24,40,65,,31.27,100
2441.642,54.03,24,40,65,,31.27,100
2441.642,54.03,24,40,65,,31.27,100
2441.642,54.03,24,40,65,,31.27,100
2441.642,54.03,24,40,65,,31.27,100
2441.642,54.03,24,40,65,,31.27,100
2441.792,55.63,24,40,65,,31.18,100
2441.792,55.63,24,40,65,,31.18,100
2441.792,55.63,24,40,65,,31.18,100
2441.792,55.63,24,40,65,,31.18,100
2441.792,55.63,24,40,65,,31.18,100
2441.792,55.63,24,40,65,,31.18,100
2441.942,56.84,24,40,65,,31.12,100
2441.942,56.84,24,40,65,,31.12,100
2441.942,56.84,24,40,65,,31.12,100
2441.942,56.84,24,40,65,,31.12,100
2441.942,56.84,24,40,65,,31.12,100
2441.942,56.84,24,40,65,,31.12,100
2442.091,58.02,24,40,65,,31.06,100
2442.091,58.02,24,40,65,,31.06,100
2442.091,58.02,24,40,65,,31.06,100
2442.091,58.02,24,40,65,,31.06,100
2442.091,58.02,24,40,65,,31.06,100
2442.091,58.02,24,40,65,,31.06,100
2442.242,59.57,24,40,65,24.34,30.96,100
2442.242,59.57,24,40,65,24.34,30.96,100
2442.242,59.57,24,40,65,24.34,30.96,100
2442.242,59.57,24,40,65,24.34,30.96,100
2442.242,59.57,24,40,65,24.34,30.96,100
2442.242,59.57,24,40,65,24.34,30.96,100
2442.242,59.57,24,40,65,24.34,30.96,100
2442.391,60.7,24,40,65,,30.9,100
2442.391,60.7,24,40,65,,30.9,100
2442.391,60.7,24,40,65,,30.9,100
2442.391,60.7,24,40,65,,30.9,100
