timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output
2585.918,37.59,24,40,65,24.64,37.5,100
2585.918,37.59,24,40,65,24.64,37.5,100
2585.918,37.59,24,40,65,24.64,37.5,100
2585.918,37.59,24,40,65,24.64,37.5,100
2585.918,37.59,24,40,65,24.64,37.5,100
2585.918,37.59,24,40,65,24.64,37.5,100
2586.069,37.63,24,40,65,24.64,37.5,100
2586.069,37.63,24,40,65,24.64,37.5,100
2586.069,37.63,24,40,65,24.64,37.5,100
2586.069,37.63,24,40,65,24.64,37.5,100
2586.069,37.63,24,40,65,24.64,37.5,100
2586.069,37.63,24,40,65,24.64,37.5,100
2586.219,38.01,24,40,65,24.64,37.48,100
2586.219,38.01,24,40,65,24.64,37.48,100
2586.219,38.01,24,40,65,24.64,37.48,100
2586.219,38.01,24,40,65,24.64,37.48,100
2586.219,38.01,24,40,65,24.64,37.48,100
2586.219,38.01,24,40,65,24.64,37.48,100
2586.369,38.76,24,40,65,24.64,37.46,100
2586.369,38.76,24,40,65,24.64,37.46,100
2586.369,38.76,24,40,65,24.64,37.46,100
2586.369,38.76,24,40,65,24.64,37.46,100
2586.369,38.76,24,40,65,24.64,37.46,100
2586.369,38.76,24,40,65,24.64,37.46,100
2586.369,38.76,24,40,65,24.64,37.46,100
2586.519,40.11,24,40,65,,37.42,100
2586.519,40.11,24,40,65,,37.42,100
2586.519,40.11,24,40,65,,37.42,100
2586.519,40.11,24,40,65,,37.42,100
2586.519,40.11,24,40,65,,37.42,100
2586.519,40.11,24,40,65,,37.42,100
2586.669,41.27,24,40,65,,37.37,100
2586.669,41.27,24,40,65,,37.37,100
2586.669,41.27,24,40,65,,37.37,100
2586.669,41.27,24,40,65,,37.37,100
2586.669,41.27,24,40,65,,37.37,100
2586.669,41.27,24,40,65,,37.37,100
2586.819,42.47,24,40,65,,37.32,100
2586.819,42.47,24,40,65,,37.32,100
2586.819,42.47,24,40,65,,37.32,100
2586.819,42.47,24,40,65,,37.32,100
2586.819,42.47,24,40,65,,37.32,100
2586.819,42.47,24,40,65,,37.32,100
2586.969,44.13,24,40,65,24.82,37.26,100
2586.969,44.13,24,40,65,24.82,37.26,100
2586.969,44.13,24,40,65,24.82,37.26,100
2586.969,44.13,24,40,65,24.82,37.26,100
2586.969,44.13,24,40,65,24.82,37.26,100
2586.969,44.13,24,40,65,24.82,37.26,100
2586.969,44.13,24,40,65,24.82,37.26,100
2587.119,45.4,24,40,65,,37.2,100
2587.119,45.4,24,40,65,,37.2,100
2587.119,45.4,24,40,65,,37.2,100
2587.119,45.4,24,40,65,,37.2,100
2587.119,45.4,24,40,65,,37.2,100
2587.119,45.4,24,40,65,,37.2,100
2587.269,46.68,24,40,65,,37.13,100
2587.269,46.68,24,40,65,,37.13,100
2587.269,46.68,24,40,65,,37.13,100
2587.269,46.68,24,40,65,,37.13,100
2587.269,46.68,24,40,65,,37.13,100
2587.269,46.68,24,40,65,,37.13,100
2587.419,48.41,24,40,65,,37.05,100
2587.419,48.41,24,40,65,,37.05,100
2587.419,48.41,24,40,65,,37.05,100
2587.419,48.41,24,40,65,,37.05,100
2587.419,48.41,24,40,65,,37.05,100
2587.419,48.41,24,40,65,,37.05,100
2587.569,49.7,24,40,65,,36.98,100
2587.569,49.7,24,40,65,,36.98,100
2587.569,49.7,24,40,65,,36.98,100
