timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output
5719.719,39.97,24,40,65,24.53,40.41,100
5719.719,39.97,24,40,65,24.53,40.41,100
5719.719,39.97,24,40,65,24.53,40.41,100
5719.719,39.97,24,40,65,24.53,40.41,100
5719.719,39.97,24,40,65,24.53,40.41,100
5719.719,39.97,24,40,65,24.53,40.41,100
5719.869,39.95,24,40,65,24.53,40.4,100
5719.869,39.95,24,40,65,24.53,40.4,100
5719.869,39.95,24,40,65,24.53,40.4,100
5719.869,39.95,24,40,65,24.53,40.4,100
5719.869,39.95,24,40,65,24.53,40.4,100
5719.869,39.95,24,40,65,24.53,40.4,100
5720.019,40.06,24,40,65,24.53,40.39,100
5720.019,40.06,24,40,65,24.53,40.39,100
5720.019,40.06,24,40,65,24.53,40.39,100
5720.019,40.06,24,40,65,24.53,40.39,100
5720.019,40.06,24,40,65,24.53,40.39,100
5720.019,40.06,24,40,65,24.53,40.39,100
5720.169,40.43,24,40,65,24.53,40.37,100
5720.169,40.43,24,40,65,24.53,40.37,100
5720.169,40.43,24,40,65,24.53,40.37,100
5720.169,40.43,24,40,65,24.53,40.37,100
5720.169,40.43,24,40,65,24.53,40.37,100
5720.169,40.43,24,40,65,24.53,40.37,100
5720.319,41.09,24,40,65,24.53,40.34,100
5720.319,41.09,24,40,65,24.53,40.34,100
5720.319,41.09,24,40,65,24.53,40.34,100
5720.319,41.09,24,40,65,24.53,40.34,100
5720.319,41.09,24,40,65,24.53,40.34,100
5720.319,41.09,24,40,65,24.53,40.34,100
5720.469,42.26,24,40,65,24.53,40.28,100
5720.469,42.26,24,40,65,24.53,40.28,100
5720.469,42.26,24,40,65,24.53,40.28,100
5720.469,42.26,24,40,65,24.53,40.28,100
5720.469,42.26,24,40,65,24.53,40.28,100
5720.469,42.26,24,40,65,24.53,40.28,100
5720.619,43.3,24,40,65,24.53,40.23,100
5720.619,43.3,24,40,65,24.53,40.23,100
5720.619,43.3,24,40,65,24.53,40.23,100
5720.619,43.3,24,40,65,24.53,40.23,100
5720.619,43.3,24,40,65,24.53,40.23,100
5720.619,43.3,24,40,65,24.53,40.23,100
5720.769,44.44,24,40,65,24.53,40.16,100
5720.769,44.44,24,40,65,24.53,40.16,100
5720.769,44.44,24,40,65,24.53,40.16,100
5720.769,44.44,24,40,65,24.53,40.16,100
5720.769,44.44,24,40,65,24.53,40.16,100
5720.769,44.44,24,40,65,24.53,40.16,100
5720.92,46.04,24,40,65,24.53,40.06,100
5720.92,46.04,24,40,65,24.53,40.06,100
5720.92,46.04,24,40,65,24.53,40.06,100
5720.92,46.04,24,40,65,24.53,40.06,100
5720.92,46.04,24,40,65,24.53,40.06,100
5720.92,46.04,24,40,65,24.53,40.06,100
5721.07,47.3,24,40,65,24.53,40,100
