timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output
10135.813,39.42,24,40,65,24.08,38.62,100
10135.813,39.42,24,40,65,24.08,38.62,100
10135.813,39.42,24,40,65,24.08,38.62,100
10135.813,39.42,24,40,65,24.08,38.62,100
10135.813,39.42,24,40,65,24.08,38.62,100
10135.813,39.42,24,40,65,24.08,38.62,100
10135.963,39.48,24,40,65,24.08,38.61,100
10135.963,39.48,24,40,65,24.08,38.61,100
10135.963,39.48,24,40,65,24.08,38.61,100
10135.963,39.48,24,40,65,24.08,38.61,100
10135.963,39.48,24,40,65,24.08,38.61,100
10135.963,39.48,24,40,65,24.08,38.61,100
10136.113,39.84,24,40,65,24.08,38.6,100
10136.113,39.84,24,40,65,24.08,38.6,100
10136.113,39.84,24,40,65,24.08,38.6,100
10136.113,39.84,24,40,65,24.08,38.6,100
10136.113,39.84,24,40,65,24.08,38.6,100
10136.113,39.84,24,40,65,24.08,38.6,100
10136.113,39.84,24,40,65,24.08,38.6,100
10136.263,40.58,24,40,65,,38.58,100
10136.263,40.58,24,40,65,,38.58,100
10136.263,40.58,24,40,65,,38.58,100
10136.263,40.58,24,40,65,,38.58,100
10136.263,40.58,24,40,65,,38.58,100
10136.263,40.58,24,40,65,,38.58,100
10136.413,41.92,24,40,65,,38.54,100
10136.413,41.92,24,40,65,,38.54,100
10136.413,41.92,24,40,65,,38.54,100
10136.413,41.92,24,40,65,,38.54,100
10136.413,41.92,24,40,65,,38.54,100
10136.413,41.92,24,40,65,,38.54,100
10136.563,43.05,24,40,65,,38.5,100
10136.563,43.05,24,40,65,,38.5,100
10136.563,43.05,24,40,65,,38.5,100
10136.563,43.05,24,40,65,,38.5,100
10136.563,43.05,24,40,65,,38.5,100
10136.563,43.05,24,40,65,,38.5,100
10136.714,44.25,24,40,65,24.18,38.44,100
10136.714,44.25,24,40,65,24.18,38.44,100
10136.714,44.25,24,40,65,24.18,38.44,100
10136.714,44.25,24,40,65,24.18,38.44,100
10136.714,44.25,24,40,65,24.18,38.44,100
10136.714,44.25,24,40,65,24.18,38.44,100
10136.714,44.25,24,40,65,24.18,38.44,100
10136.864,45.92,24,40,65,,38.37,100
10136.864,45.92,24,40,65,,38.37,100
10136.864,45.92,24,40,65,,38.37,100
10136.864,45.92,24,40,65,,38.37,100
10136.864,45.92,24,40,65,,38.37,100
10136.864,45.92,24,40,65,,38.37,100
10137.014,47.19,24,40,65,,38.32,100
10137.014,47.19,24,40,65,,38.32,100
10137.014,47.19,24,40,65,,38.32,100
10137.014,47.19,24,40,65,,38.32,100
10137.014,47.19,24,40,65,,38.32,100
10137.014,47.19,24,40,65,,38.32,100
10137.164,48.47,24,40,65,,38.25,100
10137.164,48.47,24,40,65,,38.25,100
10137.164,48.47,24,40,65,,38.25,100
10137.164,48.47,24,40,65,,38.25,100
10137.164,48.47,24,40,65,,38.25,100
10137.164,48.47,24,40,65,,38.25,100
10137.315,50.21,24,40,65,24.18,38.16,100
10137.315,50.21,24,40,65,24.18,38.16,100
10137.315,50.21,24,40,65,24.18,38.16,100
10137.315,50.21,24,40,65,24.18,38.16,100
10137.315,50.21,24,40,65,24.18,38.16,100
10137.315,50.21,24,40,65,24.18,38.16,100
10137.315,50.21,24,40,65,24.18,38.16,100
10137.465,51.51,24,40,65,,38.09,100
10137.465,51.51,24,40,65,,38.09,100
10137.465,51.51,24,40,65,,38.09,100
10137.465,51.51,24,40,65,,38.09,100
10137.465,51.51,24,40,65,,38.09,100
10137.465,51.51,24,40,65,,38.09,100
10137.615,52.8,24,40,65,,38.04,100
10137.615,52.8,24,40,65,,38.04,100
10137.615,52.8,24,40,65,,38.04,100
10137.615,52.8,24,40,65,,38.04,100
10137.615,52.8,24,40,65,,38.04,100
10137.615,52.8,24,40,65,,38.04,100
