timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output
4945.53,33.19,24,40,65,28.27,33.64,100
4945.53,33.19,24,40,65,28.27,33.64,100
4945.53,33.19,24,40,65,28.27,33.64,100
4945.53,33.19,24,40,65,28.27,33.64,100
4945.53,33.19,24,40,65,28.27,33.64,100
4945.53,33.19,24,40,65,28.27,33.64,100
4945.681,33.19,24,40,65,28.27,33.64,100
4945.681,33.19,24,40,65,28.27,33.64,100
4945.681,33.19,24,40,65,28.27,33.64,100
4945.681,33.19,24,40,65,28.27,33.64,100
4945.681,33.19,24,40,65,28.27,33.64,100
4945.681,33.19,24,40,65,28.27,33.64,100
4945.831,33.3,24,40,65,28.27,33.63,100
4945.831,33.3,24,40,65,28.27,33.63,100
4945.831,33.3,24,40,65,28.27,33.63,100
4945.831,33.3,24,40,65,28.27,33.63,100
4945.831,33.3,24,40,65,28.27,33.63,100
4945.831,33.3,24,40,65,28.27,33.63,100
4945.981,33.68,24,40,65,28.27,33.61,100
4945.981,33.68,24,40,65,28.27,33.61,100
4945.981,33.68,24,40,65,28.27,33.61,100
4945.981,33.68,24,40,65,28.27,33.61,100
4945.981,33.68,24,40,65,28.27,33.61,100
4945.981,33.68,24,40,65,28.27,33.61,100
4946.132,34.33,24,40,65,28.27,33.59,100
4946.132,34.33,24,40,65,28.27,33.59,100
4946.132,34.33,24,40,65,28.27,33.59,100
4946.132,34.33,24,40,65,28.27,33.59,100
4946.132,34.33,24,40,65,28.27,33.59,100
4946.132,34.33,24,40,65,28.27,33.59,100
4946.281,35.51,24,40,65,28.27,33.54,100
4946.281,35.51,24,40,65,28.27,33.54,100
4946.281,35.51,24,40,65,28.27,33.54,100
4946.281,35.51,24,40,65,28.27,33.54,100
4946.281,35.51,24,40,65,28.27,33.54,100
4946.281,35.51,24,40,65,28.27,33.54,100
4946.431,36.56,24,40,65,28.27,33.48,100
4946.431,36.56,24,40,65,28.27,33.48,100
4946.431,36.56,24,40,65,28.27,33.48,100
4946.431,36.56,24,40,65,28.27,33.48,100
4946.431,36.56,24,40,65,28.27,33.48,100
4946.431,36.56,24,40,65,28.27,33.48,100
4946.494,,,,,28.27,,
4946.581,37.72,24,40,65,,33.42,100
4946.581,37.72,24,40,65,,33.42,100
4946.581,37.72,24,40,65,,33.42,100
4946.581,37.72,24,40,65,,33.42,100
4946.581,37.72,24,40,65,,33.42,100
4946.581,37.72,24,40,65,,33.42,100
4946.731,39.35,24,40,65,,33.34,100
4946.731,39.35,24,40,65,,33.34,100
4946.731,39.35,24,40,65,,33.34,100
4946.731,39.35,24,40,65,,33.34,100
4946.731,39.35,24,40,65,,33.34,100
4946.731,39.35,24,40,65,,33.34,100
4946.881,40.62,24,40,65,,33.26,100
4946.881,40.62,24,40,65,,33.26,100
4946.881,40.62,24,40,65,,33.26,100
4946.881,40.62,24,40,65,,33.26,100
4946.881,40.62,24,40,65,,33.26,100
4946.881,40.62,24,40,65,,33.26,100
4947.031,41.91,24,40,65,,33.19,100
4947.031,41.91,24,40,65,,33.19,100
4947.031,41.91,24,40,65,,33.19,100
4947.031,41.91,24,40,65,,33.19,100
4947.031,41.91,24,40,65,,33.19,100
4947.031,41.91,24,40,65,,33.19,100
4947.182,43.65,24,40,65,,33.1,100
4947.182,43.65,24,40,65,,33.1,100
4947.182,43.65,24,40,65,,33.1,100
4947.182,43.65,24,40,65,,33.1,100
4947.182,43.65,24,40,65,,33.1,100
4947.182,43.65,24,40,65,,33.1,100
4947.332,44.96,24,40,65,,33.02,100
