timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output
980.111,38.83,24,40,65,22.8,37.78,100
980.111,38.83,24,40,65,22.8,37.78,100
980.111,38.83,24,40,65,22.8,37.78,100
980.111,38.83,24,40,65,22.8,37.78,100
980.111,38.83,24,40,65,22.8,37.78,100
980.111,38.83,24,40,65,22.8,37.78,100
980.261,38.88,24,40,65,22.8,37.77,100
980.261,38.88,24,40,65,22.8,37.77,100
980.261,38.88,24,40,65,22.8,37.77,100
980.261,38.88,24,40,65,22.8,37.77,100
980.261,38.88,24,40,65,22.8,37.77,100
980.261,38.88,24,40,65,22.8,37.77,100
980.411,39.22,24,40,65,22.8,37.75,100
980.411,39.22,24,40,65,22.8,37.75,100
980.411,39.22,24,40,65,22.8,37.75,100
980.411,39.22,24,40,65,22.8,37.75,100
980.411,39.22,24,40,65,22.8,37.75,100
980.411,39.22,24,40,65,22.8,37.75,100
980.562,40.24,24,40,65,22.8,37.72,100
980.562,40.24,24,40,65,22.8,37.72,100
980.562,40.24,24,40,65,22.8,37.72,100
980.562,40.24,24,40,65,22.8,37.72,100
980.562,40.24,24,40,65,22.8,37.72,100
980.562,40.24,24,40,65,22.8,37.72,100
980.562,40.24,24,40,65,22.8,37.72,100
980.712,41.27,24,40,65,,37.68,100
980.712,41.27,24,40,65,,37.68,100
980.712,41.27,24,40,65,,37.68,100
980.712,41.27,24,40,65,,37.68,100
980.712,41.27,24,40,65,,37.68,100
980.712,41.27,24,40,65,,37.68,100
980.862,42.41,24,40,65,,37.64,100
980.862,42.41,24,40,65,,37.64,100
980.862,42.41,24,40,65,,37.64,100
980.862,42.41,24,40,65,,37.64,100
980.862,42.41,24,40,65,,37.64,100
980.862,42.41,24,40,65,,37.64,100
981.013,44.01,24,40,65,,37.58,100
981.013,44.01,24,40,65,,37.58,100
981.013,44.01,24,40,65,,37.58,100
981.013,44.01,24,40,65,,37.58,100
981.013,44.01,24,40,65,,37.58,100
981.013,44.01,24,40,65,,37.58,100
981.162,45.27,24,40,65,22.9,37.52,100
981.162,45.27,24,40,65,22.9,37.52,100
981.162,45.27,24,40,65,22.9,37.52,100
981.162,45.27,24,40,65,22.9,37.52,100
981.162,45.27,24,40,65,22.9,37.52,100
981.162,45.27,24,40,65,22.9,37.52,100
981.162,45.27,24,40,65,22.9,37.52,100
981.312,46.54,24,40,65,,37.45,100
981.312,46.54,24,40,65,,37.45,100
981.312,46.54,24,40,65,,37.45,100
981.312,46.54,24,40,65,,37.45,100
981.312,46.54,24,40,65,,37.45,100
981.312,46.54,24,40,65,,37.45,100
981.463,48.24,24,40,65,,37.37,100
981.463,48.24,24,40,65,,37.37,100
981.463,48.24,24,40,65,,37.37,100
981.463,48.24,24,40,65,,37.37,100
981.463,48.24,24,40,65,,37.37,100
981.463,48.24,24,40,65,,37.37,100
981.613,49.54,24,40,65,,37.3,100
981.613,49.54,24,40,65,,37.3,100
981.613,49.54,24,40,65,,37.3,100
981.613,49.54,24,40,65,,37.3,100
981.613,49.54,24,40,65,,37.3,100
981.613,49.54,24,40,65,,37.3,100
981.763,50.84,24,40,65,22.91,37.24,100
981.763,50.84,24,40,65,22.91,37.24,100
981.763,50.84,24,40,65,22.91,37.24,100
981.763,50.84,24,40,65,22.91,37.24,100
981.763,50.84,24,40,65,22.91,37.24,100
981.763,50.84,24,40,65,22.91,37.24,100
981.763,50.84,24,40,65,22.91,37.24,100
981.913,52.58,24,40,65,,37.14,100
981.913,52.58,24,40,65,,37.14,100
981.913,52.58,24,40,65,,37.14,100
981.913,52.58,24,40,65,,37.14,100
981.913,52.58,24,40,65,,37.14,100
981.913,52.58,24,40,65,,37.14,100
982.063,53.88,24,40,65,,37.07,100
982.063,53.88,24,40,65,,37.07,100
982.063,53.88,24,40,65,,37.07,100
982.063,53.88,24,40,65,,37.07,100
982.063,53.88,24,40,65,,37.07,100
982.063,53.88,24,40,65,,37.07,100
982.214,55.18,24,40,65,,37.01,100
982.214,55.18,24,40,65,,37.01,100
982.214,55.18,24,40,65,,37.01,100
982.214,55.18,24,40,65,,37.01,100
982.214,55.18,24,40,65,,37.01,100
982.214,55.18,24,40,65,,37.01,100
982.363,56.88,24,40,65,,36.91,100
982.363,56.88,24,40,65,,36.91,100
982.363,56.88,24,40,65,,36.91,100
982.363,56.88,24,40,65,,36.91,100
982.363,56.88,24,40,65,,36.91,100
982.363,56.88,24,40,65,,36.91,100
982.513,58.15,24,40,65,23.04,36.84,100
982.513,58.15,24,40,65,23.04,36.84,100
982.513,58.15,24,40,65,23.04,36.84,100
982.513,58.15,24,40,65,23.04,36.84,100
982.513,58.15,24,40,65,23.04,36.84,100
982.513,58.15,24,40,65,23.04,36.84,100
982.513,58.15,24,40,65,23.04,36.84,100
982.663,59.41,24,40,65,,36.77,100
982.663,59.41,24,40,65,,36.77,100
982.663,59.41,24,40,65,,36.77,100
982.663,59.41,24,40,65,,36.77,100
982.663,59.41,24,40,65,,36.77,100
982.663,59.41,24,40,65,,36.77,100
982.814,61.08,24,40,65,,36.67,100
982.814,61.08,24,40,65,,36.67,100
982.814,61.08,24,40,65,,36.67,100
982.814,61.08,24,40,65,,36.67,100
982.814,61.08,24,40,65,,36.67,100
982.814,61.08,24,40,65,,36.67,100
982.964,62.29,24,40,65,,36.62,100
982.964,62.29,24,40,65,,36.62,100
982.964,62.29,24,40,65,,36.62,100
982.964,62.29,24,40,65,,36.62,100
982.964,62.29,24,40,65,,36.62,100
982.964,62.29,24,40,65,,36.62,100
983.114,63.5,24,40,65,23.15,36.55,100
983.114,63.5,24,40,65,23.15,36.55,100
983.114,63.5,24,40,65,23.15,36.55,100
983.114,63.5,24,40,65,23.15,36.55,100
983.114,63.5,24,40,65,23.15,36.55,100
983.114,63.5,24,40,65,23.15,36.55,100
983.114,63.5,24,40,65,23.15,36.55,100
983.266,65.12,24,40,65,,36.48,100
983.266,65.12,24,40,65,,36.48,100
983.266,65.12,24,40,65,,36.48,100
983.266,65.12,24,40,65,,36.48,100
983.266,65.12,24,40,65,,36.48,100
983.266,65.12,24,40,65,,36.48,100
983.415,66.3,24,40,65,,36.41,100
983.415,66.3,24,40,65,,36.41,100
983.415,66.3,24,40,65,,36.41,100
983.415,66.3,24,40,65,,36.41,100
983.415,66.3,24,40,65,,36.41,100
983.415,66.3,24,40,65,,36.41,100
983.565,67.46,24,40,65,,36.34,100
983.565,67.46,24,40,65,,36.34,100
983.565,67.46,24,40,65,,36.34,100
983.565,67.46,24,40,65,,36.34,100
983.565,67.46,24,40,65,,36.34,100
983.565,67.46,24,40,65,,36.34,100
983.716,68.99,24,40,65,23.33,36.28,100
983.716,68.99,24,40,65,23.33,36.28,100
983.716,68.99,24,40,65,23.33,36.28,100
983.716,68.99,24,40,65,23.33,36.28,100
983.716,68.99,24,40,65,23.33,36.28,100
983.716,68.99,24,40,65,23.33,36.28,100
983.716,68.99,24,40,65,23.33,36.28,100
983.866,70.11,24,40,65,,36.22,100
