timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output
1854.861,31.97,24,40,65,25.72,31.69,100
1854.861,31.97,24,40,65,25.72,31.69,100
1854.861,31.97,24,40,65,25.72,31.69,100
1854.861,31.97,24,40,65,25.72,31.69,100
1854.861,31.97,24,40,65,25.72,31.69,100
1854.861,31.97,24,40,65,25.72,31.69,100
1855.012,31.98,24,40,65,25.72,31.68,100
1855.012,31.98,24,40,65,25.72,31.68,100
1855.012,31.98,24,40,65,25.72,31.68,100
1855.012,31.98,24,40,65,25.72,31.68,100
1855.012,31.98,24,40,65,25.72,31.68,100
1855.012,31.98,24,40,65,25.72,31.68,100
1855.162,32.22,24,40,65,25.72,31.68,100
1855.162,32.22,24,40,65,25.72,31.68,100
1855.162,32.22,24,40,65,25.72,31.68,100
1855.162,32.22,24,40,65,25.72,31.68,100
1855.162,32.22,24,40,65,25.72,31.68,100
1855.162,32.22,24,40,65,25.72,31.68,100
1855.312,32.86,24,40,65,25.72,31.67,100
1855.312,32.86,24,40,65,25.72,31.67,100
1855.312,32.86,24,40,65,25.72,31.67,100
1855.312,32.86,24,40,65,25.72,31.67,100
1855.312,32.86,24,40,65,25.72,31.67,100
1855.312,32.86,24,40,65,25.72,31.67,100
1855.312,32.86,24,40,65,25.72,31.67,100
1855.462,34.13,24,40,65,,31.63,100
1855.462,34.13,24,40,65,,31.63,100
1855.462,34.13,24,40,65,,31.63,100
1855.462,34.13,24,40,65,,31.63,100
1855.462,34.13,24,40,65,,31.63,100
1855.462,34.13,24,40,65,,31.63,100
1855.612,35.24,24,40,65,,31.59,100
1855.612,35.24,24,40,65,,31.59,100
1855.612,35.24,24,40,65,,31.59,100
1855.612,35.24,24,40,65,,31.59,100
1855.612,35.24,24,40,65,,31.59,100
1855.612,35.24,24,40,65,,31.59,100
1855.762,36.44,24,40,65,,31.55,100
1855.762,36.44,24,40,65,,31.55,100
1855.762,36.44,24,40,65,,31.55,100
1855.762,36.44,24,40,65,,31.55,100
1855.762,36.44,24,40,65,,31.55,100
1855.762,36.44,24,40,65,,31.55,100
1855.912,38.09,24,40,65,25.77,31.48,100
1855.912,38.09,24,40,65,25.77,31.48,100
1855.912,38.09,24,40,65,25.77,31.48,100
1855.912,38.09,24,40,65,25.77,31.48,100
1855.912,38.09,24,40,65,25.77,31.48,100
1855.912,38.09,24,40,65,25.77,31.48,100
1855.912,38.09,24,40,65,25.77,31.48,100
1856.062,39.35,24,40,65,,31.43,100
1856.062,39.35,24,40,65,,31.43,100
1856.062,39.35,24,40,65,,31.43,100
1856.062,39.35,24,40,65,,31.43,100
1856.062,39.35,24,40,65,,31.43,100
1856.062,39.35,24,40,65,,31.43,100
1856.212,40.63,24,40,65,,31.37,100
1856.212,40.63,24,40,65,,31.37,100
1856.212,40.63,24,40,65,,31.37,100
1856.212,40.63,24,40,65,,31.37,100
1856.212,40.63,24,40,65,,31.37,100
1856.212,40.63,24,40,65,,31.37,100
1856.363,42.36,24,40,65,,31.3,100
1856.363,42.36,24,40,65,,31.3,100
1856.363,42.36,24,40,65,,31.3,100
1856.363,42.36,24,40,65,,31.3,100
1856.363,42.36,24,40,65,,31.3,100
1856.363,42.36,24,40,65,,31.3,100
1856.513,43.65,24,40,65,25.83,31.24,100
1856.513,43.65,24,40,65,25.83,31.24,100
1856.513,43.65,24,40,65,25.83,31.24,100
1856.513,43.65,24,40,65,25.83,31.24,100
1856.513,43.65,24,40,65,25.83,31.24,100
1856.513,43.65,24,40,65,25.83,31.24,100
1856.513,43.65,24,40,65,25.83,31.24,100
1856.663,44.94,24,40,65,,31.19,100
1856.663,44.94,24,40,65,,31.19,100
1856.663,44.94,24,40,65,,31.19,100
1856.663,44.94,24,40,65,,31.19,100
1856.663,44.94,24,40,65,,31.19,100
1856.663,44.94,24,40,65,,31.19,100
1856.815,46.69,24,40,65,,31.11,100
1856.815,46.69,24,40,65,,31.11,100
1856.815,46.69,24,40,65,,31.11,100
1856.815,46.69,24,40,65,,31.11,100
1856.815,46.69,24,40,65,,31.11,100
1856.815,46.69,24,40,65,,31.11,100
1856.964,47.98,24,40,65,,31.05,100
1856.964,47.98,24,40,65,,31.05,100
1856.964,47.98,24,40,65,,31.05,100
1856.964,47.98,24,40,65,,31.05,100
1856.964,47.98,24,40,65,,31.05,100
1856.964,47.98,24,40,65,,31.05,100
1857.115,49.29,24,40,65,25.83,30.99,100
1857.115,49.29,24,40,65,25.83,30.99,100
1857.115,49.29,24,40,65,25.83,30.99,100
1857.115,49.29,24,40,65,25.83,30.99,100
1857.115,49.29,24,40,65,25.83,30.99,100
1857.115,49.29,24,40,65,25.83,30.99,100
1857.115,49.29,24,40,65,25.83,30.99,100
1857.265,50.98,24,40,65,,30.91,100
1857.265,50.98,24,40,65,,30.91,100
1857.265,50.98,24,40,65,,30.91,100
1857.265,50.98,24,40,65,,30.91,100
1857.265,50.98,24,40,65,,30.91,100
1857.265,50.98,24,40,65,,30.91,100
1857.415,52.24,24,40,65,,30.85,100
1857.415,52.24,24,40,65,,30.85,100
1857.415,52.24,24,40,65,,30.85,100
1857.415,52.24,24,40,65,,30.85,100
1857.415,52.24,24,40,65,,30.85,100
1857.415,52.24,24,40,65,,30.85,100
1857.565,53.48,24,40,65,,30.79,100
1857.565,53.48,24,40,65,,30.79,100
1857.565,53.48,24,40,65,,30.79,100
1857.565,53.48,24,40,65,,30.79,100
1857.565,53.48,24,40,65,,30.79,100
1857.565,53.48,24,40,65,,30.79,100
1857.715,55.13,24,40,65,25.88,30.72,100
1857.715,55.13,24,40,65,25.88,30.72,100
1857.715,55.13,24,40,65,25.88,30.72,100
1857.715,55.13,24,40,65,25.88,30.72,100
1857.715,55.13,24,40,65,25.88,30.72,100
1857.715,55.13,24,40,65,25.88,30.72,100
1857.715,55.13,24,40,65,25.88,30.72,100
1857.865,56.33,24,40,65,,30.66,100
1857.865,56.33,24,40,65,,30.66,100
1857.865,56.33,24,40,65,,30.66,100
