timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Controlled Ramp Target,dataQStg1Heatsink,dataQStg1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,liquid2,dataQStg1Slug
832.661,28.18,28.18,50,100,,,,,30.7,23.65,
832.661,28.18,28.18,50,100,,,,,30.7,23.65,
832.661,28.18,28.18,50,100,,,,,30.7,23.65,
832.661,28.18,28.18,50,100,,,,,30.7,23.65,
832.812,28.21,28.21,50,100,,,,,30.7,23.65,
832.812,28.21,28.21,50,100,,,,,30.7,23.65,
832.812,28.21,28.21,50,100,,,,,30.7,23.65,
832.812,28.21,28.21,50,100,,,,,30.7,23.65,
832.962,28.68,28.68,50,100,,,,,30.7,23.65,
832.962,28.68,28.68,50,100,,,,,30.7,23.65,
832.962,28.68,28.68,50,100,,,,,30.7,23.65,
832.962,28.68,28.68,50,100,,,,,30.7,23.65,
833.112,29.55,29.55,50,100,,,,,30.7,23.65,
833.112,29.55,29.55,50,100,,,,,30.7,23.65,
833.112,29.55,29.55,50,100,,,,,30.7,23.65,
833.112,29.55,29.55,50,100,,,,,30.7,23.65,
833.154,,,,,,,,,30.7,23.65,
833.154,,,,,,,,,30.7,23.65,
833.262,30.98,30.98,50,100,,,,,,,
833.262,30.98,30.98,50,100,,,,,,,
833.262,30.98,30.98,50,100,,,,,,,
833.262,30.98,30.98,50,100,,,,,,,
833.412,32.31,32.31,50,100,,,,,,,
833.412,32.31,32.31,50,100,,,,,,,
833.412,32.31,32.31,50,100,,,,,,,
833.412,32.31,32.31,50,100,,,,,,,
833.569,34.09,34.09,50,100,,,,,,,
833.569,34.09,34.09,50,100,,,,,,,
833.569,34.09,34.09,50,100,,,,,,,
833.569,34.09,34.09,50,100,,,,,,,
833.712,35.58,35.58,50,100,,,,,,,
833.712,35.58,35.58,50,100,,,,,,,
833.712,35.58,35.58,50,100,,,,,,,
833.712,35.58,35.58,50,100,,,,,,,
833.862,37.53,37.53,50,100,,,,,,,
833.862,37.53,37.53,50,100,,,,,,,
833.862,37.53,37.53,50,100,,,,,,,
833.862,37.53,37.53,50,100,,,,,,,
834.012,39.12,39.12,50,100,,,,,,,
834.012,39.12,39.12,50,100,,,,,,,
834.012,39.12,39.12,50,100,,,,,,,
834.012,39.12,39.12,50,100,,,,,,,
834.102,,,,,,,,,30.71,23.67,
834.102,,,,,,,,,30.71,23.67,
834.177,40.75,40.75,50,100,,,,,,,
834.177,40.75,40.75,50,100,,,,,,,
834.177,40.75,40.75,50,100,,,,,,,
834.177,40.75,40.75,50,100,,,,,,,
834.322,42.54,42.54,50,100,,,,,,,
834.322,42.54,42.54,50,100,,,,,,,
834.322,42.54,42.54,50,100,,,,,,,
834.322,42.54,42.54,50,100,,,,,,,
834.476,43.93,43.93,50,100,,,,,,,
834.476,43.93,43.93,50,100,,,,,,,
834.476,43.93,43.93,50,100,,,,,,,
834.476,43.93,43.93,50,100,,,,,,,
834.622,45.76,45.76,50,100,,,,,,,
834.622,45.76,45.76,50,100,,,,,,,
834.622,45.76,45.76,50,100,,,,,,,
834.622,45.76,45.76,50,100,,,,,,,
834.772,47.26,47.26,50,100,,,,,,,
834.772,47.26,47.26,50,100,,,,,,,
834.772,47.26,47.26,50,100,,,,,,,
834.772,47.26,47.26,50,100,,,,,,,
834.922,48.76,48.76,50,100,,,,,,,
834.922,48.76,48.76,50,100,,,,,,,
834.922,48.76,48.76,50,100,,,,,,,
834.922,48.76,48.76,50,100,,,,,,,
835.072,50.25,50.25,50,100,,,,,,,
835.072,50.25,50.25,50,100,,,,,,,
835.072,50.25,50.25,50,100,,,,,,,
835.072,50.25,50.25,50,100,,,,,,,
835.123,,,,,,,,,30.73,23.85,
835.123,,,,,,,,,30.73,23.85,
835.222,51.8,51.8,50,100,,,,,,,
835.222,51.8,51.8,50,100,,,,,,,
835.222,51.8,51.8,50,100,,,,,,,
835.222,51.8,51.8,50,100,,,,,,,
835.372,53.14,53.14,50,100,,,,,,,
835.372,53.14,53.14,50,100,,,,,,,
835.372,53.14,53.14,50,100,,,,,,,
835.372,53.14,53.14,50,100,,,,,,,
835.532,54.43,54.43,50,100,,,,,,,
835.532,54.43,54.43,50,100,,,,,,,
835.532,54.43,54.43,50,100,,,,,,,
835.532,54.43,54.43,50,100,,,,,,,
835.672,56.01,56.01,50,100,,,,,,,
835.672,56.01,56.01,50,100,,,,,,,
835.672,56.01,56.01,50,100,,,,,,,
835.672,56.01,56.01,50,100,,,,,,,
835.822,57.2,57.2,50,100,,,,,,,
835.822,57.2,57.2,50,100,,,,,,,
835.822,57.2,57.2,50,100,,,,,,,
835.822,57.2,57.2,50,100,,,,,,,
835.972,58.53,58.53,50,100,,,,,,,
835.972,58.53,58.53,50,100,,,,,,,
835.972,58.53,58.53,50,100,,,,,,,
835.972,58.53,58.53,50,100,,,,,,,
836.122,59.98,59.98,50,100,,,,,,,
836.122,59.98,59.98,50,100,,,,,,,
836.122,59.98,59.98,50,100,,,,,,,
836.122,59.98,59.98,50,100,,,,,,,
836.151,,,,,,,,,30.72,23.88,
836.151,,,,,,,,,30.72,23.88,
836.272,61.04,61.04,50,100,,,,,,,
836.272,61.04,61.04,50,100,,,,,,,
836.272,61.04,61.04,50,100,,,,,,,
836.272,61.04,61.04,50,100,,,,,,,
836.422,62.49,62.49,50,100,,,,,,,
836.422,62.49,62.49,50,100,,,,,,,
836.422,62.49,62.49,50,100,,,,,,,
836.422,62.49,62.49,50,100,,,,,,,
836.572,63.72,63.72,50,100,,,,,,,
836.572,63.72,63.72,50,100,,,,,,,
836.572,63.72,63.72,50,100,,,,,,,
836.572,63.72,63.72,50,100,,,,,,,
836.722,64.94,64.94,50,100,,,,,,,
836.722,64.94,64.94,50,100,,,,,,,
836.722,64.94,64.94,50,100,,,,,,,
836.722,64.94,64.94,50,100,,,,,,,
836.872,66.12,66.12,50,100,,,,,,,
836.872,66.12,66.12,50,100,,,,,,,
836.872,66.12,66.12,50,100,,,,,,,
836.872,66.12,66.12,50,100,,,,,,,
837.022,67.19,67.19,50,100,,,,,,,
837.022,67.19,67.19,50,100,,,,,,,
837.022,67.19,67.19,50,100,,,,,,,
837.022,67.19,67.19,50,100,,,,,,,
837.172,68.33,68.33,50,100,,,,,30.69,23.9,
837.172,68.33,68.33,50,100,,,,,30.69,23.9,
837.172,68.33,68.33,50,100,,,,,30.69,23.9,
837.172,68.33,68.33,50,100,,,,,30.69,23.9,
837.172,68.33,68.33,50,100,,,,,30.69,23.9,
837.172,68.33,68.33,50,100,,,,,30.69,23.9,
837.322,69.44,69.44,50,100,,,,,,,
837.322,69.44,69.44,50,100,,,,,,,
837.322,69.44,69.44,50,100,,,,,,,
837.322,69.44,69.44,50,100,,,,,,,
837.472,70.48,70.48,50,100,,,,,,,
837.472,70.48,70.48,50,100,,,,,,,
837.472,70.48,70.48,50,100,,,,,,,
837.472,70.48,70.48,50,100,,,,,,,
837.622,71.55,71.55,50,100,,,,,,,
837.622,71.55,71.55,50,100,,,,,,,
837.622,71.55,71.55,50,100,,,,,,,
837.622,71.55,71.55,50,100,,,,,,,
837.772,72.57,72.57,50,100,,,,,,,
837.772,72.57,72.57,50,100,,,,,,,
837.772,72.57,72.57,50,100,,,,,,,
837.772,72.57,72.57,50,100,,,,,,,
837.922,73.59,73.59,50,100,,,,,,,
837.922,73.59,73.59,50,100,,,,,,,
837.922,73.59,73.59,50,100,,,,,,,
837.922,73.59,73.59,50,100,,,,,,,
838.072,74.57,74.57,50,100,,,,,,,
838.072,74.57,74.57,50,100,,,,,,,
838.072,74.57,74.57,50,100,,,,,,,
838.072,74.57,74.57,50,100,,,,,,,
838.086,,,,,,,,,30.67,23.98,
838.086,,,,,,,,,30.67,23.98,
838.221,75.51,75.51,50,100,,,,,,,
838.221,75.51,75.51,50,100,,,,,,,
838.221,75.51,75.51,50,100,,,,,,,
838.221,75.51,75.51,50,100,,,,,,,
838.372,76.44,76.44,50,100,,,,,,,
838.372,76.44,76.44,50,100,,,,,,,
838.372,76.44,76.44,50,100,,,,,,,
838.372,76.44,76.44,50,100,,,,,,,
838.522,77.36,77.36,50,100,,,,,,,
838.522,77.36,77.36,50,100,,,,,,,
838.522,77.36,77.36,50,100,,,,,,,
838.522,77.36,77.36,50,100,,,,,,,
838.672,78.27,78.27,50,100,,,,,,,
838.672,78.27,78.27,50,100,,,,,,,
838.672,78.27,78.27,50,100,,,,,,,
838.672,78.27,78.27,50,100,,,,,,,
838.822,79.16,79.16,50,100,,,,,,,
838.822,79.16,79.16,50,100,,,,,,,
838.822,79.16,79.16,50,100,,,,,,,
838.822,79.16,79.16,50,100,,,,,,,
838.971,80,80,50,100,,,,,,,
838.971,80,80,50,100,,,,,,,
838.971,80,80,50,100,,,,,,,
838.971,80,80,50,100,,,,,,,
839.122,80.85,80.85,50,100,,,,,,,
839.122,80.85,80.85,50,100,,,,,,,
839.122,80.85,80.85,50,100,,,,,,,
839.122,80.85,80.85,50,100,,,,,,,
839.196,,,,,,,,,31.23,24,
839.196,,,,,,,,,31.23,24,
839.272,81.68,81.68,50,100,,,,,,,
839.272,81.68,81.68,50,100,,,,,,,
839.272,81.68,81.68,50,100,,,,,,,
839.272,81.68,81.68,50,100,,,,,,,
839.421,82.47,82.47,50,100,,,,,,,
839.421,82.47,82.47,50,100,,,,,,,
839.421,82.47,82.47,50,100,,,,,,,
839.421,82.47,82.47,50,100,,,,,,,
839.571,83.27,83.27,50,100,,,,,,,
839.571,83.27,83.27,50,100,,,,,,,
839.571,83.27,83.27,50,100,,,,,,,
839.571,83.27,83.27,50,100,,,,,,,
839.721,84.02,84.02,50,100,,,,,,,
839.721,84.02,84.02,50,100,,,,,,,
839.721,84.02,84.02,50,100,,,,,,,
839.721,84.02,84.02,50,100,,,,,,,
839.872,84.79,84.79,50,100,,,,,,,
839.872,84.79,84.79,50,100,,,,,,,
839.872,84.79,84.79,50,100,,,,,,,
839.872,84.79,84.79,50,100,,,,,,,
840.021,85.49,85.49,50,100,,,,,,,
840.021,85.49,85.49,50,100,,,,,,,
840.021,85.49,85.49,50,100,,,,,,,
840.021,85.49,85.49,50,100,,,,,,,
840.172,86.19,86.19,50,100,,,,,32.51,23.95,
840.172,86.19,86.19,50,100,,,,,32.51,23.95,
840.172,86.19,86.19,50,100,,,,,32.51,23.95,
840.172,86.19,86.19,50,100,,,,,32.51,23.95,
840.172,86.19,86.19,50,100,,,,,32.51,23.95,
840.172,86.19,86.19,50,100,,,,,32.51,23.95,
840.322,86.92,86.92,50,100,,,,,,,
840.322,86.92,86.92,50,100,,,,,,,
840.322,86.92,86.92,50,100,,,,,,,
840.322,86.92,86.92,50,100,,,,,,,
840.471,87.63,87.63,50,100,,,,,,,
840.471,87.63,87.63,50,100,,,,,,,
840.471,87.63,87.63,50,100,,,,,,,
840.471,87.63,87.63,50,100,,,,,,,
840.622,88.33,88.33,50,100,,,,,,,
840.622,88.33,88.33,50,100,,,,,,,
840.622,88.33,88.33,50,100,,,,,,,
840.622,88.33,88.33,50,100,,,,,,,
840.771,88.98,88.98,50,100,,,,,,,
840.771,88.98,88.98,50,100,,,,,,,
840.771,88.98,88.98,50,100,,,,,,,
840.771,88.98,88.98,50,100,,,,,,,
840.921,89.66,89.66,50,100,,,,,,,
840.921,89.66,89.66,50,100,,,,,,,
840.921,89.66,89.66,50,100,,,,,,,
840.921,89.66,89.66,50,100,,,,,,,
841.072,90.28,90.28,50,100,,,,,,,
841.072,90.28,90.28,50,100,,,,,,,
841.072,90.28,90.28,50,100,,,,,,,
841.072,90.28,90.28,50,100,,,,,,,
841.222,90.96,90.96,50,100,,,,,34.3,23.87,
841.222,90.96,90.96,50,100,,,,,34.3,23.87,
841.222,90.96,90.96,50,100,,,,,34.3,23.87,
841.222,90.96,90.96,50,100,,,,,34.3,23.87,
841.222,90.96,90.96,50,100,,,,,34.3,23.87,
841.222,90.96,90.96,50,100,,,,,34.3,23.87,
841.372,91.61,91.61,50,100,,,,,,,
841.372,91.61,91.61,50,100,,,,,,,
841.372,91.61,91.61,50,100,,,,,,,
841.372,91.61,91.61,50,100,,,,,,,
841.522,92.17,92.17,50,100,,,,,,,
841.522,92.17,92.17,50,100,,,,,,,
841.522,92.17,92.17,50,100,,,,,,,
841.522,92.17,92.17,50,100,,,,,,,
841.672,92.77,92.77,50,100,,,,,,,
841.672,92.77,92.77,50,100,,,,,,,
841.672,92.77,92.77,50,100,,,,,,,
841.672,92.77,92.77,50,100,,,,,,,
841.822,93.37,93.37,50,100,,,,,,,
841.822,93.37,93.37,50,100,,,,,,,
841.822,93.37,93.37,50,100,,,,,,,
841.822,93.37,93.37,50,100,,,,,,,
841.972,93.93,93.93,50,100,,,,,,,
841.972,93.93,93.93,50,100,,,,,,,
841.972,93.93,93.93,50,100,,,,,,,
841.972,93.93,93.93,50,100,,,,,,,
842.122,94.53,94.53,50,100,,,,,35.63,23.81,
842.122,94.53,94.53,50,100,,,,,35.63,23.81,
842.122,94.53,94.53,50,100,,,,,35.63,23.81,
842.122,94.53,94.53,50,100,,,,,35.63,23.81,
842.122,94.53,94.53,50,100,,,,,35.63,23.81,
