timeSinceBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
7930.1,33.2,33.23,90,30.39,32.75
7930.1,33.2,33.23,90,30.39,32.75
7930.1,33.2,33.23,90,30.39,32.75
7930.1,33.2,33.23,90,30.39,32.75
7930.3,33.2,33.23,90,30.39,32.75
7930.3,33.2,33.23,90,30.39,32.75
7930.3,33.2,33.23,90,30.39,32.75
7930.3,33.2,33.23,90,30.39,32.75
7930.446,33.25,33.23,90,30.39,32.74
7930.446,33.25,33.23,90,30.39,32.74
7930.446,33.25,33.23,90,30.39,32.74
7930.446,33.25,33.23,90,30.39,32.74
7930.573,,,,30.39,
7930.596,33.44,33.27,90,,32.74
7930.596,33.44,33.27,90,,32.74
7930.596,33.44,33.27,90,,32.74
7930.596,33.44,33.27,90,,32.74
7930.751,34.1,33.42,90,,32.7
7930.751,34.1,33.42,90,,32.7
7930.751,34.1,33.42,90,,32.7
7930.751,34.1,33.42,90,,32.7
7930.896,35.22,33.73,90,,32.65
7930.896,35.22,33.73,90,,32.65
7930.896,35.22,33.73,90,,32.65
7930.896,35.22,33.73,90,,32.65
7931.047,36.29,34.12,90,,32.6
7931.047,36.29,34.12,90,,32.6
7931.047,36.29,34.12,90,,32.6
7931.047,36.29,34.12,90,,32.6
7931.139,,,,30.78,
7931.202,38.1,34.75,90,,32.53
7931.202,38.1,34.75,90,,32.53
7931.202,38.1,34.75,90,,32.53
7931.202,38.1,34.75,90,,32.53
7931.352,38.84,35.27,90,,32.5
7931.352,38.84,35.27,90,,32.5
7931.352,38.84,35.27,90,,32.5
7931.352,38.84,35.27,90,,32.5
7931.505,41.1,36.07,90,,32.42
7931.505,41.1,36.07,90,,32.42
7931.505,41.1,36.07,90,,32.42
7931.505,41.1,36.07,90,,32.42
7931.652,42.41,36.86,90,,32.37
7931.652,42.41,36.86,90,,32.37
7931.652,42.41,36.86,90,,32.37
7931.652,42.41,36.86,90,,32.37
7931.738,,,,31.72,
7931.81,44.6,37.78,90,,32.3
7931.81,44.6,37.78,90,,32.3
7931.81,44.6,37.78,90,,32.3
7931.81,44.6,37.78,90,,32.3
7931.952,46.11,38.7,90,,32.24
7931.952,46.11,38.7,90,,32.24
7931.952,46.11,38.7,90,,32.24
7931.952,46.11,38.7,90,,32.24
7932.103,48.32,39.71,90,,32.17
7932.103,48.32,39.71,90,,32.17
7932.103,48.32,39.71,90,,32.17
7932.103,48.32,39.71,90,,32.17
7932.252,49.73,40.71,90,,32.12
7932.252,49.73,40.71,90,,32.12
7932.252,49.73,40.71,90,,32.12
7932.252,49.73,40.71,90,,32.12
7932.35,,,,33.42,
7932.402,51.81,41.71,90,,32.06
7932.402,51.81,41.71,90,,32.06
7932.402,51.81,41.71,90,,32.06
7932.402,51.81,41.71,90,,32.06
7932.552,53.15,42.6,90,,32.02
7932.552,53.15,42.6,90,,32.02
7932.552,53.15,42.6,90,,32.02
7932.552,53.15,42.6,90,,32.02
7932.702,54.55,43.56,90,,31.98
7932.702,54.55,43.56,90,,31.98
7932.702,54.55,43.56,90,,31.98
7932.702,54.55,43.56,90,,31.98
7932.852,56.7,44.56,90,,31.92
7932.852,56.7,44.56,90,,31.92
7932.852,56.7,44.56,90,,31.92
7932.852,56.7,44.56,90,,31.92
7932.955,,,,35.53,
7933.002,58.16,45.52,90,,31.88
7933.002,58.16,45.52,90,,31.88
7933.002,58.16,45.52,90,,31.88
7933.002,58.16,45.52,90,,31.88
7933.152,60.24,46.58,90,,31.82
7933.152,60.24,46.58,90,,31.82
