,timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink
0,1482.879,29.53,24.0,62.0,,29.31
1,1482.92,,,,32.34,
2,1483.022,29.57,24.0,62.0,,29.33
3,1483.172,29.62,24.0,62.0,,29.34
4,1483.322,29.87,24.0,62.0,,29.32
5,1483.473,30.35,24.0,62.0,,29.31
6,1483.473,,,,32.29,
7,1483.622,31.16,24.0,62.0,,29.25
8,1483.772,32.06,24.0,62.0,,29.2
9,1483.922,33.04,24.0,62.0,,29.13
10,1484.072,34.13,24.0,62.0,,29.08
11,1484.078,,,,32.28,
12,1484.222,35.22,24.0,62.0,,28.99
13,1484.372,36.36,24.0,62.0,,28.95
14,1484.523,37.54,24.0,62.0,,28.85
15,1484.673,38.74,24.0,62.0,,28.76
16,1484.682,,,,32.28,
17,1484.822,40.14,24.0,62.0,,28.7
18,1484.972,41.3,24.0,62.0,,28.6
19,1485.122,42.48,24.0,62.0,,28.54
20,1485.272,43.63,24.0,62.0,,28.45
21,1485.272,,,,32.24,
22,1485.422,44.79,24.0,62.0,,28.38
23,1485.573,45.94,24.0,62.0,,28.31
24,1485.723,47.31,24.0,62.0,,28.21
25,1485.872,48.41,24.0,62.0,,28.16
26,1485.872,,,,32.23,
27,1486.022,49.5,24.0,62.0,,28.1
28,1486.172,50.6,24.0,62.0,,28.04
29,1486.322,51.64,24.0,62.0,,27.98
30,1486.472,52.68,24.0,62.0,,27.92
31,1486.472,,,,32.23,
32,1486.623,53.73,24.0,62.0,,27.84
33,1486.772,54.98,24.0,62.0,,27.77
34,1486.922,56.01,24.0,62.0,,27.71
35,1487.072,56.96,24.0,62.0,,27.67
36,1487.072,,,,32.18,
37,1487.222,57.95,24.0,62.0,,27.61
38,1487.372,58.93,24.0,62.0,,27.53
39,1487.539,59.87,24.0,62.0,,27.52
40,1487.699,61.04,24.0,62.0,,27.44
41,1487.699,,,,32.19,
42,1487.849,61.99,24.1,62.0,,27.4
43,1487.999,62.9,24.22,62.0,,27.32
44,1488.149,63.77,24.35,62.0,,27.27
45,1488.299,64.63,24.48,62.0,,27.24
46,1488.299,,,,32.2,
47,1488.45,65.52,24.62,62.0,,27.17
48,1488.599,66.51,24.77,62.0,,27.14
49,1488.749,67.34,24.93,62.0,,27.1
50,1488.899,68.11,25.08,62.0,,27.05
51,1488.899,,,,32.2,
52,1489.049,68.91,25.25,62.0,,27.01
53,1489.199,69.7,25.41,62.0,,26.97
54,1489.349,70.47,25.59,62.0,,26.93
55,1489.5,71.2,25.76,62.0,,26.9
56,1489.5,,,,32.31,
57,1489.649,72.1,25.95,62.0,,26.85
58,1489.799,72.82,26.14,62.0,,26.81
59,1489.949,73.53,26.33,62.0,,26.78
60,1490.099,74.25,26.52,62.0,,26.76
61,1490.099,,,,32.56,
62,1490.249,74.92,26.72,62.0,,26.71
63,1490.399,75.58,26.92,62.0,,26.69
64,1490.549,76.27,27.12,62.0,,26.67
65,1490.7,76.93,27.33,62.0,,26.63
66,1490.7,,,,32.72,
67,1490.849,77.68,27.55,62.0,,26.61
68,1491.0,78.31,27.77,62.0,,26.57
69,1491.149,78.93,27.98,62.0,,26.54
70,1491.299,79.55,28.21,62.0,,26.51
71,1491.299,,,,32.99,
72,1491.449,80.15,28.43,62.0,,26.5
73,1491.599,80.77,28.66,62.0,,26.48
74,1491.749,81.34,28.89,62.0,,26.45
75,1491.9,81.92,29.12,62.0,,26.43
76,1491.9,,,,33.64,
77,1492.05,82.56,29.36,62.0,,26.4
78,1492.199,83.13,29.6,62.0,,26.38
79,1492.349,83.67,29.83,62.0,,26.37
80,1492.499,84.21,30.07,62.0,,26.33
81,1492.499,,,,34.4,
82,1492.649,84.73,30.32,62.0,,26.31
83,1492.799,85.21,30.56,62.0,,26.29
84,1492.95,85.76,30.81,62.0,,26.28
85,1493.099,86.34,31.06,62.0,,26.27
86,1493.099,,,,34.94,
87,1493.249,86.83,31.31,62.0,,26.26
88,1493.399,87.31,31.56,62.0,,26.24
89,1493.549,87.79,31.81,62.0,,26.23
90,1493.699,88.27,32.07,62.0,,26.21
91,1493.699,,,,35.39,
92,1493.849,88.73,32.32,62.0,,26.19
93,1494.0,89.17,32.58,62.0,,26.16
94,1494.15,89.74,32.85,62.0,,26.15
95,1494.299,90.17,33.11,62.0,,26.16
96,1494.355,,,,35.81,
97,1494.449,90.59,33.37,62.0,,26.13
98,1494.599,91.06,33.63,62.0,,26.14
99,1494.749,91.49,33.9,62.0,,26.13
100,1494.899,91.88,34.16,62.0,,26.12
101,1494.899,,,,36.22,
102,1495.05,92.31,34.42,62.0,,26.1
103,1495.199,92.8,34.7,62.0,,26.1
104,1495.349,93.19,34.97,62.0,,26.08
105,1495.499,93.6,35.24,62.0,,26.1
106,1495.499,,,,36.51,
107,1495.649,93.95,35.5,62.0,,26.07
108,1495.799,94.35,35.77,62.0,,26.06
109,1495.949,94.73,36.04,62.0,,26.05
110,1496.1,95.11,36.31,62.0,,26.08
111,1496.1,,,,36.98,
112,1496.25,95.48,36.58,62.0,,26.05
113,1496.399,95.88,36.86,62.0,,26.03
114,1496.567,96.26,37.13,62.0,,26.06
115,1496.734,96.63,37.45,62.0,,26.02
116,1496.734,,,,37.76,
117,1496.884,97.07,37.74,62.0,,26.03
118,1497.033,97.37,38.01,62.0,,26.04
119,1497.183,97.74,38.29,62.0,,26.05
120,1497.333,98.07,38.56,62.0,,26.03
121,1497.333,,,,38.62,
122,1497.483,98.38,38.83,62.0,,26.02
123,1497.634,98.69,39.1,62.0,,26.04
124,1497.785,99.01,39.37,62.0,,26.04
125,1497.934,99.33,39.64,62.0,,26.04
126,1497.934,,,,39.54,
127,1498.083,99.72,39.94,62.0,,26.04
128,1498.233,100.0,40.2,62.0,,26.03
129,1498.383,100.31,40.48,62.0,,26.02
130,1498.533,100.61,40.76,62.0,,26.03
131,1498.533,,,,40.53,
132,1498.683,100.89,41.02,62.0,,26.03
133,1498.834,101.17,41.3,62.0,,26.03
134,1498.983,101.53,41.59,62.0,,26.04
135,1499.133,101.84,41.87,62.0,,26.07
136,1499.133,,,,41.48,
137,1499.283,102.13,42.15,62.0,,26.05
138,1499.433,102.39,42.42,62.0,,26.05
139,1499.583,102.69,42.7,62.0,,26.07
140,1499.733,102.96,42.97,62.0,,26.07
141,1499.733,,,,42.42,
142,1499.884,103.19,43.23,62.0,,26.06
143,1500.033,103.48,43.51,62.0,,26.07
144,1500.183,103.76,43.79,62.0,,26.08
145,1500.334,104.03,44.07,62.0,,26.07
146,1500.334,,,,43.38,
147,1500.484,104.32,44.36,62.0,,26.1
148,1500.633,104.58,44.63,62.0,,26.09
149,1500.783,104.83,44.9,62.0,,26.11
150,1500.933,105.08,45.17,62.0,,26.1
151,1500.933,,,,44.17,
152,1501.084,105.34,45.45,62.0,,26.13
153,1501.234,105.55,45.72,62.0,,26.12
154,1501.384,105.82,46.0,62.0,,26.14
155,1501.535,106.12,46.29,62.0,,26.15
156,1501.535,,,,45.11,
157,1501.685,106.34,46.56,62.0,,26.17
158,1501.834,106.63,46.85,62.0,,26.17
159,1501.983,106.88,47.12,62.0,,26.17
160,1502.134,107.12,47.4,62.0,,26.17
161,1502.134,,,,45.91,
162,1502.283,107.33,47.67,62.0,,26.19
163,1502.434,107.54,47.93,62.0,,26.2
164,1502.584,107.77,48.21,62.0,,26.22
165,1502.734,108.0,48.48,62.0,,26.22
166,1502.734,,,,46.83,
167,1502.885,108.22,48.75,62.0,,26.24
168,1503.035,108.46,49.03,62.0,,26.26
169,1503.184,108.7,49.31,62.0,,26.26
170,1503.335,108.87,49.56,62.0,,26.25
171,1503.335,,,,47.61,
172,1503.483,109.13,49.85,62.0,,26.29
173,1503.634,109.31,50.11,62.0,,26.3
174,1503.783,109.54,50.38,62.0,,26.31
175,1503.934,109.72,50.64,62.0,,26.31
176,1503.934,,,,48.48,
177,1504.085,109.95,50.92,62.0,,26.32
178,1504.236,110.14,51.19,62.0,,26.34
179,1504.386,110.32,51.45,62.0,,26.36
180,1504.536,110.54,51.72,62.0,,26.38
181,1504.536,,,,49.46,
182,1504.684,110.77,52.0,62.0,,26.38
183,1504.833,111.01,52.28,62.0,,26.37
184,1504.983,111.2,52.55,62.0,,26.42
185,1505.133,111.38,52.81,62.0,,26.43
186,1505.133,,,,50.33,
187,1505.284,111.58,53.08,62.0,,26.44
188,1505.434,111.73,53.33,62.0,,26.46
189,1505.585,111.92,53.6,62.0,,26.5
190,1505.734,112.08,53.85,62.0,,26.49
191,1505.734,,,,51.34,
192,1505.883,112.26,54.11,62.0,,26.5
193,1506.033,112.41,54.36,62.0,,26.51
194,1506.183,112.52,54.6,62.0,,26.55
195,1506.334,112.63,54.84,62.0,,26.57
196,1506.334,,,,52.21,
197,1506.484,112.71,55.06,62.0,,26.59
198,1506.635,112.81,55.29,62.0,,26.6
199,1506.784,112.87,55.51,62.0,,26.64
200,1506.933,112.95,55.73,62.0,,26.65
201,1506.933,,,,53.16,
202,1507.083,113.02,55.95,62.0,,26.67
203,1507.233,113.06,56.16,62.0,,26.69
204,1507.383,113.11,56.34,62.0,,26.72
205,1507.534,113.14,56.52,62.0,,26.73
206,1507.534,,,,54.08,
207,1507.684,113.18,56.69,62.0,,26.75
208,1507.834,113.18,56.87,62.0,,26.76
209,1507.984,113.24,57.04,62.0,,26.78
210,1508.133,113.26,57.21,62.0,,26.83
211,1508.133,,,,54.95,
212,1508.283,113.26,57.39,62.0,,26.84
213,1508.433,113.28,57.56,62.0,,26.84
214,1508.631,113.33,57.73,62.0,,26.88
