***PCR ON***
[175]PCR TEC set to 50°C
(6722157) _setPcrTecTempC: TEC Set Temp 50.000000
(6722158) _resetThermalControlState: RESET Peltier 1 control state
(6722162) thermalControlSetTargetTempC: [1] MAX RAMPING  goto 50.0
(6722169) _setThermalControlState: thermalControl-1: changing state 3->1
(6722177) tecCurvePredictorSetHoldPower: holdPower is NaN
(6722183) thermalControlSetEnable: Enabling Peltier 1
(6722288) TC: TC-1 = 23.99, modeled = 23.53, target = 50.00, heatSink = -86.09, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.110
(6722437) TC: TC-1 = 24.00, modeled = 23.55, target = 50.00, heatSink = -86.31, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.109
(6722592) TC: TC-1 = 24.02, modeled = 23.57, target = 50.00, heatSink = -86.08, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.107
(6722745) TC: TC-1 = 24.02, modeled = 23.58, target = 50.00, heatSink = -86.04, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.102
(6722890) TC: TC-1 = 24.03, modeled = 23.60, target = 50.00, heatSink = -86.19, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.098
(6723040) TC: TC-1 = 24.04, modeled = 23.61, target = 50.00, heatSink = -85.68, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.096
(6723191) TC: TC-1 = 24.05, modeled = 23.63, target = 50.00, heatSink = -85.86, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.093
(6723341) TC: TC-1 = 24.06, modeled = 23.64, target = 50.00, heatSink = -86.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.092
(6723493) TC: TC-1 = 24.06, modeled = 23.65, target = 50.00, heatSink = -86.04, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.087
(6723642) TC: TC-1 = 24.06, modeled = 23.67, target = 50.00, heatSink = -86.27, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.083
(6723792) TC: TC-1 = 24.07, modeled = 23.68, target = 50.00, heatSink = -86.13, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.085
(6723941) TC: TC-1 = 24.10, modeled = 23.69, target = 50.00, heatSink = -85.68, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.097
(6724092) TC: TC-1 = 24.12, modeled = 23.71, target = 50.00, heatSink = -86.19, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.110
(6724242) TC: TC-1 = 24.16, modeled = 23.73, target = 50.00, heatSink = -86.27, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.130
(6724400) TC: TC-1 = 24.20, modeled = 23.75, target = 50.00, heatSink = -86.23, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.145
(6724547) TC: TC-1 = 24.23, modeled = 23.77, target = 50.00, heatSink = -86.27, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.146
(6724696) TC: TC-1 = 24.27, modeled = 23.79, target = 50.00, heatSink = -85.97, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.158
(6724846) TC: TC-1 = 24.30, modeled = 23.82, target = 50.00, heatSink = -85.86, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.162
(6724997) TC: TC-1 = 24.33, modeled = 23.84, target = 50.00, heatSink = -86.12, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.161
(6725150) TC: TC-1 = 24.36, modeled = 23.87, target = 50.00, heatSink = -85.94, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.169
(6725297) TC: TC-1 = 24.40, modeled = 23.89, target = 50.00, heatSink = -86.31, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.174
