***PCR ON***
[27]PCR TEC set to 50°C
(190527) _setPcrTecTempC: TEC Set Temp 50.000000
(190528) _resetThermalControlState: RESET Peltier 1 control state
(190531) thermalControlSetTargetTempC: [1] MAX RAMPING  goto 50.0
(190538) _setThermalControlState: thermalControl-1: changing state 3->1
(190546) tecCurvePredictorSetHoldPower: holdPower is NaN
(190552) thermalControlSetEnable: Enabling Peltier 1
(190644) TC: TC-1 = 23.58, modeled = 23.71, target = 50.00, heatSink = -90.40, output = 100.0, timeout = 100, exptTempC = 0.00, TecRate = 0.000
(190797) TC: TC-1 = 23.58, modeled = 23.71, target = 50.00, heatSink = -90.51, output = 100.0, timeout = 250, exptTempC = 0.00, TecRate = 0.001
(190941) TC: TC-1 = 23.58, modeled = 23.71, target = 50.00, heatSink = -90.46, output = 100.0, timeout = 400, exptTempC = 0.00, TecRate = 0.002
(191092) TC: TC-1 = 23.58, modeled = 23.71, target = 50.00, heatSink = -89.85, output = 100.0, timeout = 550, exptTempC = 0.00, TecRate = 0.001
(191240) TC: TC-1 = 23.58, modeled = 23.71, target = 50.00, heatSink = -90.80, output = 100.0, timeout = 700, exptTempC = 0.00, TecRate = -0.002
(191391) TC: TC-1 = 23.58, modeled = 23.71, target = 50.00, heatSink = -90.91, output = 100.0, timeout = 850, exptTempC = 0.00, TecRate = 0.000
(191545) TC: TC-1 = 23.58, modeled = 23.71, target = 50.00, heatSink = -90.85, output = 100.0, timeout = 1000, exptTempC = 0.00, TecRate = 0.001
(191692) TC: TC-1 = 23.58, modeled = 23.71, target = 50.00, heatSink = -90.85, output = 100.0, timeout = 1150, exptTempC = 0.00, TecRate = -0.001
(191842) TC: TC-1 = 23.58, modeled = 23.71, target = 50.00, heatSink = -90.46, output = 100.0, timeout = 1300, exptTempC = 0.00, TecRate = 0.000
(191993) TC: TC-1 = 23.58, modeled = 23.71, target = 50.00, heatSink = -90.34, output = 100.0, timeout = 1450, exptTempC = 0.00, TecRate = -0.001
(192144) TC: TC-1 = 23.58, modeled = 23.71, target = 50.00, heatSink = -90.68, output = 100.0, timeout = 1600, exptTempC = 0.00, TecRate = 0.002
(192294) TC: TC-1 = 23.59, modeled = 23.71, target = 50.00, heatSink = -90.23, output = 100.0, timeout = 1750, exptTempC = 0.00, TecRate = 0.004
(192443) TC: TC-1 = 23.59, modeled = 23.71, target = 50.00, heatSink = -90.35, output = 100.0, timeout = 1900, exptTempC = 0.00, TecRate = 0.003
(192593) TC: TC-1 = 23.59, modeled = 23.71, target = 50.00, heatSink = -90.46, output = 100.0, timeout = 2050, exptTempC = 0.00, TecRate = 0.004
(192744) TC: TC-1 = 23.60, modeled = 23.71, target = 50.00, heatSink = -89.96, output = 100.0, timeout = 2200, exptTempC = 0.00, TecRate = 0.020
(192894) TC: TC-1 = 23.64, modeled = 23.72, target = 50.00, heatSink = -90.68, output = 100.0, timeout = 2350, exptTempC = 0.00, TecRate = 0.047
(193044) TC: TC-1 = 23.69, modeled = 23.73, target = 50.00, heatSink = -90.68, output = 100.0, timeout = 2500, exptTempC = 0.00, TecRate = 0.076
(193202) TC: TC-1 = 23.75, modeled = 23.74, target = 50.00, heatSink = -90.35, output = 100.0, timeout = 2650, exptTempC = 0.00, TecRate = 0.105
(193353) TC: TC-1 = 23.78, modeled = 23.76, target = 50.00, heatSink = -90.62, output = 100.0, timeout = 2800, exptTempC = 0.00, TecRate = 0.115
(193498) TC: TC-1 = 23.84, modeled = 23.78, target = 50.00, heatSink = -90.79, output = 100.0, timeout = 2950, exptTempC = 0.00, TecRate = 0.136
(193648) TC: TC-1 = 23.89, modeled = 23.80, target = 50.00, heatSink = -90.29, output = 100.0, timeout = 3100, exptTempC = 0.00, TecRate = 0.149
(193798) TC: TC-1 = 23.94, modeled = 23.82, target = 50.00, heatSink = -90.51, output = 100.0, timeout = 3250, exptTempC = 0.00, TecRate = 0.163
(193948) TC: TC-1 = 23.99, modeled = 23.85, target = 50.00, heatSink = -90.62, output = 100.0, timeout = 3400, exptTempC = 0.00, TecRate = 0.175
(194078) heapMonitor_checkFreeHeapSize: New heap low water mark 114888
(194103) TC: TC-1 = 24.05, modeled = 23.87, target = 50.00, heatSink = -90.51, output = 100.0, timeout = 3550, exptTempC = 0.00, TecRate = 0.186
(194249) TC: TC-1 = 24.09, modeled = 23.90, target = 50.00, heatSink = -90.51, output = 100.0, timeout = 3700, exptTempC = 0.00, TecRate = 0.183
(194400) TC: TC-1 = 24.14, modeled = 23.93, target = 50.00, heatSink = -90.29, output = 100.0, timeout = 3850, exptTempC = 0.00, TecRate = 0.190
(194551) TC: TC-1 = 24.19, modeled = 23.96, target = 50.00, heatSink = -90.34, output = 100.0, timeout = 4000, exptTempC = 0.00, TecRate = 0.190
(194701) TC: TC-1 = 24.22, modeled = 23.99, target = 50.00, heatSink = -90.63, output = 100.0, timeout = 4150, exptTempC = 0.00, TecRate = 0.187
(194852) TC: TC-1 = 24.26, modeled = 24.01, target = 50.00, heatSink = -90.86, output = 100.0, timeout = 4300, exptTempC = 0.00, TecRate = 0.186
