(8434365) systemRequestStateChange: System State Transition WARNING -> ERROR
(8434365) blePeriphNotifySubscription: ENTER NOTIFY
(8434368) systemRequestStateChange: Notify exit state change
***PCR ON***
[195]PCR TEC set to 50°C
(8447374) _setPcrTecTempC: TEC Set Temp 50.000000
(8447375) _resetThermalControlState: RESET Peltier 1 control state
(8447379) thermalControlSetTargetTempC: [1] MAX RAMPING  goto 50.0
(8447386) _setThermalControlState: thermalControl-1: changing state 3->1
(8447393) tecCurvePredictorSetHoldPower: holdPower is NaN
(8447400) thermalControlSetEnable: Enabling Peltier 1
(8447415) TC: TC-1 = 25.05, modeled = 22.54, target = 50.00, heatSink = -86.05, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.321
(8447567) TC: TC-1 = 25.06, modeled = 22.59, target = 50.00, heatSink = -86.04, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.320
(8447711) TC: TC-1 = 25.07, modeled = 22.63, target = 50.00, heatSink = -86.05, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.318
(8447861) TC: TC-1 = 25.09, modeled = 22.68, target = 50.00, heatSink = -85.68, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.321
(8448013) TC: TC-1 = 25.11, modeled = 22.73, target = 50.00, heatSink = -85.86, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.319
(8448162) TC: TC-1 = 25.12, modeled = 22.78, target = 50.00, heatSink = -86.08, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.312
(8448314) TC: TC-1 = 25.13, modeled = 22.82, target = 50.00, heatSink = -86.12, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.311
(8448470) TC: TC-1 = 25.14, modeled = 22.87, target = 50.00, heatSink = -86.08, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.303
(8448614) TC: TC-1 = 25.16, modeled = 22.92, target = 50.00, heatSink = -86.27, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.303
(8448765) TC: TC-1 = 25.17, modeled = 22.96, target = 50.00, heatSink = -85.75, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.302
(8448913) TC: TC-1 = 25.19, modeled = 23.01, target = 50.00, heatSink = -85.90, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.300
