(9304031) systemRequestStateChange: System State Transition WARNING -> ERROR
(9304031) blePeriphNotifySubscription: ENTER NOTIFY
(9304034) systemRequestStateChange: Notify exit state change
***PCR ON***
[199]PCR TEC set to 50°C
(9316296) _setPcrTecTempC: TEC Set Temp 50.000000
(9316297) _resetThermalControlState: RESET Peltier 1 control state
(9316301) thermalControlSetTargetTempC: [1] MAX RAMPING  goto 50.0
(9316308) _setThermalControlState: thermalControl-1: changing state 3->1
(9316315) tecCurvePredictorSetHoldPower: holdPower is NaN
(9316321) thermalControlSetEnable: Enabling Peltier 1
(9316424) TC: TC-1 = 22.00, modeled = 21.05, target = 50.00, heatSink = -86.27, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.148
(9319429) TC: TC-1 = 22.28, modeled = 21.49, target = 50.00, heatSink = -85.79, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.191
(9319578) TC: TC-1 = 22.34, modeled = 21.52, target = 50.00, heatSink = -86.12, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.216
(9319732) TC: TC-1 = 22.43, modeled = 21.56, target = 50.00, heatSink = -86.12, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.261
(9319888) TC: TC-1 = 22.51, modeled = 21.60, target = 50.00, heatSink = -86.04, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.276
(9320031) TC: TC-1 = 23.05, modeled = 21.68, target = 50.00, heatSink = -85.94, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.770
(9320182) TC: TC-1 = 24.98, modeled = 21.94, target = 50.00, heatSink = -85.75, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.307
(9320332) TC: TC-1 = 28.23, modeled = 22.50, target = 50.00, heatSink = -86.19, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 4.506
(9320483) TC: TC-1 = 32.13, modeled = 23.40, target = 50.00, heatSink = -85.93, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 6.695
(9320639) TC: TC-1 = 36.03, modeled = 24.58, target = 50.00, heatSink = -86.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 8.432
(9320786) TC: TC-1 = 38.73, modeled = 25.88, target = 50.00, heatSink = -86.08, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 9.032
(9320935) TC: TC-1 = 42.88, modeled = 27.39, target = 50.00, heatSink = -85.64, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 10.566
(9321086) TC: TC-1 = 46.81, modeled = 29.09, target = 50.00, heatSink = -85.71, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 11.648
(9321235) TC: TC-1 = 50.67, modeled = 30.92, target = 50.00, heatSink = -86.04, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 12.503
(9321389) TC: TC-1 = 54.32, modeled = 32.86, target = 50.00, heatSink = -86.08, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 13.043
(9321544) TC: TC-1 = 56.60, modeled = 34.77, target = 50.00, heatSink = -85.97, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 11.989
(9321688) TC: TC-1 = 59.89, modeled = 36.68, target = 50.00, heatSink = -86.08, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 12.783
(9321841) TC: TC-1 = 63.00, modeled = 38.61, target = 50.00, heatSink = -85.72, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 12.933
(9321990) TC: TC-1 = 66.12, modeled = 40.57, target = 50.00, heatSink = -85.94, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 13.106
(9322146) TC: TC-1 = 69.07, modeled = 42.54, target = 50.00, heatSink = -86.04, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 13.107
(9322301) TC: TC-1 = 71.73, modeled = 44.49, target = 50.00, heatSink = -86.31, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 12.901
(9322453) TC: TC-1 = 73.42, modeled = 46.32, target = 50.00, heatSink = -86.31, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 12.067
(9322605) TC: TC-1 = 75.77, modeled = 48.11, target = 50.00, heatSink = -86.19, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 11.859
(9322748) TC: TC-1 = 77.94, modeled = 49.86, target = 50.00, heatSink = -86.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 11.573
(9322900) TC: TC-1 = 79.94, modeled = 51.56, target = 50.00, heatSink = -85.42, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 11.233
(9323049) _thermalBrakeCheck: HEATING MAX RAMP: SWITCH to STEADY STATE - THERMAL BRAKE! model: 53.207039, threshold: 50.200001
(9323051) TC: TC-1 = 81.76, modeled = 53.21, target = 50.00, heatSink = -86.02, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 10.820
(9323088) _setThermalControlState: thermalControl-1: changing state 1->3
(9323088) _setTempReachedCallback: Set Temp Reached
(9323195) TC: TC-1 = 83.40, modeled = 54.79, target = 50.00, heatSink = -86.16, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 10.375
(9323350) TC: TC-1 = 84.41, modeled = 56.27, target = 50.00, heatSink = -86.16, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 9.331
(9323495) TC: TC-1 = 85.81, modeled = 57.66, target = 50.00, heatSink = -86.08, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 9.172
(9323645) TC: TC-1 = 87.12, modeled = 59.00, target = 50.00, heatSink = -85.61, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 8.805
(9323794) TC: TC-1 = 88.25, modeled = 60.28, target = 50.00, heatSink = -85.82, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 8.376
(9323945) TC: TC-1 = 89.26, modeled = 61.49, target = 50.00, heatSink = -85.90, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 7.952
(9324094) TC: TC-1 = 90.22, modeled = 62.64, target = 50.00, heatSink = -86.43, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 7.574
(9324251) TC: TC-1 = 91.09, modeled = 63.74, target = 50.00, heatSink = -86.23, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 7.202
(9324396) TC: TC-1 = 91.66, modeled = 64.76, target = 50.00, heatSink = -86.12, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 6.705
(9324548) TC: TC-1 = 92.43, modeled = 65.73, target = 50.00, heatSink = -85.75, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 6.421
(9324696) TC: TC-1 = 93.09, modeled = 66.67, target = 50.00, heatSink = -85.86, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 6.111
(9324847) TC: TC-1 = 93.72, modeled = 67.56, target = 50.00, heatSink = -85.94, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 5.850
(9324999) TC: TC-1 = 94.31, modeled = 68.41, target = 50.00, heatSink = -86.05, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 5.593
(9325154) TC: TC-1 = 94.65, modeled = 69.21, target = 50.00, heatSink = -85.98, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 5.126
(9325299) TC: TC-1 = 95.12, modeled = 69.97, target = 50.00, heatSink = -86.04, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 4.971
(9325448) TC: TC-1 = 95.57, modeled = 70.69, target = 50.00, heatSink = -85.94, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 4.779
(9325599) TC: TC-1 = 95.99, modeled = 71.39, target = 50.00, heatSink = -85.79, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 4.592
(9325748) TC: TC-1 = 96.37, modeled = 72.06, target = 50.00, heatSink = -86.23, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 4.415
(9325900) TC: TC-1 = 96.72, modeled = 72.71, target = 50.00, heatSink = -86.09, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 4.237
(9326049) TC: TC-1 = 96.93, modeled = 73.32, target = 50.00, heatSink = -86.16, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.948
(9326200) TC: TC-1 = 97.25, modeled = 73.90, target = 50.00, heatSink = -85.68, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.874
(9326351) TC: TC-1 = 97.54, modeled = 74.47, target = 50.00, heatSink = -85.83, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.747
(9326502) TC: TC-1 = 97.79, modeled = 75.02, target = 50.00, heatSink = -85.89, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.601
(9326652) TC: TC-1 = 98.02, modeled = 75.55, target = 50.00, heatSink = -86.08, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.479
(9326806) TC: TC-1 = 98.23, modeled = 76.06, target = 50.00, heatSink = -86.27, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.359
(9326952) TC: TC-1 = 98.36, modeled = 76.54, target = 50.00, heatSink = -86.08, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.201
(9327101) TC: TC-1 = 98.58, modeled = 77.02, target = 50.00, heatSink = -85.90, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.128
(9327252) TC: TC-1 = 98.77, modeled = 77.48, target = 50.00, heatSink = -85.67, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.046
(9327402) TC: TC-1 = 98.95, modeled = 77.93, target = 50.00, heatSink = -86.08, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.960
(9327552) TC: TC-1 = 99.11, modeled = 78.36, target = 50.00, heatSink = -86.12, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.877
(9327709) TC: TC-1 = 99.26, modeled = 78.79, target = 50.00, heatSink = -86.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.796
(9327857) TC: TC-1 = 99.36, modeled = 79.20, target = 50.00, heatSink = -86.04, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.692
(9328005) TC: TC-1 = 99.50, modeled = 79.59, target = 50.00, heatSink = -85.86, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.635
(9328157) TC: TC-1 = 99.63, modeled = 79.98, target = 50.00, heatSink = -85.75, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.577
(9328306) TC: TC-1 = 99.75, modeled = 80.36, target = 50.00, heatSink = -86.04, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.517
(9328456) TC: TC-1 = 99.87, modeled = 80.73, target = 50.00, heatSink = -86.23, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.457
(9328614) TC: TC-1 = 99.96, modeled = 81.10, target = 50.00, heatSink = -86.31, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.394
(9328775) TC: TC-1 = 100.04, modeled = 81.45, target = 50.00, heatSink = -86.31, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.318
(9328924) TC: TC-1 = 100.13, modeled = 81.79, target = 50.00, heatSink = -86.35, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.264
(9329068) TC: TC-1 = 100.23, modeled = 82.13, target = 50.00, heatSink = -85.64, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.222
(9329217) TC: TC-1 = 100.31, modeled = 82.45, target = 50.00, heatSink = -85.68, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.175
(9329368) TC: TC-1 = 100.40, modeled = 82.78, target = 50.00, heatSink = -86.23, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.129
(9329523) TC: TC-1 = 100.48, modeled = 83.09, target = 50.00, heatSink = -85.97, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.094
(9329676) TC: TC-1 = 100.53, modeled = 83.40, target = 50.00, heatSink = -86.12, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.031
(9329820) TC: TC-1 = 100.60, modeled = 83.70, target = 50.00, heatSink = -86.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.990
(9329971) TC: TC-1 = 100.68, modeled = 84.00, target = 50.00, heatSink = -85.46, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.957
(9330122) TC: TC-1 = 100.74, modeled = 84.29, target = 50.00, heatSink = -85.39, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.917
(9330271) TC: TC-1 = 100.81, modeled = 84.57, target = 50.00, heatSink = -85.97, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.885
(9330427) TC: TC-1 = 100.84, modeled = 84.85, target = 50.00, heatSink = -85.97, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.824
(9330577) TC: TC-1 = 100.91, modeled = 85.12, target = 50.00, heatSink = -85.53, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.806
(9330723) TC: TC-1 = 100.96, modeled = 85.39, target = 50.00, heatSink = -85.49, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.773
(9330873) TC: TC-1 = 101.01, modeled = 85.65, target = 50.00, heatSink = -85.39, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.739
(9331022) TC: TC-1 = 101.07, modeled = 85.91, target = 50.00, heatSink = -85.98, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.716
(9331176) TC: TC-1 = 101.13, modeled = 86.16, target = 50.00, heatSink = -85.98, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.689
(9331330) TC: TC-1 = 101.16, modeled = 86.41, target = 50.00, heatSink = -85.83, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.643
(9331473) TC: TC-1 = 101.20, modeled = 86.65, target = 50.00, heatSink = -85.86, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.612
(9331623) TC: TC-1 = 101.25, modeled = 86.89, target = 50.00, heatSink = -85.39, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.591
(9331773) TC: TC-1 = 101.30, modeled = 87.13, target = 50.00, heatSink = -85.75, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.567
(9331923) TC: TC-1 = 101.35, modeled = 87.36, target = 50.00, heatSink = -86.23, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.551
(9332080) TC: TC-1 = 101.40, modeled = 87.59, target = 50.00, heatSink = -86.23, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.521
(9332230) TC: TC-1 = 101.42, modeled = 87.82, target = 50.00, heatSink = -86.27, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.485
(9332374) TC: TC-1 = 101.47, modeled = 88.04, target = 50.00, heatSink = -86.09, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.460
(9332524) TC: TC-1 = 101.52, modeled = 88.26, target = 50.00, heatSink = -85.42, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.449
(9332675) TC: TC-1 = 101.55, modeled = 88.47, target = 50.00, heatSink = -85.42, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.418
(9332824) TC: TC-1 = 101.59, modeled = 88.68, target = 50.00, heatSink = -86.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.398
(9332981) TC: TC-1 = 101.65, modeled = 88.89, target = 50.00, heatSink = -86.35, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.391
(9333131) TC: TC-1 = 101.68, modeled = 89.09, target = 50.00, heatSink = -86.31, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.358
(9333275) TC: TC-1 = 101.71, modeled = 89.30, target = 50.00, heatSink = -85.64, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.336
(9333426) TC: TC-1 = 101.74, modeled = 89.49, target = 50.00, heatSink = -85.49, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.307
(9333577) TC: TC-1 = 101.77, modeled = 89.69, target = 50.00, heatSink = -85.35, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.279
(9333727) TC: TC-1 = 101.79, modeled = 89.88, target = 50.00, heatSink = -85.98, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.255
(9333881) TC: TC-1 = 101.83, modeled = 90.06, target = 50.00, heatSink = -86.23, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.237
(9334026) TC: TC-1 = 101.86, modeled = 90.25, target = 50.00, heatSink = -85.93, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.223
(9334176) TC: TC-1 = 101.90, modeled = 90.43, target = 50.00, heatSink = -85.42, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.209
(9334327) TC: TC-1 = 101.92, modeled = 90.61, target = 50.00, heatSink = -85.71, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.183
(9334477) TC: TC-1 = 101.96, modeled = 90.79, target = 50.00, heatSink = -86.12, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.176
(9334633) TC: TC-1 = 101.98, modeled = 90.96, target = 50.00, heatSink = -86.27, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.141
(9334783) TC: TC-1 = 101.99, modeled = 91.13, target = 50.00, heatSink = -86.12, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.119
(9334933) TC: TC-1 = 102.03, modeled = 91.29, target = 50.00, heatSink = -86.12, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.109
(9335077) TC: TC-1 = 102.07, modeled = 91.46, target = 50.00, heatSink = -85.60, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.097
(9335228) TC: TC-1 = 102.08, modeled = 91.62, target = 50.00, heatSink = -85.42, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.075
(9335378) TC: TC-1 = 102.13, modeled = 91.78, target = 50.00, heatSink = -85.75, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.078
(9335532) TC: TC-1 = 102.17, modeled = 91.94, target = 50.00, heatSink = -86.16, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.069
(9335684) TC: TC-1 = 102.20, modeled = 92.10, target = 50.00, heatSink = -86.23, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.044
(9335833) TC: TC-1 = 102.22, modeled = 92.25, target = 50.00, heatSink = -85.75, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.022
(9335979) TC: TC-1 = 102.23, modeled = 92.40, target = 50.00, heatSink = -85.35, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.993
(9336129) TC: TC-1 = 102.25, modeled = 92.55, target = 50.00, heatSink = -85.53, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.976
(9336279) TC: TC-1 = 102.29, modeled = 92.70, target = 50.00, heatSink = -85.82, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.972
(9336433) TC: TC-1 = 102.31, modeled = 92.84, target = 50.00, heatSink = -85.75, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.957
(9336586) TC: TC-1 = 102.33, modeled = 92.98, target = 50.00, heatSink = -85.79, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.943
(9336730) TC: TC-1 = 102.37, modeled = 93.12, target = 50.00, heatSink = -85.64, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.933
(9336881) TC: TC-1 = 102.38, modeled = 93.26, target = 50.00, heatSink = -85.64, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.910
(9337031) TC: TC-1 = 102.40, modeled = 93.40, target = 50.00, heatSink = -86.16, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.899
(9337183) TC: TC-1 = 102.43, modeled = 93.53, target = 50.00, heatSink = -86.19, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.886
(9337337) TC: TC-1 = 102.45, modeled = 93.66, target = 50.00, heatSink = -86.27, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.867
(9337488) TC: TC-1 = 102.47, modeled = 93.79, target = 50.00, heatSink = -86.16, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.854
(9337631) TC: TC-1 = 102.49, modeled = 93.92, target = 50.00, heatSink = -85.57, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.845
(9337782) TC: TC-1 = 102.53, modeled = 94.05, target = 50.00, heatSink = -85.39, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.844
(9337932) TC: TC-1 = 102.53, modeled = 94.17, target = 50.00, heatSink = -85.65, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.814
(9338083) TC: TC-1 = 102.55, modeled = 94.29, target = 50.00, heatSink = -86.23, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.803
(9338238) TC: TC-1 = 102.57, modeled = 94.41, target = 50.00, heatSink = -86.23, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.787
(9338388) TC: TC-1 = 102.60, modeled = 94.53, target = 50.00, heatSink = -86.12, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.784
(9338533) TC: TC-1 = 102.62, modeled = 94.64, target = 50.00, heatSink = -85.50, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.770
(9338684) TC: TC-1 = 102.65, modeled = 94.76, target = 50.00, heatSink = -85.49, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.768
(9338835) TC: TC-1 = 102.67, modeled = 94.87, target = 50.00, heatSink = -85.53, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.753
(9338985) TC: TC-1 = 102.69, modeled = 94.99, target = 50.00, heatSink = -85.82, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.750
(9339140) TC: TC-1 = 102.71, modeled = 95.10, target = 50.00, heatSink = -86.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.729
(9339291) TC: TC-1 = 102.73, modeled = 95.21, target = 50.00, heatSink = -85.97, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.726
(9339436) TC: TC-1 = 102.75, modeled = 95.31, target = 50.00, heatSink = -85.53, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.713
(9339585) TC: TC-1 = 102.77, modeled = 95.42, target = 50.00, heatSink = -85.53, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.700
(9339736) TC: TC-1 = 102.79, modeled = 95.52, target = 50.00, heatSink = -85.68, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.694
(9339887) TC: TC-1 = 102.81, modeled = 95.62, target = 50.00, heatSink = -86.08, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.679
(9340042) TC: TC-1 = 102.82, modeled = 95.73, target = 50.00, heatSink = -86.16, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.664
(9340192) TC: TC-1 = 102.83, modeled = 95.82, target = 50.00, heatSink = -86.05, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.651
(9340336) TC: TC-1 = 102.85, modeled = 95.92, target = 50.00, heatSink = -85.75, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.641
(9340487) TC: TC-1 = 102.87, modeled = 96.02, target = 50.00, heatSink = -85.42, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.638
(9340638) TC: TC-1 = 102.89, modeled = 96.11, target = 50.00, heatSink = -85.35, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.622
(9340788) TC: TC-1 = 102.89, modeled = 96.20, target = 50.00, heatSink = -85.82, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.606
(9340944) TC: TC-1 = 102.92, modeled = 96.29, target = 50.00, heatSink = -85.93, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.611
(9341094) TC: TC-1 = 102.94, modeled = 96.38, target = 50.00, heatSink = -86.04, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.608
