***PCR ON***
[67]PCR TEC set to 50°C
(2493063) _setPcrTecTempC: TEC Set Temp 50.000000
(2493064) _resetThermalControlState: RESET Peltier 1 control state
(2493067) thermalControlSetTargetTempC: [1] MAX RAMPING  goto 50.0
(2493075) _setThermalControlState: thermalControl-1: changing state 3->1
(2493082) tecCurvePredictorSetHoldPower: holdPower is NaN
(2493088) thermalControlSetEnable: Enabling Peltier 1
(2493105) TC: TC-1 = 24.47, modeled = 18.08, target = 50.00, heatSink = -85.60, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.712
(2493228) TC: TC-1 = 24.47, modeled = 18.18, target = 50.00, heatSink = -85.86, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.702
(2493378) TC: TC-1 = 24.47, modeled = 18.28, target = 50.00, heatSink = -85.97, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.690
(2493529) TC: TC-1 = 24.47, modeled = 18.39, target = 50.00, heatSink = -86.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.678
(2493678) TC: TC-1 = 24.46, modeled = 18.49, target = 50.00, heatSink = -86.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.666
(2493829) TC: TC-1 = 24.46, modeled = 18.59, target = 50.00, heatSink = -85.68, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.655
(2493978) TC: TC-1 = 24.45, modeled = 18.68, target = 50.00, heatSink = -85.25, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.644
(2494129) TC: TC-1 = 24.45, modeled = 18.78, target = 50.00, heatSink = -85.75, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.630
(2494279) TC: TC-1 = 24.44, modeled = 18.87, target = 50.00, heatSink = -85.79, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.620
(2494436) TC: TC-1 = 24.44, modeled = 18.96, target = 50.00, heatSink = -85.64, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.609
(2494582) TC: TC-1 = 24.44, modeled = 19.05, target = 50.00, heatSink = -85.60, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.599
(2494731) TC: TC-1 = 24.43, modeled = 19.14, target = 50.00, heatSink = -85.57, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.590
(2494881) TC: TC-1 = 24.43, modeled = 19.23, target = 50.00, heatSink = -85.07, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.581
