[5]Set PCR TEC:  HEAT: True  POW: 100
(389965) RAW PELTIER: TC-1 = 20.9, HSTemp = 20.9, modeled = 21.1, rawRR C/s = -0.0, output = 100.0
(390010) systemTasksMonitorStack: Stack Watermark(Comm): 2264
(390016) RAW PELTIER: TC-1 = 20.9, HSTemp = 20.9, modeled = 21.1, rawRR C/s = 0.0, output = 100.0
(390065) RAW PELTIER: TC-1 = 20.9, HSTemp = 20.9, modeled = 21.1, rawRR C/s = -0.0, output = 100.0
(390116) RAW PELTIER: TC-1 = 20.9, HSTemp = 20.9, modeled = 21.1, rawRR C/s = -0.0, output = 100.0
(390165) RAW PELTIER: TC-1 = 20.9, HSTemp = 20.9, modeled = 21.1, rawRR C/s = -0.0, output = 100.0
(390215) RAW PELTIER: TC-1 = 20.9, HSTemp = 20.9, modeled = 21.1, rawRR C/s = 0.0, output = 100.0
(390265) RAW PELTIER: TC-1 = 20.9, HSTemp = 20.9, modeled = 21.1, rawRR C/s = 0.3, output = 100.0
(390315) RAW PELTIER: TC-1 = 21.0, HSTemp = 20.9, modeled = 21.1, rawRR C/s = 0.6, output = 100.0
(390365) RAW PELTIER: TC-1 = 21.0, HSTemp = 20.8, modeled = 21.1, rawRR C/s = 1.0, output = 100.0
(390414) RAW PELTIER: TC-1 = 21.1, HSTemp = 20.8, modeled = 21.1, rawRR C/s = 1.7, output = 100.0
(390465) RAW PELTIER: TC-1 = 21.2, HSTemp = 20.8, modeled = 21.1, rawRR C/s = 2.5, output = 100.0
(390517) RAW PELTIER: TC-1 = 21.4, HSTemp = 20.8, modeled = 21.2, rawRR C/s = 3.2, output = 100.0
(390565) RAW PELTIER: TC-1 = 21.6, HSTemp = 20.8, modeled = 21.2, rawRR C/s = 4.1, output = 100.0
(390619) RAW PELTIER: TC-1 = 21.9, HSTemp = 20.8, modeled = 21.2, rawRR C/s = 4.8, output = 100.0
