***PCR ON***
[73]PCR TEC set to 50°C
(2821912) _setPcrTecTempC: TEC Set Temp 50.000000
(2821913) _resetThermalControlState: RESET Peltier 1 control state
(2821916) thermalControlSetTargetTempC: [1] MAX RAMPING  goto 50.0
(2821924) _setThermalControlState: thermalControl-1: changing state 3->1
(2821931) tecCurvePredictorSetHoldPower: holdPower is NaN
(2821937) thermalControlSetEnable: Enabling Peltier 1
(2821957) TC: TC-1 = 24.29, modeled = 24.36, target = 50.00, heatSink = -85.68, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.003
(2822085) TC: TC-1 = 24.29, modeled = 24.36, target = 50.00, heatSink = -85.25, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.003
(2822233) TC: TC-1 = 24.29, modeled = 24.36, target = 50.00, heatSink = -85.46, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.001
(2822384) TC: TC-1 = 24.29, modeled = 24.36, target = 50.00, heatSink = -85.93, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = -0.001
(2822540) TC: TC-1 = 24.29, modeled = 24.36, target = 50.00, heatSink = -85.93, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = -0.001
(2822692) TC: TC-1 = 24.29, modeled = 24.36, target = 50.00, heatSink = -85.89, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = -0.001
(2822838) TC: TC-1 = 24.28, modeled = 24.36, target = 50.00, heatSink = -85.93, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = -0.003
(2822987) TC: TC-1 = 24.28, modeled = 24.36, target = 50.00, heatSink = -85.57, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = -0.000
(2823137) TC: TC-1 = 24.28, modeled = 24.36, target = 50.00, heatSink = -85.44, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = -0.001
(2823286) TC: TC-1 = 24.28, modeled = 24.36, target = 50.00, heatSink = -85.86, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = -0.002
(2823440) TC: TC-1 = 24.27, modeled = 24.36, target = 50.00, heatSink = -85.71, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = -0.003
(2823596) TC: TC-1 = 24.27, modeled = 24.36, target = 50.00, heatSink = -85.97, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = -0.003
(2823739) TC: TC-1 = 24.27, modeled = 24.35, target = 50.00, heatSink = -85.71, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = -0.002
(2823891) TC: TC-1 = 24.27, modeled = 24.35, target = 50.00, heatSink = -85.25, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = -0.001
(2824039) TC: TC-1 = 24.27, modeled = 24.35, target = 50.00, heatSink = -85.55, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = -0.004
(2824190) TC: TC-1 = 24.27, modeled = 24.35, target = 50.00, heatSink = -85.97, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = -0.003
(2824345) TC: TC-1 = 24.26, modeled = 24.35, target = 50.00, heatSink = -85.89, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = -0.004
(2824498) TC: TC-1 = 24.27, modeled = 24.35, target = 50.00, heatSink = -85.97, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = -0.001
(2824643) TC: TC-1 = 24.26, modeled = 24.35, target = 50.00, heatSink = -85.93, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = -0.002
(2824793) TC: TC-1 = 24.27, modeled = 24.35, target = 50.00, heatSink = -85.46, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.003
(2824941) TC: TC-1 = 24.27, modeled = 24.35, target = 50.00, heatSink = -85.78, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.006
(2825092) TC: TC-1 = 24.28, modeled = 24.36, target = 50.00, heatSink = -85.83, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.011
(2825247) TC: TC-1 = 24.30, modeled = 24.36, target = 50.00, heatSink = -86.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.023
(2825394) TC: TC-1 = 24.31, modeled = 24.36, target = 50.00, heatSink = -86.04, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.032
(2825542) TC: TC-1 = 24.34, modeled = 24.37, target = 50.00, heatSink = -85.61, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.050
(2825693) TC: TC-1 = 24.37, modeled = 24.38, target = 50.00, heatSink = -85.43, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.065
(2825842) TC: TC-1 = 24.41, modeled = 24.39, target = 50.00, heatSink = -85.97, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.080
(2825996) TC: TC-1 = 24.44, modeled = 24.40, target = 50.00, heatSink = -85.64, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.089
(2826152) TC: TC-1 = 24.45, modeled = 24.42, target = 50.00, heatSink = -85.61, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.083
(2826296) TC: TC-1 = 24.49, modeled = 24.43, target = 50.00, heatSink = -85.90, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.096
(2826446) TC: TC-1 = 24.52, modeled = 24.44, target = 50.00, heatSink = -85.32, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.104
(2826596) TC: TC-1 = 24.56, modeled = 24.46, target = 50.00, heatSink = -85.75, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.116
(2826747) TC: TC-1 = 24.60, modeled = 24.48, target = 50.00, heatSink = -86.04, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.133
(2826902) TC: TC-1 = 24.66, modeled = 24.50, target = 50.00, heatSink = -85.75, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.152
(2827048) TC: TC-1 = 24.70, modeled = 24.53, target = 50.00, heatSink = -85.57, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.157
(2827197) TC: TC-1 = 24.76, modeled = 24.55, target = 50.00, heatSink = -85.11, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.177
(2827348) TC: TC-1 = 24.82, modeled = 24.58, target = 50.00, heatSink = -85.51, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.195
(2827497) TC: TC-1 = 24.89, modeled = 24.61, target = 50.00, heatSink = -85.76, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.215
(2827650) TC: TC-1 = 24.97, modeled = 24.65, target = 50.00, heatSink = -86.08, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.237
(2827805) TC: TC-1 = 25.01, modeled = 24.68, target = 50.00, heatSink = -86.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.217
(2827950) TC: TC-1 = 25.07, modeled = 24.71, target = 50.00, heatSink = -85.75, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.240
(2828101) TC: TC-1 = 25.15, modeled = 24.75, target = 50.00, heatSink = -85.32, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.252
(2828249) TC: TC-1 = 25.24, modeled = 24.79, target = 50.00, heatSink = -85.86, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.294
(2828400) TC: TC-1 = 25.46, modeled = 24.85, target = 50.00, heatSink = -86.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.435
(2828555) TC: TC-1 = 26.14, modeled = 24.96, target = 50.00, heatSink = -86.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.971
(2828702) TC: TC-1 = 27.12, modeled = 25.16, target = 50.00, heatSink = -85.97, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.627
(2828850) TC: TC-1 = 29.22, modeled = 25.53, target = 50.00, heatSink = -85.50, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.020
(2829001) TC: TC-1 = 31.92, modeled = 26.14, target = 50.00, heatSink = -85.83, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 4.583
(2829151) TC: TC-1 = 35.01, modeled = 26.99, target = 50.00, heatSink = -86.08, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 6.132
(2829302) TC: TC-1 = 38.16, modeled = 28.04, target = 50.00, heatSink = -86.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 7.395
(2829459) TC: TC-1 = 40.16, modeled = 29.19, target = 50.00, heatSink = -86.08, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 7.153
(2829605) TC: TC-1 = 43.21, modeled = 30.42, target = 50.00, heatSink = -85.93, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 8.537
(2829754) TC: TC-1 = 46.22, modeled = 31.78, target = 50.00, heatSink = -85.39, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 9.281
(2829903) TC: TC-1 = 49.07, modeled = 33.22, target = 50.00, heatSink = -85.78, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 9.792
(2830054) TC: TC-1 = 51.81, modeled = 34.73, target = 50.00, heatSink = -86.12, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 10.155
(2830210) TC: TC-1 = 54.50, modeled = 36.28, target = 50.00, heatSink = -85.86, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 10.412
(2830357) TC: TC-1 = 56.15, modeled = 37.77, target = 50.00, heatSink = -86.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 9.867
(2830505) TC: TC-1 = 58.51, modeled = 39.26, target = 50.00, heatSink = -85.75, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 9.968
(2830656) TC: TC-1 = 60.76, modeled = 40.76, target = 50.00, heatSink = -85.60, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 9.972
(2830805) TC: TC-1 = 62.86, modeled = 42.24, target = 50.00, heatSink = -86.08, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 9.875
(2830959) TC: TC-1 = 64.84, modeled = 43.71, target = 50.00, heatSink = -85.86, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 9.732
(2831115) TC: TC-1 = 66.10, modeled = 45.11, target = 50.00, heatSink = -85.86, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 8.810
(2831264) TC: TC-1 = 67.96, modeled = 46.47, target = 50.00, heatSink = -85.79, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 9.006
(2831414) TC: TC-1 = 69.65, modeled = 47.80, target = 50.00, heatSink = -85.07, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 8.829
(2831564) TC: TC-1 = 71.20, modeled = 49.10, target = 50.00, heatSink = -85.07, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 8.595
(2831715) TC: TC-1 = 72.68, modeled = 50.37, target = 50.00, heatSink = -85.68, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 8.362
(2831870) TC: TC-1 = 74.06, modeled = 51.60, target = 50.00, heatSink = -85.89, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 8.114
(2831971) _thermalBrakeCheck: HEATING MAX RAMP: SWITCH to STEADY STATE - THERMAL BRAKE! model: 52.370121, threshold: 50.200001
(2832004) _setThermalControlState: thermalControl-1: changing state 1->3
(2832005) _setTempReachedCallback: Set Temp Reached
(2832019) TC: TC-1 = 74.94, modeled = 52.75, target = 50.00, heatSink = -86.04, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 7.550
(2832159) TC: TC-1 = 76.18, modeled = 53.86, target = 50.00, heatSink = -86.19, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 7.355
