timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Output
414.862,30.53,30.53,0,90,26.14,100
414.862,30.53,30.53,0,90,26.14,100
414.862,30.53,30.53,0,90,26.14,100
414.862,30.53,30.53,0,90,26.14,100
414.862,30.53,30.53,0,90,26.14,100
415.012,30.53,30.53,0,90,26.14,100
415.012,30.53,30.53,0,90,26.14,100
415.012,30.53,30.53,0,90,26.14,100
415.012,30.53,30.53,0,90,26.14,100
415.012,30.53,30.53,0,90,26.14,100
415.012,30.53,30.53,0,90,26.14,100
415.161,30.61,30.61,0,90,,100
415.161,30.61,30.61,0,90,,100
415.161,30.61,30.61,0,90,,100
415.161,30.61,30.61,0,90,,100
415.161,30.61,30.61,0,90,,100
415.312,31.05,31.05,0,90,,100
415.312,31.05,31.05,0,90,,100
415.312,31.05,31.05,0,90,,100
415.312,31.05,31.05,0,90,,100
415.312,31.05,31.05,0,90,,100
415.461,31.67,31.67,0,90,,100
415.461,31.67,31.67,0,90,,100
415.461,31.67,31.67,0,90,,100
415.461,31.67,31.67,0,90,,100
415.461,31.67,31.67,0,90,,100
415.612,32.5,32.5,0,90,26.1,100
415.612,32.5,32.5,0,90,26.1,100
415.612,32.5,32.5,0,90,26.1,100
415.612,32.5,32.5,0,90,26.1,100
415.612,32.5,32.5,0,90,26.1,100
415.612,32.5,32.5,0,90,26.1,100
415.761,33.87,33.87,0,90,,100
415.761,33.87,33.87,0,90,,100
415.761,33.87,33.87,0,90,,100
415.761,33.87,33.87,0,90,,100
415.761,33.87,33.87,0,90,,100
415.912,35.01,35.01,0,90,,100
415.912,35.01,35.01,0,90,,100
415.912,35.01,35.01,0,90,,100
415.912,35.01,35.01,0,90,,100
415.912,35.01,35.01,0,90,,100
416.061,36.21,36.21,0,90,,100
416.061,36.21,36.21,0,90,,100
416.061,36.21,36.21,0,90,,100
416.061,36.21,36.21,0,90,,100
416.061,36.21,36.21,0,90,,100
416.211,37.89,37.89,0,90,26.23,100
416.211,37.89,37.89,0,90,26.23,100
416.211,37.89,37.89,0,90,26.23,100
416.211,37.89,37.89,0,90,26.23,100
416.211,37.89,37.89,0,90,26.23,100
416.211,37.89,37.89,0,90,26.23,100
416.362,39.17,39.17,0,90,,100
416.362,39.17,39.17,0,90,,100
416.362,39.17,39.17,0,90,,100
416.362,39.17,39.17,0,90,,100
416.362,39.17,39.17,0,90,,100
416.511,40.45,40.45,0,90,,100
416.511,40.45,40.45,0,90,,100
416.511,40.45,40.45,0,90,,100
416.511,40.45,40.45,0,90,,100
416.511,40.45,40.45,0,90,,100
416.662,42.16,42.16,0,90,,100
416.662,42.16,42.16,0,90,,100
416.662,42.16,42.16,0,90,,100
416.662,42.16,42.16,0,90,,100
416.662,42.16,42.16,0,90,,100
416.811,43.43,43.43,0,90,26.15,100
416.811,43.43,43.43,0,90,26.15,100
416.811,43.43,43.43,0,90,26.15,100
416.811,43.43,43.43,0,90,26.15,100
416.811,43.43,43.43,0,90,26.15,100
416.811,43.43,43.43,0,90,26.15,100
416.962,44.7,44.7,0,90,,100
416.962,44.7,44.7,0,90,,100
416.962,44.7,44.7,0,90,,100
416.962,44.7,44.7,0,90,,100
416.962,44.7,44.7,0,90,,100
417.111,46.38,46.38,0,90,,100
417.111,46.38,46.38,0,90,,100
417.111,46.38,46.38,0,90,,100
417.111,46.38,46.38,0,90,,100
417.111,46.38,46.38,0,90,,100
417.262,47.62,47.62,0,90,,100
417.262,47.62,47.62,0,90,,100
417.262,47.62,47.62,0,90,,100
417.262,47.62,47.62,0,90,,100
417.262,47.62,47.62,0,90,,100
417.411,48.84,48.84,0,90,25.95,100
417.411,48.84,48.84,0,90,25.95,100
417.411,48.84,48.84,0,90,25.95,100
417.411,48.84,48.84,0,90,25.95,100
417.411,48.84,48.84,0,90,25.95,100
417.411,48.84,48.84,0,90,25.95,100
417.561,50.45,50.45,0,90,,100
417.561,50.45,50.45,0,90,,100
417.561,50.45,50.45,0,90,,100
417.561,50.45,50.45,0,90,,100
417.561,50.45,50.45,0,90,,100
417.711,51.64,51.64,0,90,,100
417.711,51.64,51.64,0,90,,100
417.711,51.64,51.64,0,90,,100
417.711,51.64,51.64,0,90,,100
417.711,51.64,51.64,0,90,,100
417.861,52.81,52.81,0,90,,100
417.861,52.81,52.81,0,90,,100
417.861,52.81,52.81,0,90,,100
417.861,52.81,52.81,0,90,,100
417.861,52.81,52.81,0,90,,100
418.012,54.36,54.36,0,90,25.93,100
418.012,54.36,54.36,0,90,25.93,100
418.012,54.36,54.36,0,90,25.93,100
418.012,54.36,54.36,0,90,25.93,100
418.012,54.36,54.36,0,90,25.93,100
418.012,54.36,54.36,0,90,25.93,100
418.161,55.5,55.5,0,90,,100
418.161,55.5,55.5,0,90,,100
418.161,55.5,55.5,0,90,,100
418.161,55.5,55.5,0,90,,100
418.161,55.5,55.5,0,90,,100
418.312,56.61,56.61,0,90,,100
418.312,56.61,56.61,0,90,,100
418.312,56.61,56.61,0,90,,100
418.312,56.61,56.61,0,90,,100
418.312,56.61,56.61,0,90,,100
418.461,58.07,58.07,0,90,,100
418.461,58.07,58.07,0,90,,100
418.461,58.07,58.07,0,90,,100
418.461,58.07,58.07,0,90,,100
418.461,58.07,58.07,0,90,,100
418.612,59.17,59.17,0,90,26.21,100
418.612,59.17,59.17,0,90,26.21,100
418.612,59.17,59.17,0,90,26.21,100
418.612,59.17,59.17,0,90,26.21,100
418.612,59.17,59.17,0,90,26.21,100
418.612,59.17,59.17,0,90,26.21,100
418.761,60.23,60.23,0,90,,100
418.761,60.23,60.23,0,90,,100
418.761,60.23,60.23,0,90,,100
418.761,60.23,60.23,0,90,,100
418.761,60.23,60.23,0,90,,100
418.911,61.61,61.61,0,90,,100
418.911,61.61,61.61,0,90,,100
418.911,61.61,61.61,0,90,,100
418.911,61.61,61.61,0,90,,100
418.911,61.61,61.61,0,90,,100
419.061,62.64,62.64,0,90,,100
419.061,62.64,62.64,0,90,,100
419.061,62.64,62.64,0,90,,100
419.061,62.64,62.64,0,90,,100
419.061,62.64,62.64,0,90,,100
419.211,63.65,63.65,0,90,26.01,100
419.211,63.65,63.65,0,90,26.01,100
419.211,63.65,63.65,0,90,26.01,100
419.211,63.65,63.65,0,90,26.01,100
419.211,63.65,63.65,0,90,26.01,100
419.211,63.65,63.65,0,90,26.01,100
419.362,64.97,64.97,0,90,,100
419.362,64.97,64.97,0,90,,100
419.362,64.97,64.97,0,90,,100
419.362,64.97,64.97,0,90,,100
419.362,64.97,64.97,0,90,,100
419.511,65.96,65.96,0,90,,100
419.511,65.96,65.96,0,90,,100
419.511,65.96,65.96,0,90,,100
419.511,65.96,65.96,0,90,,100
419.511,65.96,65.96,0,90,,100
419.662,66.92,66.92,0,90,,100
419.662,66.92,66.92,0,90,,100
419.662,66.92,66.92,0,90,,100
419.662,66.92,66.92,0,90,,100
419.662,66.92,66.92,0,90,,100
419.811,68.17,68.17,0,90,26.19,100
419.811,68.17,68.17,0,90,26.19,100
419.811,68.17,68.17,0,90,26.19,100
419.811,68.17,68.17,0,90,26.19,100
419.811,68.17,68.17,0,90,26.19,100
419.811,68.17,68.17,0,90,26.19,100
419.962,69.09,69.09,0,90,,100
419.962,69.09,69.09,0,90,,100
419.962,69.09,69.09,0,90,,100
419.962,69.09,69.09,0,90,,100
419.962,69.09,69.09,0,90,,100
420.111,69.98,69.98,0,90,,100
420.111,69.98,69.98,0,90,,100
420.111,69.98,69.98,0,90,,100
420.111,69.98,69.98,0,90,,100
420.111,69.98,69.98,0,90,,100
420.262,71.15,71.15,0,90,,100
420.262,71.15,71.15,0,90,,100
420.262,71.15,71.15,0,90,,100
420.262,71.15,71.15,0,90,,100
420.262,71.15,71.15,0,90,,100
420.412,72.04,72.04,0,90,26.09,100
420.412,72.04,72.04,0,90,26.09,100
420.412,72.04,72.04,0,90,26.09,100
420.412,72.04,72.04,0,90,26.09,100
420.412,72.04,72.04,0,90,26.09,100
420.412,72.04,72.04,0,90,26.09,100
420.561,72.92,72.92,0,90,,100
420.561,72.92,72.92,0,90,,100
420.561,72.92,72.92,0,90,,100
420.561,72.92,72.92,0,90,,100
420.561,72.92,72.92,0,90,,100
420.712,74.05,74.05,0,90,,100
420.712,74.05,74.05,0,90,,100
420.712,74.05,74.05,0,90,,100
420.712,74.05,74.05,0,90,,100
420.712,74.05,74.05,0,90,,100
420.861,74.86,74.86,0,90,,100
420.861,74.86,74.86,0,90,,100
420.861,74.86,74.86,0,90,,100
420.861,74.86,74.86,0,90,,100
420.861,74.86,74.86,0,90,,100
421.012,75.66,75.66,0,90,29.35,100
421.012,75.66,75.66,0,90,29.35,100
421.012,75.66,75.66,0,90,29.35,100
421.012,75.66,75.66,0,90,29.35,100
421.012,75.66,75.66,0,90,29.35,100
421.012,75.66,75.66,0,90,29.35,100
421.161,76.73,76.73,0,90,,100
421.161,76.73,76.73,0,90,,100
421.161,76.73,76.73,0,90,,100
421.161,76.73,76.73,0,90,,100
421.161,76.73,76.73,0,90,,100
421.312,77.51,77.51,0,90,,100
421.312,77.51,77.51,0,90,,100
421.312,77.51,77.51,0,90,,100
421.312,77.51,77.51,0,90,,100
421.312,77.51,77.51,0,90,,100
421.461,78.28,78.28,0,90,29.14,100
421.461,78.28,78.28,0,90,29.14,100
421.461,78.28,78.28,0,90,29.14,100
421.461,78.28,78.28,0,90,29.14,100
421.461,78.28,78.28,0,90,29.14,100
421.461,78.28,78.28,0,90,29.14,100
421.612,79.27,79.27,0,90,,100
421.612,79.27,79.27,0,90,,100
421.612,79.27,79.27,0,90,,100
421.612,79.27,79.27,0,90,,100
421.612,79.27,79.27,0,90,,100
421.762,80.02,80.02,0,90,,100
421.762,80.02,80.02,0,90,,100
421.762,80.02,80.02,0,90,,100
421.762,80.02,80.02,0,90,,100
421.762,80.02,80.02,0,90,,100
421.911,80.77,80.77,0,90,,100
421.911,80.77,80.77,0,90,,100
421.911,80.77,80.77,0,90,,100
421.911,80.77,80.77,0,90,,100
421.911,80.77,80.77,0,90,,100
422.062,81.73,81.73,0,90,28.95,100
422.062,81.73,81.73,0,90,28.95,100
422.062,81.73,81.73,0,90,28.95,100
422.062,81.73,81.73,0,90,28.95,100
422.062,81.73,81.73,0,90,28.95,100
422.062,81.73,81.73,0,90,28.95,100
422.211,82.42,82.42,0,90,,100
422.211,82.42,82.42,0,90,,100
422.211,82.42,82.42,0,90,,100
422.211,82.42,82.42,0,90,,100
422.211,82.42,82.42,0,90,,100
422.362,83.11,83.11,0,90,,100
422.362,83.11,83.11,0,90,,100
422.362,83.11,83.11,0,90,,100
422.362,83.11,83.11,0,90,,100
422.362,83.11,83.11,0,90,,100
422.512,84.02,84.02,90,90,,100
422.512,84.02,84.02,90,90,,100
422.512,84.02,84.02,90,90,,100
422.512,84.02,84.02,90,90,,100
422.512,84.02,84.02,90,90,,100
422.664,84.68,84.68,90,90,29.57,75.4
422.664,84.68,84.68,90,90,29.57,75.4
422.664,84.68,84.68,90,90,29.57,75.4
422.664,84.68,84.68,90,90,29.57,75.4
422.664,84.68,84.68,90,90,29.57,75.4
422.664,84.68,84.68,90,90,29.57,75.4
422.814,85.31,85.31,90,90,,80.2
422.814,85.31,85.31,90,90,,80.2
422.814,85.31,85.31,90,90,,80.2
422.814,85.31,85.31,90,90,,80.2
422.814,85.31,85.31,90,90,,80.2
422.964,86.13,86.13,90,90,,87
422.964,86.13,86.13,90,90,,87
422.964,86.13,86.13,90,90,,87
422.964,86.13,86.13,90,90,,87
422.964,86.13,86.13,90,90,,87
423.113,86.66,86.66,90,90,,94.3
423.113,86.66,86.66,90,90,,94.3
423.113,86.66,86.66,90,90,,94.3
423.113,86.66,86.66,90,90,,94.3
423.113,86.66,86.66,90,90,,94.3
423.264,87.12,87.12,90,90,30.97,100
423.264,87.12,87.12,90,90,30.97,100
423.264,87.12,87.12,90,90,30.97,100
423.264,87.12,87.12,90,90,30.97,100
423.264,87.12,87.12,90,90,30.97,100
423.264,87.12,87.12,90,90,30.97,100
423.414,87.64,87.64,90,90,,100
423.414,87.64,87.64,90,90,,100
423.414,87.64,87.64,90,90,,100
423.414,87.64,87.64,90,90,,100
423.414,87.64,87.64,90,90,,100
423.564,88.04,88.04,90,90,,100
423.564,88.04,88.04,90,90,,100
423.564,88.04,88.04,90,90,,100
423.564,88.04,88.04,90,90,,100
423.564,88.04,88.04,90,90,,100
423.714,88.47,88.47,90,90,,100
423.714,88.47,88.47,90,90,,100
423.714,88.47,88.47,90,90,,100
423.714,88.47,88.47,90,90,,100
423.714,88.47,88.47,90,90,,100
423.864,89.07,89.07,90,90,32.45,100
423.864,89.07,89.07,90,90,32.45,100
423.864,89.07,89.07,90,90,32.45,100
423.864,89.07,89.07,90,90,32.45,100
423.864,89.07,89.07,90,90,32.45,100
423.864,89.07,89.07,90,90,32.45,100
424.014,89.58,89.58,90,90,,100
424.014,89.58,89.58,90,90,,100
424.014,89.58,89.58,90,90,,100
424.014,89.58,89.58,90,90,,100
424.014,89.58,89.58,90,90,,100
424.164,90.09,90.09,90,90,,100
424.164,90.09,90.09,90,90,,100
424.164,90.09,90.09,90,90,,100
424.164,90.09,90.09,90,90,,100
424.164,90.09,90.09,90,90,,100
424.314,90.79,90.79,90,90,,86.3
424.314,90.79,90.79,90,90,,86.3
424.314,90.79,90.79,90,90,,86.3
424.314,90.79,90.79,90,90,,86.3
424.314,90.79,90.79,90,90,,86.3
424.463,91.35,91.35,90,90,33.85,91.2
424.463,91.35,91.35,90,90,33.85,91.2
424.463,91.35,91.35,90,90,33.85,91.2
424.463,91.35,91.35,90,90,33.85,91.2
424.463,91.35,91.35,90,90,33.85,91.2
424.463,91.35,91.35,90,90,33.85,91.2
424.614,91.85,91.85,90,90,,79.9
424.614,91.85,91.85,90,90,,79.9
424.614,91.85,91.85,90,90,,79.9
424.614,91.85,91.85,90,90,,79.9
424.614,91.85,91.85,90,90,,79.9
424.763,92.52,92.52,90,90,,68.1
424.763,92.52,92.52,90,90,,68.1
424.763,92.52,92.52,90,90,,68.1
424.763,92.52,92.52,90,90,,68.1
424.763,92.52,92.52,90,90,,68.1
424.913,92.98,92.98,90,90,,59.8
424.913,92.98,92.98,90,90,,59.8
424.913,92.98,92.98,90,90,,59.8
424.913,92.98,92.98,90,90,,59.8
424.913,92.98,92.98,90,90,,59.8
425.063,93.38,93.38,90,90,37.3,52.5
425.063,93.38,93.38,90,90,37.3,52.5
425.063,93.38,93.38,90,90,37.3,52.5
425.063,93.38,93.38,90,90,37.3,52.5
425.063,93.38,93.38,90,90,37.3,52.5
425.063,93.38,93.38,90,90,37.3,52.5
425.213,93.77,93.77,90,90,,48.8
425.213,93.77,93.77,90,90,,48.8
425.213,93.77,93.77,90,90,,48.8
425.213,93.77,93.77,90,90,,48.8
425.213,93.77,93.77,90,90,,48.8
425.363,93.94,93.94,90,90,,45.8
425.363,93.94,93.94,90,90,,45.8
425.363,93.94,93.94,90,90,,45.8
425.363,93.94,93.94,90,90,,45.8
425.363,93.94,93.94,90,90,,45.8
425.513,93.99,93.99,90,90,,43.7
425.513,93.99,93.99,90,90,,43.7
425.513,93.99,93.99,90,90,,43.7
425.513,93.99,93.99,90,90,,43.7
425.513,93.99,93.99,90,90,,43.7
425.663,93.91,93.91,90,90,38.24,43.5
425.663,93.91,93.91,90,90,38.24,43.5
425.663,93.91,93.91,90,90,38.24,43.5
425.663,93.91,93.91,90,90,38.24,43.5
425.663,93.91,93.91,90,90,38.24,43.5
425.663,93.91,93.91,90,90,38.24,43.5
425.813,93.73,93.73,90,90,,42.8
