X,1: Assay1: 0.2uM,X,2: Assay1: 0.1uM,X,3: Assay1: neg,X,4: Assay2: 0.2uM,X,5: Assay2: 0.1uM,X,6: Assay2: neg,X,7: Assay3: 0.2uM,X,8: Assay3: 0.1uM,X,9: Assay3: neg
61.05,0.767610397,61.05,0.53106504,61.05,0.159774475,61.05,0.67810416,61.05,0.455368772,61.05,0.159774475,61.05,0.676098625,61.05,0.611680438,61.05,0.159774475
61.53652174,0.767610397,61.53652174,0.53106504,61.53652174,0.159774475,61.53652174,0.67810416,61.53652174,0.455368772,61.53652174,0.159774475,61.53652174,0.676098625,61.53652174,0.611680438,61.53652174,0.159774475
62.02304348,1.183538363,62.02304348,0.864575362,62.02304348,0.176102346,62.02304348,0.835607292,62.02304348,0.694933756,62.02304348,0.176102346,62.02304348,1.20077727,62.02304348,0.728116942,62.02304348,0.176102346
62.50956522,1.484968635,62.50956522,1.104473908,62.50956522,0.189624485,62.50956522,0.943052396,62.50956522,0.886708382,62.50956522,0.189624485,62.50956522,1.643518201,62.50956522,0.812845237,62.50956522,0.189624485
62.99608696,1.642296224,62.99608696,1.223383187,62.99608696,0.196533536,62.99608696,0.993201254,62.99608696,0.997009096,62.99608696,0.196533536,62.99608696,1.903295518,62.99608696,0.85013843,62.99608696,0.196533536
63.4826087,1.681166171,63.4826087,1.248995524,63.4826087,0.196591358,63.4826087,1.001274019,63.4826087,1.038174024,63.4826087,0.196591358,63.4826087,2.006118168,63.4826087,0.853597447,63.4826087,0.196591358
63.96913043,1.656050539,63.96913043,1.224069289,63.96913043,0.192396375,63.96913043,0.977593922,63.96913043,1.031598144,63.96913043,0.192396375,63.96913043,2.010405988,63.96913043,0.844470319,63.96913043,0.192396375
64.45565217,1.598355076,64.45565217,1.183994186,64.45565217,0.185567348,64.45565217,0.931972636,64.45565217,1.005419053,64.45565217,0.185567348,64.45565217,1.959984687,64.45565217,0.834710508,64.45565217,0.185567348
64.94217391,1.529789543,64.94217391,1.14208703,64.94217391,0.177863734,64.94217391,0.880397808,64.94217391,0.973453177,64.94217391,0.177863734,64.94217391,1.878981717,64.94217391,0.820391696,64.94217391,0.177863734
65.42869565,1.469069926,65.42869565,1.104917339,65.42869565,0.171919117,65.42869565,0.840005714,65.42869565,0.933955501,65.42869565,0.171919117,65.42869565,1.801991618,65.42869565,0.793946378,65.42869565,0.171919117
65.91521739,1.427224014,65.91521739,1.078923053,65.91521739,0.169159375,65.91521739,0.821475103,65.91521739,0.89388747,65.91521739,0.169159375,65.91521739,1.769978372,65.91521739,0.766050576,65.91521739,0.169159375
66.40173913,1.385306928,66.40173913,1.060263183,66.40173913,0.168152034,66.40173913,0.812668135,66.40173913,0.864935332,66.40173913,0.168152034,66.40173913,1.781681329,66.40173913,0.749768281,66.40173913,0.168152034
66.88826087,1.335798277,66.88826087,1.043131254,66.88826087,0.166157867,66.88826087,0.79378736,66.88826087,0.845616398,66.88826087,0.166157867,66.88826087,1.781920365,66.88826087,0.739930747,66.88826087,0.166157867
67.37478261,1.300966799,67.37478261,1.024042554,67.37478261,0.162383654,67.37478261,0.768106327,67.37478261,0.83002259,67.37478261,0.162383654,67.37478261,1.748497873,67.37478261,0.729466133,67.37478261,0.162383654
67.86130435,1.289771177,67.86130435,1.00354036,67.86130435,0.15831155,67.86130435,0.745604887,67.86130435,0.817340901,67.86130435,0.15831155,67.86130435,1.703082925,67.86130435,0.715921731,67.86130435,0.15831155
68.34782609,1.290428566,68.34782609,0.988134535,68.34782609,0.155169181,68.34782609,0.733028929,68.34782609,0.80741414,68.34782609,0.155169181,68.34782609,1.652842256,68.34782609,0.699550077,68.34782609,0.155169181
68.83434783,1.290875665,68.83434783,0.977542405,68.83434783,0.152632972,68.83434783,0.732865816,68.83434783,0.799360175,68.83434783,0.152632972,68.83434783,1.621126995,68.83434783,0.687874664,68.83434783,0.152632972
69.32086957,1.284955835,69.32086957,0.963751735,69.32086957,0.150110314,69.32086957,0.730997491,69.32086957,0.78664558,69.32086957,0.150110314,69.32086957,1.632603812,69.32086957,0.682538694,69.32086957,0.150110314
69.8073913,1.273683987,69.8073913,0.946091847,69.8073913,0.147445709,69.8073913,0.716498608,69.8073913,0.76774624,69.8073913,0.147445709,69.8073913,1.661664301,69.8073913,0.675673556,69.8073913,0.147445709
70.29391304,1.259321676,70.29391304,0.927236449,70.29391304,0.144212391,70.29391304,0.695578971,70.29391304,0.75079249,70.29391304,0.144212391,70.29391304,1.688883518,70.29391304,0.66972645,70.29391304,0.144212391
70.78043478,1.232469664,70.78043478,0.905610824,70.78043478,0.140393405,70.78043478,0.674769159,70.78043478,0.737017455,70.78043478,0.140393405,70.78043478,1.719572975,70.78043478,0.674375999,70.78043478,0.140393405
71.26695652,1.187840344,71.26695652,0.882162376,71.26695652,0.136555439,71.26695652,0.662997525,71.26695652,0.722612658,71.26695652,0.136555439,71.26695652,1.747557588,71.26695652,0.68989369,71.26695652,0.136555439
71.75347826,1.141993033,71.75347826,0.858520067,71.75347826,0.132499085,71.75347826,0.667727293,71.75347826,0.70619332,71.75347826,0.132499085,71.75347826,1.761935314,71.75347826,0.704120021,71.75347826,0.132499085
72.24,1.112227766,72.24,0.835582544,72.24,0.129336243,72.24,0.677770976,72.24,0.688803719,72.24,0.129336243,72.24,1.746235494,72.24,0.705656297,72.24,0.129336243
72.72652174,1.096921919,72.72652174,0.814392857,72.72652174,0.12782418,72.72652174,0.68773153,72.72652174,0.675498916,72.72652174,0.12782418,72.72652174,1.678911283,72.72652174,0.687699205,72.72652174,0.12782418
73.21304348,1.088341403,73.21304348,0.794113878,73.21304348,0.126218996,73.21304348,0.698879869,73.21304348,0.664937763,73.21304348,0.126218996,73.21304348,1.565924783,73.21304348,0.647167141,73.21304348,0.126218996
73.69956522,1.073234585,73.69956522,0.775977594,73.69956522,0.123486122,73.69956522,0.696562615,73.69956522,0.652926443,73.69956522,0.123486122,73.69956522,1.437527743,73.69956522,0.592524394,73.69956522,0.123486122
74.18608696,1.054620096,74.18608696,0.762395404,74.18608696,0.119760559,74.18608696,0.668140503,74.18608696,0.638949547,74.18608696,0.119760559,74.18608696,1.33443586,74.18608696,0.539603342,74.18608696,0.119760559
74.6726087,1.044733508,74.6726087,0.751252884,74.6726087,0.115653494,74.6726087,0.61185553,74.6726087,0.626971157,74.6726087,0.115653494,74.6726087,1.301533164,74.6726087,0.504532621,74.6726087,0.115653494
75.15913043,1.036329981,75.15913043,0.739615332,75.15913043,0.111556284,75.15913043,0.540949323,75.15913043,0.616289056,75.15913043,0.111556284,75.15913043,1.323739074,75.15913043,0.496888673,75.15913043,0.111556284
75.64565217,1.019563493,75.64565217,0.727290168,75.64565217,0.108270736,75.64565217,0.480754031,75.64565217,0.600974656,75.64565217,0.108270736,75.64565217,1.357784361,75.64565217,0.517599258,75.64565217,0.108270736
76.13217391,1.007143028,76.13217391,0.713803521,76.13217391,0.106521756,76.13217391,0.44832945,76.13217391,0.583411754,76.13217391,0.106521756,76.13217391,1.415451014,76.13217391,0.559096798,76.13217391,0.106521756
76.61869565,1.008829672,76.61869565,0.700470875,76.61869565,0.105148352,76.61869565,0.444349853,76.61869565,0.569580598,76.61869565,0.105148352,76.61869565,1.528437388,76.61869565,0.609047643,76.61869565,0.105148352
77.10521739,1.017611862,77.10521739,0.691681078,77.10521739,0.102973272,77.10521739,0.46233932,77.10521739,0.562790396,77.10521739,0.102973272,77.10521739,1.67829521,77.10521739,0.654222971,77.10521739,0.102973272
77.59173913,1.01709167,77.59173913,0.689939537,77.59173913,0.099894592,77.59173913,0.493967947,77.59173913,0.558927029,77.59173913,0.099894592,77.59173913,1.789003131,77.59173913,0.676635271,77.59173913,0.099894592
78.07826087,1.005036281,78.07826087,0.693579372,78.07826087,0.095600574,78.07826087,0.526505424,78.07826087,0.551963894,78.07826087,0.095600574,78.07826087,1.801489245,78.07826087,0.659628581,78.07826087,0.095600574
78.56478261,1.004718482,78.56478261,0.699265453,78.56478261,0.091598637,78.56478261,0.554251916,78.56478261,0.539351796,78.56478261,0.091598637,78.56478261,1.721927823,78.56478261,0.60591331,78.56478261,0.091598637
79.05130435,1.029472264,79.05130435,0.704892427,79.05130435,0.089715274,79.05130435,0.582337654,79.05130435,0.519934788,79.05130435,0.089715274,79.05130435,1.610963078,79.05130435,0.544785965,79.05130435,0.089715274
79.53782609,1.077610154,79.53782609,0.708125514,79.53782609,0.089015607,79.53782609,0.6201416,79.53782609,0.49892452,79.53782609,0.089015607,79.53782609,1.555013652,79.53782609,0.508573077,79.53782609,0.089015607
80.02434783,1.124485342,80.02434783,0.702446245,80.02434783,0.087914871,80.02434783,0.676082986,80.02434783,0.491144089,80.02434783,0.087914871,80.02434783,1.608819005,80.02434783,0.514878143,80.02434783,0.087914871
