Index,Text,X,S1,X,S2,X,S3,X,S4,X,S5,X,S6
26,60.437,,,60.437,13.25399971,60.408,57.47600174,60.417,87.20600128,60.422,87.37999725,60.42,60.0909996
27,60.453,,,60.453,13.23400021,60.423,57.46900177,60.432,87.14499664,60.435,87.36299896,60.432,60.06299973
28,60.464,,,60.464,13.26000023,60.438,57.42499924,60.447,87.06300354,60.451,87.39700317,60.448,59.98899841
29,60.48,,,60.48,13.18599987,60.453,57.38800049,60.463,86.99199677,60.465,87.28199768,60.46,59.93899918
30,60.495,,,60.495,13.19799995,60.467,57.35599899,60.476,87.00700378,60.479,87.22899628,60.475,59.93199921
31,60.509,,,60.509,13.15699959,60.484,57.25699997,60.49,86.8789978,60.494,87.34799957,60.489,59.86500168
32,60.523,,,60.523,13.1260004,60.498,57.26699829,60.508,86.83799744,60.509,87.21299744,60.503,59.78699875
33,60.538,,,60.538,13.20100021,60.514,57.23300171,60.521,86.81300354,60.524,87.11599731,60.518,59.76900101
34,60.552,,,60.552,13.15200043,60.53,57.18600082,60.535,86.7460022,60.54,87.00700378,60.534,59.70000076
35,60.566,,,60.566,13.11600018,60.545,57.18299866,60.549,86.6989975,60.553,86.98400116,60.549,59.68500137
36,60.579,,,60.579,13.17000008,60.561,57.13399887,60.565,86.61299896,60.568,86.8789978,60.563,59.61500168
37,60.595,,,60.595,13.12100029,60.575,57.08399963,60.579,86.60800171,60.581,86.81199646,60.577,59.58599854
38,60.61,,,60.61,13.07299995,60.591,57.03900146,60.594,86.54499817,60.597,86.79299927,60.593,59.56600189
39,60.625,,,60.625,13.09000015,60.606,56.94800186,60.609,86.51899719,60.611,86.72200012,60.608,59.5019989
40,60.64,,,60.64,13.125,60.618,56.90399933,60.623,86.46399689,60.628,86.6740036,60.623,59.51399994
41,60.653,,,60.653,13.11400032,60.634,56.9070015,60.64,86.3259964,60.642,86.69799805,60.638,59.38700104
42,60.667,,,60.667,13.06000042,60.648,56.84700012,60.655,86.30200195,60.655,86.66999817,60.653,59.42300034
43,60.682,,,60.682,13.04800034,60.665,56.80599976,60.667,86.23100281,60.674,86.5759964,60.668,59.33100128
44,60.697,,,60.697,13.02499962,60.679,56.77099991,60.683,86.21600342,60.688,86.48999786,60.681,59.29299927
45,60.711,,,60.711,13.00899982,60.694,56.75400162,60.697,86.19799805,60.704,86.5039978,60.697,59.27500153
46,60.726,,,60.726,13.00800037,60.71,56.7120018,60.713,86.12200165,60.716,86.5,60.711,59.20500183
47,60.74,,,60.74,13.02099991,60.724,56.68899918,60.727,86.02600098,60.731,86.3010025,60.728,59.17499924
48,60.755,,,60.755,13.03299999,60.739,56.625,60.741,86.01300049,60.746,86.27400208,60.741,59.10499954
49,60.771,,,60.771,12.99600029,60.755,56.59999847,60.756,85.86399841,60.759,86.20899963,60.758,59.09700012
50,60.786,,,60.786,12.97099972,60.768,56.57699966,60.773,85.88200378,60.774,86.1760025,60.773,59.05899811
51,60.799,,,60.799,12.98799992,60.784,56.4980011,60.789,85.85299683,60.789,86.09899902,60.786,59.0019989
52,60.814,,,60.814,12.94799995,60.797,56.52500153,60.801,85.76200104,60.804,86.08399963,60.801,58.97100067
53,60.828,,,60.828,12.93700027,60.812,56.38700104,60.816,85.65899658,60.821,86.00499725,60.814,58.92100143
54,60.844,,,60.844,12.93900013,60.827,56.3219986,60.831,85.63899994,60.833,86.00700378,60.829,58.86800003
55,60.857,,,60.857,12.91899967,60.841,56.38199997,60.845,85.61399841,60.849,85.97499847,60.846,58.82400131
56,60.873,,,60.873,12.9090004,60.855,56.29899979,60.86,85.53299713,60.865,85.83399963,60.86,58.77000046
57,60.889,,,60.889,12.92199993,60.87,56.23300171,60.874,85.48699951,60.879,85.78600311,60.877,58.75799942
58,60.903,,,60.903,12.89099979,60.886,56.19200134,60.89,85.44000244,60.892,85.75499725,60.893,58.74000168
59,60.918,,,60.918,12.88300037,60.899,56.19499969,60.905,85.43800354,60.907,85.6969986,60.904,58.65599823
60,60.933,,,60.933,12.86800003,60.915,56.1780014,60.92,85.33699799,60.922,85.68399811,60.919,58.66999817
61,60.948,,,60.948,12.84500027,60.93,56.10400009,60.934,85.31900024,60.936,85.6289978,60.934,58.60599899
62,60.963,,,60.963,12.86200047,60.943,56.08599854,60.949,85.25299835,60.95,85.58000183,60.948,58.52999878
63,60.978,,,60.978,12.83199978,60.96,56.07699966,60.964,85.14600372,60.966,85.47100067,60.963,58.48300171
64,60.994,,,60.994,12.85499954,60.975,56.00400162,60.979,85.08399963,60.978,85.39499664,60.978,58.44599915
65,61.008,,,61.008,12.77400017,60.99,55.9109993,60.993,85.07499695,60.995,85.3690033,60.994,58.44100189
66,61.021,,,61.021,12.77799988,61.005,55.91500092,61.007,85.01699829,61.009,85.3219986,61.006,58.3429985
67,61.037,,,61.037,12.80599976,61.02,55.90399933,61.023,84.93599701,61.024,85.3219986,61.023,58.35200119
68,61.052,,,61.052,12.74800014,61.033,55.81499863,61.036,84.89600372,61.037,85.30699921,61.037,58.27999878
69,61.065,,,61.065,12.77299976,61.048,55.77700043,61.052,84.83599854,61.053,85.23799896,61.052,58.23899841
70,61.078,,,61.078,12.77700043,61.064,55.71699905,61.067,84.82499695,61.068,85.16300201,61.066,58.22800064
71,61.094,,,61.094,12.72500038,61.077,55.77600098,61.082,84.82099915,61.082,85.06700134,61.081,58.22399902
72,61.11,,,61.11,12.71500015,61.092,55.71900177,61.096,84.76100159,61.098,85.04499817,61.095,58.1269989
73,61.125,,,61.125,12.65799999,61.108,55.63000107,61.112,84.68900299,61.113,84.91300201,61.11,58.07400131
74,61.138,,,61.138,12.73900032,61.124,55.5909996,61.126,84.57700348,61.129,84.95300293,61.124,58.00799942
75,61.153,,,61.153,12.6960001,61.139,55.63299942,61.142,84.53399658,61.144,84.85399628,61.139,57.93600082
76,61.168,,,61.168,12.71000004,61.154,55.50799942,61.156,84.4940033,61.161,84.80899811,61.154,57.94499969
77,61.185,,,61.185,12.68400002,61.168,55.49200058,61.17,84.47000122,61.179,84.75800323,61.169,57.89099884
78,61.197,,,61.197,12.65999985,61.181,55.43799973,61.185,84.35900116,61.194,84.69000244,61.186,57.84799957
79,61.213,,,61.213,12.68400002,61.197,55.40200043,61.2,84.33599854,61.204,84.62999725,61.2,57.85200119
80,61.228,,,61.228,12.61200047,61.212,55.38299942,61.214,84.25499725,61.219,84.62200165,61.216,57.77099991
81,61.243,,,61.243,12.61600018,61.228,55.25500107,61.231,84.16300201,61.235,84.61499786,61.228,57.76200104
82,61.258,,,61.258,12.63099957,61.242,55.25899887,61.247,84.22499847,61.252,84.53600311,61.244,57.66999817
83,61.273,,,61.273,12.6079998,61.257,55.29399872,61.262,84.14499664,61.269,84.50499725,61.258,57.62900162
84,61.287,,,61.287,12.57999992,61.272,55.24200058,61.275,84.09799957,61.281,84.37999725,61.272,57.5719986
85,61.302,,,61.302,12.58300018,61.287,55.26300049,61.288,84.01899719,61.298,84.40899658,61.287,57.59899902
86,61.317,,,61.317,12.57900047,61.3,55.11600113,61.304,83.93000031,61.309,84.27899933,61.302,57.57699966
87,61.333,,,61.333,12.64400005,61.317,55.14099884,61.319,83.90599823,61.324,84.26799774,61.319,57.49399948
88,61.346,,,61.346,12.57999992,61.331,55.09199905,61.335,83.84700012,61.338,84.23000336,61.333,57.44100189
89,61.361,,,61.361,12.53999996,61.346,55.02999878,61.349,83.8030014,61.354,84.16400146,61.349,57.38100052
90,61.374,,,61.374,12.50399971,61.36,55.01499939,61.363,83.72200012,61.369,84.12799835,61.362,57.32400131
91,61.39,,,61.39,12.53299999,61.376,54.9640007,61.379,83.7440033,61.384,84.0759964,61.379,57.31600189
92,61.404,,,61.404,12.51399994,61.39,54.9090004,61.393,83.66400146,61.397,84.01799774,61.394,57.27899933
93,61.419,,,61.419,12.53199959,61.405,54.84700012,61.407,83.61199951,61.411,83.97299957,61.407,57.22499847
94,61.434,,,61.434,12.48499966,61.419,54.7480011,61.424,83.5530014,61.427,83.8809967,61.422,57.1609993
95,61.447,,,61.447,12.45699978,61.435,54.72299957,61.439,83.51000214,61.439,83.83300018,61.44,57.15499878
96,61.462,,,61.462,12.51399994,61.45,54.83000183,61.456,83.49500275,61.453,83.83100128,61.455,57.0890007
97,61.476,,,61.476,12.48499966,61.467,54.73699951,61.469,83.39700317,61.47,83.73999786,61.468,57.08499908
98,61.492,,,61.492,12.42300034,61.482,54.66799927,61.485,83.38700104,61.484,83.72100067,61.483,57.06800079
99,61.507,,,61.507,12.43700027,61.499,54.62900162,61.5,83.32499695,61.499,83.67900085,61.498,57.0359993
100,61.522,,,61.522,12.43799973,61.514,54.59199905,61.514,83.25,61.512,83.66400146,61.512,56.9620018
101,61.537,,,61.537,12.40600014,61.529,54.52700043,61.529,83.18800354,61.527,83.56900024,61.529,56.87799835
102,61.553,,,61.553,12.42099953,61.545,54.49200058,61.544,83.13600159,61.543,83.51999664,61.544,56.87099838
103,61.569,,,61.569,12.4090004,61.559,54.48199844,61.56,83.16100311,61.558,83.44799805,61.559,56.85300064
104,61.582,,,61.582,12.36200047,61.574,54.40800095,61.573,83.04699707,61.572,83.40200043,61.574,56.83499908
105,61.598,,,61.598,12.3920002,61.588,54.4129982,61.588,83.01100159,61.588,83.34700012,61.59,56.75600052
106,61.612,,,61.612,12.32699966,61.605,54.35300064,61.603,82.90799713,61.602,83.30899811,61.605,56.73600006
107,61.626,,,61.626,12.36600018,61.619,54.3409996,61.618,82.8710022,61.617,83.26899719,61.617,56.67900085
108,61.642,,,61.642,12.36299992,61.634,54.3390007,61.633,82.84100342,61.632,83.21600342,61.632,56.62799835
109,61.659,,,61.659,12.30700016,61.648,54.29399872,61.649,82.81900024,61.646,83.1969986,61.646,56.60200119
110,61.672,,,61.672,12.30599976,61.663,54.23799896,61.663,82.69400024,61.663,83.19000244,61.661,56.55799866
111,61.688,,,61.688,12.30000019,61.677,54.25099945,61.678,82.66300201,61.677,83.02400208,61.678,56.49900055
112,61.703,,,61.703,12.28600025,61.691,54.15100098,61.693,82.60700226,61.691,83.0059967,61.694,56.48099899
113,61.715,,,61.715,12.3039999,61.705,54.11800003,61.707,82.53900146,61.705,82.94200134,61.707,56.38000107
114,61.732,,,61.732,12.26500034,61.721,54.04199982,61.722,82.55400085,61.722,82.93900299,61.723,56.38800049
115,61.749,,,61.749,12.2670002,61.737,54.04299927,61.738,82.41400146,61.736,82.84600067,61.736,56.32899857
116,61.76,,,61.76,12.24600029,61.751,54.0870018,61.751,82.42299652,61.752,82.85199738,61.752,56.32500076
117,61.775,,,61.775,12.22099972,61.764,53.97200012,61.766,82.39099884,61.766,82.71099854,61.765,56.20500183
118,61.789,,,61.789,12.2159996,61.78,53.99499893,61.785,82.3219986,61.781,82.7440033,61.782,56.25400162
119,61.806,,,61.806,12.20499992,61.794,53.93399811,61.802,82.23200226,61.797,82.69100189,61.794,56.18799973
120,61.819,,,61.819,12.20100021,61.806,53.91999817,61.817,82.19200134,61.81,82.67199707,61.81,56.18799973
121,61.834,,,61.834,12.20400047,61.822,53.85200119,61.832,82.15000153,61.824,82.60600281,61.822,56.10699844
122,61.849,,,61.849,12.19299984,61.836,53.80599976,61.845,82.13200378,61.841,82.5719986,61.837,56.08599854
123,61.863,,,61.863,12.1789999,61.851,53.78900146,61.858,82.10500336,61.856,82.50800323,61.854,56.03699875
124,61.878,,,61.878,12.18000031,61.866,53.7159996,61.87,82.01999664,61.871,82.43299866,61.869,56.02199936
125,61.892,,,61.892,12.14299965,61.879,53.72200012,61.884,81.96099854,61.885,82.43800354,61.883,55.97999954
126,61.906,,,61.906,12.2159996,61.894,53.61899948,61.9,81.88500214,61.901,82.38300323,61.898,55.91799927
127,61.921,,,61.921,12.15100002,61.907,53.63000107,61.913,81.88800049,61.917,82.34300232,61.911,55.8769989
128,61.936,,,61.936,12.13899994,61.921,53.5719986,61.929,81.81700134,61.933,82.25900269,61.929,55.85499954
129,61.952,,,61.952,12.14599991,61.937,53.52600098,61.943,81.73300171,61.947,82.19799805,61.946,55.80400085
130,61.967,,,61.967,12.1239996,61.953,53.49200058,61.96,81.65200043,61.963,82.12799835,61.957,55.76699829
131,61.982,,,61.982,12.07600021,61.967,53.51300049,61.973,81.66100311,61.977,82.09600067,61.974,55.71900177
132,61.996,,,61.996,12.11800003,61.984,53.4129982,61.987,81.60500336,61.991,82.07299805,61.989,55.62900162
133,62.011,,,62.011,12.14099979,61.999,53.42699814,62.001,81.55599976,62.007,81.99299622,62.002,55.56100082
134,62.027,,,62.027,12.08500004,62.015,53.39799881,62.017,81.47899628,62.022,81.9489975,62.018,55.58499908
135,62.041,,,62.041,12.06000042,62.03,53.32099915,62.031,81.52400208,62.038,81.88200378,62.034,55.57400131
136,62.055,,,62.055,12.06200027,62.046,53.29700089,62.047,81.39299774,62.054,81.89600372,62.049,55.52899933
137,62.07,,,62.07,12.04800034,62.059,53.25600052,62.063,81.34300232,62.069,81.80999756,62.064,55.4679985
138,62.085,,,62.085,12.04800034,62.075,53.25500107,62.076,81.30500031,62.082,81.77899933,62.077,55.44800186
139,62.1,,,62.1,12.07499981,62.09,53.14699936,62.091,81.30500031,62.099,81.73300171,62.091,55.46300125
140,62.116,,,62.116,11.97900009,62.103,53.18099976,62.105,81.16600037,62.113,81.69000244,62.107,55.36500168
141,62.131,,,62.131,12.10400009,62.119,53.09999847,62.121,81.1780014,62.13,81.60600281,62.122,55.30400085
142,62.147,,,62.147,12.00500011,62.133,53.05500031,62.141,81.12200165,62.145,81.54299927,62.137,55.35599899
143,62.162,,,62.162,12.02900028,62.149,53.04100037,62.155,81.10900116,62.161,81.52100372,62.154,55.29600143
144,62.176,,,62.176,11.98799992,62.167,52.94300079,62.167,80.94599915,62.172,81.47599792,62.167,55.20899963
145,62.19,,,62.19,11.98200035,62.181,52.98300171,62.18,80.93499756,62.185,81.40799713,62.184,55.1230011
146,62.207,,,62.207,12.00599957,62.196,52.89400101,62.197,80.84799957,62.2,81.37000275,62.199,55.05699921
147,62.223,,,62.223,11.94099998,62.21,52.88499832,62.211,80.88800049,62.215,81.37000275,62.216,55.0929985
148,62.236,,,62.236,11.94200039,62.225,52.88299942,62.227,80.79100037,62.229,81.2460022,62.227,55.04800034
149,62.252,,,62.252,11.98700047,62.241,52.82799911,62.24,80.77500153,62.242,81.26899719,62.242,54.99399948
150,62.266,,,62.266,11.93000031,62.255,52.79600143,62.257,80.68699646,62.256,81.18000031,62.258,54.94900131
151,62.28,,,62.28,11.92500019,62.269,52.73799896,62.273,80.58799744,62.273,81.14600372,62.273,54.9280014
152,62.297,,,62.297,11.89400005,62.286,52.65800095,62.288,80.59700012,62.286,81.0759964,62.289,54.8429985
153,62.312,,,62.312,11.87899971,62.303,52.70199966,62.301,80.58599854,62.303,81.02400208,62.302,54.83599854
154,62.326,,,62.326,11.86800003,62.316,52.61000061,62.315,80.52400208,62.317,80.97399902,62.317,54.82099915
155,62.341,,,62.341,11.88399982,62.333,52.61800003,62.331,80.48200226,62.332,80.93699646,62.335,54.76699829
156,62.357,,,62.357,11.86900043,62.346,52.50799942,62.346,80.39700317,62.345,80.89199829,62.35,54.72000122
157,62.371,,,62.371,11.89099979,62.362,52.47700119,62.361,80.39399719,62.361,80.81099701,62.362,54.66600037
158,62.384,,,62.384,11.90799999,62.378,52.52600098,62.376,80.29100037,62.376,80.75700378,62.378,54.66899872
159,62.4,,,62.4,11.85000038,62.392,52.4620018,62.39,80.23000336,62.392,80.76200104,62.394,54.65299988
160,62.415,,,62.415,11.81999969,62.408,52.4620018,62.407,80.2539978,62.406,80.64900208,62.407,54.59999847
161,62.43,,,62.43,11.86299992,62.424,52.45500183,62.421,80.22499847,62.422,80.63400269,62.424,54.56100082
162,62.444,,,62.444,11.79699993,62.439,52.38399887,62.436,80.14800262,62.437,80.56600189,62.44,54.50699997
163,62.459,,,62.459,11.76799965,62.45,52.37099838,62.452,80.06300354,62.452,80.51699829,62.454,54.50999832
164,62.473,,,62.473,11.81900024,62.465,52.29700089,62.467,79.97499847,62.467,80.41999817,62.469,54.41400146
165,62.489,,,62.489,11.80599976,62.479,52.29299927,62.482,79.97299957,62.482,80.43000031,62.485,54.37099838
166,62.503,,,62.503,11.8039999,62.494,52.18999863,62.498,79.95600128,62.497,80.42500305,62.5,54.34400177
167,62.518,,,62.518,11.79599953,62.508,52.16999817,62.512,79.89700317,62.513,80.34999847,62.512,54.2859993
168,62.535,,,62.535,11.81599998,62.524,52.10800171,62.527,79.8710022,62.526,80.34500122,62.527,54.29800034
169,62.549,,,62.549,11.76200008,62.539,52.10800171,62.541,79.82499695,62.542,80.26599884,62.542,54.24700165
170,62.564,,,62.564,11.77700043,62.555,52.03499985,62.556,79.75299835,62.556,80.25800323,62.557,54.2120018
171,62.577,,,62.577,11.72099972,62.57,52.03099823,62.572,79.6740036,62.573,80.15000153,62.572,54.20999908
172,62.592,,,62.592,11.69900036,62.585,51.97600174,62.587,79.62999725,62.588,80.16100311,62.586,54.07099915
173,62.608,,,62.608,11.68400002,62.6,51.97000122,62.601,79.59999847,62.603,80.07700348,62.6,54.07099915
174,62.623,,,62.623,11.67300034,62.616,51.92499924,62.616,79.46900177,62.618,80.01599884,62.616,54.04600143
175,62.638,,,62.638,11.68099976,62.633,51.91699982,62.631,79.50900269,62.634,79.98100281,62.631,54.0340004
176,62.651,,,62.651,11.67700005,62.648,51.83300018,62.646,79.4469986,62.647,79.89900208,62.645,54.00799942
177,62.667,,,62.667,11.63700008,62.661,51.83800125,62.66,79.44499969,62.663,79.86000061,62.661,53.93199921
178,62.682,,,62.682,11.65100002,62.677,51.81800079,62.676,79.34100342,62.678,79.85399628,62.675,53.93999863
179,62.697,,,62.697,11.65600014,62.69,51.7840004,62.691,79.30599976,62.693,79.7990036,62.691,53.87599945
180,62.712,,,62.712,11.70300007,62.706,51.79499817,62.706,79.2480011,62.706,79.7460022,62.704,53.82899857
181,62.726,,,62.726,11.64999962,62.72,51.70999908,62.72,79.22899628,62.721,79.69000244,62.718,53.79600143
182,62.742,,,62.742,11.62199974,62.736,51.68399811,62.735,79.1760025,62.738,79.68699646,62.735,53.77299881
183,62.756,,,62.756,11.65699959,62.749,51.6780014,62.751,79.05200195,62.752,79.61000061,62.75,53.72200012
184,62.771,,,62.771,11.56799984,62.766,51.59999847,62.765,79.0739975,62.768,79.56099701,62.764,53.6780014
185,62.786,,,62.786,11.5880003,62.781,51.55500031,62.781,79.02799988,62.781,79.53399658,62.778,53.64099884
186,62.801,,,62.801,11.61400032,62.797,51.54399872,62.794,78.90799713,62.797,79.51100159,62.794,53.61500168
187,62.817,,,62.817,11.59799957,62.811,51.53699875,62.812,78.88500214,62.813,79.35600281,62.81,53.57799911
188,62.833,,,62.833,11.59300041,62.824,51.50299835,62.827,78.86199951,62.826,79.38600159,62.825,53.53099823
189,62.848,,,62.848,11.56400013,62.84,51.46900177,62.841,78.76200104,62.841,79.31600189,62.838,53.50999832
190,62.863,,,62.863,11.55799961,62.855,51.36999893,62.858,78.76200104,62.857,79.29299927,62.855,53.41199875
191,62.876,,,62.876,11.59200001,62.87,51.38100052,62.872,78.68699646,62.872,79.2460022,62.868,53.44100189
192,62.893,,,62.893,11.55599976,62.887,51.3370018,62.886,78.65399933,62.886,79.20300293,62.884,53.43299866
193,62.905,,,62.905,11.57600021,62.901,51.29499817,62.903,78.63400269,62.901,79.1289978,62.899,53.37099838
194,62.921,,,62.921,11.52900028,62.914,51.23500061,62.917,78.54399872,62.914,79.04100037,62.913,53.36600113
195,62.938,,,62.938,11.52000046,62.93,51.22900009,62.933,78.54199982,62.93,79.02999878,62.929,53.26399994
196,62.951,,,62.951,11.51900005,62.943,51.17100143,62.947,78.42700195,62.946,79.0490036,62.943,53.25600052
197,62.967,,,62.967,11.50500011,62.958,51.18099976,62.96,78.34600067,62.96,78.93199921,62.958,53.22299957
198,62.981,,,62.981,11.47900009,62.974,51.14099884,62.977,78.34700012,62.975,78.93000031,62.973,53.24000168
199,62.995,,,62.995,11.46700001,62.987,51.03300095,62.993,78.31500244,62.99,78.90499878,62.988,53.19100189
200,63.011,,,63.011,11.47299957,63.003,51.02899933,63.007,78.25099945,63.004,78.83000183,63.004,53.14300156
201,63.025,,,63.025,11.46399975,63.018,51.06000137,63.021,78.2460022,63.021,78.77200317,63.018,53.07899857
202,63.042,,,63.042,11.44099998,63.034,50.95999908,63.037,78.20600128,63.035,78.72200012,63.034,53.04000092
203,63.057,,,63.057,11.49499989,63.047,50.92300034,63.052,78.13400269,63.049,78.70200348,63.05,53.02299881
204,63.071,,,63.071,11.43900013,63.059,50.92900085,63.067,78.13400269,63.065,78.6780014,63.065,52.98099899
205,63.086,,,63.086,11.41499996,63.074,50.8429985,63.081,78.0490036,63.08,78.59600067,63.079,52.93299866
206,63.101,,,63.101,11.43400002,63.09,50.83399963,63.096,78.00900269,63.094,78.55400085,63.095,52.85400009
207,63.117,,,63.117,11.36999989,63.107,50.81399918,63.112,77.90499878,63.109,78.53399658,63.111,52.92599869
208,63.132,,,63.132,11.38399982,63.121,50.77700043,63.127,77.875,63.125,78.49700165,63.127,52.79899979
209,63.146,,,63.146,11.3920002,63.136,50.75299835,63.141,77.83100128,63.141,78.37999725,63.139,52.74900055
210,63.162,,,63.162,11.37699986,63.149,50.74200058,63.154,77.77300262,63.156,78.40200043,63.153,52.72200012
211,63.178,,,63.178,11.33199978,63.163,50.69200134,63.17,77.7460022,63.17,78.3239975,63.166,52.7140007
212,63.19,,,63.19,11.39900017,63.176,50.62900162,63.185,77.7460022,63.184,78.25700378,63.182,52.66699982
213,63.206,,,63.206,11.41800022,63.193,50.62099838,63.2,77.65200043,63.199,78.20700073,63.197,52.57099915
214,63.221,,,63.221,11.35000038,63.209,50.54000092,63.215,77.54799652,63.215,78.17900085,63.213,52.61600113
215,63.236,,,63.236,11.30599976,63.224,50.55500031,63.23,77.54699707,63.229,78.11000061,63.228,52.57699966
216,63.25,,,63.25,11.33399963,63.238,50.54199982,63.245,77.45800018,63.244,78.16100311,63.242,52.57600021
217,63.265,,,63.265,11.32400036,63.254,50.47499847,63.26,77.46099854,63.259,78.09999847,63.257,52.49700165
218,63.281,,,63.281,11.28299999,63.268,50.4640007,63.275,77.42099762,63.275,78.03399658,63.273,52.48899841
219,63.296,,,63.296,11.27200031,63.284,50.40200043,63.29,77.35299683,63.289,78.02400208,63.289,52.47900009
220,63.31,,,63.31,11.26900005,63.299,50.4640007,63.306,77.35199738,63.304,77.90599823,63.302,52.37799835
221,63.326,,,63.326,11.26000023,63.315,50.31700134,63.321,77.32499695,63.32,77.83000183,63.319,52.36899948
222,63.34,,,63.34,11.29300022,63.331,50.34500122,63.334,77.23000336,63.336,77.80500031,63.335,52.29600143
223,63.354,,,63.354,11.30200005,63.348,50.23400116,63.349,77.21299744,63.348,77.77600098,63.351,52.27700043
224,63.369,,,63.369,11.2670002,63.362,50.26699829,63.365,77.15699768,63.364,77.74500275,63.363,52.22399902
225,63.385,,,63.385,11.22799969,63.376,50.20899963,63.382,77.1230011,63.381,77.69400024,63.379,52.24300003
226,63.4,,,63.4,11.25,63.392,50.21300125,63.396,77.03500366,63.396,77.58699799,63.395,52.20299911
227,63.415,,,63.415,11.22700024,63.406,50.17200089,63.412,77.02400208,63.411,77.57700348,63.41,52.14699936
228,63.431,,,63.431,11.18099976,63.421,50.18500137,63.428,76.98400116,63.425,77.4960022,63.426,52.10800171
229,63.445,,,63.445,11.23200035,63.437,50.11199951,63.441,77.00099945,63.441,77.54299927,63.441,52.01800156
230,63.461,,,63.461,11.19699955,63.453,50.03300095,63.457,76.83599854,63.455,77.41300201,63.456,52.04199982
231,63.475,,,63.475,11.22099972,63.468,50.05500031,63.472,76.82099915,63.468,77.42199707,63.47,52.01900101
232,63.491,,,63.491,11.22599983,63.484,49.97999954,63.487,76.80999756,63.484,77.35399628,63.486,51.94599915
233,63.506,,,63.506,11.16699982,63.498,49.94800186,63.5,76.76000214,63.498,77.31099701,63.501,51.89400101
234,63.521,,,63.521,11.14700031,63.518,49.9620018,63.516,76.6780014,63.513,77.31600189,63.518,51.90000153
235,63.533,,,63.533,11.14099979,63.529,49.95800018,63.532,76.64199829,63.529,77.25099945,63.529,51.91400146
236,63.547,,,63.547,11.14099979,63.544,49.83399963,63.546,76.58899689,63.545,77.19200134,63.544,51.86000061
237,63.563,,,63.563,11.1590004,63.558,49.85800171,63.559,76.5059967,63.559,77.1309967,63.56,51.80199814
238,63.578,,,63.578,11.12899971,63.574,49.80799866,63.574,76.47799683,63.573,77.06400299,63.575,51.79600143
239,63.593,,,63.593,11.16600037,63.588,49.74700165,63.588,76.47100067,63.588,77.01499939,63.591,51.77099991
