Index,Text,X,S1,X,S2,X,S3,X,S4,X,S5,X,S6
508,67.624,,,67.624,9.145999908,67.623,42.04999924,67.622,65.19999695,67.622,65.85900116,67.623,43.75
509,67.639,,,67.639,9.112999916,67.639,42.00899887,67.636,65.22399902,67.636,65.85800171,67.637,43.73500061
510,67.655,,,67.655,9.088999748,67.651,41.94400024,67.652,65.16000366,67.652,65.81099701,67.653,43.69900131
511,67.671,,,67.671,9.12899971,67.667,41.90800095,67.666,65.07499695,67.667,65.76100159,67.669,43.68000031
512,67.684,,,67.684,9.098999977,67.683,41.84700012,67.681,65.09200287,67.682,65.69799805,67.682,43.63399887
513,67.699,,,67.699,9.086999893,67.697,41.92399979,67.697,65.02899933,67.698,65.69599915,67.697,43.63600159
514,67.714,,,67.714,9.071000099,67.712,41.85100174,67.712,65.00499725,67.712,65.63800049,67.712,43.5909996
515,67.731,,,67.731,9.069999695,67.727,41.80799866,67.728,64.96099854,67.729,65.62200165,67.728,43.62099838
516,67.747,,,67.747,9.052000046,67.742,41.81800079,67.743,64.89600372,67.743,65.52600098,67.742,43.52700043
517,67.762,,,67.762,9.097000122,67.756,41.81900024,67.759,64.8809967,67.756,65.53299713,67.757,43.51200104
518,67.776,,,67.776,9.076999664,67.771,41.73099899,67.771,64.80000305,67.772,65.41500092,67.771,43.4679985
519,67.791,,,67.791,9.093999863,67.787,41.72900009,67.787,64.8259964,67.789,65.44100189,67.785,43.47900009
520,67.807,,,67.807,9.069000244,67.801,41.69499969,67.804,64.75099945,67.803,65.39399719,67.8,43.41899872
521,67.823,,,67.823,9.090000153,67.815,41.65499878,67.818,64.67700195,67.818,65.34600067,67.816,43.4469986
522,67.837,,,67.837,9.06799984,67.831,41.60599899,67.833,64.68599701,67.832,65.34799957,67.831,43.34700012
523,67.853,,,67.853,9.010000229,67.844,41.59600067,67.848,64.62400055,67.848,65.24500275,67.846,43.40800095
524,67.867,,,67.867,9.097000122,67.859,41.5340004,67.863,64.59600067,67.863,65.26300049,67.861,43.3390007
525,67.883,,,67.883,9.027000427,67.876,41.54399872,67.878,64.53500366,67.879,65.23300171,67.876,43.30099869
526,67.897,,,67.897,9.012999535,67.89,41.54299927,67.893,64.53700256,67.893,65.17500305,67.891,43.24599838
527,67.911,,,67.911,9.008000374,67.904,41.49399948,67.908,64.56400299,67.908,65.13500214,67.906,43.3030014
528,67.927,,,67.927,8.979999542,67.92,41.4640007,67.922,64.46499634,67.924,65.1190033,67.921,43.22900009
529,67.941,,,67.941,8.979999542,67.936,41.4469986,67.938,64.42099762,67.939,65.02700043,67.935,43.16699982
530,67.957,,,67.957,8.979000092,67.951,41.45600128,67.954,64.39299774,67.953,65.06900024,67.95,43.20100021
531,67.973,,,67.973,8.968000412,67.966,41.4620018,67.971,64.35800171,67.967,65.01799774,67.964,43.13499832
532,67.988,,,67.988,8.979000092,67.981,41.31200027,67.984,64.37599945,67.983,64.99500275,67.98,43.10300064
533,68.004,,,68.004,9.00399971,67.996,41.40100098,68,64.29199982,67.998,64.90100098,67.995,43.08200073
534,68.018,,,68.018,8.963999748,68.009,41.33000183,68.015,64.22899628,68.013,64.85500336,68.009,43.08499908
535,68.032,,,68.032,8.958000183,68.025,41.34799957,68.027,64.19000244,68.027,64.83100128,68.026,43.05599976
536,68.046,,,68.046,8.965999603,68.04,41.2840004,68.042,64.18399811,68.041,64.79599762,68.041,43.00099945
537,68.061,,,68.061,8.944999695,68.056,41.32300186,68.057,64.1289978,68.057,64.7440033,68.057,42.97600174
538,68.075,,,68.075,8.946000099,68.071,41.22999954,68.072,64.09100342,68.073,64.71700287,68.071,42.99599838
539,68.091,,,68.091,8.93200016,68.087,41.20800018,68.085,64.04199982,68.089,64.68399811,68.087,42.91799927
540,68.107,,,68.107,8.909000397,68.101,41.20000076,68.101,64.02799988,68.105,64.64399719,68.101,42.92300034
541,68.121,,,68.121,8.861000061,68.116,41.15299988,68.115,63.9679985,68.119,64.5510025,68.114,42.85800171
542,68.136,,,68.136,8.930999756,68.132,41.12900162,68.131,63.96500015,68.132,64.54299927,68.129,42.89199829
543,68.151,,,68.151,8.878000259,68.146,41.07600021,68.145,63.9090004,68.148,64.49299622,68.145,42.83399963
544,68.165,,,68.165,8.859999657,68.16,41.02999878,68.161,63.8409996,68.16,64.47200012,68.161,42.82300186
545,68.18,,,68.18,8.918000221,68.175,41.06600189,68.175,63.81700134,68.176,64.50499725,68.174,42.82699966
546,68.195,,,68.195,8.93999958,68.191,41.02199936,68.192,63.76699829,68.192,64.4260025,68.191,42.74000168
547,68.21,,,68.21,8.902000427,68.206,41.00299835,68.205,63.70000076,68.207,64.40000153,68.206,42.7859993
548,68.223,,,68.223,8.913000107,68.22,40.95999908,68.219,63.68299866,68.222,64.34600067,68.221,42.75099945
549,68.239,,,68.239,8.850999832,68.237,40.97800064,68.235,63.65200043,68.238,64.26399994,68.235,42.71300125
550,68.254,,,68.254,8.817000389,68.252,40.95700073,68.249,63.59899902,68.253,64.22100067,68.25,42.64400101
551,68.269,,,68.269,8.840000153,68.266,40.8769989,68.265,63.58399963,68.268,64.19499969,68.265,42.63399887
552,68.285,,,68.285,8.81799984,68.281,40.90299988,68.281,63.56000137,68.285,64.12200165,68.281,42.65399933
553,68.3,,,68.3,8.807999611,68.295,40.86000061,68.297,63.60599899,68.299,64.17700195,68.296,42.58000183
554,68.313,,,68.313,8.824999809,68.311,40.82300186,68.312,63.51599884,68.314,64.1289978,68.313,42.54000092
555,68.328,,,68.328,8.826000214,68.326,40.81999969,68.327,63.43199921,68.329,64.12799835,68.327,42.59700012
556,68.343,,,68.343,8.833000183,68.342,40.7879982,68.342,63.44400024,68.344,64.10800171,68.343,42.52899933
557,68.358,,,68.358,8.819000244,68.357,40.77700043,68.357,63.36399841,68.359,64.03600311,68.356,42.4659996
558,68.373,,,68.373,8.791000366,68.372,40.70000076,68.372,63.29999924,68.373,64.01200104,68.372,42.45100021
559,68.389,,,68.389,8.82199955,68.386,40.69200134,68.387,63.27600098,68.387,63.92499924,68.388,42.44599915
560,68.402,,,68.402,8.769000053,68.4,40.67699814,68.403,63.31000137,68.403,63.88999939,68.403,42.41600037
561,68.418,,,68.418,8.809000015,68.417,40.65599823,68.418,63.22100067,68.418,63.85499954,68.419,42.4109993
562,68.433,,,68.433,8.86400032,68.433,40.58100128,68.433,63.1609993,68.431,63.79999924,68.434,42.38199997
563,68.447,,,68.447,8.770999908,68.447,40.61299896,68.448,63.17300034,68.447,63.7120018,68.449,42.38299942
564,68.463,,,68.463,8.793999672,68.461,40.56800079,68.462,63.07799911,68.463,63.73600006,68.464,42.32500076
565,68.478,,,68.478,8.829999924,68.477,40.5890007,68.478,63.01900101,68.479,63.64500046,68.479,42.28300095
566,68.494,,,68.494,8.760000229,68.491,40.51599884,68.494,63.11999893,68.494,63.67599869,68.495,42.24100113
567,68.51,,,68.51,8.755000114,68.507,40.49300003,68.507,62.97999954,68.509,63.59500122,68.512,42.14500046
568,68.524,,,68.524,8.788999557,68.523,40.48699951,68.524,62.93600082,68.525,63.59199905,68.525,42.24200058
569,68.539,,,68.539,8.751000404,68.537,40.4620018,68.539,62.9679985,68.539,63.52199936,68.541,42.18899918
570,68.554,,,68.554,8.737000465,68.552,40.42200089,68.554,62.85200119,68.553,63.48799896,68.555,42.2159996
571,68.568,,,68.568,8.711000443,68.566,40.38999939,68.568,62.86100006,68.568,63.49000168,68.571,42.08800125
572,68.584,,,68.584,8.699999809,68.581,40.35200119,68.582,62.82099915,68.582,63.39500046,68.585,42.14400101
573,68.598,,,68.598,8.782999992,68.596,40.36899948,68.598,62.79600143,68.596,63.36500168,68.599,42.08200073
574,68.614,,,68.614,8.675000191,68.612,40.31499863,68.612,62.73400116,68.612,63.30899811,68.614,42.02700043
575,68.629,,,68.629,8.703000069,68.626,40.31999969,68.627,62.70999908,68.627,63.30400085,68.629,42.04600143
576,68.644,,,68.644,8.701999664,68.641,40.27899933,68.643,62.63299942,68.64,63.26200104,68.644,42.03499985
577,68.659,,,68.659,8.734999657,68.655,40.24300003,68.655,62.66600037,68.656,63.24300003,68.659,42.00600052
578,68.675,,,68.675,8.710000038,68.67,40.22600174,68.672,62.55500031,68.673,63.17499924,68.676,41.95399857
579,68.69,,,68.69,8.666000366,68.687,40.24499893,68.688,62.50799942,68.686,63.10800171,68.69,41.9679985
580,68.704,,,68.704,8.711999893,68.701,40.19400024,68.7,62.45999908,68.702,63.125,68.704,41.92599869
581,68.719,,,68.719,8.640000343,68.717,40.13800049,68.715,62.51599884,68.717,63.09799957,68.718,41.84999847
582,68.735,,,68.735,8.633000374,68.73,40.14599991,68.731,62.46099854,68.732,63.05199814,68.732,41.84899902
583,68.749,,,68.749,8.652999878,68.744,40.07400131,68.746,62.34600067,68.747,62.99000168,68.747,41.83599854
584,68.765,,,68.765,8.61400032,68.76,40.06800079,68.762,62.38399887,68.763,62.98899841,68.762,41.7820015
585,68.78,,,68.78,8.612999916,68.775,40.08100128,68.779,62.31600189,68.778,62.95800018,68.776,41.77700043
586,68.794,,,68.794,8.663000107,68.79,40.04299927,68.794,62.29499817,68.793,62.86700058,68.789,41.72999954
587,68.811,,,68.811,8.592000008,68.804,40.01399994,68.807,62.23600006,68.807,62.85800171,68.805,41.74499893
588,68.825,,,68.825,8.645000458,68.82,40.0019989,68.821,62.18399811,68.823,62.82099915,68.82,41.68999863
589,68.84,,,68.84,8.630999565,68.835,39.9129982,68.836,62.16400146,68.838,62.80199814,68.837,41.68000031
590,68.855,,,68.855,8.656000137,68.85,39.93199921,68.85,62.14500046,68.852,62.74399948,68.852,41.65100098
591,68.869,,,68.869,8.640999794,68.864,39.86600113,68.866,62.09000015,68.868,62.72100067,68.866,41.63999939
592,68.885,,,68.885,8.585000038,68.878,39.92100143,68.881,62.05899811,68.881,62.66999817,68.881,41.5890007
593,68.901,,,68.901,8.593000412,68.893,39.89699936,68.896,62.00099945,68.897,62.59799957,68.898,41.56999969
594,68.917,,,68.917,8.565999985,68.909,39.82500076,68.911,62.04100037,68.911,62.61100006,68.913,41.56399918
595,68.931,,,68.931,8.529000282,68.924,39.8219986,68.925,62.00099945,68.927,62.55699921,68.928,41.52299881
596,68.946,,,68.946,8.579999924,68.94,39.73400116,68.941,61.92100143,68.943,62.48400116,68.944,41.55400085
597,68.96,,,68.96,8.550000191,68.956,39.76300049,68.956,61.91999817,68.958,62.54299927,68.958,41.48300171
598,68.975,,,68.975,8.553999901,68.971,39.75099945,68.97,61.85400009,68.973,62.47800064,68.972,41.53499985
599,68.989,,,68.989,8.541000366,68.986,39.73799896,68.985,61.85699844,68.987,62.4090004,68.987,41.44900131
600,69.003,,,69.003,8.593999863,69.001,39.66999817,68.999,61.76399994,69.004,62.39099884,69.002,41.45500183
601,69.019,,,69.019,8.56099987,69.016,39.68700027,69.016,61.73899841,69.018,62.34999847,69.016,41.43000031
602,69.033,,,69.033,8.548999786,69.031,39.61600113,69.029,61.67300034,69.033,62.32099915,69.031,41.38999939
603,69.048,,,69.048,8.56099987,69.047,39.58200073,69.045,61.64699936,69.046,62.29800034,69.047,41.35400009
604,69.063,,,69.063,8.550999641,69.063,39.52799988,69.061,61.68299866,69.063,62.22000122,69.063,41.34999847
605,69.08,,,69.08,8.515999794,69.078,39.55500031,69.075,61.56399918,69.079,62.21500015,69.078,41.28499985
606,69.093,,,69.093,8.536999702,69.093,39.54499817,69.092,61.59700012,69.094,62.17200089,69.093,41.30699921
607,69.108,,,69.108,8.522999763,69.108,39.50099945,69.107,61.58800125,69.11,62.1269989,69.107,41.27799988
608,69.124,,,69.124,8.479999542,69.124,39.4640007,69.122,61.50999832,69.122,62.14500046,69.123,41.22399902
609,69.138,,,69.138,8.546999931,69.138,39.46699905,69.138,61.50500107,69.137,62.05699921,69.136,41.18500137
610,69.153,,,69.153,8.470999718,69.154,39.45700073,69.152,61.41199875,69.152,62.00600052,69.153,41.17399979
611,69.168,,,69.168,8.505999565,69.169,39.36999893,69.167,61.38399887,69.167,62.03099823,69.167,41.15200043
612,69.184,,,69.184,8.477000237,69.184,39.38800049,69.183,61.39300156,69.184,61.91500092,69.182,41.12400055
613,69.199,,,69.199,8.461000443,69.199,39.35100174,69.198,61.25400162,69.199,61.88100052,69.199,41.125
614,69.213,,,69.213,8.487000465,69.215,39.39300156,69.213,61.21900177,69.212,61.86999893,69.214,41.05899811
615,69.227,,,69.227,8.465000153,69.228,39.31900024,69.227,61.18899918,69.226,61.79700089,69.228,41.05699921
616,69.242,,,69.242,8.440999985,69.245,39.2820015,69.243,61.21900177,69.242,61.77399826,69.243,41.02899933
617,69.257,,,69.257,8.482000351,69.26,39.27099991,69.258,61.20899963,69.257,61.75799942,69.259,41.01499939
618,69.273,,,69.273,8.425000191,69.275,39.22900009,69.272,61.17699814,69.273,61.73300171,69.274,40.98500061
619,69.289,,,69.289,8.44299984,69.289,39.23099899,69.287,61.0870018,69.287,61.68899918,69.289,40.97999954
620,69.305,,,69.305,8.434000015,69.304,39.23300171,69.303,61.04700089,69.301,61.70399857,69.304,40.95500183
621,69.319,,,69.319,8.388999939,69.32,39.1609993,69.32,61.01399994,69.315,61.60200119,69.319,40.91899872
622,69.335,,,69.335,8.401000023,69.335,39.18000031,69.335,60.94400024,69.331,61.64500046,69.333,40.89199829
623,69.35,,,69.35,8.418000221,69.347,39.13399887,69.35,60.94499969,69.348,61.54000092,69.349,40.88100052
624,69.363,,,69.363,8.380999565,69.363,39.06999969,69.365,60.86399841,69.365,61.51499939,69.365,40.83000183
625,69.38,,,69.38,8.362000465,69.379,39.0379982,69.379,60.82400131,69.379,61.49700165,69.379,40.85800171
626,69.396,,,69.396,8.401000023,69.392,39.01200104,69.393,60.83399963,69.393,61.45600128,69.394,40.81399918
627,69.408,,,69.408,8.324000359,69.408,38.96699905,69.407,60.80099869,69.408,61.39400101,69.408,40.7840004
628,69.424,,,69.424,8.375,69.424,38.97999954,69.422,60.75999832,69.422,61.39400101,69.424,40.78699875
629,69.438,,,69.438,8.37100029,69.438,38.97499847,69.438,60.76100159,69.437,61.34799957,69.437,40.75
630,69.453,,,69.453,8.324999809,69.453,38.95399857,69.455,60.67300034,69.451,61.24399948,69.453,40.68600082
631,69.468,,,69.468,8.373000145,69.467,38.93799973,69.467,60.67300034,69.464,61.23899841,69.467,40.66600037
632,69.483,,,69.483,8.355999947,69.483,38.90299988,69.484,60.69400024,69.48,61.20899963,69.483,40.6590004
633,69.499,,,69.499,8.324999809,69.497,38.89699936,69.498,60.59000015,69.496,61.18199921,69.498,40.63800049
634,69.513,,,69.513,8.380000114,69.511,38.83800125,69.514,60.59700012,69.509,61.12099838,69.516,40.59700012
635,69.529,,,69.529,8.293999672,69.527,38.83800125,69.529,60.56600189,69.524,61.12799835,69.528,40.5890007
636,69.542,,,69.542,8.312999725,69.543,38.83200073,69.542,60.51800156,69.54,61.10800171,69.542,40.53699875
637,69.558,,,69.558,8.357999802,69.557,38.78300095,69.559,60.41600037,69.555,61.10499954,69.559,40.50799942
638,69.573,,,69.573,8.326999664,69.572,38.7879982,69.574,60.42399979,69.57,61.00099945,69.573,40.49200058
639,69.589,,,69.589,8.340000153,69.586,38.74599838,69.586,60.36399841,69.586,60.9679985,69.587,40.48199844
640,69.603,,,69.603,8.284000397,69.601,38.7140007,69.602,60.36299896,69.6,60.90999985,69.602,40.43999863
641,69.619,,,69.619,8.305000305,69.618,38.69800186,69.618,60.32799911,69.615,60.9090004,69.618,40.39799881
642,69.634,,,69.634,8.295000076,69.633,38.64699936,69.634,60.29600143,69.63,60.82400131,69.632,40.40100098
643,69.65,,,69.65,8.322999954,69.649,38.63899994,69.649,60.30199814,69.646,60.81900024,69.648,40.38999939
644,69.663,,,69.663,8.270000458,69.662,38.62599945,69.665,60.23099899,69.66,60.77799988,69.662,40.36600113
645,69.679,,,69.679,8.274999619,69.677,38.67699814,69.679,60.20000076,69.676,60.71500015,69.677,40.3429985
646,69.692,,,69.692,8.253000259,69.692,38.56299973,69.694,60.11100006,69.688,60.70500183,69.692,40.32699966
647,69.707,,,69.707,8.277000427,69.708,38.53699875,69.707,60.15100098,69.705,60.64500046,69.706,40.25400162
648,69.723,,,69.723,8.277999878,69.721,38.4980011,69.722,60.10699844,69.722,60.58000183,69.722,40.29600143
649,69.739,,,69.739,8.295000076,69.735,38.47800064,69.736,60.05599976,69.736,60.62200165,69.737,40.24300003
650,69.753,,,69.753,8.272999763,69.75,38.45299911,69.752,59.9659996,69.75,60.54299927,69.752,40.20700073
651,69.767,,,69.767,8.262000084,69.767,38.45199966,69.768,60.00400162,69.766,60.51300049,69.768,40.22800064
652,69.782,,,69.782,8.229000092,69.781,38.42900085,69.782,59.92599869,69.78,60.47900009,69.785,40.16799927
653,69.797,,,69.797,8.25,69.795,38.37099838,69.797,59.88100052,69.796,60.42399979,69.8,40.12400055
654,69.813,,,69.813,8.234000206,69.811,38.33499908,69.812,59.88600159,69.81,60.39400101,69.813,40.15299988
655,69.829,,,69.829,8.211000443,69.825,38.35100174,69.827,59.8769989,69.826,60.36600113,69.829,40.11299896
656,69.844,,,69.844,8.248000145,69.84,38.33599854,69.842,59.81800079,69.843,60.37400055,69.843,40.06900024
657,69.86,,,69.86,8.177000046,69.854,38.29399872,69.857,59.72399902,69.858,60.30899811,69.859,40.07699966
658,69.873,,,69.873,8.213999748,69.871,38.23899841,69.87,59.72499847,69.874,60.27600098,69.874,40.03699875
659,69.889,,,69.889,8.187999725,69.885,38.26100159,69.885,59.68600082,69.887,60.23199844,69.889,40.02299881
660,69.905,,,69.905,8.171999931,69.9,38.22100067,69.902,59.63000107,69.903,60.20800018,69.904,39.95100021
661,69.919,,,69.919,8.166999817,69.917,38.22900009,69.918,59.61299896,69.917,60.1590004,69.919,39.95999908
662,69.934,,,69.934,8.206999779,69.93,38.20899963,69.933,59.51499939,69.93,60.07899857,69.932,39.99499893
663,69.949,,,69.949,8.222000122,69.944,38.09999847,69.947,59.54499817,69.947,60.14599991,69.949,39.94200134
664,69.964,,,69.964,8.182999611,69.96,38.13100052,69.961,59.5320015,69.963,60.05500031,69.965,39.84600067
665,69.978,,,69.978,8.173000336,69.974,38.06000137,69.977,59.49900055,69.977,60.03900146,69.979,39.86800003
666,69.994,,,69.994,8.18599987,69.991,38.0870018,69.99,59.42900085,69.993,60.04000092,69.994,39.84500122
667,70.009,,,70.009,8.140000343,70.006,38.05899811,70.006,59.39899826,70.008,59.93700027,70.008,39.84500122
668,70.026,,,70.026,8.215999603,70.019,38.03699875,70.021,59.35800171,70.023,59.93399811,70.024,39.80599976
669,70.039,,,70.039,8.170000076,70.036,38.04000092,70.037,59.3429985,70.037,59.86399841,70.04,39.74900055
670,70.055,,,70.055,8.161000252,70.05,38.00099945,70.052,59.36000061,70.052,59.86199951,70.052,39.73199844
671,70.07,,,70.07,8.12899971,70.064,37.97100067,70.066,59.27299881,70.068,59.81100082,70.069,39.74700165
672,70.085,,,70.085,8.161999702,70.081,37.99399948,70.082,59.22499847,70.082,59.80599976,70.085,39.68000031
673,70.1,,,70.1,8.149999619,70.095,37.89799881,70.097,59.18299866,70.098,59.70899963,70.098,39.70199966
674,70.114,,,70.114,8.145999908,70.112,37.88100052,70.114,59.15999985,70.113,59.71699905,70.113,39.68099976
675,70.129,,,70.129,8.119999886,70.127,37.86199951,70.129,59.13000107,70.129,59.625,70.128,39.68700027
676,70.144,,,70.144,8.126999855,70.142,37.77600098,70.143,59.13299942,70.143,59.65200043,70.143,39.625
677,70.159,,,70.159,8.036000252,70.157,37.81299973,70.159,59.06900024,70.158,59.59899902,70.159,39.56800079
678,70.174,,,70.174,8.119000435,70.173,37.82600021,70.174,59.02899933,70.172,59.65800095,70.173,39.58800125
679,70.19,,,70.19,8.088000298,70.187,37.75899887,70.188,58.93299866,70.188,59.55400085,70.19,39.54199982
680,70.205,,,70.205,8.092000008,70.203,37.73600006,70.203,59.01200104,70.202,59.55500031,70.201,39.54899979
681,70.22,,,70.22,8.086999893,70.217,37.70999908,70.218,58.88499832,70.217,59.52199936,70.217,39.47800064
682,70.235,,,70.235,8.086999893,70.232,37.73799896,70.234,58.86700058,70.23,59.42399979,70.232,39.47200012
683,70.25,,,70.25,8.072999954,70.248,37.68500137,70.249,58.77399826,70.247,59.38399887,70.247,39.44800186
684,70.265,,,70.265,8.043999672,70.262,37.64799881,70.264,58.86500168,70.261,59.38399887,70.261,39.45399857
685,70.281,,,70.281,8.022999763,70.279,37.60200119,70.279,58.77199936,70.277,59.31499863,70.278,39.40399933
686,70.296,,,70.296,8.036000252,70.293,37.62400055,70.295,58.6780014,70.292,59.31999969,70.292,39.42599869
687,70.31,,,70.31,8.05700016,70.308,37.55899811,70.309,58.72499847,70.306,59.25299835,70.308,39.35800171
688,70.325,,,70.325,8.083000183,70.325,37.55199814,70.324,58.70899963,70.322,59.21099854,70.324,39.28699875
689,70.34,,,70.34,8.034999847,70.337,37.54000092,70.338,58.65299988,70.337,59.15800095,70.339,39.33499908
690,70.355,,,70.355,8.020999908,70.355,37.48400116,70.354,58.59600067,70.352,59.18700027,70.353,39.3030014
691,70.371,,,70.371,8.031999588,70.368,37.50600052,70.368,58.56299973,70.367,59.15299988,70.369,39.23400116
692,70.386,,,70.386,7.986999989,70.382,37.47600174,70.382,58.53900146,70.381,59.11700058,70.382,39.23899841
693,70.399,,,70.399,7.972000122,70.397,37.45299911,70.398,58.55099869,70.396,59.02899933,70.397,39.22499847
694,70.414,,,70.414,8.046999931,70.413,37.44300079,70.414,58.4620018,70.412,58.99900055,70.412,39.20800018
695,70.43,,,70.43,7.96600008,70.428,37.37799835,70.429,58.45399857,70.427,58.9679985,70.428,39.18000031
696,70.445,,,70.445,8.003000259,70.443,37.38700104,70.444,58.42200089,70.442,58.9640007,70.443,39.17699814
697,70.46,,,70.46,8.034000397,70.457,37.39400101,70.459,58.42200089,70.456,58.86999893,70.46,39.11399841
698,70.476,,,70.476,7.999000072,70.473,37.32400131,70.473,58.31800079,70.471,58.8730011,70.474,39.10200119
699,70.49,,,70.49,7.96999979,70.488,37.24200058,70.489,58.2820015,70.487,58.82500076,70.488,39.09000015
700,70.506,,,70.506,7.999000072,70.502,37.23300171,70.504,58.25099945,70.502,58.77899933,70.502,39.03900146
701,70.52,,,70.52,8.015999794,70.517,37.25,70.521,58.22999954,70.518,58.74399948,70.518,39.03499985
702,70.534,,,70.534,8.005999565,70.531,37.23400116,70.535,58.17399979,70.531,58.75999832,70.535,38.98899841
703,70.548,,,70.548,7.96600008,70.547,37.18799973,70.549,58.13899994,70.548,58.76100159,70.548,38.97600174
704,70.564,,,70.564,7.93599987,70.563,37.18999863,70.565,58.11700058,70.562,58.66899872,70.564,38.97999954
705,70.579,,,70.579,7.967000008,70.575,37.15299988,70.577,58.06399918,70.577,58.60699844,70.579,38.92300034
706,70.593,,,70.593,7.984000206,70.592,37.09899902,70.593,58.06999969,70.593,58.52999878,70.594,38.96500015
707,70.609,,,70.609,7.931000233,70.607,37.15000153,70.607,57.97700119,70.607,58.54700089,70.609,38.89099884
708,70.623,,,70.623,7.916999817,70.622,37.13199997,70.624,57.98099899,70.622,58.52099991,70.625,38.89300156
709,70.639,,,70.639,7.914999962,70.638,37.05899811,70.639,57.97800064,70.639,58.49100113,70.639,38.88800049
710,70.654,,,70.654,7.926000118,70.653,37.04899979,70.653,57.95600128,70.654,58.44100189,70.655,38.84600067
711,70.67,,,70.67,7.965000153,70.669,37.09799957,70.669,57.86999893,70.668,58.43600082,70.669,38.81499863
712,70.684,,,70.684,7.907000065,70.683,37.00600052,70.684,57.89500046,70.684,58.43500137,70.683,38.73300171
713,70.7,,,70.7,7.889999866,70.697,36.99700165,70.698,57.78699875,70.699,58.32600021,70.698,38.72299957
714,70.713,,,70.713,7.90500021,70.713,36.94100189,70.713,57.77199936,70.713,58.33200073,70.712,38.76800156
715,70.73,,,70.73,7.901000023,70.727,36.88899994,70.728,57.72999954,70.73,58.29100037,70.728,38.66600037
716,70.743,,,70.743,7.901000023,70.744,36.90000153,70.744,57.66500092,70.745,58.25600052,70.741,38.65499878
717,70.76,,,70.76,7.918000221,70.757,36.84799957,70.755,57.67100143,70.759,58.23199844,70.755,38.65100098
718,70.775,,,70.775,7.866000175,70.771,36.85300064,70.771,57.66999817,70.775,58.19200134,70.771,38.625
719,70.79,,,70.79,7.872000217,70.788,36.79399872,70.788,57.65999985,70.79,58.0909996,70.785,38.61700058
720,70.805,,,70.805,7.847000122,70.804,36.77000046,70.803,57.59700012,70.804,58.07300186,70.802,38.58000183
721,70.819,,,70.819,7.842000008,70.817,36.80099869,70.817,57.54199982,70.819,58.02199936,70.817,38.55699921
722,70.835,,,70.835,7.875,70.832,36.76599884,70.831,57.53699875,70.833,58.01599884,70.831,38.52000046
723,70.852,,,70.852,7.820000172,70.847,36.70800018,70.847,57.4640007,70.849,57.99200058,70.847,38.50999832
724,70.866,,,70.866,7.897999763,70.863,36.65999985,70.863,57.48500061,70.863,57.90399933,70.863,38.48400116
725,70.88,,,70.88,7.84499979,70.878,36.63700104,70.876,57.38000107,70.879,57.88499832,70.876,38.44400024
726,70.895,,,70.895,7.808000088,70.895,36.61100006,70.892,57.38899994,70.895,57.86500168,70.89,38.46500015
727,70.911,,,70.911,7.823999882,70.907,36.58200073,70.908,57.32699966,70.909,57.81999969,70.907,38.42499924
728,70.926,,,70.926,7.815000057,70.923,36.58499908,70.924,57.29399872,70.923,57.7820015,70.922,38.41400146
729,70.939,,,70.939,7.830999851,70.938,36.53900146,70.94,57.25999832,70.939,57.79999924,70.937,38.35200119
730,70.955,,,70.955,7.822999954,70.952,36.52299881,70.955,57.25500107,70.954,57.71300125,70.951,38.36500168
731,70.972,,,70.972,7.836999893,70.967,36.47299957,70.97,57.23600006,70.969,57.6609993,70.965,38.33800125
732,70.986,,,70.986,7.794000149,70.982,36.51200104,70.985,57.125,70.984,57.68199921,70.981,38.2840004
733,71,,,71,7.776000023,70.997,36.41799927,70.999,57.14799881,70.998,57.6230011,70.996,38.28900146
734,71.017,,,71.017,7.794000149,71.014,36.43799973,71.013,57.13499832,71.013,57.5530014,71.011,38.26300049
735,71.031,,,71.031,7.794000149,71.026,36.45000076,71.028,57.08499908,71.028,57.5379982,71.027,38.14699936
736,71.046,,,71.046,7.778999805,71.043,36.38999939,71.043,57.01900101,71.043,57.53499985,71.041,38.15299988
737,71.061,,,71.061,7.781000137,71.057,36.42300034,71.058,57.01200104,71.057,57.52700043,71.055,38.20500183
738,71.076,,,71.076,7.772999763,71.072,36.36100006,71.071,56.92399979,71.073,57.4640007,71.072,38.10800171
739,71.091,,,71.091,7.803999901,71.086,36.34000015,71.087,56.90599823,71.09,57.48899841,71.086,38.1609993
740,71.106,,,71.106,7.763000011,71.103,36.29999924,71.102,56.94599915,71.104,57.39099884,71.102,38.11500168
741,71.122,,,71.122,7.809999943,71.118,36.31399918,71.117,56.85200119,71.118,57.32899857,71.117,38.11899948
742,71.136,,,71.136,7.750999928,71.132,36.2480011,71.133,56.84799957,71.131,57.27700043,71.131,38.01599884
743,71.152,,,71.152,7.808000088,71.146,36.27000046,71.148,56.80799866,71.148,57.24200058,71.147,37.99599838
744,71.167,,,71.167,7.802000046,71.161,36.20000076,71.162,56.77999878,71.164,57.26300049,71.163,38
745,71.183,,,71.183,7.760000229,71.175,36.1609993,71.178,56.70100021,71.178,57.2120018,71.178,37.95500183
746,71.195,,,71.195,7.776000023,71.191,36.1570015,71.192,56.66899872,71.193,57.16699982,71.192,37.95500183
747,71.211,,,71.211,7.743000031,71.207,36.09199905,71.206,56.6780014,71.208,57.1629982,71.208,37.94200134
748,71.225,,,71.225,7.717000008,71.223,36.11700058,71.222,56.625,71.224,57.10499954,71.224,37.9280014
