Test Report 


Serial Number: A-AB2
Build Config: G.02
ESP Firmware Version: 1.3.0-d
STM Firmware Version: B0.2.4s
Technician ID: jw
Mac Address: 78:21:84:43:e4:8c
Hardware ID: 265b56b2-48cf-5e81-8c34-dd8ceaba982f
Board Version: 5.5


System Fluorimeter Test:

Lowering lifter...
Heating PCR to 30°C...
Blue LED Stabilized

Ch415,Ch445,Ch480,Ch515,Ch555,Ch590,Ch630,Ch680
9,142,131,3,8,18,18,17
9,142,130,3,8,18,18,16
9,141,130,3,8,17,18,16
9,142,130,3,8,18,18,17
9,141,130,3,8,17,18,16
9,140,129,3,8,17,18,16
9,140,129,3,8,17,18,16
9,141,130,3,8,17,18,16
9,141,130,3,8,17,18,16
9,140,129,3,7,17,18,16
9,140,129,3,7,17,18,16
9,139,128,3,7,17,18,16
9,139,128,3,7,17,18,16
9,139,128,3,8,17,18,16
9,139,129,3,8,17,18,16
9,139,128,3,8,17,18,16
9,139,128,3,7,17,18,16
9,139,128,3,7,17,18,16
9,139,128,3,8,17,18,16
9,139,128,3,7,17,18,16
9,139,129,3,7,17,18,16
9,138,128,3,7,17,18,16
9,138,128,3,7,17,18,16
9,138,128,3,7,17,18,16
9,139,128,3,7,17,18,16
9,138,128,3,7,17,18,16
9,138,128,3,7,17,18,16
9,138,127,3,7,17,18,16
9,138,128,3,8,17,18,16
9,138,127,3,7,17,18,16

Passed test

Comments:
